start,end,x_mean,y_mean,z_mean,location,location_idx,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room,label
90.0,91.0,0.92,-0.09,0.334,living,5,187.392,56.923,20.953,6.165,191.03,437.825,1975.178,144.361,51.865,58.632,77.846,176.538,11.096,4.308,547.017,-1218.051,60.0,90.08,54.252,living_room,p_stand
91.0,92.0,0.924,-0.288,0.243,living,5,128.358,58.24,14.092,1.903,-205.763,401.755,1855.245,91.114,11.338,14.338,84.214,180.857,15.678,4.809,541.153,-1171.942,60.0,100.452,28.064,living_room,a_walk
92.0,93.0,0.952,-0.264,0.213,living,5,109.247,58.441,1.577,1.819,-322.248,390.902,1810.972,8.25,10.895,11.809,88.862,188.448,2.623,0.894,553.882,-1192.972,60.0,17.783,6.117,living_room,a_walk
93.0,94.0,0.991,-0.302,0.219,living,5,105.749,56.873,0.995,2.976,-342.755,398.627,1801.67,7.807,14.984,22.748,93.364,190.727,4.248,3.092,578.463,-1201.642,60.0,32.119,31.889,living_room,a_walk
94.0,95.0,0.877,-0.504,0.249,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,a_jump
95.0,96.0,0.416,-0.666,0.681,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,a_jump
96.0,97.0,0.402,-0.658,0.516,living,5,129.598,93.27,6.124,20.379,-213.025,181.258,2022.157,30.948,134.738,127.545,76.0,170.0,23.259,33.541,526.851,-1195.452,60.0,140.029,220.749,living_room,a_jump
97.0,98.0,0.959,-0.477,0.285,living,5,176.012,76.535,34.907,6.638,101.141,265.255,1747.717,216.044,33.745,62.109,94.643,193.429,21.2,3.437,589.008,-1181.866,60.0,150.262,36.886,living_room,p_stand
98.0,99.0,0.943,-0.325,0.229,living,5,287.051,68.555,11.322,14.205,921.533,371.023,2052.835,155.853,114.899,180.192,40.846,171.846,21.361,16.117,307.993,-1222.486,60.0,125.912,54.111,living_room,p_stand
99.0,100.0,0.922,-0.42,0.188,living,5,303.429,147.709,1.111,4.326,1189.809,-230.276,2365.453,22.932,39.126,30.479,9.667,41.667,2.981,14.174,109.829,-349.277,60.0,23.74,113.472,living_room,a_walk
100.0,101.0,1.026,-0.232,0.163,living,5,285.994,82.765,3.91,14.153,961.283,277.202,2176.486,64.578,94.784,144.009,74.818,137.545,9.815,17.89,589.459,-1034.229,60.0,45.095,78.438,living_room,a_walk
101.0,102.0,0.689,-0.528,0.474,living,5,226.977,64.825,30.962,6.379,475.966,392.201,2026.462,219.053,46.889,27.4,86.6,168.067,16.784,6.465,628.967,-1188.531,60.0,124.789,51.528,living_room,a_walk
102.0,103.0,-0.056,-0.854,0.121,living,5,127.035,70.679,29.85,9.907,-236.249,349.452,2015.498,215.624,75.361,44.637,76.786,171.786,13.086,3.519,534.558,-1208.299,60.0,86.984,23.442,living_room,a_walk
103.0,104.0,0.67,-0.632,0.162,living,5,61.741,48.957,8.566,2.239,-788.651,568.15,2280.266,104.041,37.147,125.968,92.143,152.0,7.396,5.916,713.091,-1206.005,60.0,39.926,46.431,living_room,a_walk
104.0,105.0,1.105,-0.305,0.194,living,5,53.606,46.222,1.964,2.171,-960.907,666.248,2575.778,15.971,15.804,27.504,84.857,138.143,0.515,2.356,743.015,-1238.66,60.0,9.132,21.464,living_room,a_walk
105.0,106.0,0.881,-0.386,0.394,living,5,50.699,45.993,0.677,0.776,-984.529,666.639,2568.754,2.614,8.202,13.59,85.0,137.0,0.0,0.0,742.2,-1224.911,60.0,4.051,6.529,living_room,a_walk
106.0,107.0,0.004,-0.487,0.836,living,5,50.212,46.014,0.933,1.418,-982.183,661.885,2551.216,7.587,12.118,10.182,85.0,137.0,0.0,0.0,736.973,-1216.486,60.0,3.035,4.892,living_room,a_walk
107.0,108.0,-0.453,0.174,0.922,living,5,52.274,45.586,2.104,1.755,-971.842,671.418,2572.975,13.939,17.438,22.497,85.261,137.0,1.224,0.0,745.861,-1226.939,60.0,14.332,10.808,living_room,p_stand
108.0,109.0,-0.314,-0.48,0.887,living,5,50.473,43.095,0.894,1.066,-972.576,682.877,2532.276,11.262,9.536,22.887,84.862,137.0,0.507,0.0,730.102,-1207.387,60.0,6.642,10.995,living_room,p_stand
109.0,110.0,-0.443,-0.192,0.898,living,5,47.253,47.163,1.329,2.253,-1018.432,657.584,2575.763,22.659,10.769,39.661,83.0,137.0,0.0,0.0,726.435,-1228.278,60.0,11.544,19.054,living_room,p_stand
110.0,111.0,-0.479,-0.22,0.901,living,5,47.201,42.14,2.308,0.952,-976.78,674.303,2470.099,11.429,6.807,40.121,83.182,137.0,0.575,0.0,697.012,-1177.516,60.0,13.166,19.275,living_room,p_stand
111.0,112.0,-0.494,-0.157,0.851,living,5,56.392,40.091,9.33,1.017,-914.711,707.472,2524.22,58.058,30.157,88.63,94.333,135.444,6.254,2.061,814.482,-1189.354,60.0,83.05,39.729,living_room,p_stand
112.0,113.0,-0.228,-0.004,0.807,living,5,69.048,40.549,2.183,1.237,-815.797,712.696,2557.861,21.349,16.379,27.838,94.933,128.2,3.119,1.108,829.549,-1139.858,60.0,30.745,18.548,living_room,p_stand
113.0,114.0,1.171,-0.267,0.24,living,5,66.135,41.894,5.992,2.031,-848.443,705.691,2576.972,58.257,14.555,26.023,89.231,129.0,13.591,0.0,785.62,-1155.725,60.0,123.062,11.772,living_room,p_stand
114.0,115.0,0.911,-0.253,0.288,living,5,84.843,39.82,2.359,1.017,-700.501,747.44,2658.557,17.227,8.163,24.642,54.071,123.714,4.088,1.532,488.612,-1142.682,60.0,34.444,7.097,living_room,p_stand
115.0,116.0,0.933,-0.23,0.356,living,5,85.989,37.344,1.368,1.084,-699.847,781.619,2696.649,11.93,10.739,9.35,51.667,124.556,1.805,2.131,473.27,-1167.36,60.0,16.65,20.423,living_room,p_stand
116.0,117.0,0.886,-0.097,0.447,living,5,70.285,45.853,8.235,3.749,-797.432,662.484,2544.41,40.116,56.394,109.207,64.517,133.207,4.717,2.747,556.506,-1178.366,60.0,39.653,41.922,living_room,p_stand
117.0,118.0,0.959,-0.305,0.212,living,5,56.405,50.289,8.929,2.64,-778.218,523.269,2137.539,90.151,41.722,95.059,96.286,164.071,14.195,3.722,697.181,-1222.624,60.0,88.601,39.503,living_room,p_stand
118.0,119.0,0.906,-0.371,0.189,living,5,115.213,57.042,24.287,4.031,-313.681,438.59,1986.242,172.379,29.469,24.282,86.364,172.0,8.429,3.606,593.774,-1192.523,60.0,57.058,29.309,living_room,p_stand
119.0,120.0,0.958,-0.324,0.192,living,5,187.249,48.431,10.896,6.049,204.933,532.097,2112.135,86.756,70.127,107.595,95.357,161.786,12.376,11.267,715.918,-1187.854,60.0,112.308,42.998,living_room,a_walk
120.0,121.0,0.997,-0.391,0.087,living,5,188.418,39.581,2.103,1.305,236.66,670.039,2375.801,16.205,14.787,16.561,68.933,135.667,4.69,2.022,580.846,-1120.879,60.0,36.372,12.45,living_room,a_walk
121.0,122.0,1.017,-0.261,0.352,living,5,190.789,38.546,0.615,0.741,259.103,685.465,2399.872,5.033,4.891,7.465,61.643,134.357,0.934,0.934,526.372,-1121.259,60.0,8.008,8.715,living_room,a_walk
122.0,123.0,1.012,-0.443,0.07,living,5,189.919,38.45,0.787,0.48,250.678,683.189,2389.026,7.648,4.927,11.167,62.714,134.071,1.161,0.997,532.47,-1113.725,60.0,9.284,9.901,living_room,a_walk
123.0,124.0,0.939,-0.36,0.213,living,5,190.827,40.46,2.252,3.291,253.642,654.708,2347.032,17.618,29.067,13.813,66.533,134.2,2.997,0.98,554.021,-1095.041,60.0,26.139,8.903,living_room,p_stand
124.0,125.0,0.906,-0.358,0.293,living,5,192.705,38.781,1.616,1.981,266.179,661.42,2322.002,10.866,21.051,23.335,67.207,133.897,1.769,0.995,553.87,-1080.783,60.0,17.35,14.587,living_room,p_stand
125.0,126.0,0.908,-0.341,0.251,living,5,188.735,40.188,3.606,0.824,236.255,656.58,2345.924,28.525,8.906,12.191,64.034,135.552,1.866,3.058,532.958,-1105.815,60.0,14.79,26.99,living_room,p_stand
126.0,127.0,0.834,-0.475,0.263,living,5,187.602,52.041,1.939,7.853,216.866,536.075,2243.79,11.325,73.362,51.284,70.037,141.815,4.367,2.994,555.668,-1108.017,60.0,24.284,45.071,living_room,p_stand
127.0,128.0,0.712,-0.649,0.186,living,5,185.883,66.281,0.92,1.484,201.023,417.26,2214.931,6.934,12.558,8.421,80.556,133.889,1.571,1.37,629.519,-1032.632,60.0,14.29,11.026,living_room,p_stand
128.0,129.0,0.923,-0.242,0.213,living,5,185.868,68.14,1.342,3.472,203.976,408.988,2249.071,9.94,27.292,17.562,78.444,133.444,2.386,1.423,623.015,-1045.445,60.0,21.342,12.501,living_room,t_bend
129.0,130.0,0.956,-0.248,0.044,living,5,184.661,66.833,0.835,2.204,192.811,415.732,2229.793,6.163,17.582,10.649,79.417,134.25,1.412,1.127,625.055,-1042.701,60.0,12.604,10.507,living_room,p_bent
130.0,131.0,0.93,-0.351,-0.06,living,5,184.773,65.65,0.875,1.207,194.356,426.403,2237.357,6.862,9.026,5.108,79.444,134.333,1.133,1.333,627.302,-1046.957,60.0,8.864,10.048,living_room,p_bent
131.0,132.0,0.941,-0.288,-0.074,living,5,184.111,63.655,0.788,0.439,190.184,444.466,2249.54,5.839,2.931,7.653,77.867,134.2,1.118,1.222,618.2,-1051.667,60.0,10.14,11.283,living_room,p_bent
132.0,133.0,0.916,-0.34,-0.038,living,5,184.116,65.189,0.397,1.474,189.687,431.126,2243.136,2.87,11.004,4.803,78.143,135.214,1.355,2.161,618.853,-1056.455,60.0,11.166,16.914,living_room,p_bent
133.0,134.0,0.918,-0.338,-0.053,living,5,185.933,49.872,1.345,4.407,199.346,538.944,2192.669,9.375,29.968,19.398,67.414,146.103,2.54,0.995,523.854,-1115.194,60.0,20.963,13.052,living_room,p_bent
134.0,135.0,0.917,-0.338,-0.046,living,5,183.662,43.656,1.959,1.653,180.93,583.772,2180.598,14.924,12.713,9.073,65.095,145.476,1.306,0.852,503.54,-1104.138,60.0,10.014,7.476,living_room,p_bent
135.0,136.0,0.967,-0.354,-0.04,living,5,181.895,43.052,1.292,0.894,167.888,590.149,2187.057,9.329,8.009,8.415,64.067,145.933,1.123,0.998,496.639,-1110.992,60.0,9.432,9.0,living_room,t_straighten
136.0,137.0,0.878,-0.324,0.187,living,5,185.34,42.414,3.476,1.432,193.439,592.895,2179.606,24.827,5.802,24.34,68.12,145.64,2.944,0.933,527.073,-1104.942,60.0,23.72,17.077,living_room,p_stand
137.0,138.0,0.92,-0.288,0.235,living,5,190.778,60.669,1.852,13.451,233.394,447.994,2164.633,11.295,93.177,56.255,78.185,139.741,3.043,7.662,601.171,-1051.813,60.0,34.813,32.777,living_room,p_stand
138.0,139.0,0.92,-0.314,0.242,living,5,181.509,86.607,5.835,2.151,175.352,272.672,2328.524,46.546,17.839,16.817,72.727,134.091,4.873,7.597,598.3,-1088.903,60.0,37.786,67.705,living_room,p_stand
139.0,140.0,0.899,-0.32,0.218,living,5,174.131,85.241,5.424,1.598,114.559,283.744,2326.224,41.797,17.459,38.539,87.0,147.519,8.658,2.754,715.68,-1197.281,60.0,79.589,37.598,living_room,t_stand_kneel
140.0,141.0,0.776,-0.489,0.272,living,5,183.464,87.503,4.517,1.71,185.768,257.78,2261.206,34.483,15.574,18.148,79.4,146.2,3.2,1.131,635.708,-1153.401,60.0,29.053,16.778,living_room,t_stand_kneel
141.0,142.0,0.665,-0.346,0.727,living,5,177.571,88.159,0.715,0.69,140.009,253.731,2272.412,5.578,5.777,3.791,80.04,146.76,1.612,0.862,642.976,-1163.502,60.0,12.713,7.44,living_room,t_stand_kneel
142.0,143.0,0.204,-0.94,0.273,living,5,170.729,87.009,4.179,1.544,86.059,265.577,2294.847,32.735,14.36,19.507,90.655,148.448,8.138,3.233,734.34,-1188.92,60.0,70.542,33.379,living_room,p_kneel
143.0,144.0,0.009,-0.969,0.23,living,5,183.129,90.415,9.357,6.113,177.57,229.421,2216.556,65.882,42.482,72.722,88.52,142.52,5.434,7.294,692.686,-1103.767,60.0,32.724,66.201,living_room,p_kneel
144.0,145.0,0.0,-0.974,0.232,living,5,196.091,55.412,4.543,5.188,247.446,445.881,1964.764,25.501,51.923,82.129,84.667,161.667,5.467,4.422,590.517,-1106.044,60.0,21.443,14.656,living_room,p_kneel
145.0,146.0,0.02,-0.993,0.256,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_kneel
146.0,147.0,0.629,-0.44,0.759,living,5,189.245,43.901,1.434,2.619,230.681,600.56,2251.318,8.351,18.849,51.037,63.095,147.0,5.433,0.0,504.462,-1152.409,60.0,34.25,26.309,living_room,t_kneel_stand
147.0,148.0,0.873,-0.332,0.095,living,5,173.984,42.97,4.29,7.016,124.789,695.163,2576.976,32.124,62.746,119.473,69.345,122.379,12.952,18.541,632.981,-1088.558,60.0,137.051,120.544,living_room,t_kneel_stand
148.0,149.0,0.931,-0.4,0.216,living,5,184.375,65.478,6.573,2.627,251.354,558.735,2921.715,72.72,32.407,71.265,66.724,94.793,2.612,7.725,687.888,-963.147,60.0,22.765,99.969,living_room,a_walk
149.0,150.0,0.905,-0.222,0.3,living,5,185.448,66.937,2.52,1.459,261.74,545.65,2932.115,26.957,17.268,14.146,59.308,99.538,0.91,2.575,614.093,-1013.476,60.0,11.71,29.414,living_room,a_walk
150.0,151.0,0.918,-0.032,0.047,living,5,181.586,69.185,0.461,1.254,221.295,520.972,2923.585,4.677,13.374,7.947,59.0,96.379,0.0,0.925,608.973,-978.57,60.0,1.644,9.134,living_room,t_stand_sit
151.0,152.0,0.669,-0.333,0.329,living,5,184.852,67.523,4.015,1.865,254.966,538.554,2926.312,40.994,20.74,14.118,67.0,98.385,10.243,2.647,691.107,-1000.274,60.0,104.584,25.82,living_room,p_sit
152.0,153.0,-0.637,-0.41,0.376,living,5,196.293,69.529,5.077,4.083,373.915,519.383,2936.815,53.287,38.574,38.521,96.143,93.667,8.225,8.448,995.777,-954.248,60.0,93.971,81.339,living_room,p_sit
153.0,154.0,-0.813,-0.468,0.12,living,5,183.112,81.291,0.0,0.0,257.298,430.934,3174.679,0.0,0.0,0.0,119.0,77.0,0.0,0.0,1330.137,-845.949,60.0,0.0,0.0,living_room,p_sit
154.0,155.0,-0.5,-0.15,0.847,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,t_sit_lie
155.0,156.0,-0.283,0.638,0.686,living,5,176.182,79.267,12.586,2.346,176.69,454.624,3185.2,126.697,23.959,94.076,120.111,75.593,2.629,0.913,1346.281,-833.119,60.0,19.719,23.759,living_room,t_sit_lie
156.0,157.0,-0.394,0.565,0.596,living,5,213.247,74.722,4.868,2.861,564.391,480.265,3024.686,50.658,32.029,61.997,134.778,74.481,1.663,2.007,1436.578,-778.682,60.0,35.21,14.18,living_room,p_lie
157.0,158.0,-0.547,0.443,0.738,living,5,199.033,71.744,10.648,1.319,432.437,535.724,3165.584,114.386,17.088,31.122,137.957,66.565,1.429,2.039,1538.905,-728.573,60.0,30.043,16.679,living_room,p_lie
158.0,159.0,-0.573,0.451,0.754,living,5,189.32,71.748,0.258,0.127,327.014,538.159,3180.564,2.669,1.074,2.157,135.105,63.632,0.447,0.93,1513.911,-699.838,60.0,4.598,9.875,living_room,t_turn
159.0,160.0,-0.524,0.157,0.739,living,5,189.103,71.87,0.116,0.055,324.706,536.994,3181.685,1.27,0.589,0.521,135.0,63.0,0.0,0.0,1513.258,-693.114,60.0,0.247,0.115,living_room,p_lie
160.0,161.0,-0.461,0.121,0.914,living,5,189.178,71.859,0.084,0.039,325.597,537.209,3182.229,0.88,0.363,0.685,136.25,63.0,0.968,0.0,1527.596,-693.234,60.0,10.866,0.151,living_room,p_lie
161.0,162.0,-0.408,0.242,0.927,living,5,189.11,71.878,0.068,0.036,324.826,536.971,3182.101,0.719,0.349,0.64,135.067,63.0,0.359,0.0,1514.206,-693.206,60.0,4.095,0.141,living_room,p_lie
162.0,163.0,-0.41,0.301,0.911,living,5,187.926,71.445,1.003,0.382,309.644,538.289,3161.506,12.629,3.869,20.137,135.0,66.857,0.0,3.543,1503.705,-730.773,60.0,9.533,34.245,living_room,p_lie
163.0,164.0,-0.417,0.3,0.901,living,5,185.344,71.855,1.156,0.425,271.525,515.725,3054.621,13.633,6.936,16.823,128.083,70.333,5.033,1.972,1378.519,-742.931,60.0,60.62,24.964,living_room,p_lie
164.0,165.0,-0.42,0.308,0.902,living,5,184.421,72.393,0.0,0.0,261.265,509.313,3050.836,0.0,0.0,0.0,123.0,71.0,0.0,0.0,1321.673,-748.952,60.0,0.0,0.0,living_room,p_lie
165.0,166.0,-0.428,0.269,0.903,living,5,184.483,72.664,0.496,0.515,262.617,507.763,3059.118,4.147,3.179,15.177,123.0,70.931,0.0,0.98,1325.245,-750.279,60.0,6.546,10.891,living_room,t_turn
166.0,167.0,-0.241,0.591,0.723,living,5,183.86,73.512,0.175,0.102,258.148,502.952,3085.293,1.856,1.034,0.873,123.609,71.0,0.92,0.0,1343.183,-757.53,60.0,9.978,0.217,living_room,p_lie
167.0,168.0,-0.412,0.619,0.691,living,5,183.598,73.644,0.171,0.119,255.272,501.452,3084.797,1.876,1.242,3.375,123.867,70.867,0.991,0.499,1345.79,-755.981,60.0,11.327,5.661,living_room,p_lie
168.0,169.0,-0.454,0.691,0.491,living,5,183.941,73.45,3.493,0.755,250.818,488.01,2989.886,35.288,9.348,50.065,106.143,72.643,16.574,4.108,1120.5,-750.433,60.0,190.454,36.542,living_room,p_lie
169.0,170.0,-0.486,0.826,0.064,living,5,171.992,70.575,2.475,1.278,124.611,513.69,2963.959,25.482,12.858,17.4,82.037,82.185,2.687,8.224,856.349,-843.541,60.0,25.173,90.82,living_room,p_lie
170.0,171.0,-0.471,0.834,0.039,living,5,180.549,69.881,2.922,1.09,225.068,547.226,3112.87,37.002,22.036,81.547,74.037,103.222,2.396,2.331,812.79,-1117.232,60.0,30.823,48.764,living_room,t_lie_sit
171.0,172.0,0.172,0.628,0.362,living,5,182.755,70.776,0.193,0.624,257.138,556.258,3222.575,1.975,7.296,4.761,79.966,104.172,0.999,1.116,908.501,-1167.832,60.0,11.863,12.962,living_room,t_lie_sit
172.0,173.0,0.926,-0.032,0.033,living,5,182.797,71.131,0.082,0.102,257.634,552.281,3222.796,0.93,1.246,1.222,79.0,103.333,0.0,0.745,897.745,-1158.47,60.0,0.339,8.491,living_room,p_sit
173.0,174.0,0.7,-0.441,0.426,living,5,182.774,71.251,0.073,0.101,257.305,550.77,3221.885,0.804,1.176,0.903,79.0,104.2,0.0,0.98,897.492,-1167.981,60.0,0.25,11.176,living_room,p_sit
174.0,175.0,0.325,-0.155,0.997,living,5,183.568,71.169,0.929,0.493,262.933,545.095,3183.102,6.71,11.102,43.646,77.214,103.786,1.8,1.113,867.25,-1149.27,60.0,30.829,23.847,living_room,p_sit
175.0,176.0,0.271,-0.157,1.017,living,5,177.918,70.303,4.135,2.642,190.172,525.687,3014.659,46.708,34.303,52.324,67.138,93.621,4.032,4.874,714.438,-980.331,60.0,54.113,64.31,living_room,p_sit
176.0,177.0,0.267,-0.156,1.016,living,5,171.464,60.861,3.892,5.73,110.974,574.623,2774.227,35.756,50.132,52.107,62.667,114.467,4.415,8.958,611.637,-1101.111,60.0,37.881,69.816,living_room,p_sit
177.0,178.0,0.042,-0.148,0.902,living,5,193.301,61.176,4.347,2.243,291.163,516.293,2501.633,32.703,29.975,77.997,67.222,130.63,4.263,7.832,596.188,-1134.504,60.0,25.834,47.84,living_room,p_sit
178.0,179.0,0.719,0.194,0.59,living,5,186.213,68.903,2.276,3.434,209.784,409.295,2280.157,21.446,38.465,62.987,69.154,147.0,1.561,7.211,558.241,-1165.861,60.0,15.908,32.922,living_room,t_sit_stand
179.0,180.0,0.97,-0.301,-0.012,living,5,190.293,74.701,2.418,0.804,226.13,338.078,2128.013,19.079,9.043,22.577,75.786,155.0,2.024,0.0,571.641,-1149.387,60.0,12.96,12.271,living_room,p_stand
180.0,181.0,0.941,-0.242,0.359,living,5,182.081,75.042,0.834,0.388,164.052,334.019,2118.707,6.145,2.875,1.145,68.0,155.0,2.309,0.0,509.807,-1144.329,60.0,17.222,0.622,living_room,p_stand
181.0,182.0,0.956,-0.382,0.191,living,5,182.871,75.662,0.276,1.172,169.892,329.365,2118.276,2.222,9.44,5.167,69.4,154.4,7.889,1.8,520.103,-1139.733,60.0,56.285,15.871,living_room,p_stand
182.0,183.0,0.887,-0.377,0.323,living,5,183.697,86.587,0.221,1.927,175.996,248.127,2117.894,1.892,13.849,3.868,92.143,135.857,0.99,4.257,687.703,-1003.678,60.0,7.474,29.401,living_room,p_stand
183.0,184.0,0.919,-0.325,0.262,living,5,183.008,85.788,0.401,0.615,170.85,254.038,2117.559,2.99,4.434,2.043,94.034,136.31,4.056,1.316,701.293,-1006.887,60.0,29.746,9.38,living_room,p_stand
184.0,185.0,0.894,-0.361,0.263,living,5,183.632,86.069,0.338,0.218,176.149,252.919,2125.623,2.586,1.434,2.011,85.621,138.655,0.925,0.755,641.637,-1027.978,60.0,6.622,5.95,living_room,t_bend
185.0,186.0,0.925,-0.317,0.065,living,5,183.469,85.539,0.303,0.182,175.02,256.986,2126.636,2.305,1.276,1.516,86.25,139.0,0.968,0.0,646.567,-1031.004,60.0,7.082,0.739,living_room,t_bend
186.0,187.0,0.922,-0.359,-0.042,living,5,183.384,77.404,0.725,1.398,173.906,316.738,2120.57,6.051,10.07,8.864,77.5,153.5,7.73,2.784,580.004,-1134.356,60.0,55.206,21.553,living_room,p_bent
187.0,188.0,0.914,-0.345,-0.031,living,5,184.041,75.701,1.106,0.766,178.159,328.243,2113.135,8.433,4.876,5.415,69.414,155.0,1.609,0.0,519.39,-1141.301,60.0,11.866,2.943,living_room,p_bent
188.0,189.0,0.915,-0.35,-0.036,living,5,182.543,75.561,0.125,0.24,167.5,330.18,2118.834,1.332,1.45,6.582,66.0,154.667,1.983,0.745,495.099,-1141.882,60.0,13.461,5.732,living_room,p_bent
189.0,190.0,0.999,-0.351,0.018,living,5,182.434,75.571,0.233,0.119,167.19,331.101,2125.204,1.79,0.853,1.031,65.077,154.385,0.385,0.923,489.704,-1143.21,60.0,2.802,7.004,living_room,t_straighten
190.0,191.0,0.866,-0.3,0.204,living,5,182.315,75.581,0.13,0.141,166.286,331.003,2125.06,0.997,1.06,0.804,65.222,154.333,0.629,0.943,490.739,-1142.744,60.0,4.623,7.085,living_room,p_stand
191.0,192.0,0.894,-0.348,0.244,living,5,188.896,73.432,6.094,1.118,211.155,341.502,2092.074,40.215,4.569,40.604,73.897,154.931,5.081,0.365,547.894,-1129.331,60.0,31.466,21.778,living_room,p_stand
192.0,193.0,0.895,-0.372,0.252,living,5,198.437,90.374,2.104,9.876,275.571,210.564,2048.167,6.723,62.561,68.377,79.4,133.5,1.855,11.169,579.21,-952.021,60.0,29.146,55.331,living_room,p_stand
193.0,194.0,0.897,-0.369,0.251,living,5,182.813,97.56,5.502,2.685,177.745,175.589,2235.54,38.268,19.004,66.089,81.87,144.304,14.918,8.518,650.658,-1127.637,60.0,136.492,98.06,living_room,p_stand
194.0,195.0,0.899,-0.32,0.156,living,5,183.759,99.18,6.0,0.861,187.882,165.573,2266.45,43.979,9.54,45.49,72.929,150.929,8.272,1.132,586.751,-1193.596,60.0,75.88,29.219,living_room,t_stand_kneel
195.0,196.0,0.808,-0.484,0.364,living,5,183.932,99.856,1.705,0.259,189.824,159.85,2262.796,12.33,2.745,13.038,65.69,149.69,1.206,0.951,527.222,-1181.898,60.0,11.32,8.625,living_room,p_kneel
196.0,197.0,0.622,-0.298,0.738,living,5,180.651,97.073,3.268,3.108,164.287,182.453,2269.004,25.824,24.927,2.492,71.0,152.0,6.0,3.0,569.918,-1203.755,60.0,47.308,25.303,living_room,p_kneel
197.0,198.0,0.803,-0.45,0.367,living,5,187.553,91.563,6.917,5.913,206.917,214.036,2164.796,43.382,34.328,97.124,81.19,153.381,3.647,5.507,622.017,-1157.561,60.0,19.865,36.685,living_room,p_kneel
198.0,199.0,0.916,-0.34,0.261,living,5,189.321,74.1,5.492,2.258,208.385,327.824,2038.72,32.901,12.357,65.089,73.32,159.24,4.145,1.305,529.719,-1131.38,60.0,19.728,29.608,living_room,p_kneel
