start,end,x_mean,y_mean,z_mean,label
130.0,131.0,0.93,-0.351,-0.06,p_squat
131.0,132.0,0.941,-0.288,-0.074,p_squat
132.0,133.0,0.916,-0.34,-0.038,p_squat
133.0,134.0,0.918,-0.338,-0.053,p_squat
134.0,135.0,0.917,-0.338,-0.046,p_squat
135.0,136.0,0.967,-0.354,-0.04,p_squat
136.0,137.0,0.878,-0.324,0.187,p_squat
137.0,138.0,0.92,-0.288,0.235,p_squat
138.0,139.0,0.92,-0.314,0.242,p_squat
139.0,140.0,0.899,-0.32,0.218,p_squat
140.0,141.0,0.776,-0.489,0.272,p_squat
141.0,142.0,0.665,-0.346,0.727,p_squat
142.0,143.0,0.204,-0.94,0.273,p_squat
143.0,144.0,0.009,-0.969,0.23,p_squat
144.0,145.0,0.0,-0.974,0.232,p_squat
145.0,146.0,0.02,-0.993,0.256,p_squat
146.0,147.0,0.629,-0.44,0.759,p_squat
147.0,148.0,0.873,-0.332,0.095,p_squat
148.0,149.0,0.931,-0.4,0.216,p_squat
149.0,150.0,0.905,-0.222,0.3,p_squat
150.0,151.0,0.918,-0.032,0.047,p_squat
151.0,152.0,0.669,-0.333,0.329,p_squat
152.0,153.0,-0.637,-0.41,0.376,p_squat
153.0,154.0,-0.813,-0.468,0.12,p_squat
154.0,155.0,-0.5,-0.15,0.847,p_squat
155.0,156.0,-0.283,0.638,0.686,p_squat
156.0,157.0,-0.394,0.565,0.596,p_squat
157.0,158.0,-0.547,0.443,0.738,p_squat
158.0,159.0,-0.573,0.451,0.754,p_squat
159.0,160.0,-0.524,0.157,0.739,p_squat
160.0,161.0,-0.461,0.121,0.914,p_squat
161.0,162.0,-0.408,0.242,0.927,p_squat
162.0,163.0,-0.41,0.301,0.911,p_squat
163.0,164.0,-0.417,0.3,0.901,p_squat
164.0,165.0,-0.42,0.308,0.902,p_squat
165.0,166.0,-0.428,0.269,0.903,p_squat
166.0,167.0,-0.241,0.591,0.723,p_squat
167.0,168.0,-0.412,0.619,0.691,p_squat
168.0,169.0,-0.454,0.691,0.491,p_squat
169.0,170.0,-0.486,0.826,0.064,p_squat
170.0,171.0,-0.471,0.834,0.039,p_squat
171.0,172.0,0.172,0.628,0.362,p_squat
172.0,173.0,0.926,-0.032,0.033,p_squat
173.0,174.0,0.7,-0.441,0.426,p_squat
174.0,175.0,0.325,-0.155,0.997,p_squat
175.0,176.0,0.271,-0.157,1.017,p_squat
176.0,177.0,0.267,-0.156,1.016,p_squat
177.0,178.0,0.042,-0.148,0.902,p_squat
178.0,179.0,0.719,0.194,0.59,p_squat
179.0,180.0,0.97,-0.301,-0.012,p_squat
180.0,181.0,0.941,-0.242,0.359,p_squat
181.0,182.0,0.956,-0.382,0.191,p_squat
182.0,183.0,0.887,-0.377,0.323,p_squat
183.0,184.0,0.919,-0.325,0.262,p_squat
184.0,185.0,0.894,-0.361,0.263,p_squat
185.0,186.0,0.925,-0.317,0.065,p_squat
186.0,187.0,0.922,-0.359,-0.042,p_squat
187.0,188.0,0.914,-0.345,-0.031,p_squat
188.0,189.0,0.915,-0.35,-0.036,p_squat
189.0,190.0,0.999,-0.351,0.018,p_squat
190.0,191.0,0.866,-0.3,0.204,p_squat
191.0,192.0,0.894,-0.348,0.244,p_squat
192.0,193.0,0.895,-0.372,0.252,p_squat
193.0,194.0,0.897,-0.369,0.251,p_squat
194.0,195.0,0.899,-0.32,0.156,p_squat
195.0,196.0,0.808,-0.484,0.364,p_squat
196.0,197.0,0.622,-0.298,0.738,p_squat
197.0,198.0,0.803,-0.45,0.367,p_squat
198.0,199.0,0.916,-0.34,0.261,p_squat
199.0,200.0,0.56,-0.688,0.19,p_squat
200.0,201.0,0.492,-0.595,0.716,p_squat
201.0,202.0,0.884,-0.38,0.129,p_squat
202.0,203.0,0.943,-0.371,0.184,p_squat
203.0,204.0,0.932,-0.205,0.257,p_squat
204.0,205.0,0.966,-0.255,0.168,p_squat
205.0,206.0,0.904,-0.353,0.182,p_squat
206.0,207.0,0.982,0.132,-0.083,p_squat
207.0,208.0,0.144,-0.615,0.42,p_squat
208.0,209.0,-0.189,-0.484,0.871,p_squat
209.0,210.0,-0.165,-0.533,0.895,p_squat
210.0,211.0,0.158,-0.449,1.004,p_squat
211.0,212.0,-0.492,0.376,0.552,p_squat
212.0,213.0,-0.612,0.699,0.255,p_squat
213.0,214.0,-0.534,0.778,0.214,p_squat
214.0,215.0,-0.535,0.78,0.178,p_squat
215.0,216.0,-0.519,0.78,0.191,p_squat
216.0,217.0,-0.657,0.668,0.199,p_squat
217.0,218.0,-0.708,0.417,0.518,p_squat
218.0,219.0,-0.668,0.427,0.606,p_squat
219.0,220.0,-0.651,0.416,0.644,p_squat
220.0,221.0,-0.646,0.412,0.65,p_squat
221.0,222.0,-0.644,0.408,0.658,p_squat
222.0,223.0,-0.537,0.602,0.512,p_squat
223.0,224.0,-0.411,0.869,0.154,p_squat
224.0,225.0,-0.403,0.854,0.221,p_squat
225.0,226.0,-0.398,0.854,0.244,p_squat
226.0,227.0,-0.394,0.856,0.254,p_squat
227.0,228.0,-0.393,0.863,0.26,p_squat
228.0,229.0,-0.22,0.502,0.232,p_squat
229.0,230.0,0.975,0.157,0.229,p_squat
230.0,231.0,0.651,-0.339,0.35,p_squat
231.0,232.0,0.023,-0.851,0.539,p_squat
232.0,233.0,-0.016,-0.883,0.482,p_squat
233.0,234.0,0.027,-0.868,0.511,p_squat
234.0,235.0,0.143,-0.514,0.766,p_squat
235.0,236.0,0.844,-0.375,0.65,p_squat
236.0,237.0,0.017,-0.313,0.683,p_squat
237.0,238.0,-0.355,0.597,0.714,p_squat
238.0,239.0,-0.754,0.244,0.679,p_squat
239.0,240.0,-0.366,-0.382,0.608,p_squat
240.0,241.0,0.948,-0.827,0.067,p_squat
241.0,242.0,0.894,-0.371,0.268,p_squat
242.0,243.0,0.833,-0.308,0.167,p_squat
243.0,244.0,1.009,-0.342,-0.06,p_squat
244.0,245.0,0.911,-0.359,-0.029,p_squat
245.0,246.0,0.912,-0.334,-0.038,p_squat
246.0,247.0,1.023,-0.054,-0.146,p_squat
247.0,248.0,0.895,-0.166,0.13,p_squat
248.0,249.0,0.918,-0.322,0.251,p_squat
249.0,250.0,0.91,-0.322,0.249,p_squat
250.0,251.0,0.915,-0.333,0.264,p_squat
251.0,252.0,0.855,-0.45,0.23,p_squat
252.0,253.0,0.799,-0.504,0.361,p_squat
253.0,254.0,0.566,-0.505,0.755,p_squat
254.0,255.0,0.715,-0.508,0.419,p_squat
255.0,256.0,0.589,-0.703,0.306,p_squat
256.0,257.0,0.635,-0.523,0.736,p_squat
257.0,258.0,0.842,-0.399,0.138,p_squat
258.0,259.0,0.898,-0.372,0.211,p_squat
259.0,260.0,0.894,-0.381,0.25,p_squat
260.0,261.0,0.922,-0.327,0.205,p_squat
261.0,262.0,0.89,-0.313,0.334,p_squat
262.0,263.0,0.929,-0.018,-0.056,p_squat
263.0,264.0,0.564,-0.156,0.717,p_squat
264.0,265.0,0.31,-0.158,1.018,p_squat
265.0,266.0,0.226,-0.335,0.926,p_squat
266.0,267.0,0.1,-0.333,0.887,p_squat
267.0,268.0,-0.614,0.564,0.407,p_squat
268.0,269.0,-0.589,0.546,0.607,p_squat
269.0,270.0,-0.534,0.598,0.605,p_squat
270.0,271.0,-0.49,0.586,0.667,p_squat
271.0,272.0,-0.42,0.248,0.836,p_squat
272.0,273.0,-0.594,0.428,0.71,p_squat
273.0,274.0,-0.519,0.474,0.737,p_squat
274.0,275.0,-0.49,0.45,0.787,p_squat
275.0,276.0,-0.513,0.463,0.756,p_squat
276.0,277.0,-0.419,0.241,0.853,p_squat
277.0,278.0,-0.113,0.071,1.036,p_squat
278.0,279.0,-0.409,0.69,0.264,p_squat
279.0,280.0,-0.397,0.874,0.267,p_squat
280.0,281.0,-0.373,0.866,0.25,p_squat
281.0,282.0,-0.369,0.878,0.212,p_squat
282.0,283.0,-0.376,0.928,0.079,p_squat
283.0,284.0,0.36,-0.418,0.708,p_squat
284.0,285.0,0.144,-0.373,0.932,p_squat
285.0,286.0,0.119,-0.443,0.955,p_squat
286.0,287.0,-0.041,-0.567,0.896,p_squat
287.0,288.0,0.082,-0.793,0.601,p_squat
288.0,289.0,0.112,-0.63,0.791,p_squat
289.0,290.0,0.035,-0.39,0.927,p_squat
290.0,291.0,0.089,-0.496,0.964,p_squat
291.0,292.0,-0.522,0.146,0.688,p_squat
292.0,293.0,0.704,-0.381,0.493,p_squat
293.0,294.0,0.985,-0.389,0.209,p_squat
294.0,295.0,0.929,-0.236,0.287,p_squat
295.0,296.0,0.806,-0.468,-0.215,p_squat
296.0,297.0,0.855,-0.455,-0.128,p_squat
297.0,298.0,0.78,-0.332,-0.23,p_squat
298.0,299.0,0.994,-0.247,-0.182,p_squat
299.0,300.0,0.932,-0.362,-0.017,p_squat
300.0,301.0,0.945,-0.216,-0.073,p_squat
301.0,302.0,0.972,-0.115,-0.102,p_squat
302.0,303.0,0.939,-0.195,0.063,p_squat
303.0,304.0,0.91,-0.332,0.287,p_squat
304.0,305.0,0.909,-0.341,0.271,p_squat
305.0,306.0,0.875,-0.457,0.217,p_squat
306.0,307.0,0.763,-0.486,0.206,p_squat
307.0,308.0,0.648,-0.59,0.642,p_squat
308.0,309.0,0.35,-0.505,0.775,p_squat
309.0,310.0,0.718,-0.645,0.331,p_squat
310.0,311.0,0.718,-0.668,0.319,p_squat
311.0,312.0,0.305,-0.71,0.582,p_squat
312.0,313.0,0.521,-0.595,0.741,p_squat
313.0,314.0,0.704,-0.448,0.276,p_squat
314.0,315.0,0.619,-0.72,0.263,p_squat
315.0,316.0,0.698,-0.675,0.251,p_squat
316.0,317.0,0.847,-0.496,0.2,p_squat
317.0,318.0,0.883,-0.247,0.322,p_squat
318.0,319.0,1.018,-0.133,0.213,p_squat
319.0,320.0,0.11,-0.739,0.616,p_squat
320.0,321.0,0.054,-0.714,0.745,p_squat
321.0,322.0,-0.176,-0.711,0.622,p_squat
322.0,323.0,0.084,-0.762,0.752,p_squat
323.0,324.0,-0.283,0.359,0.441,p_squat
324.0,325.0,-0.611,0.764,0.049,p_squat
325.0,326.0,-0.354,0.878,0.126,p_squat
326.0,327.0,-0.347,0.894,0.081,p_squat
327.0,328.0,-0.258,0.882,0.021,p_squat
328.0,329.0,-0.598,0.721,0.257,p_squat
329.0,330.0,-0.55,0.737,0.31,p_squat
330.0,331.0,-0.543,0.723,0.386,p_squat
331.0,332.0,-0.527,0.741,0.379,p_squat
332.0,333.0,-0.535,0.731,0.387,p_squat
333.0,334.0,-0.497,0.777,0.268,p_squat
334.0,335.0,-0.391,0.876,0.015,p_squat
335.0,336.0,-0.415,0.822,0.205,p_squat
336.0,337.0,-0.411,0.695,0.555,p_squat
337.0,338.0,-0.433,0.756,0.48,p_squat
338.0,339.0,-0.439,0.738,0.497,p_squat
339.0,340.0,-0.176,0.66,0.554,p_squat
340.0,341.0,0.59,0.561,0.266,p_squat
341.0,342.0,0.957,-0.368,0.094,p_squat
342.0,343.0,0.102,-0.752,0.602,p_squat
343.0,344.0,0.025,-0.877,0.504,p_squat
344.0,345.0,0.127,-0.862,0.543,p_squat
345.0,346.0,0.171,-0.206,0.996,p_squat
346.0,347.0,0.354,-0.583,0.925,p_squat
347.0,348.0,-0.257,0.428,0.727,p_squat
348.0,349.0,-0.157,-0.193,0.685,p_squat
349.0,350.0,0.759,-0.456,0.459,p_squat
350.0,351.0,0.916,-0.378,0.243,p_squat
351.0,352.0,0.882,-0.353,0.314,p_squat
352.0,353.0,0.903,-0.366,0.25,p_squat
353.0,354.0,0.854,-0.328,0.175,p_squat
354.0,355.0,0.999,-0.344,-0.042,p_squat
355.0,356.0,0.939,-0.342,-0.055,p_squat
356.0,357.0,0.913,-0.354,-0.052,p_squat
357.0,358.0,0.972,-0.377,-0.036,p_squat
358.0,359.0,0.866,-0.35,0.185,p_squat
359.0,360.0,0.888,-0.394,0.236,p_squat
360.0,361.0,0.91,-0.339,0.244,p_squat
361.0,362.0,0.871,-0.369,0.168,p_squat
362.0,363.0,0.703,-0.459,0.587,p_squat
363.0,364.0,0.783,-0.475,0.346,p_squat
364.0,365.0,0.919,-0.246,0.243,p_squat
365.0,366.0,0.918,-0.354,0.215,p_squat
366.0,367.0,0.932,-0.302,0.241,p_squat
367.0,368.0,0.41,-0.765,0.347,p_squat
368.0,369.0,0.84,-0.404,0.596,p_squat
369.0,370.0,0.806,-0.495,0.105,p_squat
370.0,371.0,0.869,-0.403,0.224,p_squat
371.0,372.0,0.894,-0.391,0.225,p_squat
372.0,373.0,0.927,-0.324,0.203,p_squat
373.0,374.0,0.89,-0.373,0.246,p_squat
374.0,375.0,0.884,-0.294,0.208,p_squat
375.0,376.0,0.973,0.021,-0.077,p_squat
376.0,377.0,0.457,-0.219,0.836,p_squat
377.0,378.0,-0.087,-0.557,0.874,p_squat
378.0,379.0,-0.183,-0.463,0.899,p_squat
379.0,380.0,0.094,-0.51,0.919,p_squat
380.0,381.0,-0.464,0.307,0.534,p_squat
381.0,382.0,-0.414,0.83,0.087,p_squat
382.0,383.0,-0.197,0.914,-0.144,p_squat
383.0,384.0,-0.189,0.901,-0.189,p_squat
384.0,385.0,-0.237,0.612,0.058,p_squat
385.0,386.0,-0.04,-1.18,0.052,p_squat
386.0,387.0,0.077,-0.919,-0.259,p_squat
387.0,388.0,0.058,-0.933,-0.203,p_squat
388.0,389.0,0.061,-0.939,-0.186,p_squat
389.0,390.0,0.06,-0.941,-0.189,p_squat
390.0,391.0,-0.018,-0.936,0.193,p_squat
391.0,392.0,-0.027,-0.907,0.434,p_squat
392.0,393.0,-0.025,-0.907,0.44,p_squat
393.0,394.0,-0.025,-0.907,0.44,p_squat
394.0,395.0,-0.028,-0.902,0.44,p_squat
395.0,396.0,-0.026,-0.905,0.439,p_squat
396.0,397.0,-0.047,-0.937,0.383,p_squat
397.0,398.0,0.461,-0.366,0.273,p_squat
398.0,399.0,0.864,-0.447,-0.31,p_squat
399.0,400.0,0.51,-0.412,0.677,p_squat
400.0,401.0,0.049,-0.725,0.768,p_squat
401.0,402.0,0.142,-0.663,0.621,p_squat
402.0,403.0,0.759,-0.43,0.717,p_squat
403.0,404.0,0.244,-0.298,0.756,p_squat
404.0,405.0,-0.439,0.573,0.633,p_squat
405.0,406.0,0.863,-0.654,0.25,p_squat
406.0,407.0,0.879,-0.348,0.25,p_squat
407.0,408.0,0.881,-0.4,0.255,p_squat
408.0,409.0,0.878,-0.4,0.25,p_squat
409.0,410.0,0.891,-0.398,0.239,p_squat
410.0,411.0,0.902,-0.273,0.323,p_squat
411.0,412.0,1.01,-0.45,0.125,p_squat
412.0,413.0,0.949,-0.294,0.39,p_squat
413.0,414.0,0.977,-0.38,0.238,p_squat
414.0,415.0,0.926,-0.16,0.395,p_squat
415.0,416.0,0.894,-0.09,0.426,p_squat
416.0,417.0,0.946,-0.301,0.175,p_squat
417.0,418.0,0.984,-0.097,0.127,p_squat
418.0,419.0,0.973,0.17,-0.017,p_squat
419.0,420.0,0.889,0.279,0.138,p_squat
420.0,421.0,1.033,-0.395,0.077,p_squat
421.0,422.0,0.995,-0.111,0.09,p_squat
422.0,423.0,0.924,-0.315,0.136,p_squat
423.0,424.0,0.673,-0.625,0.384,p_squat
424.0,425.0,-0.329,-0.71,0.219,p_squat
425.0,426.0,-0.682,-0.663,-0.061,p_squat
426.0,427.0,0.103,-0.905,0.133,p_squat
427.0,428.0,0.295,-0.919,0.339,p_squat
428.0,429.0,0.047,-0.859,0.412,p_squat
429.0,430.0,0.308,-0.676,0.515,p_squat
430.0,431.0,0.979,-0.354,0.16,p_squat
431.0,432.0,0.967,-0.345,0.258,p_squat
432.0,433.0,1.068,-0.352,0.303,p_squat
433.0,434.0,0.537,-0.574,0.586,p_squat
434.0,435.0,0.178,-0.865,0.478,p_squat
435.0,436.0,0.257,-0.864,0.454,p_squat
436.0,437.0,0.254,-0.915,0.259,p_squat
437.0,438.0,0.415,-0.883,0.199,p_squat
438.0,439.0,0.522,-0.827,0.069,p_squat
439.0,440.0,0.543,-0.825,0.081,p_squat
440.0,441.0,0.57,-0.815,0.104,p_squat
441.0,442.0,0.383,-0.876,0.249,p_squat
442.0,443.0,0.086,-0.947,0.257,p_squat
443.0,444.0,0.259,-0.64,0.612,p_squat
444.0,445.0,0.346,-0.34,0.858,p_squat
445.0,446.0,0.488,-0.787,0.382,p_squat
446.0,447.0,0.526,-0.834,0.085,p_squat
447.0,448.0,0.527,-0.814,0.24,p_squat
448.0,449.0,0.395,-0.849,0.247,p_squat
449.0,450.0,0.251,-0.868,-0.109,p_squat
450.0,451.0,0.386,-0.899,0.201,p_squat
451.0,452.0,0.367,-0.921,0.175,p_squat
452.0,453.0,0.069,-0.922,0.346,p_squat
453.0,454.0,0.197,-0.949,0.279,p_squat
454.0,455.0,0.175,-0.912,0.279,p_squat
455.0,456.0,0.564,-0.85,0.214,p_squat
456.0,457.0,0.324,-0.894,0.29,p_squat
457.0,458.0,0.515,-0.762,0.466,p_squat
458.0,459.0,0.746,-0.62,0.269,p_squat
459.0,460.0,0.912,-0.411,0.24,p_squat
460.0,461.0,0.948,-0.298,0.243,p_squat
461.0,462.0,0.796,-0.416,0.335,p_squat
462.0,463.0,0.77,-0.522,0.42,p_squat
463.0,464.0,0.8,-0.36,0.523,p_squat
464.0,465.0,0.757,-0.414,0.541,p_squat
465.0,466.0,0.654,-0.681,0.381,p_squat
466.0,467.0,0.831,-0.504,0.308,p_squat
467.0,468.0,0.86,-0.439,0.357,p_squat
468.0,469.0,0.7,-0.453,0.568,p_squat
469.0,470.0,0.708,-0.371,0.659,p_squat
470.0,471.0,0.627,-0.367,0.738,p_squat
471.0,472.0,0.59,-0.462,0.663,p_squat
472.0,473.0,0.519,-0.64,0.673,p_squat
473.0,474.0,0.463,-0.453,0.851,p_squat
474.0,475.0,0.429,-0.641,0.619,p_squat
475.0,476.0,0.233,-0.734,0.415,p_squat
476.0,477.0,0.239,-0.302,0.979,p_squat
477.0,478.0,0.291,-0.029,1.008,p_squat
478.0,479.0,0.449,0.05,0.974,p_squat
479.0,480.0,0.255,-0.169,1.031,p_squat
480.0,481.0,0.34,-0.065,0.997,p_squat
481.0,482.0,0.319,0.115,0.997,p_squat
482.0,483.0,0.073,-0.594,0.635,p_squat
483.0,484.0,0.302,0.17,0.96,p_squat
484.0,485.0,0.398,-0.373,0.918,p_squat
485.0,486.0,0.417,-0.366,0.897,p_squat
486.0,487.0,0.289,0.004,1.016,p_squat
487.0,488.0,0.346,0.131,0.989,p_squat
488.0,489.0,0.316,-0.394,0.801,p_squat
489.0,490.0,0.303,-0.945,0.327,p_squat
490.0,491.0,0.183,-0.432,0.816,p_squat
491.0,492.0,0.374,-0.566,0.502,p_squat
492.0,493.0,0.503,-0.815,0.242,p_squat
493.0,494.0,0.448,-0.87,0.114,p_squat
494.0,495.0,0.489,-0.743,0.284,p_squat
495.0,496.0,0.368,-0.853,-0.182,p_squat
496.0,497.0,0.418,-0.754,-0.436,p_squat
497.0,498.0,0.466,-0.493,0.353,p_squat
498.0,499.0,0.192,-0.396,0.925,p_squat
499.0,500.0,-0.456,-0.104,0.899,p_squat
500.0,501.0,-0.25,-0.725,0.571,p_squat
501.0,502.0,0.1,-0.796,0.538,p_squat
502.0,503.0,0.744,-0.57,0.555,p_squat
503.0,504.0,0.479,-0.679,0.515,p_squat
504.0,505.0,0.489,-0.776,0.429,p_squat
505.0,506.0,0.468,-0.812,0.433,p_squat
506.0,507.0,0.411,-0.802,0.441,p_squat
507.0,508.0,0.403,-0.842,0.42,p_squat
508.0,509.0,0.652,-0.715,0.307,p_squat
509.0,510.0,0.835,-0.55,0.157,p_squat
510.0,511.0,0.933,-0.307,0.161,p_squat
511.0,512.0,0.958,-0.247,0.123,p_squat
512.0,513.0,0.519,-0.66,0.48,p_squat
513.0,514.0,0.384,-0.877,-0.047,p_squat
514.0,515.0,0.667,-0.733,-0.004,p_squat
515.0,516.0,0.611,-0.737,0.309,p_squat
516.0,517.0,0.604,-0.62,0.512,p_squat
517.0,518.0,0.844,-0.389,0.432,p_squat
518.0,519.0,0.806,-0.349,0.525,p_squat
519.0,520.0,0.755,-0.398,0.597,p_squat
520.0,521.0,0.57,-0.457,0.651,p_squat
521.0,522.0,0.313,-0.894,0.347,p_squat
522.0,523.0,0.31,-0.909,0.33,p_squat
523.0,524.0,0.105,-0.91,0.374,p_squat
524.0,525.0,0.108,-0.888,0.445,p_squat
525.0,526.0,0.159,-0.888,0.463,p_squat
526.0,527.0,0.236,-0.895,0.422,p_squat
527.0,528.0,0.216,-0.93,0.406,p_squat
528.0,529.0,0.253,-0.85,0.598,p_squat
529.0,530.0,0.108,-0.835,0.591,p_squat
530.0,531.0,0.173,-0.637,0.794,p_squat
531.0,532.0,0.15,-0.645,0.803,p_squat
532.0,533.0,0.177,-0.698,0.739,p_squat
533.0,534.0,0.161,-0.771,0.631,p_squat
534.0,535.0,0.044,-0.892,0.521,p_squat
535.0,536.0,0.112,-0.832,0.584,p_squat
536.0,537.0,0.221,-0.751,0.654,p_squat
537.0,538.0,0.345,-0.86,0.477,p_squat
538.0,539.0,-0.021,-0.868,0.394,p_squat
539.0,540.0,0.109,-0.836,0.567,p_squat
540.0,541.0,0.326,-0.756,0.643,p_squat
541.0,542.0,0.369,-0.639,0.718,p_squat
542.0,543.0,0.372,-0.577,0.775,p_squat
543.0,544.0,0.366,-0.5,0.849,p_squat
544.0,545.0,0.344,-0.465,0.874,p_squat
545.0,546.0,0.342,-0.441,0.888,p_squat
546.0,547.0,0.365,-0.427,0.885,p_squat
547.0,548.0,0.091,-0.764,0.628,p_squat
548.0,549.0,0.043,-0.853,0.491,p_squat
549.0,550.0,0.261,-0.853,0.553,p_squat
550.0,551.0,0.245,-0.386,0.923,p_squat
551.0,552.0,0.3,-0.232,0.94,p_squat
552.0,553.0,0.454,-0.577,0.722,p_squat
553.0,554.0,0.577,-0.71,0.47,p_squat
554.0,555.0,0.457,-0.618,0.61,p_squat
555.0,556.0,0.6,-0.703,0.495,p_squat
556.0,557.0,0.327,-0.518,0.803,p_squat
557.0,558.0,0.566,-0.147,0.873,p_squat
558.0,559.0,0.414,-0.333,0.878,p_squat
559.0,560.0,0.388,-0.562,0.816,p_squat
560.0,561.0,0.306,-0.617,0.774,p_squat
561.0,562.0,0.312,-0.697,0.697,p_squat
562.0,563.0,0.265,-0.86,0.394,p_squat
563.0,564.0,0.199,-0.971,0.106,p_squat
564.0,565.0,0.172,-0.466,0.854,p_squat
565.0,566.0,0.146,-0.67,0.658,p_squat
566.0,567.0,0.258,-0.694,0.737,p_squat
567.0,568.0,0.337,-0.492,0.845,p_squat
568.0,569.0,0.256,-0.611,0.802,p_squat
569.0,570.0,0.126,-0.856,0.566,p_squat
570.0,571.0,0.297,-0.874,-0.076,p_squat
571.0,572.0,0.199,-0.835,-0.406,p_squat
572.0,573.0,0.261,-0.803,-0.397,p_squat
573.0,574.0,0.24,-0.789,-0.462,p_squat
574.0,575.0,0.151,-0.917,-0.111,p_squat
575.0,576.0,-0.087,-0.562,0.774,p_squat
576.0,577.0,0.144,-0.22,0.874,p_squat
577.0,578.0,0.104,-0.996,0.052,p_squat
578.0,579.0,0.316,-0.911,0.09,p_squat
579.0,580.0,0.525,-0.821,0.063,p_squat
580.0,581.0,0.5,-0.746,0.426,p_squat
581.0,582.0,0.485,-0.561,0.73,p_squat
582.0,583.0,0.455,-0.476,0.796,p_squat
583.0,584.0,0.417,-0.55,0.677,p_squat
584.0,585.0,0.324,-0.851,0.241,p_squat
585.0,586.0,0.332,-0.932,0.225,p_squat
586.0,587.0,0.193,-0.3,0.896,p_squat
587.0,588.0,0.156,-0.317,0.992,p_squat
588.0,589.0,0.127,-0.788,0.567,p_squat
589.0,590.0,0.147,-0.723,0.612,p_squat
590.0,591.0,0.196,-0.938,-0.045,p_squat
591.0,592.0,0.597,-0.637,0.507,p_squat
592.0,593.0,0.597,-0.415,0.703,p_squat
593.0,594.0,0.498,-0.805,0.245,p_squat
594.0,595.0,0.447,-0.627,0.481,p_squat
595.0,596.0,0.453,-0.682,0.624,p_squat
596.0,597.0,0.416,-0.882,0.164,p_squat
597.0,598.0,0.36,-0.91,0.107,p_squat
598.0,599.0,0.293,-0.861,-0.291,p_squat
599.0,600.0,0.32,-0.912,-0.072,p_squat
600.0,601.0,0.231,-0.939,-0.002,p_squat
601.0,602.0,0.349,-0.922,-0.006,p_squat
602.0,603.0,-0.225,-0.589,0.41,p_squat
603.0,604.0,-0.823,-0.004,0.562,p_squat
604.0,605.0,-0.844,0.031,0.53,p_squat
605.0,606.0,-0.658,-0.125,0.715,p_squat
606.0,607.0,-0.356,-0.893,0.152,p_squat
607.0,608.0,0.061,-0.918,-0.013,p_squat
608.0,609.0,0.672,-0.717,-0.124,p_squat
609.0,610.0,0.696,-0.676,-0.057,p_squat
610.0,611.0,0.575,-0.759,-0.066,p_squat
611.0,612.0,0.378,-0.863,-0.085,p_squat
612.0,613.0,0.543,-0.816,0.004,p_squat
