start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room
148.0,149.0,172.098,112.118,1.082,0.74,141.415,91.994,3331.011,13.718,7.866,31.264,58.2,88.867,3.37,1.857,682.04,-1035.977,60.0,45.223,19.001,kitchen
149.0,150.0,165.745,113.606,1.413,1.155,64.577,71.812,3195.581,16.841,13.929,42.655,48.448,81.0,1.379,4.202,543.765,-907.028,60.0,20.023,58.381,kitchen
150.0,151.0,164.535,115.372,0.089,0.268,50.218,51.254,3158.099,0.992,2.936,3.764,49.0,75.667,0.0,1.075,543.172,-837.369,60.0,0.647,11.988,kitchen
151.0,152.0,164.481,115.51,0.087,0.294,49.687,49.789,3162.364,0.977,3.242,1.965,49.0,75.133,0.0,1.454,543.905,-832.635,60.0,0.338,15.717,kitchen
152.0,153.0,164.524,115.523,0.102,0.334,50.192,49.662,3163.649,1.136,3.682,3.195,49.0,74.933,0.0,1.504,544.125,-830.774,60.0,0.549,16.195,kitchen
153.0,154.0,164.602,115.554,0.1,0.353,51.068,49.334,3164.511,1.138,3.882,2.699,49.0,75.0,0.0,1.549,544.273,-831.729,60.0,0.464,16.508,kitchen
154.0,155.0,164.537,115.399,0.08,0.227,50.346,51.054,3164.238,0.896,2.493,3.087,49.0,75.2,0.0,1.301,544.226,-833.857,60.0,0.53,13.751,kitchen
155.0,156.0,163.637,114.928,1.279,1.059,40.278,55.979,3150.756,14.283,11.332,23.442,49.207,75.69,0.609,1.914,544.134,-835.392,60.0,4.064,19.455,kitchen
156.0,157.0,158.642,91.676,1.861,8.669,-14.194,298.593,3016.798,19.558,89.251,34.714,55.4,125.067,2.703,18.694,585.61,-1314.392,60.0,22.211,182.782,kitchen
157.0,158.0,152.953,86.669,0.771,0.567,-73.173,345.973,2959.712,8.294,8.142,21.163,59.933,141.333,1.526,1.043,621.44,-1458.775,60.0,17.512,12.993,kitchen
158.0,159.0,155.482,87.081,0.685,0.28,-46.323,337.616,2924.691,6.942,3.328,6.427,56.133,141.933,1.431,1.123,575.452,-1447.659,60.0,13.67,10.657,kitchen
159.0,160.0,157.139,86.876,0.438,0.251,-29.521,341.825,2942.844,4.503,2.456,2.72,53.333,141.667,1.043,0.943,550.442,-1453.978,60.0,10.36,9.58,kitchen
160.0,161.0,158.327,86.535,0.109,0.173,-17.268,345.413,2943.389,1.128,1.717,1.566,52.4,142.867,0.917,1.36,541.014,-1466.507,60.0,9.384,13.687,kitchen
161.0,162.0,158.467,86.554,0.189,0.293,-15.806,344.762,2939.571,1.954,2.796,2.015,51.621,142.448,0.925,1.379,532.363,-1460.328,60.0,9.555,14.119,kitchen
162.0,163.0,159.047,86.464,0.082,0.29,-9.799,344.958,2933.349,0.851,3.096,2.723,52.2,141.133,0.98,1.147,537.127,-1443.83,60.0,9.677,11.472,kitchen
163.0,164.0,159.617,87.331,0.551,1.573,-3.934,334.38,2919.024,5.654,15.755,6.82,52.6,138.867,2.8,5.11,538.597,-1413.726,60.0,29.101,50.563,kitchen
164.0,165.0,155.837,103.966,1.015,4.418,-43.268,166.541,2963.156,10.56,45.483,10.765,67.933,90.533,1.914,10.115,704.47,-937.964,60.0,21.634,102.101,kitchen
165.0,166.0,156.164,107.569,0.67,0.241,-39.711,128.64,2951.18,6.981,2.344,4.227,66.067,83.0,1.236,0.0,682.455,-857.162,60.0,13.417,1.23,kitchen
166.0,167.0,157.199,107.407,0.27,0.179,-28.895,129.911,2941.829,2.805,1.756,2.766,64.533,83.0,0.846,0.0,664.622,-854.441,60.0,8.92,0.805,kitchen
167.0,168.0,157.104,104.122,0.908,1.928,-29.801,163.308,2932.467,9.469,20.131,9.955,65.0,89.069,1.174,4.913,667.26,-913.581,60.0,12.766,51.987,kitchen
168.0,169.0,146.09,85.45,4.722,7.297,-142.983,355.466,2938.227,47.607,72.661,23.189,59.133,130.733,12.339,8.012,607.417,-1339.334,60.0,132.791,82.593,kitchen
169.0,170.0,144.639,78.405,1.512,0.362,-155.686,421.376,2888.798,16.105,5.45,14.112,45.2,135.2,1.956,0.6,454.842,-1360.61,60.0,20.799,7.276,kitchen
170.0,171.0,147.173,78.652,0.315,0.23,-129.617,417.85,2881.877,2.963,2.652,5.164,43.667,135.6,1.398,0.917,438.807,-1361.335,60.0,13.649,8.877,kitchen
171.0,172.0,147.983,78.356,0.18,0.183,-121.875,422.35,2892.19,1.765,1.769,1.799,43.067,135.667,0.629,0.943,434.534,-1366.91,60.0,6.289,9.249,kitchen
172.0,173.0,148.546,78.468,0.098,0.198,-116.422,422.15,2898.632,0.945,2.049,1.828,40.867,135.667,1.454,0.943,413.277,-1369.977,60.0,14.726,9.589,kitchen
173.0,174.0,148.604,78.538,0.106,0.17,-115.948,421.854,2901.479,1.062,1.683,0.957,40.379,135.138,1.187,0.507,408.746,-1366.007,60.0,12.104,5.09,kitchen
174.0,175.0,148.505,78.867,0.175,0.395,-116.74,417.716,2895.97,1.942,4.471,4.66,41.4,134.8,0.952,1.077,418.362,-1360.011,60.0,9.256,12.296,kitchen
175.0,176.0,136.307,86.406,10.227,3.768,-246.518,346.426,2946.093,110.127,33.441,49.3,58.667,114.867,11.04,15.916,602.482,-1177.048,60.0,121.495,146.326,kitchen
176.0,177.0,113.83,111.527,2.842,9.814,-497.207,89.946,3068.819,36.247,104.055,36.306,65.733,63.067,2.394,10.764,697.141,-676.264,60.0,18.505,105.689,kitchen
177.0,178.0,110.742,124.754,0.387,0.155,-540.036,-52.126,3126.513,2.65,1.679,10.377,62.4,47.267,0.917,0.998,674.287,-519.498,60.0,10.482,10.37,kitchen
178.0,179.0,111.027,124.874,0.185,0.126,-536.476,-53.389,3123.954,1.535,1.389,7.341,62.8,45.867,0.6,1.118,678.183,-503.814,60.0,5.896,12.823,kitchen
179.0,180.0,110.912,125.134,0.128,0.148,-536.156,-56.077,3114.75,1.182,1.61,3.599,63.0,45.966,0.0,0.999,678.327,-503.515,60.0,0.795,10.702,kitchen
180.0,181.0,110.727,104.579,0.822,15.977,-521.671,159.698,3019.505,11.707,164.817,64.145,57.733,82.267,5.549,28.629,602.397,-861.319,60.0,70.781,279.508,kitchen
181.0,182.0,114.442,79.724,0.492,0.525,-467.269,413.081,2924.888,4.761,4.713,6.775,41.4,132.267,1.583,1.209,415.032,-1347.5,60.0,15.987,13.731,kitchen
182.0,183.0,113.845,80.171,0.218,0.256,-477.156,411.754,2948.092,2.656,3.086,5.251,44.667,132.467,2.737,0.884,451.786,-1360.345,60.0,27.748,9.945,kitchen
183.0,184.0,114.67,79.496,0.304,0.238,-469.359,419.386,2952.753,3.46,2.187,2.734,40.267,133.067,1.413,0.359,407.445,-1368.655,60.0,14.688,3.775,kitchen
184.0,185.0,114.649,79.523,0.117,0.216,-468.914,418.52,2948.582,1.156,2.171,1.393,39.0,132.733,0.0,0.68,393.885,-1363.298,60.0,0.19,6.986,kitchen
185.0,186.0,115.024,79.492,0.177,0.285,-465.671,419.413,2952.629,1.651,2.764,1.812,38.933,132.533,0.359,0.846,393.755,-1363.132,60.0,3.658,8.707,kitchen
186.0,187.0,115.376,79.851,0.147,0.317,-462.283,415.927,2954.234,1.395,3.077,1.741,38.241,132.655,0.97,0.755,386.876,-1365.126,60.0,9.842,7.535,kitchen
187.0,188.0,120.014,81.419,4.525,1.478,-413.838,399.221,2950.961,47.29,14.826,6.788,41.667,126.733,3.627,5.234,422.53,-1302.976,60.0,37.664,55.646,kitchen
188.0,189.0,142.929,88.075,7.805,8.185,-180.266,338.179,3032.637,80.262,82.471,47.195,60.6,108.933,6.897,10.526,640.709,-1150.995,60.0,82.387,95.025,kitchen
