start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height
34.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,42.0,0.94935,0.40949,0.14241,0.59227,0.91187,0.5216,0.07787,0.30052,0.32201,0.08309,0.22145,0.75025,0.17149,0.55295,0.14584,0.66872,0.16269,0.42921
42.0,43.0,0.79495,0.18959,0.62623,0.04304,0.7456,0.66057,0.04128,0.61844,0.01815,0.02202,0.51841,0.9271,0.26822,0.03068,0.32553,0.61615,0.29428,0.05773
43.0,44.0,0.51286,0.2152,0.42096,0.09519,0.51248,0.64638,0.04503,0.41452,0.05316,0.03551,0.40541,0.97482,0.15261,0.11209,0.24149,0.58495,0.18376,0.0817
44.0,45.0,0.37834,0.30595,0.17915,0.16951,0.40378,0.58567,0.02267,0.16284,0.07759,0.01231,0.41202,0.97772,0.04722,0.11218,0.22241,0.61707,0.03926,0.09206
45.0,46.0,0.36753,0.2796,0.04996,0.11916,0.39467,0.60149,0.02505,0.03827,0.05236,0.01996,0.42188,0.98343,0.07674,0.07005,0.23074,0.61057,0.07904,0.06195
46.0,47.0,0.36038,0.29856,0.03667,0.16256,0.39057,0.58896,0.01855,0.02754,0.07135,0.0217,0.44155,0.98145,0.04649,0.09462,0.23753,0.62166,0.03205,0.05615
47.0,48.0,0.36637,0.27504,0.0403,0.01777,0.39512,0.60294,0.01898,0.0345,0.00842,0.0099,0.40404,1.0,0.07048,0.001,0.21424,0.61176,0.06443,0.01843
48.0,49.0,0.3787,0.26189,0.01121,0.00801,0.40364,0.61191,0.02432,0.00814,0.00513,0.00805,0.41319,1.0,0.05246,0.001,0.22471,0.6034,0.05943,0.0148
49.0,50.0,0.39115,0.26922,0.06996,0.01692,0.41382,0.60716,0.02252,0.0653,0.00837,0.01165,0.47403,0.99337,0.26723,0.03771,0.26335,0.60952,0.27205,0.02936
50.0,51.0,0.54014,0.26283,0.70301,0.09875,0.53441,0.61384,0.03329,0.67831,0.05213,0.0336,0.57577,0.988,0.44155,0.06652,0.34779,0.59572,0.38534,0.07056
51.0,52.0,0.89309,0.19196,0.47614,0.19119,0.85409,0.66754,0.06801,0.65437,0.08551,0.11569,0.36744,0.82074,1.0,0.31293,0.23822,0.64052,0.96842,0.11936
52.0,53.0,1.0,0.11211,0.03612,0.21757,0.99153,0.7409,0.10801,0.0426,0.12062,0.01491,0.02021,0.15806,0.10961,0.66864,0.001,1.0,0.13294,0.70493
53.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,56.0,0.93955,0.39813,0.11175,0.69805,0.91751,0.52867,0.0924,0.27571,0.37907,0.08744,0.36126,0.69247,0.13558,0.63778,0.25998,0.68634,0.16374,0.53623
56.0,57.0,0.70653,0.21234,0.90905,0.14165,0.67466,0.64785,0.04434,0.90765,0.07307,0.0227,0.48638,0.95394,0.48553,0.13487,0.30335,0.5973,0.51115,0.09767
57.0,58.0,0.29389,0.23499,0.7279,0.04978,0.31198,0.64318,0.07622,0.83119,0.03751,0.09018,0.57056,0.89717,0.44554,0.182,0.38124,0.5837,0.57581,0.04105
58.0,59.0,0.10272,0.15538,0.07626,0.1556,0.08169,0.73017,0.1523,0.22048,0.12984,0.11817,0.44521,0.78396,0.20752,0.10343,0.34285,0.55315,0.14697,0.15803
59.0,60.0,0.08102,0.12959,0.07812,0.03601,0.02765,0.76591,0.18878,0.09573,0.02481,0.01138,0.49096,0.71372,0.11696,0.03078,0.41887,0.55866,0.16439,0.04094
60.0,61.0,0.07388,0.11579,0.04066,0.02605,0.02031,0.77715,0.18775,0.05287,0.017,0.00826,0.50377,0.70875,0.05246,0.02617,0.42994,0.56347,0.08044,0.03291
61.0,62.0,0.06424,0.12323,0.04295,0.05276,0.01054,0.77009,0.1863,0.04844,0.03104,0.01497,0.50194,0.73028,0.001,0.04989,0.42678,0.5496,0.02205,0.05173
62.0,63.0,0.07516,0.12693,0.05476,0.04412,0.02294,0.76705,0.1864,0.07134,0.02871,0.00714,0.45344,0.72267,0.20353,0.0454,0.3816,0.55498,0.28622,0.05221
63.0,64.0,0.08538,0.13294,0.01013,0.02577,0.03565,0.7614,0.18518,0.01546,0.01606,0.00769,0.39735,0.73436,0.03199,0.03894,0.32815,0.54796,0.04961,0.04909
64.0,65.0,0.08497,0.13219,0.01045,0.02158,0.0369,0.7611,0.18314,0.01163,0.0142,0.00565,0.39214,0.72333,0.001,0.04603,0.3216,0.55833,0.00659,0.05478
65.0,66.0,0.08541,0.13275,0.01441,0.01477,0.03685,0.76093,0.18379,0.01933,0.00947,0.00415,0.40084,0.73393,0.03179,0.03592,0.33036,0.54993,0.04453,0.0422
66.0,67.0,0.08458,0.12947,0.0116,0.01325,0.03723,0.76296,0.18222,0.01937,0.00796,0.00554,0.40587,0.72465,0.001,0.0461,0.33389,0.55846,0.00662,0.05399
67.0,68.0,0.08378,0.13775,0.00832,0.01184,0.03532,0.75654,0.1834,0.00863,0.00796,0.00405,0.40587,0.71703,0.001,0.01804,0.33483,0.56255,0.00478,0.02107
68.0,69.0,0.07089,0.14595,0.05329,0.0191,0.02864,0.74568,0.17436,0.04063,0.01761,0.02702,0.4539,0.69848,0.12958,0.04077,0.3712,0.58617,0.15896,0.08099
69.0,70.0,0.08643,0.15563,0.02982,0.03405,0.0581,0.73159,0.15986,0.06663,0.02888,0.03323,0.4106,0.66957,0.10063,0.03414,0.31994,0.62264,0.10728,0.07518
70.0,71.0,0.09147,0.16458,0.04358,0.01819,0.07034,0.72099,0.15171,0.05538,0.01093,0.00633,0.44521,0.66203,0.06431,0.03944,0.34436,0.63676,0.09011,0.04322
71.0,72.0,0.12978,0.16424,0.09132,0.04448,0.11264,0.72052,0.14988,0.11472,0.02741,0.00459,0.38437,0.68854,0.08128,0.02794,0.29126,0.62065,0.10755,0.02931
72.0,73.0,0.1651,0.1701,0.06051,0.07185,0.15403,0.71372,0.14415,0.09286,0.04846,0.01925,0.41319,0.70577,0.08303,0.07818,0.3127,0.61559,0.11912,0.07166
73.0,74.0,0.18206,0.18347,0.05326,0.03201,0.17718,0.70007,0.1359,0.05669,0.01968,0.01066,0.36744,0.74387,0.11213,0.03809,0.26766,0.59979,0.13828,0.05185
74.0,75.0,0.19101,0.17508,0.00578,0.00952,0.18345,0.70839,0.14073,0.00616,0.00595,0.0039,0.34914,0.75215,0.03687,0.01326,0.25547,0.5885,0.04861,0.01496
75.0,76.0,0.1931,0.17519,0.01376,0.01661,0.18541,0.70845,0.1411,0.01271,0.01107,0.0051,0.34009,0.75184,0.04658,0.00723,0.24821,0.58827,0.05686,0.00948
76.0,77.0,0.19611,0.17097,0.01659,0.01311,0.18788,0.71217,0.14223,0.01739,0.00847,0.00412,0.32764,0.75215,0.04512,0.00952,0.23834,0.58668,0.05817,0.01048
77.0,78.0,0.19401,0.17629,0.00874,0.01648,0.18543,0.7082,0.14265,0.0083,0.01104,0.00471,0.33359,0.75149,0.06476,0.001,0.24359,0.5866,0.08585,0.00666
78.0,79.0,0.1883,0.17956,0.01447,0.01849,0.17852,0.70622,0.14412,0.01727,0.01155,0.00212,0.34502,0.75149,0.03671,0.001,0.25432,0.58482,0.04789,0.0027
79.0,80.0,0.19121,0.17228,0.01223,0.01245,0.18209,0.71157,0.14329,0.01519,0.00838,0.00429,0.34136,0.75116,0.03029,0.00713,0.25067,0.58605,0.03905,0.01009
80.0,81.0,0.19349,0.17859,0.00908,0.01673,0.18403,0.70696,0.14406,0.00906,0.011,0.00532,0.33176,0.75183,0.04339,0.00713,0.24292,0.58467,0.05673,0.00996
81.0,82.0,0.1919,0.18328,0.00987,0.02991,0.18256,0.70317,0.14372,0.0112,0.01858,0.00364,0.3363,0.75149,0.04186,0.001,0.2467,0.58531,0.05501,0.00503
82.0,83.0,0.19115,0.18119,0.00911,0.0159,0.18291,0.70409,0.14186,0.00988,0.01002,0.00289,0.33953,0.75149,0.02997,0.001,0.24828,0.58757,0.03884,0.00388
83.0,84.0,0.19166,0.18083,0.00838,0.01719,0.1829,0.70471,0.14275,0.00756,0.01069,0.00473,0.32718,0.75249,0.05553,0.01125,0.23814,0.58583,0.07203,0.01504
84.0,85.0,0.19086,0.18715,0.02268,0.01639,0.18083,0.70054,0.14476,0.02782,0.00999,0.00327,0.33176,0.75911,0.03231,0.01545,0.24345,0.57896,0.04288,0.01755
85.0,86.0,0.18382,0.18604,0.00575,0.01526,0.17345,0.70137,0.14468,0.00672,0.00959,0.00387,0.33771,0.76077,0.01247,0.00952,0.24835,0.57796,0.0167,0.0106
86.0,87.0,0.18641,0.18308,0.01557,0.01863,0.17685,0.70329,0.14363,0.01692,0.01219,0.00323,0.34502,0.76143,0.03266,0.001,0.25412,0.57882,0.04246,0.00445
87.0,88.0,0.1907,0.18701,0.01205,0.02246,0.18185,0.69992,0.14282,0.01374,0.01431,0.00412,0.34151,0.76143,0.03499,0.001,0.25062,0.57982,0.04432,0.00581
88.0,89.0,0.18952,0.19183,0.01027,0.01206,0.18092,0.69599,0.14232,0.01208,0.00763,0.00266,0.34045,0.76143,0.03671,0.001,0.24934,0.58043,0.04788,0.00356
89.0,90.0,0.18993,0.19293,0.011,0.01226,0.18192,0.69479,0.14138,0.01091,0.00751,0.00503,0.33862,0.76143,0.04256,0.001,0.24711,0.58159,0.05678,0.00722
90.0,91.0,0.18179,0.19517,0.04082,0.0367,0.17734,0.69092,0.13524,0.02668,0.0265,0.02067,0.36332,0.75315,0.12261,0.02446,0.26325,0.59452,0.13408,0.05241
91.0,92.0,0.16672,0.19258,0.02418,0.03761,0.16764,0.68966,0.12639,0.01819,0.0247,0.02109,0.39443,0.73128,0.08843,0.01966,0.28216,0.61937,0.0917,0.03104
92.0,93.0,0.15977,0.27624,0.05623,0.31777,0.15124,0.6296,0.14006,0.07772,0.19115,0.01192,0.40312,0.58118,0.13236,0.32495,0.3007,0.70215,0.18024,0.34267
93.0,94.0,0.15461,0.39824,0.04838,0.09709,0.14106,0.53579,0.147,0.06612,0.06003,0.01281,0.42953,0.42415,0.04173,0.02284,0.32883,0.80002,0.06228,0.03376
94.0,95.0,0.15033,0.34548,0.02132,0.04018,0.13533,0.57732,0.14875,0.02691,0.0249,0.00497,0.43011,0.42346,0.03266,0.001,0.33082,0.79916,0.04135,0.0048
95.0,96.0,0.14582,0.38461,0.03142,0.13337,0.12983,0.5465,0.14972,0.04266,0.08225,0.01145,0.43606,0.42214,0.02656,0.01261,0.33672,0.7993,0.0362,0.02036
96.0,97.0,0.14621,0.38029,0.04675,0.04887,0.12925,0.55004,0.1511,0.06559,0.03048,0.00872,0.43743,0.43042,0.03029,0.0461,0.33913,0.79269,0.04137,0.04614
97.0,98.0,0.13685,0.23752,0.07271,0.18761,0.1292,0.65893,0.13761,0.07268,0.11204,0.01348,0.44761,0.70552,0.04796,0.32102,0.33597,0.62301,0.06052,0.33675
98.0,99.0,0.13927,0.20795,0.02851,0.01532,0.13085,0.68224,0.13872,0.03007,0.00905,0.00474,0.41822,0.76077,0.05658,0.01326,0.31202,0.58513,0.07029,0.01442
99.0,100.0,0.14924,0.19967,0.00898,0.03107,0.14192,0.68827,0.13773,0.01284,0.01778,0.00696,0.40918,0.75424,0.03307,0.01627,0.30356,0.59064,0.04243,0.0241
100.0,101.0,0.14412,0.19742,0.01609,0.01507,0.13779,0.68943,0.13607,0.01823,0.00923,0.0029,0.42234,0.7495,0.03141,0.01466,0.31332,0.59576,0.03911,0.01621
101.0,102.0,0.14615,0.19524,0.00709,0.01005,0.13955,0.69127,0.13654,0.00763,0.00612,0.00314,0.42142,0.7442,0.02272,0.02059,0.31294,0.59865,0.02811,0.02243
102.0,103.0,0.0984,0.22542,0.22706,0.10702,0.10549,0.6631,0.11871,0.17874,0.0736,0.05998,0.5239,0.69086,0.24876,0.16999,0.37983,0.65256,0.22935,0.25693
103.0,104.0,0.0819,0.38547,0.12054,0.13251,0.09399,0.54363,0.11198,0.11525,0.07441,0.02746,0.48959,0.45925,0.09038,0.1508,0.34564,0.80473,0.09902,0.13118
104.0,105.0,0.1113,0.61871,0.1013,0.25945,0.10707,0.36668,0.13222,0.07396,0.15975,0.03827,0.44933,0.34295,0.06067,0.15956,0.33099,0.8636,0.05469,0.14235
105.0,106.0,0.1254,0.71019,0.0372,0.05077,0.1145,0.2936,0.14127,0.03871,0.03204,0.01055,0.4324,0.29954,0.02924,0.01804,0.32474,0.88601,0.03671,0.02446
106.0,107.0,0.12665,0.69849,0.0393,0.04583,0.11649,0.30309,0.14035,0.04751,0.02859,0.00617,0.43237,0.29664,0.02432,0.02035,0.32417,0.88851,0.0312,0.02153
107.0,108.0,0.11138,0.69708,0.0835,0.08942,0.10091,0.30433,0.13991,0.09533,0.05638,0.00993,0.43881,0.29126,0.06821,0.01896,0.32906,0.89236,0.09117,0.01952
108.0,109.0,0.11015,0.58684,0.05536,0.47422,0.10617,0.39002,0.1317,0.05736,0.28552,0.04436,0.47677,0.43042,0.10281,0.49061,0.35311,0.80867,0.075,0.47814
109.0,110.0,0.08802,0.26978,0.13372,0.08793,0.11893,0.62258,0.08924,0.14704,0.04565,0.02928,0.51383,0.7939,0.18669,0.0553,0.34312,0.62592,0.21149,0.02848
110.0,111.0,0.10038,0.27224,0.08941,0.05322,0.13939,0.61859,0.07833,0.06255,0.0323,0.02527,0.51703,0.78728,0.15778,0.02532,0.33469,0.64359,0.1429,0.06037
111.0,112.0,0.09486,0.27304,0.04132,0.03664,0.13582,0.61753,0.07643,0.03044,0.02087,0.01024,0.52573,0.78694,0.06032,0.02699,0.33952,0.64618,0.05784,0.03122
112.0,113.0,0.10427,0.26957,0.01583,0.02117,0.14073,0.62091,0.08091,0.01436,0.01216,0.00633,0.51093,0.79091,0.03138,0.01999,0.33312,0.63813,0.03466,0.02068
113.0,114.0,0.1039,0.25997,0.01048,0.0194,0.13958,0.62767,0.08193,0.01186,0.01046,0.00424,0.51657,0.79059,0.01694,0.00952,0.33834,0.637,0.01981,0.01049
114.0,115.0,0.1042,0.26085,0.00701,0.0178,0.13892,0.62737,0.0831,0.00821,0.0098,0.00369,0.51749,0.7886,0.02272,0.01609,0.34018,0.63666,0.02479,0.01434
115.0,116.0,0.10544,0.2583,0.00848,0.01849,0.13972,0.62922,0.08351,0.01055,0.01015,0.00336,0.51566,0.79125,0.001,0.001,0.33923,0.63459,0.00465,0.00476
116.0,117.0,0.10418,0.286,0.02468,0.1915,0.1385,0.61027,0.08359,0.0297,0.1023,0.00463,0.52298,0.78893,0.05987,0.02009,0.34478,0.63586,0.072,0.01706
117.0,118.0,0.15727,0.30918,0.35547,0.24455,0.15892,0.60539,0.12978,0.26149,0.16419,0.13817,0.44979,0.74586,0.33025,0.11754,0.32801,0.60695,0.22177,0.10176
118.0,119.0,0.33694,0.15918,0.3446,0.07187,0.31379,0.75412,0.22009,0.44906,0.06698,0.07025,0.25632,0.54275,0.13766,0.27654,0.22338,0.6579,0.17358,0.27373
119.0,120.0,0.4562,0.24987,0.11201,0.29156,0.45668,0.67876,0.2524,0.16169,0.2047,0.07466,0.3098,0.39728,0.06901,0.30817,0.30255,0.74683,0.12301,0.3501
120.0,121.0,0.48347,0.3273,0.02856,0.04647,0.4924,0.61413,0.30176,0.0466,0.04039,0.03311,0.30796,0.31279,0.04687,0.06319,0.33236,0.78328,0.0629,0.11434
121.0,122.0,0.48642,0.31839,0.00488,0.00655,0.49648,0.62338,0.30286,0.0074,0.00575,0.00498,0.28784,0.33533,0.03231,0.0221,0.31004,0.76283,0.05696,0.03263
122.0,123.0,0.48665,0.31845,0.00457,0.00638,0.49678,0.62324,0.30231,0.0068,0.00525,0.00207,0.28784,0.33533,0.03231,0.01558,0.30972,0.76315,0.05583,0.0218
123.0,124.0,0.48651,0.32017,0.00236,0.00539,0.49658,0.62149,0.30255,0.00325,0.00451,0.00237,0.28281,0.33334,0.01247,0.00952,0.30402,0.76476,0.0211,0.01384
124.0,125.0,0.48699,0.31899,0.00286,0.00525,0.49727,0.62279,0.30305,0.00405,0.00447,0.00214,0.29465,0.33366,0.02045,0.01193,0.31809,0.76416,0.03558,0.01732
125.0,126.0,0.49282,0.31828,0.05111,0.01565,0.50577,0.62452,0.30923,0.08675,0.01326,0.03383,0.32261,0.33665,0.11159,0.02059,0.3547,0.75749,0.22936,0.04519
126.0,127.0,0.50808,0.35528,0.01525,0.02746,0.52846,0.58758,0.32648,0.02467,0.02283,0.00624,0.39901,0.334,0.06645,0.02595,0.45712,0.74838,0.12277,0.03735
127.0,128.0,0.50606,0.36319,0.00378,0.00417,0.52559,0.5792,0.3275,0.00573,0.00369,0.00249,0.4077,0.31545,0.02272,0.01261,0.46821,0.76475,0.04043,0.01835
128.0,129.0,0.50608,0.36254,0.0031,0.00379,0.52564,0.57992,0.32778,0.00462,0.00336,0.00195,0.4077,0.31412,0.02272,0.001,0.46843,0.7658,0.04033,0.00173
129.0,130.0,0.506,0.36256,0.00357,0.00456,0.52554,0.57992,0.32792,0.0054,0.00404,0.00202,0.40861,0.31445,0.02656,0.00713,0.46963,0.7654,0.04659,0.01048
130.0,131.0,0.50603,0.3624,0.00292,0.00426,0.5256,0.58009,0.32802,0.00429,0.00378,0.00217,0.40681,0.31412,0.0172,0.001,0.46758,0.76565,0.03,0.0019
131.0,132.0,0.50669,0.35917,0.00551,0.01181,0.52652,0.58353,0.32766,0.00865,0.01003,0.00236,0.40724,0.3277,0.02017,0.02815,0.46779,0.75339,0.03522,0.0418
132.0,133.0,0.50631,0.35774,0.00402,0.00536,0.52592,0.58502,0.32705,0.00622,0.00472,0.00273,0.40861,0.33002,0.03141,0.01773,0.46893,0.75164,0.05464,0.02659
133.0,134.0,0.50675,0.34555,0.02255,0.03317,0.52643,0.59787,0.32539,0.03522,0.02685,0.0231,0.37202,0.31511,0.0724,0.04079,0.42443,0.76656,0.1438,0.05884
134.0,135.0,0.51227,0.36836,0.00979,0.02329,0.53459,0.57365,0.32737,0.01501,0.01999,0.00844,0.35874,0.30617,0.03266,0.02803,0.4101,0.77325,0.06455,0.04004
135.0,136.0,0.51177,0.37641,0.00305,0.00572,0.53398,0.56509,0.32874,0.00442,0.00501,0.00233,0.36469,0.30418,0.001,0.001,0.41813,0.77419,0.00249,0.00199
136.0,137.0,0.51186,0.37511,0.00257,0.00522,0.53411,0.56648,0.32884,0.00368,0.00459,0.00235,0.36469,0.30418,0.001,0.001,0.4182,0.77413,0.00253,0.00202
137.0,138.0,0.51217,0.37452,0.00305,0.00503,0.53459,0.56714,0.32909,0.00446,0.00442,0.00218,0.36469,0.30418,0.001,0.001,0.41838,0.77399,0.00233,0.00188
138.0,139.0,0.51223,0.37472,0.00263,0.00428,0.53467,0.56693,0.32917,0.00373,0.00381,0.00239,0.36469,0.30418,0.001,0.001,0.41844,0.77394,0.00256,0.00204
139.0,140.0,0.51203,0.3743,0.00365,0.00403,0.53439,0.56737,0.32909,0.00553,0.00357,0.00203,0.36469,0.30418,0.001,0.001,0.41838,0.77398,0.00215,0.00177
140.0,141.0,0.51237,0.36961,0.00859,0.03022,0.53454,0.57207,0.32521,0.01104,0.02435,0.01983,0.36241,0.31909,0.0248,0.07569,0.4129,0.76277,0.06066,0.0997
141.0,142.0,0.51979,0.3591,0.0199,0.02947,0.54491,0.58296,0.32131,0.03537,0.02362,0.01713,0.36241,0.31843,0.09731,0.04391,0.41016,0.76625,0.19088,0.05718
142.0,143.0,0.52165,0.36893,0.00313,0.00517,0.54794,0.57283,0.32498,0.00464,0.00449,0.00178,0.39168,0.29788,0.02109,0.01746,0.44757,0.78268,0.03763,0.02594
143.0,144.0,0.52167,0.36915,0.00328,0.00417,0.54797,0.57261,0.32511,0.00488,0.00365,0.00179,0.39262,0.29561,0.01266,0.01278,0.44878,0.78471,0.02248,0.01879
144.0,145.0,0.52177,0.36598,0.00328,0.00472,0.5481,0.57598,0.3248,0.00496,0.00415,0.00194,0.38665,0.31014,0.03231,0.01773,0.44138,0.77159,0.0582,0.02638
145.0,146.0,0.52152,0.36546,0.00315,0.00406,0.54774,0.57654,0.32493,0.00471,0.00358,0.00188,0.37842,0.31412,0.001,0.001,0.43158,0.76787,0.00203,0.00168
146.0,147.0,0.52163,0.36509,0.0036,0.00445,0.54793,0.57697,0.32524,0.00542,0.00389,0.0019,0.37842,0.31412,0.001,0.001,0.43181,0.76768,0.00204,0.00169
147.0,148.0,0.52136,0.3659,0.00307,0.00357,0.54751,0.57606,0.32484,0.00447,0.00316,0.00182,0.37842,0.31379,0.001,0.00713,0.43151,0.76823,0.00195,0.01048
148.0,149.0,0.51844,0.36265,0.0294,0.02142,0.54272,0.57893,0.31846,0.05251,0.01636,0.0291,0.3592,0.31346,0.10865,0.03271,0.40436,0.77246,0.22215,0.043
149.0,150.0,0.49516,0.37316,0.03809,0.03286,0.50824,0.56599,0.29162,0.06424,0.02821,0.03934,0.29228,0.27436,0.04505,0.07275,0.30852,0.82263,0.09892,0.13006
150.0,151.0,0.49072,0.38563,0.00334,0.00839,0.5018,0.55282,0.28419,0.00472,0.00673,0.00438,0.29607,0.24785,0.001,0.01936,0.30811,0.84974,0.00416,0.0275
151.0,152.0,0.49052,0.3866,0.00328,0.00911,0.50156,0.55188,0.28503,0.00467,0.00733,0.00277,0.29607,0.2452,0.001,0.02583,0.30862,0.85158,0.00265,0.03574
152.0,153.0,0.49068,0.3867,0.00368,0.01021,0.50179,0.5518,0.28529,0.00527,0.00819,0.00387,0.29607,0.2442,0.001,0.02668,0.30877,0.8523,0.00368,0.0368
153.0,154.0,0.49097,0.38691,0.00362,0.01074,0.50218,0.55159,0.28546,0.00527,0.00858,0.00343,0.29607,0.24454,0.001,0.02745,0.30887,0.85193,0.00327,0.03749
154.0,155.0,0.49073,0.38582,0.0031,0.00726,0.50186,0.55269,0.2854,0.00436,0.00587,0.00377,0.29607,0.24553,0.001,0.02321,0.30884,0.8511,0.00359,0.0314
