start,end,location_idx,AP_vector,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
32.0,33.0,5,"[0.87421, 0.26625, 0.0, 0.75891]",0.68928,0.14075,0.8033,0.06845,0.65695,0.81345,0.11834,0.76855,0.08235,0.14962,0.5166,0.79052,0.28952,0.07732,0.45496,0.26063,0.30973,0.09057,0.87157,0.67399,0.56642,0.15826,0.58873,0.9114,0.23852,0.39366,0.74805,0.24852,0.05127,0.1961,0.61816,0.08568,0.32905,0.81905,0.18441,0.08068,0.14641,0.53012,0.14669,0.27174,0.72684,0.10636,0.23882,0.87061,0.18665,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
33.0,34.0,5,"[0.0, 0.31656, 0.0, 0.0]",0.38223,0.20087,0.62638,0.14115,0.39262,0.75101,0.07027,0.52219,0.13228,0.19222,0.53449,0.89536,0.14603,0.06918,0.41868,0.22615,0.12816,0.0372,0.52449,0.63952,0.56146,0.29524,0.72401,0.68028,0.78179,0.39874,0.36498,0.4478,0.0921,0.27478,0.40344,0.30608,0.52098,0.72877,0.41758,0.05144,0.09506,0.47746,0.10057,0.25617,0.73616,0.09027,0.0701,0.49485,0.32858,"[0.0, 0.0, 0.1, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
34.0,35.0,5,"[0.0, 0.31237, 0.0, 0.0]",0.28918,0.19333,0.04252,0.20014,0.32197,0.74537,0.04093,0.02772,0.15375,0.11624,0.56071,0.9175,0.09057,0.06692,0.41157,0.24805,0.0874,0.05349,0.04171,0.52837,0.51977,0.46695,0.9476,0.06382,0.5463,0.24768,0.12184,0.70843,0.04829,0.09666,0.45243,0.11353,0.32584,0.77411,0.18051,0.08578,0.12737,0.42328,0.15747,0.2491,0.71091,0.1088,0.18992,0.69451,0.47449,"[0.0, 0.0, 0.85, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35.0,36.0,5,"[0.0, 0.28721, 0.0, 0.0]",0.31175,0.20076,0.04413,0.10428,0.33922,0.74101,0.04128,0.03414,0.08674,0.0441,0.58682,0.91024,0.20983,0.01433,0.4309,0.25358,0.1626,0.02404,0.25939,0.57087,0.53387,0.61312,0.62054,0.47073,0.76796,0.30353,0.14777,0.68063,0.07497,0.12999,0.48264,0.13354,0.36117,0.76735,0.22343,0.07317,0.09646,0.46075,0.12195,0.26466,0.72062,0.09905,0.07502,0.81389,0.24697,"[0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
36.0,37.0,5,"[0.0, 0.26625, 0.0, 0.0]",0.33064,0.1621,0.03621,0.02053,0.35135,0.77269,0.0558,0.02395,0.02206,0.06844,0.59742,0.90929,0.02907,0.01268,0.45231,0.23362,0.03955,0.03687,0.30371,0.70767,0.60279,0.30896,0.77005,0.15523,0.74283,0.35473,0.32438,0.49132,0.10546,0.35173,0.71019,0.33441,0.61293,0.69616,0.52928,0.07065,0.18753,0.54784,0.18825,0.32221,0.74044,0.15856,0.15256,0.78814,0.18502,"[0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37.0,38.0,5,"[0.0, 0.2327, 0.0, 0.95807]",0.31462,0.16119,0.08723,0.02932,0.33552,0.77966,0.07218,0.07822,0.0245,0.03277,0.61132,0.91471,0.04521,0.01364,0.47715,0.20528,0.04562,0.02087,0.9183,0.28633,0.72978,0.0401,0.66173,0.9053,0.0226,0.37039,0.96135,0.21968,0.01237,0.18952,0.26655,0.01304,0.11102,0.72639,0.11027,0.01562,0.35045,0.70227,0.0195,0.30711,0.88809,0.14295,0.39983,0.64861,0.41629,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
38.0,39.0,5,"[0.0, 0.19916, 0.0, 0.0]",0.36754,0.13539,0.44909,0.06456,0.37775,0.8026,0.08291,0.38424,0.06485,0.06756,0.66986,0.88237,0.29371,0.08783,0.53834,0.21991,0.27014,0.07658,0.94143,0.3082,0.70455,0.02011,0.70358,0.92687,0.02538,0.38351,0.97554,0.23594,0.00822,0.16788,0.28761,0.01523,0.12066,0.73593,0.09856,0.00908,0.30793,0.66835,0.0212,0.29013,0.87605,0.12539,0.88971,0.07565,0.14076,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
39.0,40.0,5,"[0.0, 0.21593, 0.0, 0.0]",0.61515,0.14596,0.67248,0.10812,0.57809,0.78982,0.07135,0.54249,0.07635,0.14836,0.58853,0.87171,0.39073,0.06478,0.47507,0.24529,0.31072,0.1055,0.96905,0.36132,0.66593,0.04447,0.75356,0.96718,0.06307,0.40424,0.94619,0.26163,0.01989,0.11531,0.33705,0.04187,0.1588,0.73593,0.09856,0.03023,0.24286,0.60405,0.07444,0.3123,0.82903,0.14831,0.72321,0.42433,0.7021,"[0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45]"
40.0,41.0,5,"[0.74843, 0.2369, 0.0, 0.93711]",0.89383,0.10344,0.42798,0.07554,0.8268,0.83393,0.101,0.57212,0.10868,0.42318,0.36025,0.81764,0.81011,0.11324,0.31198,0.25862,0.56635,0.06277,0.9573,0.65043,0.5591,0.15607,0.73229,0.97515,0.18745,0.43428,0.8909,0.29886,0.09104,0.21912,0.51607,0.24166,0.5519,0.75144,0.45514,0.12378,0.19257,0.49468,0.22584,0.31136,0.6569,0.17661,0.67444,0.48064,0.51488,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
41.0,42.0,5,"[0.0, 0.2369, 0.0, 0.82537]",0.98918,0.42723,0.11135,0.72088,0.98343,0.59526,0.20494,0.20338,0.75528,0.15822,0.07397,0.40666,0.17779,0.53866,0.10113,0.57477,0.16305,0.57077,0.86902,0.64864,0.69675,0.2385,0.57257,0.87155,0.25122,0.43767,0.80529,0.30306,0.07788,0.284,0.44052,0.32263,0.56113,0.72599,0.46635,0.05282,0.29599,0.65924,0.15013,0.38211,0.79328,0.22051,0.53286,0.37754,0.67477,"[0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
42.0,43.0,5,"[0.0, 0.28721, 0.0, 0.9021]",0.99835,0.61806,0.01887,0.16615,1.0,0.43011,0.21505,0.0237,0.1816,0.03934,0.05206,0.19167,0.0605,0.22547,0.08197,0.80098,0.06214,0.25526,0.52911,0.29228,0.8618,0.09072,0.13385,0.55746,0.15648,0.2261,0.68836,0.10116,0.03822,0.23222,0.18047,0.15645,0.28448,0.66514,0.18539,0.0362,0.57294,0.84354,0.0797,0.41183,0.93278,0.25124,0.1735,0.60571,0.4642,"[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]"
43.0,44.0,5,"[0.81132, 0.37107, 0.0, 0.77778]",0.9716,0.483,0.20628,1.0,0.93458,0.54179,0.16086,0.35806,1.0,0.31433,0.1856,0.43938,0.883,1.0,0.18997,0.57843,0.76055,1.0,0.49779,0.2585,0.77646,0.13011,0.1557,0.54246,0.26484,0.21933,0.49512,0.3083,0.0345,0.28675,0.1443,0.1887,0.26922,0.64963,0.20441,0.07076,0.42912,0.7843,0.14546,0.41843,0.83097,0.25807,0.05012,0.67884,0.19418,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44.0,45.0,5,"[0.0, 0.31237, 0.0, 0.74843]",0.74163,0.14387,1.0,0.09877,0.68643,0.79712,0.08533,0.85271,0.07569,0.11655,0.51331,0.83165,0.19082,0.07589,0.42866,0.26322,0.18037,0.11136,0.001,0.78251,0.53465,0.39094,1.0,0.10273,0.56846,0.11651,0.15706,0.67067,0.10705,0.36857,0.66944,0.31624,0.52218,0.71207,0.41904,0.13278,0.15788,0.47696,0.21573,0.29438,0.61688,0.22685,0.57594,0.71824,0.53156,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45.0,46.0,5,"[0.81132, 0.20755, 0.0, 0.0]",0.39278,0.1261,0.998,0.04701,0.38944,0.82038,0.10757,1.0,0.1191,0.4039,0.53771,0.83289,0.70417,0.14074,0.45584,0.23598,0.79896,0.00977,0.83544,0.60926,0.6468,0.18029,0.55617,0.85374,0.3327,0.42582,0.68738,0.28838,0.06112,0.17573,0.5884,0.14157,0.34431,0.72917,0.20295,0.06881,0.21845,0.60556,0.13819,0.31891,0.78357,0.15514,0.23176,0.77128,0.29956,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46.0,47.0,5,"[0.0, 0.36688, 0.0, 0.92662]",0.05842,0.02966,0.17195,0.05782,0.04878,0.95195,0.21508,0.25634,0.10437,0.19165,0.5162,0.70727,0.39363,0.01447,0.49864,0.23382,0.34121,0.05188,0.80263,0.6906,0.65483,0.10283,0.45245,0.80264,0.18963,0.36616,0.79942,0.21443,0.05939,0.27419,0.49317,0.32048,0.53905,0.73752,0.43953,0.04852,0.24604,0.62126,0.19219,0.35428,0.7657,0.19173,0.17635,0.90469,0.22864,"[0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
47.0,48.0,5,"[0.0, 0.2956, 0.0, 0.87421]",0.02985,0.01457,0.06172,0.0222,0.01185,0.97343,0.22984,0.03102,0.04928,0.13808,0.47321,0.70045,0.07801,0.001,0.4674,0.22502,0.05644,0.04601,0.69215,0.73008,0.73706,0.1266,0.26209,0.69294,0.19107,0.33442,0.77006,0.1751,0.04584,0.29725,0.60489,0.25723,0.49648,0.7594,0.38782,0.03975,0.36272,0.67797,0.14683,0.3807,0.82009,0.21904,0.05259,0.92487,0.02291,"[0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
48.0,49.0,5,"[0.93711, 0.2327, 0.0, 0.93711]",0.0291,0.02075,0.04356,0.03148,0.00579,0.97276,0.23873,0.03249,0.04077,0.10629,0.50209,0.70045,0.01407,0.001,0.50408,0.21515,0.03915,0.03557,0.88008,0.50734,0.7806,0.13886,0.59258,0.86264,0.1445,0.38985,0.85812,0.2438,0.08527,0.17804,0.46479,0.20531,0.37241,0.61026,0.2527,0.07328,0.43609,0.78177,0.1267,0.45663,0.8574,0.29758,0.63708,0.16593,0.09306,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49.0,50.0,5,"[0.0, 0.21593, 0.0, 0.0]",0.02962,0.02045,0.04719,0.0283,0.00537,0.97385,0.24021,0.07672,0.03248,0.08019,0.50523,0.70045,0.04206,0.001,0.50821,0.21351,0.04465,0.027,0.83326,0.47544,0.84984,0.07628,0.50787,0.8467,0.13682,0.37377,0.86889,0.22387,0.07904,0.12272,0.42999,0.13008,0.29733,0.72162,0.14587,0.05047,0.55277,0.84557,0.08723,0.43447,0.90946,0.27465,0.59979,0.14249,0.27217,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
50.0,51.0,5,"[0.95807, 0.27044, 0.0, 0.0]",0.04052,0.02867,0.04028,0.02585,0.001,0.98154,0.26794,0.05403,0.03272,0.10773,0.47174,0.70045,0.06294,0.001,0.49306,0.18273,0.03886,0.03604,0.85561,0.35284,0.77855,0.08722,0.5483,0.83311,0.06657,0.36954,0.90851,0.21863,0.03228,0.1829,0.31828,0.16053,0.23509,0.6548,0.19807,0.03866,0.43264,0.76658,0.08948,0.37504,0.87139,0.21319,0.82569,0.63037,0.70984,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
51.0,52.0,5,"[0.0, 0.24948, 0.0, 0.0]",0.04831,0.03633,0.02845,0.05714,0.02365,0.96087,0.24253,0.094,0.10736,0.19003,0.46735,0.70045,0.12602,0.001,0.47157,0.21094,0.15684,0.06306,0.85431,0.39133,0.78548,0.08795,0.54595,0.85842,0.13169,0.37039,0.86791,0.21968,0.04352,0.13234,0.37185,0.12659,0.21903,0.64486,0.21026,0.05706,0.44431,0.74531,0.14648,0.45569,0.86672,0.2966,0.30796,0.36441,0.78214,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
52.0,53.0,5,"[0.88113, 0.25786, 0.0, 0.89518]",0.11815,0.05815,0.24972,0.0377,0.10272,0.93452,0.23099,0.23436,0.0377,0.1103,0.38172,0.71675,0.34244,0.0615,0.38025,0.20475,0.32505,0.10002,0.14317,0.69571,0.7421,0.32194,0.75146,0.11726,0.51727,0.20791,0.296,0.52174,0.08266,0.2333,0.57421,0.19936,0.47079,0.75184,0.3566,0.11404,0.37334,0.62734,0.31932,0.51842,0.79056,0.36148,0.13207,0.16936,0.93858,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53.0,54.0,5,"[0.93711, 0.31237, 0.0, 0.0]",0.1684,0.06508,0.06282,0.04461,0.16818,0.91039,0.19505,0.13378,0.09222,0.22814,0.38391,0.75561,0.2268,0.13124,0.36324,0.20392,0.17153,0.12077,0.10773,0.59939,0.58272,0.07321,0.80688,0.09148,0.06439,0.02173,0.50931,0.2931,0.01396,0.12228,0.5646,0.03716,0.25637,0.83257,0.09612,0.02949,0.10833,0.52556,0.06491,0.23778,0.78668,0.07124,0.19968,0.45072,0.30315,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9]"
54.0,55.0,5,"[0.0, 0.36059, 0.0, 0.89518]",0.13749,0.13762,0.1414,0.09302,0.17083,0.81744,0.12099,0.06744,0.13265,0.23514,0.59255,0.87619,0.38178,0.09574,0.49743,0.17373,0.25136,0.07408,0.13119,0.57839,0.58156,0.0557,0.76444,0.10882,0.0353,0.01454,0.54257,0.25744,0.01225,0.10149,0.53987,0.02437,0.23429,0.82303,0.06929,0.02779,0.11277,0.53164,0.09096,0.25099,0.78396,0.0849,0.2178,0.69658,0.1691,"[0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45]"
55.0,56.0,5,"[0.0, 0.24948, 0.0, 0.0]",0.18683,0.17675,0.24963,0.02972,0.23201,0.76785,0.07002,0.24543,0.04097,0.11673,0.54673,0.94673,0.22991,0.001,0.42172,0.1794,0.23553,0.05193,0.11833,0.58739,0.56374,0.1002,0.78771,0.09663,0.0648,0.01623,0.50784,0.29467,0.00534,0.1104,0.5472,0.01972,0.23389,0.83814,0.0688,0.0194,0.07622,0.47493,0.07157,0.24155,0.78668,0.07514,0.3775,0.61737,0.04046,"[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56.0,57.0,5,"[0.0, 0.2369, 0.0, 0.0]",0.2545,0.12468,0.0586,0.03997,0.28349,0.81082,0.08404,0.04536,0.04092,0.0374,0.53062,0.935,0.12849,0.0366,0.42213,0.16946,0.12389,0.02886,0.13077,0.5616,0.60917,0.05483,0.76519,0.10601,0.04194,0.02596,0.53817,0.26216,0.05419,0.12689,0.54903,0.10503,0.27725,0.67031,0.17904,0.04456,0.1472,0.55493,0.10475,0.33872,0.80222,0.17563,0.64697,0.4484,0.1676,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57.0,58.0,5,"[0.0, 0.2369, 0.0, 0.0]",0.37813,0.1657,0.54215,0.0709,0.38661,0.7745,0.06645,0.46693,0.08052,0.12911,0.53229,0.90995,0.15448,0.13645,0.41559,0.21859,0.15031,0.08263,0.19624,0.72259,0.56882,0.26198,0.64674,0.11914,0.31139,0.19352,0.44913,0.3576,0.09472,0.26177,0.65296,0.1604,0.44429,0.76934,0.32441,0.0824,0.12445,0.48759,0.13227,0.27174,0.75948,0.10636,0.50568,0.62845,0.35803,"[0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45]"
