start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room
62.0,63.0,251.167,43.238,1.55,2.443,729.989,614.281,2282.873,24.248,15.54,42.419,74.333,143.0,2.254,0.0,615.352,-1136.233,60.0,9.77,21.271,living_room
63.0,64.0,244.959,46.239,1.041,2.418,665.463,577.726,2233.724,8.278,18.066,14.737,80.652,148.652,2.098,5.49,650.871,-1156.6,60.0,15.696,47.979,living_room
64.0,65.0,228.137,51.152,9.689,3.115,516.949,522.076,2161.904,77.095,27.454,28.415,71.621,154.793,9.023,0.804,556.768,-1166.175,60.0,70.488,13.138,living_room
65.0,66.0,183.364,51.085,12.146,1.76,186.642,549.978,2275.104,95.711,21.794,39.682,69.286,156.429,10.687,4.625,555.548,-1240.825,60.0,76.252,41.878,living_room
66.0,67.0,144.515,56.124,11.608,1.348,-115.041,478.879,2137.436,85.844,15.518,25.443,95.897,162.655,4.188,4.459,712.991,-1212.423,60.0,27.611,26.027,living_room
67.0,68.0,141.037,60.37,9.73,1.364,-138.57,433.365,2072.199,72.298,13.333,24.262,79.467,171.867,3.17,2.907,574.716,-1243.585,60.0,23.316,34.512,living_room
68.0,69.0,157.003,54.432,1.287,1.342,-22.121,487.548,2119.555,9.406,20.576,48.13,85.414,168.448,7.453,4.782,634.273,-1245.637,60.0,43.768,28.664,living_room
69.0,70.0,176.367,53.913,8.573,1.111,126.944,511.512,2207.433,66.92,6.329,18.642,68.6,151.733,10.525,1.413,533.774,-1166.905,60.0,77.299,13.191,living_room
70.0,71.0,186.518,50.188,0.681,1.745,215.583,567.628,2318.243,6.596,19.672,34.41,57.4,152.0,6.333,1.125,472.362,-1228.165,60.0,51.202,25.202,living_room
71.0,72.0,180.917,54.826,4.565,3.837,164.444,512.482,2243.025,35.559,28.008,13.843,74.0,145.643,6.313,8.865,585.851,-1138.068,60.0,51.285,62.934,living_room
72.0,73.0,178.049,71.831,3.582,2.419,145.562,388.313,2299.286,28.827,18.457,19.0,80.111,121.519,1.37,1.032,647.997,-975.248,60.0,13.134,11.263,living_room
73.0,74.0,177.569,72.163,2.345,2.605,140.245,381.661,2275.364,19.189,20.398,13.186,79.4,121.0,1.386,0.0,635.897,-960.928,60.0,11.003,5.595,living_room
74.0,75.0,178.954,69.405,2.648,1.328,151.936,405.461,2285.394,21.433,10.375,13.906,78.786,123.0,1.235,0.0,633.875,-981.002,60.0,9.889,5.998,living_room
75.0,76.0,183.694,70.009,0.94,2.5,191.339,403.656,2302.83,7.708,19.503,10.004,79.071,123.857,1.646,1.959,641.343,-995.358,60.0,12.788,15.478,living_room
76.0,77.0,179.795,52.366,0.0,0.0,154.578,528.141,2226.844,0.0,0.0,0.0,65.0,151.0,0.0,0.0,512.306,-1171.449,60.0,0.0,0.0,living_room
77.0,78.0,179.725,50.637,0.24,0.397,154.653,543.841,2235.872,1.922,3.411,1.718,67.429,151.0,1.45,0.0,533.755,-1176.23,60.0,11.632,0.91,living_room
78.0,79.0,180.087,48.637,0.062,0.439,157.427,559.287,2234.956,0.421,3.242,2.112,77.857,151.0,4.969,0.0,615.721,-1175.745,60.0,38.553,1.118,living_room
79.0,80.0,180.068,49.128,0.0,0.0,157.222,555.253,2234.199,0.0,0.0,0.0,65.0,151.0,0.0,0.0,513.982,-1175.344,60.0,0.0,0.0,living_room
80.0,81.0,175.304,50.682,1.74,0.614,120.258,544.64,2240.582,13.808,5.732,4.951,63.429,151.071,0.821,0.371,502.158,-1179.294,60.0,6.641,4.315,living_room
81.0,82.0,172.197,52.668,2.371,3.843,95.652,529.443,2241.015,17.33,35.303,24.451,71.214,152.5,6.997,2.044,561.855,-1191.004,60.0,51.668,20.496,living_room
82.0,83.0,177.647,105.24,0.822,15.97,141.388,116.006,2285.619,5.95,120.633,41.823,79.75,110.75,1.984,13.836,643.726,-884.186,60.0,24.378,88.937,living_room
83.0,84.0,168.325,105.838,3.322,1.582,68.243,116.693,2347.52,26.461,14.008,25.45,75.267,123.6,4.218,7.027,622.112,-1015.999,60.0,37.498,64.426,living_room
84.0,85.0,172.218,107.697,1.663,1.108,98.857,99.58,2308.015,13.233,9.033,6.741,68.429,127.476,2.321,0.852,557.391,-1029.884,60.0,19.649,7.637,living_room
85.0,86.0,169.722,108.766,0.663,0.706,78.992,91.275,2317.007,5.391,5.761,3.28,73.6,127.067,1.943,0.629,600.907,-1030.618,60.0,15.335,5.31,living_room
86.0,87.0,163.64,107.67,4.404,2.249,29.554,101.943,2353.011,35.946,19.854,31.844,89.0,124.154,7.125,1.935,736.315,-1022.751,60.0,66.213,19.332,living_room
87.0,88.0,165.39,103.629,7.565,1.948,43.556,135.093,2350.63,61.418,17.294,33.916,71.214,119.714,12.04,10.68,589.814,-986.133,60.0,106.67,101.846,living_room
88.0,89.0,176.26,67.82,1.692,15.889,124.791,397.481,2187.295,13.964,115.535,52.171,75.345,147.414,8.743,15.034,579.868,-1121.971,60.0,56.856,91.814,living_room
89.0,90.0,169.392,50.171,0.865,1.822,72.639,540.391,2206.536,6.276,17.513,16.496,91.25,154.5,2.259,1.19,706.433,-1188.114,60.0,19.199,9.556,living_room
90.0,91.0,173.942,51.797,1.993,1.472,107.929,528.339,2208.921,15.018,13.573,10.646,71.138,152.931,5.631,0.365,554.627,-1177.12,60.0,45.178,6.511,living_room
91.0,92.0,176.583,51.691,0.514,0.785,128.006,527.275,2201.253,3.939,5.696,2.471,69.621,153.069,2.235,0.365,541.969,-1174.087,60.0,17.016,3.373,living_room
92.0,93.0,171.783,51.708,1.984,0.672,91.647,531.579,2219.671,15.03,7.28,10.62,70.103,152.862,1.788,0.507,548.798,-1182.345,60.0,12.577,7.623,living_room
93.0,94.0,172.991,53.707,4.923,2.269,102.057,520.311,2238.387,38.99,16.719,7.123,61.9,150.8,4.073,1.536,489.374,-1175.952,60.0,31.151,10.885,living_room
95.0,96.0,207.84,71.518,1.369,2.115,479.03,485.242,2855.889,13.728,15.501,47.517,62.818,102.455,2.328,2.84,638.639,-1017.837,60.0,24.68,32.637,living_room
96.0,97.0,205.567,77.887,0.822,0.999,467.426,431.947,2925.197,9.318,8.74,16.211,59.069,98.862,0.365,5.117,615.051,-1006.301,60.0,4.317,51.077,living_room
97.0,98.0,205.083,75.709,1.18,1.434,467.036,458.898,2954.094,13.529,17.551,20.773,61.483,100.517,2.555,1.941,645.989,-1033.218,60.0,29.356,19.126,living_room
98.0,99.0,198.428,73.923,5.519,2.346,393.652,472.359,2922.583,55.548,27.062,22.783,72.2,94.533,2.903,2.766,748.043,-960.744,60.0,30.262,30.354,living_room
99.0,100.0,187.611,74.909,3.372,5.304,294.513,480.448,3041.634,36.257,52.542,36.245,88.714,88.357,7.941,6.677,950.915,-932.3,60.0,94.208,61.585,living_room
100.0,101.0,175.487,84.672,2.863,4.959,175.226,400.589,3230.741,31.253,59.54,42.7,112.333,73.148,2.309,2.368,1276.973,-820.696,60.0,34.809,25.467,living_room
101.0,102.0,181.393,85.025,5.726,2.686,243.35,398.817,3251.062,62.914,32.097,38.881,111.8,71.6,1.166,1.114,1278.74,-808.547,60.0,19.601,16.945,living_room
102.0,103.0,182.499,83.771,6.431,2.348,255.514,412.414,3246.146,70.888,27.309,40.509,111.276,77.0,1.874,3.965,1270.825,-868.147,60.0,27.75,45.195,living_room
103.0,104.0,180.917,79.687,4.717,4.878,231.893,448.151,3171.247,49.174,53.881,60.485,111.643,73.286,3.548,2.119,1245.616,-807.298,60.0,44.444,34.378,living_room
104.0,105.0,184.165,81.728,6.075,3.387,264.96,422.488,3149.62,58.096,37.912,96.034,118.294,71.941,0.956,3.369,1311.517,-787.201,60.0,44.864,49.522,living_room
105.0,106.0,182.759,82.896,2.879,1.774,250.413,408.278,3138.07,31.447,19.378,26.248,119.0,68.655,0.0,2.783,1314.049,-748.083,60.0,10.96,31.504,living_room
106.0,107.0,183.937,84.185,2.56,1.466,261.525,391.559,3117.703,26.425,16.403,24.532,119.0,66.867,0.0,2.363,1305.521,-723.796,60.0,10.237,26.379,living_room
107.0,108.0,188.714,83.663,6.913,1.646,307.189,390.895,3068.021,66.144,19.209,73.582,119.0,68.167,0.0,2.23,1284.788,-725.814,60.0,30.705,25.13,living_room
108.0,109.0,190.317,81.036,6.241,2.498,326.244,420.534,3078.774,62.445,26.187,52.786,119.0,69.273,0.0,1.629,1289.276,-740.33,60.0,22.027,19.705,living_room
109.0,110.0,184.748,79.683,4.193,2.949,273.004,445.632,3149.9,44.628,36.927,38.933,119.5,75.6,2.598,1.908,1324.741,-826.962,60.0,41.075,25.535,living_room
110.0,111.0,185.921,83.9,5.622,1.521,286.285,400.006,3159.557,58.295,18.831,52.212,114.448,77.0,3.856,2.971,1272.411,-844.844,60.0,55.925,36.266,living_room
111.0,112.0,180.75,79.935,7.332,3.582,233.932,454.094,3232.853,79.317,40.036,55.958,115.095,81.571,0.426,8.353,1308.908,-915.777,60.0,23.881,93.484,living_room
112.0,113.0,184.078,81.239,3.437,1.055,270.582,436.068,3208.364,36.663,12.264,34.61,115.0,85.69,0.0,6.914,1297.929,-954.771,60.0,13.957,77.074,living_room
113.0,114.0,178.942,80.109,3.486,2.986,217.069,457.436,3269.612,39.212,35.318,28.314,115.0,76.071,0.0,6.176,1322.629,-864.012,60.0,11.418,70.937,living_room
114.0,115.0,180.928,79.469,3.615,3.431,227.433,441.04,3104.6,37.835,37.212,89.224,90.043,78.304,17.524,2.926,988.984,-843.345,60.0,217.778,20.905,living_room
115.0,116.0,179.204,77.878,2.111,3.217,201.005,440.703,2984.464,22.442,32.133,17.091,72.31,82.724,2.423,5.166,761.171,-857.503,60.0,25.939,51.491,living_room
116.0,117.0,191.575,75.803,3.99,2.914,326.472,456.991,2947.927,41.851,31.868,16.334,61.143,90.714,3.335,3.01,638.007,-930.154,60.0,33.463,32.862,living_room
117.0,118.0,193.724,75.087,0.715,0.838,348.947,464.724,2950.679,7.827,8.921,6.515,58.467,90.533,1.857,1.231,611.202,-929.106,60.0,18.492,11.559,living_room
118.0,119.0,192.928,74.946,1.063,0.766,340.01,465.182,2944.474,11.779,7.246,14.028,58.071,90.214,2.298,1.235,605.895,-923.876,60.0,23.255,12.292,living_room
119.0,120.0,192.34,75.169,0.94,0.376,335.216,464.683,2955.859,9.791,4.35,5.402,58.308,90.077,0.951,2.556,610.646,-926.102,60.0,9.517,26.878,living_room
120.0,121.0,189.565,61.982,3.165,18.326,282.386,547.804,2736.068,19.735,146.917,139.429,68.267,104.867,8.222,16.978,657.354,-989.125,60.0,46.187,115.361,living_room
121.0,122.0,179.196,44.194,9.769,3.247,163.91,633.829,2379.903,88.532,55.286,108.825,86.862,151.483,5.09,11.088,728.679,-1253.408,60.0,60.209,61.157,living_room
122.0,123.0,157.99,53.225,6.45,2.319,-13.095,491.459,2096.262,46.89,34.459,74.356,87.0,178.0,4.0,1.0,639.432,-1303.88,60.0,5.667,53.868,living_room
123.0,124.0,151.276,55.024,2.126,2.072,-60.142,446.949,1961.959,14.886,12.498,24.85,91.556,175.111,2.733,0.458,629.599,-1199.618,60.0,16.659,16.18,living_room
124.0,125.0,148.824,57.967,1.059,1.52,-77.832,431.656,1984.71,7.929,7.51,16.855,87.533,175.0,4.256,0.0,608.297,-1212.795,60.0,29.767,10.344,living_room
125.0,126.0,144.272,59.033,1.845,0.484,-112.815,436.826,2043.301,14.192,4.205,18.826,73.69,175.69,3.163,0.951,525.114,-1253.81,60.0,22.379,17.229,living_room
126.0,127.0,146.05,61.98,3.96,2.621,-97.523,402.697,1976.707,30.605,30.132,60.297,71.429,177.214,2.29,0.619,493.197,-1223.53,60.0,22.155,39.849,living_room
127.0,128.0,145.552,68.319,4.063,4.877,-99.011,350.937,1942.505,30.01,23.037,67.12,83.75,171.833,11.716,11.104,569.524,-1164.003,60.0,98.961,47.606,living_room
128.0,129.0,143.389,83.587,1.805,2.13,-120.545,264.038,2068.497,13.704,14.065,13.677,99.621,141.414,2.296,1.609,716.805,-1024.528,60.0,16.124,11.719,living_room
129.0,130.0,146.218,83.832,1.079,1.691,-100.021,262.508,2070.026,7.62,11.743,11.448,97.552,143.0,1.476,0.0,702.67,-1036.654,60.0,9.632,5.741,living_room
130.0,131.0,144.994,83.144,0.88,1.438,-108.903,267.444,2069.459,6.525,10.011,6.251,97.267,142.4,1.123,0.917,700.466,-1032.071,60.0,8.703,6.04,living_room
131.0,132.0,144.363,84.998,0.25,1.094,-113.43,253.895,2068.662,1.755,7.534,5.119,99.276,140.862,1.142,0.507,714.559,-1020.659,60.0,8.835,5.068,living_room
132.0,133.0,143.079,74.055,1.657,8.197,-119.04,322.59,2009.925,9.412,51.053,44.752,95.929,164.857,10.344,14.832,671.592,-1156.161,60.0,81.994,81.369,living_room
133.0,134.0,146.0,60.58,1.739,0.837,-97.803,415.746,1995.019,10.949,10.173,25.837,101.105,177.0,5.637,0.0,702.021,-1233.324,60.0,30.193,16.036,living_room
134.0,135.0,147.154,59.544,0.9,0.347,-90.12,424.25,2001.161,5.951,3.699,8.687,96.92,177.08,4.019,0.392,675.538,-1237.708,60.0,29.926,6.515,living_room
135.0,136.0,144.627,60.655,0.693,1.229,-107.402,414.648,1992.429,4.629,9.551,5.356,71.222,177.0,2.266,0.0,494.998,-1231.717,60.0,15.434,3.324,living_room
136.0,137.0,140.667,62.826,1.611,0.555,-135.162,399.63,1993.178,11.71,5.525,9.288,72.0,177.133,1.0,0.499,499.653,-1233.13,60.0,7.703,7.269,living_room
137.0,138.0,155.425,72.972,8.712,7.946,-32.16,327.265,1984.927,61.269,55.615,25.826,89.741,162.852,7.183,14.473,621.831,-1129.201,60.0,46.407,98.902,living_room
138.0,139.0,165.726,110.52,2.289,6.037,42.616,70.067,2139.543,16.791,42.583,62.118,69.2,121.867,8.203,4.433,518.412,-915.005,60.0,47.451,48.871,living_room
139.0,140.0,155.265,110.734,1.836,0.928,-37.95,74.106,2280.534,14.8,7.524,14.805,81.828,134.724,8.734,2.958,654.253,-1076.861,60.0,73.241,28.806,living_room
140.0,141.0,159.226,112.523,1.417,1.2,-6.129,58.256,2224.174,11.105,8.935,21.838,80.724,133.345,2.864,1.899,630.728,-1039.799,60.0,27.347,23.848,living_room
141.0,142.0,163.043,111.454,1.045,1.137,23.744,66.635,2223.528,8.193,8.847,11.403,73.933,128.267,1.769,2.279,578.153,-1000.287,60.0,13.581,17.612,living_room
142.0,143.0,156.006,113.121,3.774,1.489,-31.801,54.407,2251.816,30.179,12.226,20.507,87.552,131.552,6.826,1.275,691.987,-1038.798,60.0,59.122,18.282,living_room
143.0,144.0,157.109,108.453,5.142,1.102,-23.514,91.99,2273.186,41.149,8.119,28.868,85.069,131.0,6.291,3.787,678.549,-1043.569,60.0,56.225,37.854,living_room
144.0,145.0,163.418,73.555,1.616,11.458,24.337,327.379,2024.048,11.748,74.716,58.434,77.48,163.16,4.5,8.521,550.29,-1150.899,60.0,37.396,35.455,living_room
145.0,146.0,153.89,60.104,4.709,0.768,-43.516,423.045,2014.149,33.857,7.311,22.162,67.48,167.32,3.113,0.733,475.65,-1175.85,60.0,25.384,17.137,living_room
146.0,147.0,143.917,59.64,0.827,0.371,-116.585,437.518,2067.066,6.143,2.635,5.202,78.2,176.467,1.973,3.344,564.135,-1274.146,60.0,15.603,26.047,living_room
147.0,148.0,157.622,60.206,7.069,0.848,-17.597,417.665,1991.917,49.982,10.585,40.548,64.867,176.267,3.792,1.209,454.164,-1226.274,60.0,33.266,29.86,living_room
148.0,149.0,169.867,61.813,0.886,0.689,66.72,393.571,1928.919,5.758,4.15,9.361,66.793,175.69,2.057,0.951,454.808,-1183.299,60.0,13.907,9.106,living_room
149.0,150.0,164.978,60.716,4.237,1.482,33.687,403.928,1942.638,28.777,13.194,16.213,88.133,175.6,4.121,0.917,604.014,-1191.139,60.0,29.82,12.924,living_room
150.0,151.0,153.503,58.855,2.149,1.455,-46.167,433.968,2024.22,15.419,9.27,25.164,87.214,173.5,3.266,4.555,618.191,-1225.902,60.0,19.977,22.075,living_room
151.0,152.0,173.303,56.085,7.723,3.695,109.301,507.371,2255.022,67.265,65.534,166.476,82.111,159.0,3.784,12.87,651.215,-1244.787,60.0,63.206,73.463,living_room
152.0,153.0,191.639,71.262,5.658,10.056,309.198,468.552,2764.389,68.551,75.149,128.621,62.857,94.071,14.608,10.803,609.454,-900.821,60.0,108.877,74.173,living_room
153.0,154.0,196.086,75.201,2.208,1.077,374.661,465.089,2960.302,24.093,13.103,15.817,54.565,96.565,2.123,2.568,574.074,-994.674,60.0,24.781,30.224,living_room
154.0,155.0,193.904,76.851,0.307,0.397,350.488,446.059,2947.993,3.085,4.244,4.514,53.571,95.0,1.498,2.0,560.995,-974.401,60.0,15.145,20.804,living_room
155.0,156.0,194.209,76.239,0.285,0.423,354.609,453.648,2956.138,2.285,5.45,9.185,55.148,94.481,4.866,1.772,578.693,-971.78,60.0,49.736,17.975,living_room
156.0,157.0,197.107,72.913,0.921,2.123,384.926,488.305,2958.136,10.204,18.946,20.766,59.615,92.846,3.364,3.231,626.35,-955.215,60.0,37.18,30.052,living_room
157.0,158.0,191.014,69.361,3.615,3.03,324.721,530.368,2987.243,36.856,30.724,27.565,74.0,96.692,4.844,3.79,780.963,-1003.512,60.0,52.108,37.357,living_room
158.0,159.0,181.28,79.63,8.099,4.309,230.534,440.032,3116.436,82.136,36.705,84.202,99.733,82.8,14.052,4.771,1097.928,-895.534,60.0,177.121,31.464,living_room
159.0,160.0,182.101,81.512,3.408,1.895,251.505,438.344,3247.014,38.183,24.105,30.834,108.286,76.929,1.332,0.651,1237.641,-868.428,60.0,20.475,8.03,living_room
160.0,161.0,184.163,81.577,1.98,2.822,268.788,428.098,3173.998,21.254,38.352,55.579,107.0,75.581,0.0,2.447,1195.45,-833.826,60.0,20.854,28.586,living_room
161.0,162.0,185.086,83.129,0.23,0.191,275.143,404.395,3127.708,2.381,1.908,1.925,107.727,76.636,0.962,0.771,1186.13,-833.1,60.0,10.113,7.998,living_room
162.0,163.0,185.157,83.074,0.414,0.36,275.167,403.905,3119.347,3.932,3.358,8.833,107.071,76.214,0.371,1.634,1175.735,-826.274,60.0,5.685,17.413,living_room
163.0,164.0,187.537,82.927,1.791,0.935,294.314,396.506,3049.389,17.045,13.55,29.704,100.929,77.643,5.358,2.074,1085.169,-822.81,60.0,65.57,26.563,living_room
164.0,165.0,190.005,83.412,0.656,0.652,319.813,389.966,3039.534,7.063,6.265,7.299,100.462,75.0,5.451,0.784,1077.013,-792.137,60.0,58.872,8.332,living_room
165.0,166.0,189.879,82.869,0.37,0.382,320.824,398.688,3062.037,3.553,3.874,5.754,97.222,75.222,0.629,0.629,1050.32,-800.415,60.0,6.766,6.269,living_room
166.0,167.0,190.395,82.792,0.396,0.282,327.108,400.442,3069.079,3.824,2.764,8.103,97.0,75.214,0.0,2.226,1050.354,-802.14,60.0,2.756,22.002,living_room
167.0,168.0,190.414,83.264,0.268,0.223,327.52,395.603,3070.942,2.605,2.323,3.444,97.143,74.857,0.515,1.187,1052.511,-798.865,60.0,5.523,12.043,living_room
168.0,169.0,190.412,83.551,0.124,0.337,326.91,391.814,3065.434,1.375,4.09,4.362,97.0,75.069,0.0,0.98,1049.114,-799.683,60.0,1.484,10.388,living_room
169.0,170.0,190.244,83.144,0.261,0.322,324.804,395.819,3062.615,2.692,3.293,2.197,95.5,75.857,0.866,0.99,1031.891,-807.321,60.0,9.696,10.272,living_room
170.0,171.0,191.814,82.34,0.568,0.978,339.55,401.966,3043.787,5.288,10.581,8.86,102.214,78.143,3.716,1.245,1097.885,-826.452,60.0,38.622,12.059,living_room
171.0,172.0,189.942,85.2,0.459,1.025,319.409,371.23,3042.104,4.879,10.721,5.738,99.667,79.167,0.943,2.303,1069.335,-836.805,60.0,9.064,23.688,living_room
172.0,173.0,188.987,86.378,0.332,0.271,310.339,359.957,3053.097,3.176,2.548,3.974,99.0,74.778,0.0,1.37,1066.12,-793.232,60.0,1.38,15.053,living_room
173.0,174.0,189.386,86.153,0.15,0.121,313.886,361.538,3046.031,1.479,1.302,2.173,97.839,73.129,0.987,0.491,1051.146,-773.639,60.0,11.213,5.308,living_room
174.0,175.0,189.187,86.856,0.305,0.477,311.109,353.295,3039.745,3.104,4.99,2.547,97.0,73.0,0.0,0.603,1039.956,-770.663,60.0,0.866,6.097,living_room
175.0,176.0,188.705,86.959,1.06,0.278,305.497,351.635,3034.908,11.409,2.6,5.294,99.741,73.148,5.42,0.524,1067.133,-770.987,60.0,55.999,5.583,living_room
