start,end,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr
56.0,57.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
57.0,58.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
58.0,59.0,0.34328,0.69154,0.73057,0.14097,0.3432,0.4014,0.34648,0.32202,0.45869,0.3727,0.14283,0.53524,0.60569,0.6141,0.6084,0.58873,0.48948,0.16989,0.52148,0.82769,0.35864,0.74558,0.67991,0.47372,0.02329,0.91448,0.0659
59.0,60.0,0.74972,0.39258,0.84098,0.21529,0.43872,0.72464,0.20871,0.65138,0.78491,0.37572,0.27574,0.3008,0.34191,0.43667,0.61235,0.48917,0.49462,0.26039,0.71757,0.89831,0.3456,0.83662,0.7123,0.57897,0.73658,0.24013,0.53205
60.0,61.0,0.001,0.5886,0.57586,0.34039,1.0,0.01209,0.28697,0.08832,0.25075,0.6577,0.06844,0.27074,0.6278,0.0727,0.33738,0.71575,0.13616,0.1135,0.24673,0.57677,0.21612,0.63421,0.70849,0.34496,0.79376,0.19862,0.33111
61.0,62.0,0.08979,0.59574,0.55738,0.1642,0.82962,0.11407,0.23969,0.14931,0.31511,0.56949,0.06539,0.28341,0.61432,0.08317,0.35992,0.72605,0.16554,0.05466,0.21389,0.60548,0.066,0.46921,0.7104,0.15419,0.51158,0.67537,0.38743
62.0,63.0,0.21644,0.76401,0.56933,0.21228,0.58659,0.26483,0.28601,0.2026,0.32667,0.55365,0.14491,0.58168,0.85166,0.29047,0.51205,0.73497,0.36387,0.03534,0.23512,0.62008,0.08025,0.4749,0.72437,0.16076,0.68818,0.82537,0.90214
63.0,64.0,0.35278,0.85989,0.50651,0.04611,0.32497,0.34775,0.02746,0.22443,0.61932,0.15255,0.06988,0.75165,0.8851,0.04542,0.48557,0.94919,0.32935,0.06753,0.12355,0.55134,0.0345,0.41068,0.70913,0.08652,0.2418,0.2605,0.9547
64.0,65.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
65.0,66.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
66.0,67.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
67.0,68.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
68.0,69.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
69.0,70.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
70.0,71.0,0.96565,0.57973,0.49527,0.10789,0.85307,0.96364,0.09049,0.68091,0.9758,0.4104,0.0933,0.25503,0.60461,0.10108,0.34978,0.72673,0.15232,0.10847,0.10359,0.54334,0.05,0.40662,0.69579,0.08182,0.89037,0.60221,0.56186
71.0,72.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
72.0,73.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
73.0,74.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
74.0,75.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
75.0,76.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
76.0,77.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
77.0,78.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
78.0,79.0,0.26224,0.79844,0.39725,0.1275,0.49872,0.27148,0.09601,0.17692,0.53131,0.27318,0.39019,0.64271,0.83602,0.19852,0.48557,0.84826,0.32935,0.30295,0.20711,0.46472,0.25333,0.41962,0.55353,0.18238,0.38302,0.97964,0.33375
79.0,80.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
80.0,81.0,0.11928,0.55443,0.56454,0.08926,0.77304,0.12338,0.06782,0.06906,0.45484,0.37798,0.06437,0.21017,0.58842,0.04641,0.30808,0.73085,0.09796,0.06958,0.22661,0.61019,0.0397,0.45376,0.73707,0.13633,0.72271,0.846,0.9686
81.0,82.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
82.0,83.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
83.0,84.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
84.0,85.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
85.0,86.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
86.0,87.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
87.0,88.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
88.0,89.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
89.0,90.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
90.0,91.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
91.0,92.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
92.0,93.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
93.0,94.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
94.0,95.0,0.11727,0.44546,0.37451,0.03532,0.77689,0.1154,0.01701,0.04979,0.4763,0.34858,0.00651,0.01702,0.46382,0.00525,0.24047,0.68211,0.00981,0.04092,0.11288,0.43553,0.01701,0.29769,0.63292,0.06491,0.2027,0.96396,0.13701
95.0,96.0,0.1098,0.45863,0.37321,0.01991,0.79123,0.11008,0.0107,0.04145,0.47244,0.35385,0.0258,0.04036,0.46921,0.03683,0.26244,0.68005,0.03846,0.01153,0.1152,0.43742,0.00892,0.29119,0.63292,0.06491,0.23052,0.19529,0.71913
96.0,97.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
97.0,98.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
98.0,99.0,0.0914,0.54229,0.51827,0.03336,0.82653,0.09057,0.02449,0.03439,0.45649,0.37572,0.10226,0.18866,0.56847,0.06717,0.31428,0.71644,0.10604,0.02352,0.14444,0.56876,0.01449,0.40499,0.71865,0.07994,0.42858,0.11541,0.24162
99.0,100.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
100.0,101.0,0.17102,0.56824,0.5337,0.14095,0.67375,0.16506,0.08169,0.1339,0.4829,0.33953,0.03525,0.23466,0.59652,0.0365,0.3171,0.74321,0.10971,0.02732,0.17183,0.58618,0.02933,0.42694,0.72119,0.10532,0.77832,0.53308,0.85481
101.0,102.0,0.06441,0.52783,0.47541,0.30499,0.87832,0.09722,0.18975,0.05942,0.36022,0.50766,0.06575,0.16303,0.55121,0.03799,0.29738,0.72055,0.08401,0.09107,0.07945,0.53722,0.06571,0.39036,0.66848,0.06303,0.45739,0.9166,0.72248
102.0,103.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
103.0,104.0,0.1169,0.56553,0.51383,0.00688,0.7776,0.11806,0.00438,0.04209,0.47905,0.34481,0.0072,0.22986,0.58896,0.00394,0.30526,0.76244,0.09429,0.03785,0.13655,0.56123,0.02234,0.40662,0.71548,0.08182,0.63904,0.00573,0.42914
104.0,105.0,0.10578,0.56489,0.52886,0.0653,0.79893,0.11584,0.05785,0.05108,0.43834,0.4006,0.03465,0.22871,0.58735,0.02248,0.31259,0.75145,0.10384,0.08172,0.16324,0.56829,0.05531,0.45295,0.71484,0.13539,0.33463,0.06206,0.69407
105.0,106.0,0.1059,0.58516,0.48351,0.0,0.79872,0.10653,0.001,0.0331,0.47354,0.35235,0.0,0.26464,0.61054,0.001,0.31484,0.77617,0.10678,0.0,0.0827,0.53581,0.001,0.37248,0.70405,0.04235,0.0,0.0,0.0
106.0,107.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
107.0,108.0,0.13244,0.59471,0.52167,0.04513,0.74779,0.13136,0.03847,0.06777,0.4785,0.34556,0.01064,0.28158,0.62025,0.01305,0.32386,0.77823,0.11853,0.06856,0.15048,0.56923,0.03299,0.41718,0.71675,0.09404,0.99122,0.46496,0.46643
108.0,109.0,0.12441,0.56269,0.51305,0.01081,0.7632,0.1256,0.00687,0.04851,0.48235,0.34028,0.04302,0.22482,0.59706,0.04374,0.31203,0.73703,0.1031,0.02249,0.13516,0.56029,0.01423,0.40336,0.71865,0.07806,0.20051,0.14336,0.43602
109.0,110.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
110.0,111.0,0.12809,0.51144,0.5729,0.09682,0.75613,0.1287,0.05586,0.08125,0.46034,0.37044,0.05355,0.13397,0.54204,0.05429,0.29456,0.69584,0.08033,0.05057,0.24147,0.61914,0.04211,0.46352,0.74088,0.14761,0.5704,0.61568,0.85421
111.0,112.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
112.0,113.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
113.0,114.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
114.0,115.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
115.0,116.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
116.0,117.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
117.0,118.0,0.87711,0.31145,0.47488,0.11083,0.68317,0.87097,0.0473,0.609,0.93399,0.32596,0.11397,0.22253,0.35378,0.13117,0.19539,0.52075,0.16848,0.12383,0.06738,0.52404,0.05689,0.39849,0.67864,0.07242,0.89079,0.71912,0.81506
118.0,119.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
119.0,120.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
120.0,121.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
121.0,122.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
122.0,123.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
123.0,124.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
124.0,125.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
125.0,126.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
126.0,127.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
127.0,128.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
128.0,129.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
129.0,130.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
130.0,131.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
131.0,132.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
132.0,133.0,0.3171,0.3334,0.27963,0.45797,0.39344,0.32469,0.38708,0.31174,0.4851,0.33651,0.5197,0.54339,0.30955,0.64255,0.4095,0.37451,0.32494,1.0,0.43737,0.38328,0.55206,0.47327,0.33569,0.50473,0.97166,0.74588,0.86578
133.0,134.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
134.0,135.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
135.0,136.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
136.0,137.0,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005
