start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room
56.0,57.0,252.731,111.274,26.051,5.065,552.54,51.833,1674.043,186.986,30.01,124.865,74.846,199.615,21.231,9.857,451.762,-1171.797,60.0,97.089,64.096,living_room
57.0,58.0,298.26,145.999,5.189,36.036,1000.144,-198.319,2060.255,74.578,272.358,83.361,23.75,110.0,11.83,65.818,196.759,-784.167,60.0,79.734,449.005,living_room
59.0,60.0,270.982,77.895,2.278,0.375,891.12,338.08,2289.742,18.531,3.033,2.177,54.333,165.667,3.399,0.943,458.965,-1325.878,60.0,28.432,6.395,living_room
60.0,61.0,212.458,75.941,27.699,1.629,446.091,383.706,2481.961,220.021,26.054,111.923,68.111,153.222,6.696,4.049,603.904,-1327.522,60.0,73.719,38.604,living_room
61.0,62.0,132.226,70.935,17.948,3.142,-294.607,511.981,2971.852,192.319,44.337,88.155,64.583,121.333,16.99,8.673,665.342,-1254.029,60.0,177.955,55.988,living_room
62.0,63.0,94.689,66.213,5.601,1.038,-741.896,609.763,3233.26,79.297,15.978,74.649,41.833,115.75,2.703,2.296,459.657,-1304.533,60.0,27.016,49.775,living_room
63.0,64.0,83.739,68.26,1.688,1.023,-876.287,594.495,3276.714,20.706,11.342,13.76,47.783,107.522,3.764,6.547,532.89,-1228.502,60.0,43.371,73.616,living_room
64.0,65.0,82.564,67.084,0.718,1.38,-896.652,612.714,3302.066,9.002,15.447,12.551,51.5,104.0,1.19,5.066,579.765,-1197.612,60.0,13.971,56.08,living_room
65.0,66.0,80.973,71.104,1.394,1.112,-914.084,565.61,3298.68,13.121,13.526,14.034,49.235,99.588,1.516,0.911,553.193,-1145.932,60.0,17.557,13.086,living_room
66.0,67.0,86.212,69.292,3.073,0.684,-847.089,582.007,3273.376,38.525,5.336,29.119,43.889,105.296,3.823,8.013,488.228,-1201.7,60.0,45.861,87.616,living_room
67.0,68.0,92.182,65.444,0.897,1.96,-780.2,627.587,3280.725,10.864,21.396,15.154,48.357,121.643,11.226,6.656,540.292,-1390.97,60.0,127.225,74.536,living_room
68.0,69.0,94.324,61.368,1.483,1.113,-758.558,677.225,3293.795,17.017,14.088,15.758,38.2,124.28,1.497,6.902,427.058,-1426.929,60.0,16.519,81.438,living_room
69.0,70.0,99.571,62.305,1.855,1.344,-691.368,660.078,3262.51,22.198,16.326,4.897,40.75,115.25,3.231,2.537,453.501,-1309.956,60.0,36.981,30.832,living_room
70.0,71.0,88.149,65.268,0.468,1.007,-776.146,591.258,3080.514,3.399,12.404,10.795,53.571,120.143,9.955,1.807,562.532,-1290.616,60.0,105.179,23.085,living_room
71.0,72.0,85.72,67.938,1.28,0.843,-788.841,552.918,3028.72,9.801,8.098,16.616,54.786,135.357,6.894,5.832,565.856,-1428.578,60.0,75.787,55.108,living_room
72.0,73.0,87.425,65.96,3.604,1.155,-773.911,576.333,3041.114,37.63,14.137,13.914,49.56,139.0,2.299,0.0,513.494,-1473.378,60.0,26.2,6.782,living_room
73.0,74.0,101.535,65.023,1.472,1.169,-624.729,587.463,3047.239,15.766,12.949,15.797,53.32,139.96,1.933,2.778,556.806,-1486.789,60.0,22.792,32.438,living_room
74.0,75.0,92.163,67.612,3.183,1.301,-717.13,553.759,3014.721,33.835,11.824,24.086,47.923,138.846,1.141,0.533,491.887,-1458.919,60.0,12.155,14.599,living_room
75.0,76.0,88.085,70.983,3.279,1.899,-762.596,520.497,3026.318,21.357,28.171,51.733,50.76,142.68,2.612,5.732,522.527,-1504.701,60.0,20.258,39.848,living_room
76.0,77.0,69.31,80.426,1.911,3.19,-853.718,373.584,2685.799,18.478,40.47,85.461,62.467,160.333,3.685,9.762,568.162,-1500.685,60.0,19.219,50.74,living_room
77.0,78.0,154.938,93.457,5.76,2.64,-42.475,224.445,2411.21,48.346,22.591,19.857,56.333,164.333,7.303,4.0,475.078,-1388.076,60.0,56.907,25.706,living_room
78.0,79.0,167.28,85.373,1.633,5.799,65.345,310.591,2553.77,15.228,55.102,38.383,61.148,136.852,4.318,5.961,550.727,-1220.532,60.0,44.612,37.403,living_room
79.0,80.0,184.241,75.98,5.416,1.27,220.662,400.66,2595.6,49.424,11.293,5.594,53.429,133.286,2.095,1.385,492.39,-1208.17,60.0,18.214,11.79,living_room
80.0,81.0,188.221,76.492,0.391,0.339,257.928,397.652,2606.366,3.265,3.473,3.689,53.75,134.125,1.199,1.409,497.949,-1220.807,60.0,11.417,13.972,living_room
81.0,82.0,180.281,71.474,27.212,15.147,174.975,456.266,2639.615,286.655,187.584,133.649,48.867,130.2,11.23,30.801,452.061,-1184.119,60.0,105.144,278.292,living_room
82.0,83.0,187.291,75.327,0.178,0.183,249.633,408.618,2608.449,1.586,1.692,2.028,51.526,137.842,0.881,0.987,477.88,-1255.385,60.0,7.875,9.293,living_room
83.0,84.0,183.563,73.024,20.226,11.25,209.18,434.811,2615.988,212.301,138.789,98.341,49.429,133.071,8.183,22.738,456.386,-1206.88,60.0,76.487,204.973,living_room
84.0,85.0,183.43,73.032,21.149,11.851,207.29,435.052,2615.575,222.048,146.019,102.603,48.231,132.308,8.303,23.462,444.979,-1199.078,60.0,77.617,211.309,living_room
85.0,86.0,187.21,74.944,0.115,0.384,247.417,409.681,2592.98,1.19,3.065,3.26,50.857,138.0,1.187,1.0,468.658,-1249.324,60.0,10.956,9.001,living_room
86.0,87.0,187.235,75.424,0.12,0.445,247.627,405.305,2592.888,1.102,4.012,2.507,50.071,137.286,1.252,0.7,461.65,-1242.862,60.0,11.405,6.731,living_room
87.0,88.0,186.919,74.754,0.21,0.794,244.298,410.611,2588.018,1.632,6.442,4.896,50.273,138.636,0.962,0.771,462.521,-1252.629,60.0,8.482,6.849,living_room
88.0,89.0,186.372,73.425,0.294,0.503,239.398,422.801,2588.754,2.165,4.926,6.972,50.75,139.75,0.878,0.968,466.892,-1262.999,60.0,8.434,11.392,living_room
89.0,90.0,186.269,73.085,0.161,0.221,239.248,427.292,2597.266,1.486,1.815,1.594,51.6,141.4,1.8,0.8,475.684,-1282.008,60.0,16.256,7.343,living_room
90.0,91.0,185.973,75.395,0.634,3.188,235.936,405.273,2590.184,6.796,30.605,12.506,52.0,138.0,3.15,5.929,477.926,-1248.203,60.0,27.354,58.34,living_room
91.0,92.0,186.445,98.178,0.761,5.087,244.839,201.697,2640.078,8.133,45.238,34.167,55.286,94.429,1.278,7.487,516.637,-872.731,60.0,15.487,60.823,living_room
92.0,93.0,189.468,99.672,0.0,0.0,272.327,187.861,2635.411,0.0,0.0,0.0,55.0,89.0,0.0,0.0,512.807,-822.179,60.0,0.0,0.0,living_room
93.0,94.0,181.802,97.757,20.74,16.717,196.381,212.993,2658.848,219.107,189.705,96.51,53.923,86.154,9.434,14.231,503.359,-797.375,60.0,89.064,130.994,living_room
94.0,95.0,181.979,96.947,20.39,16.157,197.076,219.319,2646.155,215.344,184.073,96.296,54.704,86.704,9.392,14.087,508.381,-798.631,60.0,88.252,128.803,living_room
95.0,96.0,185.523,86.906,2.13,7.812,232.417,300.425,2595.418,21.25,67.935,32.378,53.444,120.259,1.663,19.934,491.505,-1088.91,60.0,17.758,167.864,living_room
96.0,97.0,185.332,74.326,0.784,1.059,228.226,411.576,2569.548,6.208,10.88,10.177,48.857,143.286,1.597,0.7,446.075,-1285.061,60.0,14.412,8.693,living_room
97.0,98.0,186.208,73.831,0.465,1.055,238.287,419.759,2592.78,4.497,9.311,7.929,47.32,142.92,1.085,0.392,436.329,-1293.442,60.0,9.405,5.194,living_room
98.0,99.0,187.176,75.1,0.177,0.35,244.787,404.459,2568.719,1.096,5.12,13.002,47.143,141.143,0.515,1.407,430.844,-1265.615,60.0,5.575,18.113,living_room
99.0,100.0,184.574,77.917,2.155,1.688,216.92,371.236,2514.607,21.458,18.791,30.284,50.231,148.385,3.925,10.71,448.033,-1303.225,60.0,29.939,81.246,living_room
100.0,101.0,168.245,113.199,4.686,15.414,70.456,58.534,2430.607,40.485,132.118,12.851,58.143,125.286,3.681,15.031,497.134,-1069.997,60.0,28.38,131.51,living_room
101.0,102.0,165.414,131.205,0.361,0.714,45.05,-93.239,2373.784,2.74,5.479,14.559,65.0,111.16,0.0,0.784,541.591,-928.995,60.0,3.319,9.498,living_room
102.0,103.0,165.81,131.646,0.144,0.355,47.893,-96.01,2350.894,1.165,3.037,3.436,67.737,111.421,1.163,0.815,559.043,-922.258,60.0,9.391,6.767,living_room
103.0,104.0,165.235,131.624,0.212,0.198,43.141,-95.792,2350.054,1.729,1.628,1.381,64.833,112.0,1.28,1.0,534.823,-926.795,60.0,10.297,7.971,living_room
104.0,105.0,169.289,100.447,4.89,14.904,79.218,167.111,2419.732,42.492,128.039,25.825,53.0,144.25,3.606,15.262,452.276,-1224.342,60.0,27.554,137.847,living_room
105.0,106.0,183.603,73.738,1.05,1.034,210.936,413.466,2548.313,9.87,12.256,22.058,48.034,144.241,0.999,1.695,434.559,-1282.938,60.0,6.906,18.494,living_room
106.0,107.0,184.706,73.295,0.341,0.586,222.961,421.495,2573.581,2.977,5.167,3.193,47.643,142.929,1.315,0.371,435.406,-1283.882,60.0,11.738,3.632,living_room
107.0,108.0,185.381,73.295,0.175,0.375,229.479,422.266,2578.309,1.99,2.635,5.559,46.091,142.818,1.164,0.575,422.47,-1285.245,60.0,10.679,6.573,living_room
108.0,109.0,185.954,73.01,0.241,0.432,235.115,425.677,2583.35,2.034,3.956,3.231,46.524,142.905,0.852,0.426,427.296,-1288.561,60.0,7.789,4.57,living_room
109.0,110.0,186.169,75.416,0.937,1.465,240.373,409.58,2620.633,5.907,10.215,37.701,53.211,130.895,5.616,7.468,494.78,-1197.049,60.0,57.432,52.537,living_room
110.0,111.0,189.969,92.724,5.618,8.077,303.71,272.175,2872.513,67.089,71.762,96.559,52.926,94.926,5.033,8.836,537.815,-950.88,60.0,33.112,63.125,living_room
111.0,112.0,198.661,96.571,0.438,1.611,410.675,248.874,3029.302,3.891,16.931,12.548,49.0,94.923,0.0,0.385,528.615,-1005.301,60.0,2.156,5.748,living_room
112.0,113.0,198.297,99.178,0.328,0.986,407.081,221.338,3031.229,3.531,10.719,4.582,49.571,93.429,0.904,0.979,534.951,-990.221,60.0,8.993,10.999,living_room
113.0,114.0,198.511,99.872,0.485,1.296,408.398,213.412,3024.178,4.89,12.926,12.021,50.308,90.538,1.563,0.843,541.412,-957.562,60.0,17.085,9.87,living_room
114.0,115.0,187.81,98.489,5.057,2.066,294.66,229.013,3035.295,47.234,23.077,85.608,47.818,94.091,2.461,4.852,515.668,-999.232,60.0,38.489,60.826,living_room
115.0,116.0,191.469,106.836,7.554,4.269,343.21,144.349,3117.847,79.803,48.33,42.115,83.667,73.37,15.251,9.125,919.549,-801.818,60.0,161.118,109.392,living_room
116.0,117.0,197.496,111.173,3.994,1.826,411.424,97.018,3132.319,40.447,20.401,36.204,109.074,63.074,2.523,2.276,1206.269,-691.775,60.0,38.358,23.822,living_room
117.0,118.0,193.264,115.407,2.989,2.644,368.225,51.158,3159.476,29.728,29.699,38.066,112.462,59.154,0.887,0.533,1254.008,-654.855,60.0,16.406,10.973,living_room
118.0,119.0,193.148,115.043,2.48,1.974,365.789,54.814,3147.641,26.348,22.052,24.968,111.889,56.778,1.37,2.131,1243.02,-626.418,60.0,21.51,24.166,living_room
119.0,120.0,195.05,112.004,1.739,1.351,386.086,88.077,3140.673,20.772,14.823,32.084,112.667,54.333,2.134,2.211,1248.598,-598.255,60.0,21.944,22.169,living_room
120.0,121.0,187.151,108.664,0.0,0.0,306.55,127.985,3219.729,0.0,0.0,0.0,113.0,59.0,0.0,0.0,1282.667,-665.615,60.0,0.0,0.0,living_room
121.0,122.0,189.197,110.059,3.42,2.329,320.231,109.4,3132.686,33.736,26.469,47.393,113.308,59.0,0.722,0.0,1251.464,-647.606,60.0,17.64,9.805,living_room
122.0,123.0,189.612,110.7,2.955,2.322,324.745,102.276,3131.979,27.771,26.101,48.087,114.769,59.0,0.639,0.0,1267.073,-647.46,60.0,19.49,9.949,living_room
123.0,124.0,190.084,113.576,2.275,2.257,328.332,70.111,3113.569,23.182,24.468,21.416,114.333,58.778,0.943,0.629,1254.869,-641.246,60.0,14.15,7.965,living_room
124.0,125.0,192.233,111.006,3.574,2.359,352.563,98.623,3120.911,37.103,26.536,29.042,112.76,56.84,1.53,0.543,1240.688,-621.778,60.0,19.099,9.588,living_room
125.0,126.0,195.852,114.057,1.794,1.933,388.577,64.498,3091.47,17.752,21.224,16.43,112.789,57.421,0.614,1.786,1230.019,-622.089,60.0,11.166,18.219,living_room
126.0,127.0,194.638,112.007,0.16,0.117,376.351,86.85,3098.461,1.64,1.286,1.197,113.0,56.8,0.0,1.492,1235.876,-616.857,60.0,0.474,16.205,living_room
127.0,128.0,194.662,112.152,0.072,0.03,376.556,85.256,3097.998,0.72,0.327,0.785,113.0,55.0,0.0,0.0,1235.693,-597.395,60.0,0.311,0.151,living_room
128.0,129.0,194.563,112.145,0.113,0.049,375.587,85.357,3098.915,1.123,0.527,1.199,113.286,55.0,0.7,0.0,1239.131,-597.572,60.0,7.546,0.231,living_room
129.0,130.0,194.462,112.124,0.218,0.061,374.506,85.585,3098.995,2.206,0.691,1.51,114.037,55.0,2.134,0.0,1247.256,-597.588,60.0,23.408,0.291,living_room
130.0,131.0,194.577,112.129,0.131,0.085,375.755,85.531,3098.986,1.315,0.923,1.192,113.276,55.0,0.69,0.0,1239.052,-597.586,60.0,7.353,0.23,living_room
131.0,132.0,185.376,109.861,2.556,1.377,274.193,109.588,3081.645,27.334,15.051,5.449,85.0,80.571,11.464,9.507,924.471,-869.396,60.0,123.238,103.374,living_room
132.0,133.0,186.399,110.31,1.062,0.708,281.209,103.311,3038.991,8.452,8.291,34.042,71.48,96.28,1.17,3.04,767.99,-1024.296,60.0,18.554,35.739,living_room
133.0,134.0,190.309,112.777,2.319,0.351,318.031,75.778,2991.59,25.285,3.72,9.276,71.148,91.889,0.524,0.994,752.61,-961.685,60.0,6.84,12.915,living_room
134.0,135.0,193.199,113.112,0.43,0.404,349.767,72.575,3004.411,4.68,4.293,1.997,71.0,92.5,0.0,0.866,754.225,-972.167,60.0,0.497,9.371,living_room
135.0,136.0,192.35,114.355,0.609,0.529,337.911,59.013,2978.862,6.72,5.982,34.53,69.069,89.621,4.828,1.75,728.456,-934.237,60.0,56.803,26.255,living_room
136.0,137.0,187.739,90.582,1.919,9.855,264.503,277.705,2714.986,25.131,89.984,70.161,49.462,123.308,4.199,14.829,478.16,-1164.728,60.0,52.752,113.445,living_room
137.0,138.0,186.962,85.147,0.194,0.366,253.549,327.774,2681.727,2.544,5.297,16.628,45.143,133.286,1.059,1.385,430.772,-1246.656,60.0,9.614,11.857,living_room
138.0,139.0,186.614,85.623,0.236,0.572,253.025,326.84,2711.211,2.484,5.696,3.176,47.0,129.148,1.333,0.931,452.539,-1221.211,60.0,12.664,9.237,living_room
139.0,140.0,185.857,85.889,0.438,0.707,244.862,323.022,2700.519,4.333,6.429,2.344,44.929,130.143,1.132,1.726,430.994,-1225.671,60.0,10.929,15.387,living_room
140.0,141.0,183.969,83.068,0.148,0.312,226.903,349.617,2699.535,1.363,3.094,1.951,49.667,134.524,1.671,0.852,475.575,-1266.244,60.0,15.999,8.136,living_room
141.0,142.0,184.469,83.18,0.258,0.377,232.139,349.309,2705.458,2.7,3.05,4.315,48.478,133.522,0.878,1.211,465.499,-1259.622,60.0,8.567,9.897,living_room
142.0,143.0,182.891,83.924,2.095,0.782,214.383,336.495,2661.585,26.609,9.192,101.949,48.8,135.6,2.75,7.8,459.754,-1256.511,60.0,9.869,22.454,living_room
143.0,144.0,173.014,99.331,2.378,10.23,111.144,176.323,2434.205,20.636,87.189,27.921,62.667,121.667,5.706,18.95,537.357,-1037.413,60.0,48.518,159.781,living_room
144.0,145.0,173.038,113.43,1.71,1.78,112.23,56.503,2456.847,14.023,14.987,17.088,65.261,93.696,0.674,1.266,564.025,-809.099,60.0,8.347,7.778,living_room
145.0,146.0,174.107,113.37,0.566,1.801,121.229,56.971,2450.731,4.8,15.437,4.891,64.36,93.56,0.933,1.551,554.977,-805.899,60.0,8.125,14.005,living_room
146.0,147.0,174.034,110.162,0.349,0.732,120.712,84.613,2452.946,2.863,6.192,5.578,64.778,94.704,0.629,1.3,559.003,-816.46,60.0,4.892,11.924,living_room
147.0,148.0,172.477,92.406,1.202,8.477,104.633,230.453,2388.814,11.458,69.847,31.231,59.083,134.333,3.341,17.96,497.361,-1121.435,60.0,31.991,140.162,living_room
148.0,149.0,174.068,83.947,0.778,0.654,117.691,301.568,2385.358,6.863,5.464,13.994,53.636,151.364,2.365,1.15,451.895,-1262.025,60.0,17.721,10.502,living_room
149.0,150.0,174.879,83.234,0.081,0.548,125.845,310.98,2411.947,0.762,5.648,8.618,50.655,149.414,0.755,1.692,432.145,-1259.574,60.0,5.867,11.826,living_room
150.0,151.0,175.441,82.643,0.269,0.365,130.642,316.069,2412.781,2.116,2.99,3.445,49.069,148.931,0.365,0.98,419.064,-1255.925,60.0,3.228,8.532,living_room
151.0,152.0,175.393,83.275,0.296,0.254,129.609,309.221,2401.093,2.544,2.422,4.958,50.037,148.704,0.999,0.71,425.082,-1247.94,60.0,8.097,6.14,living_room
152.0,153.0,175.599,84.041,0.229,0.507,131.043,302.091,2395.698,1.813,4.627,5.537,50.407,147.593,0.913,1.313,427.355,-1235.814,60.0,7.827,11.051,living_room
153.0,154.0,172.312,89.499,2.34,3.306,101.772,252.038,2355.407,19.76,28.291,11.09,62.0,166.0,8.737,7.81,513.631,-1370.14,60.0,68.704,60.806,living_room
154.0,155.0,148.811,157.817,2.794,24.932,-90.979,-313.467,2292.149,27.85,225.789,108.832,59.5,92.75,33.775,51.821,462.319,-734.664,60.0,263.783,399.232,living_room
155.0,156.0,148.652,144.504,0.752,0.824,-87.652,-189.277,2202.973,5.634,5.903,8.73,77.759,120.241,0.97,2.595,597.497,-935.282,60.0,6.817,22.62,living_room
156.0,157.0,147.227,144.783,0.178,0.417,-98.438,-190.996,2197.718,1.472,3.236,3.904,79.357,118.571,0.766,1.116,608.567,-920.063,60.0,6.168,9.223,living_room
157.0,158.0,145.798,140.225,0.991,6.25,-111.303,-158.068,2233.938,8.458,48.139,20.473,78.214,124.571,2.637,7.316,609.877,-981.887,60.0,17.18,64.439,living_room
158.0,159.0,166.863,88.185,5.5,7.091,57.326,263.658,2355.888,45.339,61.267,36.327,53.348,152.478,3.619,6.493,442.338,-1256.129,60.0,23.785,39.698,living_room
159.0,160.0,170.195,81.443,1.246,0.958,85.314,322.621,2386.184,10.483,7.731,5.964,51.4,151.0,1.497,0.0,432.446,-1259.187,60.0,13.255,3.158,living_room
160.0,161.0,171.766,82.689,0.312,0.633,98.337,311.836,2383.396,2.69,5.141,8.992,52.786,151.0,0.619,0.0,444.129,-1257.711,60.0,5.764,4.761,living_room
161.0,162.0,172.667,81.881,0.445,0.743,107.024,322.068,2409.354,3.939,6.774,7.301,51.897,151.0,0.995,0.0,441.617,-1271.456,60.0,7.694,3.866,living_room
162.0,163.0,172.97,82.999,0.229,1.073,109.65,312.788,2411.005,1.536,7.688,13.901,50.929,151.0,0.371,0.0,433.846,-1272.33,60.0,3.602,7.361,living_room
163.0,164.0,175.662,81.172,2.802,0.712,134.147,331.612,2435.228,26.406,9.998,42.732,51.385,146.923,1.571,4.242,442.849,-1250.017,60.0,20.393,17.528,living_room
164.0,165.0,184.295,83.983,3.11,8.629,229.017,336.595,2679.806,35.449,75.42,74.741,56.455,116.091,2.189,19.057,535.21,-1082.639,60.0,26.419,149.99,living_room
165.0,166.0,200.858,102.664,2.682,3.754,419.04,178.061,2922.224,32.627,40.407,42.414,52.714,92.357,1.979,3.425,549.055,-944.544,60.0,26.08,47.296,living_room
166.0,167.0,201.95,101.387,0.649,1.032,433.795,192.47,2948.792,7.554,10.714,9.04,53.154,93.308,0.948,0.722,558.211,-962.398,60.0,10.408,8.874,living_room
167.0,168.0,200.623,99.935,2.141,2.245,421.085,208.044,2956.194,21.706,23.685,10.677,52.852,92.481,0.524,0.876,556.408,-956.343,60.0,4.476,10.495,living_room
168.0,169.0,194.281,98.361,5.571,3.428,355.684,224.873,2962.944,55.442,35.834,44.538,49.385,93.769,2.543,4.041,520.611,-972.112,60.0,30.62,47.522,living_room
169.0,170.0,189.566,101.87,7.073,3.521,321.389,197.861,3110.574,72.392,39.09,57.064,61.345,71.552,10.185,19.426,676.742,-781.494,60.0,112.046,221.516,living_room
170.0,171.0,197.583,101.685,1.566,2.701,405.067,197.469,3073.772,16.229,29.342,11.293,57.6,52.0,0.917,1.0,631.459,-558.172,60.0,10.244,10.585,living_room
171.0,172.0,198.018,102.939,2.058,2.577,413.721,185.659,3103.804,21.394,27.974,17.751,54.167,53.0,2.075,0.0,599.877,-574.433,60.0,23.881,3.299,living_room
172.0,173.0,197.246,101.746,0.573,2.553,408.442,200.277,3127.244,5.984,28.713,16.648,53.4,53.0,0.952,0.0,595.731,-578.789,60.0,9.188,3.094,living_room
173.0,174.0,194.046,104.316,4.579,2.619,375.393,173.442,3148.196,47.562,30.876,39.618,75.818,53.545,17.275,0.891,846.974,-588.728,60.0,198.2,15.691,living_room
174.0,175.0,193.118,102.691,2.633,2.016,375.936,196.617,3238.548,28.085,23.297,30.818,85.0,52.556,5.657,2.2,972.164,-594.481,60.0,64.601,25.495,living_room
175.0,176.0,187.971,102.734,2.012,0.868,321.451,198.486,3278.32,21.649,9.982,18.095,81.0,50.091,0.0,1.443,938.433,-573.755,60.0,5.14,17.661,living_room
176.0,177.0,189.398,101.49,2.294,1.821,337.053,212.211,3269.634,26.154,20.705,17.151,81.0,50.692,0.0,3.22,935.966,-578.989,60.0,4.872,35.971,living_room
177.0,178.0,190.665,104.688,1.368,1.577,354.039,176.737,3292.269,16.006,17.76,13.428,81.0,47.0,0.0,0.0,942.395,-540.821,60.0,3.814,2.213,living_room
178.0,179.0,188.154,103.637,1.372,1.542,325.604,189.165,3297.971,16.161,17.036,15.653,81.0,49.071,0.0,0.651,944.015,-565.494,60.0,4.446,7.538,living_room
179.0,180.0,190.571,100.896,1.451,1.789,345.918,216.225,3227.676,14.615,20.294,29.673,81.0,54.44,0.0,2.156,924.048,-613.553,60.0,8.428,23.733,living_room
180.0,181.0,191.715,106.848,1.629,1.194,352.918,146.37,3173.235,18.315,13.474,7.541,81.0,51.071,0.0,0.371,908.585,-566.08,60.0,2.142,4.377,living_room
181.0,182.0,193.023,107.555,1.536,1.377,366.779,138.364,3167.727,16.438,16.401,28.97,81.0,51.0,0.0,0.0,907.02,-564.307,60.0,8.229,5.181,living_room
182.0,183.0,190.877,105.238,0.788,1.997,348.27,166.611,3216.6,8.908,23.24,16.819,81.0,51.0,0.0,0.0,920.902,-573.048,60.0,4.777,3.008,living_room
183.0,184.0,193.658,106.112,0.602,1.512,375.014,154.762,3177.377,6.654,17.108,12.477,81.0,51.286,0.0,0.7,909.761,-569.195,60.0,3.544,8.62,living_room
184.0,185.0,192.694,107.468,1.017,1.581,363.004,139.183,3166.053,12.258,17.987,22.187,79.0,51.0,5.547,0.0,884.399,-564.008,60.0,65.536,3.968,living_room
185.0,186.0,184.399,102.942,5.799,5.295,273.615,192.535,3209.334,61.765,61.867,56.217,73.815,74.556,8.384,15.581,837.972,-840.009,60.0,103.089,186.964,living_room
186.0,187.0,185.956,103.441,3.816,6.531,276.131,179.645,3050.156,31.56,77.187,114.159,54.778,95.815,4.532,5.257,592.493,-1024.839,60.0,64.145,91.62,living_room
187.0,188.0,193.716,110.101,0.889,0.184,347.518,102.032,2939.248,9.549,2.047,6.224,56.667,93.111,1.374,1.56,591.737,-957.421,60.0,14.605,17.337,living_room
188.0,189.0,193.677,111.55,0.341,0.462,345.96,86.811,2929.56,3.597,4.768,1.751,52.333,90.63,1.217,1.094,544.811,-928.867,60.0,12.739,11.155,living_room
189.0,190.0,193.289,111.903,0.084,0.204,342.114,83.212,2930.715,0.961,2.112,1.956,51.296,89.519,0.895,0.876,534.272,-917.934,60.0,9.437,9.14,living_room
190.0,191.0,187.715,99.054,2.698,11.432,272.13,201.727,2792.141,34.774,105.735,85.223,47.357,110.857,1.517,17.509,469.594,-1075.947,60.0,17.86,136.826,living_room
