t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z,room
65.494,40.5831222534,98.4845809937,45.0,111.0,38.0,84.0,-1210.88891602,218.166671753,2891.63891602,-1178.19958496,92.2069091797,2921.63891602,-1224.24731445,361.253295898,2861.63891602,living_room
65.556,40.4390487671,98.5846176147,45.0,111.0,38.0,84.0,-1209.52941895,216.647064209,2884.91186523,-1175.48693848,91.9946060181,2914.91186523,-1221.36938477,360.404083252,2854.91186523,living_room
65.603,40.5230941772,98.1961746216,45.0,111.0,38.0,84.0,-1206.88891602,220.25,2880.63891602,-1173.76367188,91.8597488403,2910.63891602,-1219.54125977,359.864685059,2850.63891602,living_room
65.619,40.4736175537,98.4226989746,45.0,111.0,38.0,84.0,-1207.59997559,218.0,2881.14282227,-1173.96679688,91.8756561279,2911.14282227,-1219.75695801,359.928283691,2851.14282227,living_room
65.65,40.4769592285,98.422164917,45.0,111.0,38.0,84.0,-1206.42858887,217.800003052,2878.4284668,-1172.87219238,91.7899856567,2908.4284668,-1218.59570312,359.585632324,2848.4284668,living_room
65.681,40.4803390503,98.4194717407,45.0,111.0,38.0,84.0,-1208.14282227,218.142852783,2882.60009766,-1174.55456543,91.9216461182,2912.60009766,-1220.38037109,360.11227417,2852.60009766,living_room
65.712,40.4869003296,98.4410552979,45.0,111.0,38.0,84.0,-1209.2857666,218.142852783,2885.48583984,-1175.71826172,92.0127182007,2915.48583984,-1221.61486816,360.4765625,2855.48583984,living_room
65.744,40.4836273193,98.4443054199,45.0,111.0,38.0,84.0,-1209.34289551,218.11428833,2885.54296875,-1175.74121094,92.0145263672,2915.54296875,-1221.6394043,360.483764648,2855.54296875,living_room
65.775,40.4823684692,98.4435577393,45.0,111.0,38.0,84.0,-1207.57141113,217.800003052,2881.28564453,-1174.02453613,91.8801574707,2911.28564453,-1219.81799316,359.94631958,2851.28564453,living_room
65.806,40.3757858276,98.324256897,45.0,111.0,38.0,84.0,-1208.29406738,218.941177368,2880.44116211,-1173.68395996,91.8535079956,2910.44116211,-1219.45678711,359.83972168,2850.44116211,living_room
65.837,40.3806686401,98.3309631348,45.0,111.0,38.0,84.0,-1208.29406738,218.882354736,2880.55883789,-1173.73132324,91.8572235107,2910.55883789,-1219.50708008,359.854553223,2850.55883789,living_room
65.869,40.5865936279,98.5082702637,45.0,111.0,38.0,84.0,-1210.02783203,217.777786255,2889.66674805,-1177.40429688,92.1446685791,2919.66674805,-1223.40356445,361.004364014,2859.66674805,living_room
65.9,40.3729782104,97.8316879272,45.0,111.0,38.0,84.0,-1211.08569336,224.428573608,2887.02856445,-1176.3404541,92.0614089966,2917.02856445,-1222.27490234,360.671295166,2857.02856445,living_room
65.931,40.3681335449,97.9331893921,45.0,111.0,38.0,84.0,-1210.19995117,223.22857666,2884.80004883,-1175.44165039,91.9910736084,2914.80004883,-1221.3215332,360.389984131,2854.80004883,living_room
65.994,35.6228942871,67.8834915161,49.0,111.0,26.0,20.0,-1213.1932373,508.352294922,2781.60229492,-1094.38818359,88.7341537476,2811.60229492,-1292.95959473,964.895202637,2751.60229492,living_room
66.025,35.756942749,70.1067810059,45.0,111.0,26.0,20.0,-1214.29577637,487.633789062,2787.13378906,-1136.05615234,88.9087295532,2817.13378906,-1295.55871582,966.834838867,2757.13378906,living_room
66.072,36.2076034546,72.5306625366,45.0,111.0,28.0,20.0,-1213.32287598,465.25982666,2795.03930664,-1139.24414062,89.1582260132,2825.03930664,-1279.88146973,969.607116699,2765.03930664,living_room
66.119,36.2811889648,74.5152282715,45.0,111.0,28.0,22.0,-1214.56518555,446.530426025,2799.56518555,-1141.06933594,89.3010635376,2829.56518555,-1281.97644043,951.770263672,2769.56518555,living_room
66.62,39.8268203735,95.762878418,45.0,111.0,36.0,68.0,-1213.65307617,244.775512695,2880.0,-1173.50610352,91.8395843506,2910.0,-1239.25610352,519.687988281,2850.0,living_room
66.651,39.899597168,95.5013275146,45.0,111.0,36.0,68.0,-1211.08703613,247.043487549,2875.65234375,-1171.75268555,91.7023696899,2905.65234375,-1237.36560059,518.895202637,2845.65234375,living_room
66.682,39.8055038452,96.1541748047,45.0,111.0,36.0,68.0,-1213.95458984,240.840911865,2880.20458984,-1173.58850098,91.8460388184,2910.20458984,-1239.3449707,519.725280762,2850.20458984,living_room
66.713,39.9862136841,97.2664489746,45.0,111.0,36.0,82.0,-1214.59997559,230.074996948,2886.07495117,-1175.95593262,92.0313110352,2916.07495117,-1241.89758301,380.581481934,2856.07495117,living_room
66.745,39.8220291138,96.6809387207,45.0,111.0,36.0,82.0,-1217.05126953,236.15385437,2887.94873047,-1176.71154785,92.0904464722,2917.94873047,-1242.71228027,380.831176758,2857.94873047,living_room
66.776,39.7485809326,97.0502090454,45.0,111.0,36.0,82.0,-1215.33337402,231.944442749,2882.11108398,-1174.35742188,91.906211853,2912.11108398,-1240.1739502,380.053314209,2852.11108398,living_room
66.807,40.0878753662,97.6000289917,45.0,111.0,36.0,82.0,-1214.35900879,226.846160889,2887.94873047,-1176.71154785,92.0904464722,2917.94873047,-1242.71228027,380.831176758,2857.94873047,living_room
66.838,40.1391677856,98.1120910645,45.0,111.0,36.0,84.0,-1211.70275879,221.270278931,2882.86499023,-1174.66149902,91.9300079346,2912.86499023,-1240.50170898,360.145690918,2852.86499023,living_room
66.885,40.1328887939,98.106552124,45.0,111.0,36.0,84.0,-1211.45947266,221.270278931,2882.13525391,-1174.36706543,91.9069747925,2912.13525391,-1240.18444824,360.053588867,2852.13525391,living_room
66.901,39.9703140259,97.2343215942,45.0,111.0,36.0,84.0,-1213.64868164,230.189193726,2883.43261719,-1174.89038086,91.9479217529,2913.43261719,-1240.74853516,360.217346191,2853.43261719,living_room
66.948,39.9720611572,97.2296600342,45.0,111.0,36.0,84.0,-1212.24328613,229.972976685,2880.13525391,-1173.56054688,91.8438568115,2910.13525391,-1239.31481934,359.801086426,2850.13525391,living_room
66.979,40.2285995483,97.7322158813,45.0,111.0,36.0,84.0,-1211.30773926,225.205123901,2884.0769043,-1175.15002441,91.9682540894,2914.0769043,-1241.02868652,360.298675537,2854.0769043,living_room
67.026,40.1315689087,97.6694717407,45.0,111.0,36.0,84.0,-1211.73681641,225.736846924,2882.76318359,-1174.62036133,91.9267883301,2912.76318359,-1240.45751953,360.132843018,2852.76318359,living_room
67.057,40.1846618652,97.651473999,45.0,111.0,36.0,84.0,-1209.43591309,225.589752197,2878.56420898,-1172.92700195,91.7942733765,2908.56420898,-1238.63171387,359.602752686,2848.56420898,living_room
67.088,40.1816558838,97.6454925537,45.0,111.0,36.0,84.0,-1209.69238281,225.692306519,2879.10253906,-1173.14416504,91.8112640381,2909.10253906,-1238.86584473,359.670715332,2849.10253906,living_room
67.12,40.1816711426,97.6522827148,45.0,111.0,36.0,84.0,-1208.41027832,225.384613037,2876.05126953,-1171.91369629,91.7149658203,2906.05126953,-1237.5390625,359.285522461,2846.05126953,living_room
67.151,40.1831512451,97.6495361328,45.0,111.0,36.0,84.0,-1208.38464355,225.410263062,2876.02563477,-1171.90319824,91.7141571045,2906.02563477,-1237.52783203,359.282287598,2846.02563477,living_room
67.182,40.2285003662,97.5016708374,45.0,111.0,36.0,84.0,-1209.25,227.150009155,2879.17504883,-1173.17333984,91.8135528564,2909.17504883,-1238.89733887,359.679870605,2849.17504883,living_room
67.213,40.1871185303,97.9798431396,45.0,111.0,36.0,84.0,-1210.92102051,222.552627563,2882.15795898,-1174.3762207,91.9076919556,2912.15795898,-1240.19433594,360.056427002,2852.15795898,living_room
67.245,40.2254104614,97.4006958008,45.0,111.0,36.0,84.0,-1209.57507324,228.225006104,2879.875,-1173.45568848,91.8356399536,2909.875,-1239.20166016,359.768218994,2849.875,living_room
67.276,40.0850067139,97.4963760376,45.0,111.0,36.0,84.0,-1209.89477539,227.052627563,2877.26318359,-1172.40234375,91.7532119751,2907.26318359,-1238.06591797,359.438537598,2847.26318359,living_room
67.307,40.1902313232,98.0109481812,45.0,111.0,36.0,84.0,-1212.3157959,222.5,2885.55273438,-1175.74523926,92.014831543,2915.55273438,-1241.67041016,360.484985352,2855.55273438,living_room
67.354,40.187171936,98.0121002197,45.0,111.0,36.0,84.0,-1211.26318359,222.289474487,2882.97363281,-1174.7052002,91.9334335327,2912.97363281,-1240.5489502,360.159423828,2852.97363281,living_room
67.385,40.1338806152,97.6380233765,45.0,111.0,36.0,84.0,-1213.39477539,226.368423462,2886.76318359,-1176.23339844,92.0530319214,2916.76318359,-1242.19689941,360.637786865,2856.76318359,living_room
67.416,40.0848999023,97.7877578735,45.0,111.0,36.0,84.0,-1213.08105469,224.702713013,2884.83789062,-1175.45703125,91.9922714233,2914.83789062,-1241.35961914,360.394744873,2854.83789062,living_room
67.463,40.1895599365,98.0129470825,45.0,111.0,36.0,84.0,-1212.28942871,222.473678589,2885.47363281,-1175.71337891,92.012336731,2915.47363281,-1241.6361084,360.475006104,2855.47363281,living_room
67.588,40.1851196289,97.6487426758,45.0,111.0,36.0,84.0,-1212.30773926,226.15385437,2885.41040039,-1175.68786621,92.0103378296,2915.41040039,-1241.60852051,360.467041016,2855.41040039,living_room
67.651,40.1891174316,98.0163269043,45.0,111.0,36.0,84.0,-1211.76318359,222.342102051,2884.21044922,-1175.20397949,91.9724655151,2914.21044922,-1241.08679199,360.315551758,2854.21044922,living_room
67.682,40.079284668,97.4846420288,45.0,111.0,36.0,84.0,-1213.9473877,227.921051025,2886.76318359,-1176.23339844,92.0530319214,2916.76318359,-1242.19689941,360.637786865,2856.76318359,living_room
67.713,40.2705230713,97.1234436035,45.0,111.0,36.0,84.0,-1211.41455078,231.463409424,2885.34130859,-1175.66003418,92.0081558228,2915.34130859,-1241.57849121,360.458282471,2855.34130859,living_room
67.745,40.134979248,97.7396087646,45.0,111.0,36.0,84.0,-1213.39477539,225.342102051,2886.78955078,-1176.24401855,92.0538635254,2916.78955078,-1242.20825195,360.641143799,2856.78955078,living_room
67.776,40.1321792603,98.1024627686,45.0,111.0,36.0,84.0,-1210.64868164,221.16217041,2880.18920898,-1173.58239746,91.8455581665,2910.18920898,-1239.33825684,359.807922363,2850.18920898,living_room
67.823,40.0774536133,97.8215713501,45.0,111.0,36.0,84.0,-1210.6217041,223.891891479,2878.81079102,-1173.02648926,91.8020553589,2908.81079102,-1238.7388916,359.633880615,2848.81079102,living_room
67.854,40.3297348022,97.7443237305,45.0,111.0,36.0,84.0,-1211.05004883,225.225006104,2885.90014648,-1175.88537598,92.0257949829,2915.90014648,-1241.8215332,360.528839111,2855.90014648,living_room
67.885,40.1831817627,97.9960174561,45.0,111.0,36.0,84.0,-1210.1315918,222.236846924,2880.18432617,-1173.58044434,91.8454055786,2910.18432617,-1239.33618164,359.807281494,2850.18432617,living_room
67.917,40.1901702881,98.0120773315,45.0,111.0,36.0,84.0,-1210.65795898,222.18421936,2881.60522461,-1174.15344238,91.8902511597,2911.60522461,-1239.95397949,359.986663818,2851.60522461,living_room
67.963,40.2918930054,97.6416168213,45.0,111.0,36.0,84.0,-1207.76318359,225.578948975,2877.15795898,-1172.35998535,91.7498931885,2907.15795898,-1238.02026367,359.425231934,2847.15795898,living_room
67.995,40.2388305664,97.541847229,45.0,111.0,36.0,84.0,-1209.10522461,226.736846924,2879.07885742,-1173.13452148,91.8105163574,2909.07885742,-1238.85546875,359.667724609,2849.07885742,living_room
68.026,40.2360229492,97.5422973633,45.0,111.0,36.0,84.0,-1208.3157959,226.578948975,2877.1315918,-1172.34924316,91.7490615845,2907.1315918,-1238.00866699,359.421905518,2847.1315918,living_room
68.057,40.2327423096,97.53125,45.0,111.0,36.0,84.0,-1208.3157959,226.68421936,2877.05273438,-1172.31750488,91.7465667725,2907.05273438,-1237.9744873,359.411956787,2847.05273438,living_room
68.088,40.2432250977,97.9116134644,45.0,111.0,36.0,84.0,-1210.94592285,223.351364136,2883.56762695,-1174.94470215,91.9521789551,2913.56762695,-1240.80737305,360.234375,2853.56762695,living_room
68.12,40.1354751587,97.3620147705,45.0,111.0,36.0,84.0,-1209.5135498,228.432434082,2877.56762695,-1172.52514648,91.7628173828,2907.56762695,-1238.19824219,359.476959229,2847.56762695,living_room
68.151,40.0169296265,97.2240829468,45.0,111.0,36.0,84.0,-1210.61108398,229.805557251,2877.33325195,-1172.43066406,91.7554244995,2907.33325195,-1238.09643555,359.447357178,2847.33325195,living_room
68.182,40.2423400879,97.8772659302,45.0,111.0,36.0,84.0,-1209.5135498,223.432434082,2880.13525391,-1173.56054688,91.8438568115,2910.13525391,-1239.31481934,359.801086426,2850.13525391,living_room
68.213,40.3843154907,97.6817092896,45.0,111.0,36.0,84.0,-1209.74365234,225.717956543,2884.10253906,-1175.16052246,91.9690628052,2914.10253906,-1241.03991699,360.3019104,2854.10253906,living_room
68.245,40.2408981323,97.5158843994,45.0,111.0,36.0,84.0,-1210.6315918,227.289474487,2882.76318359,-1174.62036133,91.9267883301,2912.76318359,-1240.45751953,360.132843018,2852.76318359,living_room
68.293,40.1407394409,97.7090301514,45.0,111.0,36.0,84.0,-1212.22229004,225.444442749,2884.13891602,-1175.1751709,91.9702072144,2914.13891602,-1241.05566406,360.306518555,2854.13891602,living_room
68.325,40.3894119263,97.789855957,45.0,111.0,36.0,84.0,-1211.02563477,224.871795654,2887.28198242,-1176.44262695,92.0694046021,2917.28198242,-1242.42248535,360.703308105,2857.28198242,living_room
