start,end,x_mean,y_mean,z_mean,location,location_idx,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room,label
42.0,43.0,0.504,-0.466,0.718,living,5,62.405,80.843,1.473,1.42,-915.756,367.772,2676.51,11.412,20.733,56.23,82.727,151.727,4.103,0.962,754.54,-1419.981,60.0,52.426,26.015,kitchen,p_stand
43.0,44.0,0.483,-0.004,0.949,living,5,62.39,80.247,0.497,0.592,-935.611,381.055,2733.464,3.423,6.347,8.767,85.2,151.067,1.077,0.359,793.67,-1444.127,60.0,12.032,5.776,kitchen,p_stand
44.0,45.0,0.493,0.005,0.95,living,5,61.668,79.92,2.963,2.182,-934.136,381.456,2710.936,9.719,30.729,62.393,86.862,151.0,4.666,0.0,803.554,-1431.566,60.0,60.779,33.038,kitchen,p_stand
45.0,46.0,0.647,-0.112,0.768,living,5,60.756,79.581,0.272,0.467,-938.547,382.24,2696.851,2.779,4.5,0.583,85.0,151.0,0.0,0.0,780.802,-1424.108,60.0,0.174,0.309,kitchen,p_stand
46.0,47.0,0.534,0.191,0.713,living,5,58.917,75.939,0.312,1.428,-952.624,415.242,2687.503,3.26,13.643,2.567,77.0,161.25,1.732,4.176,703.469,-1514.674,60.0,16.357,38.806,kitchen,p_stand
47.0,48.0,-0.616,0.592,0.514,living,5,61.284,85.057,1.039,0.958,-904.273,320.09,2612.271,9.446,8.752,0.213,83.0,151.0,2.0,0.0,739.166,-1379.322,60.0,18.593,0.113,kitchen,t_turn
48.0,49.0,-0.804,0.369,0.264,living,5,104.8,76.399,10.169,3.176,-556.736,442.462,2889.036,84.225,40.987,70.761,41.25,127.75,8.273,8.828,404.994,-1285.812,60.0,66.786,54.08,kitchen,t_turn
49.0,50.0,-0.851,0.395,0.149,living,5,138.596,74.532,9.958,1.924,-219.581,466.804,2928.053,101.753,18.781,15.535,55.583,108.5,4.453,5.752,566.7,-1106.699,60.0,47.69,56.423,kitchen,t_turn
50.0,51.0,-0.894,0.34,0.246,living,5,155.213,96.379,3.71,9.592,-50.991,251.63,3049.514,39.564,99.941,37.182,62.895,73.421,2.712,12.938,671.365,-780.866,60.0,29.825,129.191,kitchen,t_stand_sit
51.0,52.0,-0.907,0.325,0.202,living,5,168.037,114.835,0.226,0.846,87.747,56.391,3113.183,2.635,9.225,6.8,52.333,62.667,2.211,0.745,572.744,-682.523,60.0,23.65,8.923,kitchen,p_sit
52.0,53.0,-0.275,0.493,0.588,living,5,174.918,107.18,3.974,1.682,166.433,142.825,3172.817,45.788,20.055,35.658,55.897,71.966,3.507,2.442,624.665,-797.391,60.0,44.891,32.523,kitchen,p_sit
53.0,54.0,-0.086,0.498,0.945,living,5,179.561,105.784,1.053,0.707,220.651,160.345,3216.458,12.312,8.078,8.244,56.467,70.333,0.884,1.075,639.472,-789.482,60.0,10.651,12.917,kitchen,p_sit
54.0,55.0,-0.115,0.358,0.943,living,5,181.16,106.361,1.872,0.957,236.218,152.32,3184.125,20.457,11.12,13.444,59.6,72.067,1.8,1.236,668.312,-800.881,60.0,19.179,11.916,kitchen,p_sit
55.0,56.0,-0.286,0.411,0.914,living,5,181.808,108.137,2.417,1.372,241.841,131.733,3163.55,26.275,16.409,27.888,62.133,71.0,0.991,0.516,692.277,-784.184,60.0,13.828,10.276,kitchen,p_sit
56.0,57.0,-0.364,0.194,0.918,living,5,184.848,107.893,0.358,0.522,277.55,135.244,3185.218,4.474,6.159,10.416,63.0,69.545,0.0,0.891,706.94,-773.444,60.0,2.301,8.004,kitchen,p_sit
57.0,58.0,0.022,0.965,0.253,living,5,185.64,109.147,0.331,2.043,280.776,119.117,3122.852,4.828,23.863,38.019,58.867,70.6,2.125,1.497,648.057,-769.915,60.0,27.978,22.846,kitchen,p_sit
58.0,59.0,-0.193,0.774,0.504,living,5,179.018,105.778,3.424,1.506,210.558,157.323,3150.373,40.205,18.469,40.875,61.105,73.316,1.889,0.976,677.048,-806.669,60.0,28.14,16.12,kitchen,p_sit
59.0,60.0,-0.325,0.516,0.859,living,5,164.134,109.266,3.206,4.422,43.88,114.161,3028.019,34.143,47.475,18.029,54.6,74.0,1.744,4.405,580.363,-783.327,60.0,18.907,49.116,kitchen,p_sit
60.0,61.0,-0.804,0.455,0.26,living,5,157.297,74.067,0.0,0.0,-27.653,469.971,2917.778,0.0,0.0,0.0,59.0,133.0,0.0,0.0,603.564,-1355.027,60.0,0.0,0.0,kitchen,t_sit_stand
61.0,62.0,-0.932,0.194,0.194,living,5,186.493,78.071,4.552,1.256,244.244,387.817,2636.427,39.438,18.291,46.559,61.154,145.769,1.231,2.886,571.565,-1342.253,60.0,8.031,5.833,kitchen,p_stand
62.0,63.0,-0.796,0.295,0.391,living,5,185.343,77.951,10.65,0.718,237.06,397.703,2697.635,99.24,10.314,73.114,57.308,138.538,3.495,5.093,548.091,-1303.851,60.0,37.962,21.203,kitchen,t_bend
63.0,64.0,-0.991,0.22,0.065,living,5,136.043,94.598,1.981,1.334,-254.961,270.106,3033.271,22.733,12.462,21.609,74.538,61.769,1.151,1.476,785.051,-655.03,60.0,9.345,17.478,kitchen,t_bend
64.0,65.0,-0.988,0.314,0.301,living,5,126.657,92.792,3.175,6.83,-365.057,297.28,3124.525,31.652,70.659,37.638,72.667,80.5,3.902,4.406,787.393,-879.661,60.0,51.451,36.826,kitchen,p_bent
65.0,66.0,-0.783,0.259,0.164,living,5,117.743,75.784,2.455,1.461,-435.266,455.707,2940.843,16.927,8.711,60.473,50.586,114.379,6.589,9.729,513.549,-1169.957,60.0,79.061,77.361,kitchen,t_straighten
66.0,67.0,-0.888,0.34,0.233,living,5,112.674,75.601,0.357,0.212,-475.778,446.351,2866.882,3.331,2.613,8.02,41.235,123.588,1.165,0.911,405.032,-1234.293,60.0,11.992,9.402,kitchen,p_stand
67.0,68.0,-0.871,0.217,0.019,living,5,116.703,84.642,3.558,9.241,-449.088,365.481,2962.398,28.767,89.205,58.021,60.875,93.875,8.929,21.424,623.562,-965.768,60.0,103.534,200.743,kitchen,t_bend
68.0,69.0,-0.938,0.246,-0.069,living,5,120.049,96.546,2.969,1.092,-430.519,252.72,3072.819,32.51,11.688,5.037,65.0,72.0,0.0,1.0,690.404,-774.151,60.0,1.148,11.553,kitchen,p_bent
69.0,70.0,-0.896,0.238,-0.06,living,5,122.309,94.845,1.631,4.629,-405.947,270.722,3071.114,18.54,49.101,13.232,64.091,71.0,0.996,0.0,680.352,-762.837,60.0,11.801,3.294,kitchen,p_bent
70.0,71.0,-0.968,0.234,-0.098,living,5,123.968,92.596,0.39,2.94,-389.477,296.077,3082.576,2.655,30.534,14.216,65.0,71.667,1.633,0.943,692.699,-772.664,60.0,20.403,8.926,kitchen,p_bent
71.0,72.0,-0.812,0.307,0.179,living,5,113.15,76.309,0.266,1.637,-477.171,444.983,2904.508,1.997,16.357,6.303,47.571,121.429,4.686,3.56,474.812,-1228.793,60.0,47.866,34.636,kitchen,t_straighten
72.0,73.0,-0.847,0.35,0.303,living,5,112.927,76.419,0.29,0.732,-476.28,440.952,2885.357,2.39,7.486,3.994,43.316,123.421,0.729,0.815,428.873,-1240.629,60.0,7.375,8.561,kitchen,p_stand
73.0,74.0,-0.86,0.346,0.29,living,5,112.968,76.501,0.205,0.28,-477.073,441.241,2892.664,2.148,3.006,1.423,41.526,123.105,0.881,0.447,411.976,-1240.62,60.0,8.954,4.639,kitchen,p_stand
74.0,75.0,-0.821,0.286,0.088,living,5,109.45,88.46,1.502,11.987,-513.393,320.188,2896.664,12.951,121.78,17.904,53.75,100.75,4.409,13.998,534.575,-1018.605,60.0,43.613,140.141,kitchen,t_stand_kneel
75.0,76.0,-0.943,0.371,0.244,living,5,111.646,121.936,1.557,4.567,-509.258,-20.537,3003.156,17.753,48.052,11.25,52.263,72.789,1.617,3.833,539.872,-766.969,60.0,16.364,37.435,kitchen,t_stand_kneel
76.0,77.0,-0.858,0.386,0.18,living,5,109.799,123.336,0.545,1.309,-532.714,-35.387,3026.129,5.387,13.835,7.179,52.917,66.333,0.702,3.496,550.711,-704.564,60.0,7.896,37.381,kitchen,p_kneel
77.0,78.0,-0.879,0.402,0.238,living,5,111.346,124.345,1.238,0.612,-511.886,-45.694,2999.999,14.764,6.343,11.444,52.75,62.875,0.968,2.058,544.499,-661.807,60.0,9.617,22.918,kitchen,p_kneel
78.0,79.0,-0.876,0.248,0.084,living,5,111.509,99.155,1.91,17.977,-494.563,210.159,2910.039,12.949,180.813,40.781,50.556,94.222,5.398,18.573,506.175,-954.722,60.0,61.415,173.541,kitchen,t_kneel_stand
79.0,80.0,-0.866,0.323,0.234,living,5,114.241,73.57,1.309,0.888,-471.449,478.476,2938.483,11.223,11.618,15.755,42.13,121.609,1.424,1.496,424.954,-1244.956,60.0,13.245,18.386,kitchen,p_stand
80.0,81.0,-0.851,0.349,0.292,living,5,118.037,72.907,0.303,0.273,-435.409,488.64,2958.973,2.615,3.092,4.396,42.0,122.25,1.0,0.968,427.306,-1260.25,60.0,10.512,10.223,kitchen,p_stand
81.0,82.0,-0.862,0.333,0.136,living,5,122.162,72.982,7.438,0.9,-395.424,490.984,2977.676,78.917,11.412,13.227,48.333,116.0,4.11,4.282,497.097,-1203.661,60.0,42.816,48.782,kitchen,t_stand_sit
82.0,83.0,-0.931,0.047,0.049,living,5,153.578,90.983,6.895,11.243,-66.025,300.731,2970.839,71.135,113.455,41.178,55.917,81.25,2.08,16.292,582.149,-840.168,60.0,27.151,157.402,kitchen,t_stand_sit
83.0,84.0,-0.686,0.19,0.717,living,5,172.914,108.275,1.029,1.886,144.8,131.551,3195.234,12.649,22.046,27.48,59.0,76.714,0.0,3.534,663.913,-856.39,60.0,5.686,45.989,kitchen,t_stand_sit
84.0,85.0,-0.672,0.173,0.743,living,5,173.051,108.397,0.208,0.255,147.022,130.708,3212.385,2.427,2.924,2.603,59.0,77.08,0.0,0.392,667.461,-864.596,60.0,0.539,4.205,kitchen,p_sit
85.0,86.0,-0.665,0.111,0.704,living,5,172.041,110.269,1.399,1.686,134.672,108.895,3186.398,16.649,19.713,29.382,56.579,74.053,2.301,2.929,634.688,-824.23,60.0,29.655,38.621,kitchen,p_sit
86.0,87.0,0.27,0.384,0.513,living,5,178.69,111.767,5.797,2.695,208.178,92.394,3185.569,63.441,31.784,74.113,85.154,55.154,15.698,8.245,957.342,-612.888,60.0,191.862,84.581,kitchen,t_sit_lie
87.0,88.0,0.706,0.088,0.753,living,5,170.978,109.93,4.882,3.515,130.946,121.129,3418.925,56.705,42.981,52.77,111.8,54.44,4.079,2.434,1345.966,-650.548,60.0,65.742,30.725,kitchen,p_lie
88.0,89.0,0.622,0.196,0.811,living,5,159.259,104.346,4.922,2.963,-10.01,195.685,3559.66,61.071,37.892,49.633,115.889,55.889,0.994,1.912,1451.443,-695.391,60.0,23.984,26.268,kitchen,p_lie
89.0,90.0,0.602,0.165,0.837,living,5,156.356,105.145,3.65,1.368,-45.75,186.364,3576.64,45.785,17.69,13.192,116.444,55.222,0.896,0.629,1465.247,-690.362,60.0,12.161,7.591,kitchen,p_lie
90.0,91.0,0.595,0.165,0.843,living,5,162.831,108.393,3.259,2.751,34.985,143.578,3528.486,40.277,34.197,41.137,117.0,55.08,0.0,0.392,1452.402,-679.31,60.0,16.878,10.056,kitchen,p_lie
91.0,92.0,0.6,0.166,0.848,living,5,159.602,105.765,1.368,1.116,-4.992,177.241,3549.966,17.026,14.342,13.432,117.0,55.0,0.0,0.0,1461.214,-682.461,60.0,5.511,2.591,kitchen,p_lie
92.0,93.0,0.621,0.2,0.437,living,5,174.132,109.625,9.524,4.138,164.272,124.055,3384.633,108.459,50.881,106.846,111.2,53.267,3.198,1.436,1325.453,-630.485,60.0,75.86,34.106,kitchen,t_turn
93.0,94.0,0.62,-0.016,-0.703,living,5,173.47,107.551,8.444,4.286,158.949,151.109,3429.313,93.871,53.943,106.134,107.867,51.6,1.91,1.645,1302.572,-618.248,60.0,55.877,20.162,kitchen,t_turn
94.0,95.0,0.543,0.127,-0.717,living,5,170.025,111.665,9.518,4.143,118.423,102.536,3467.809,110.551,52.367,108.385,109.0,50.895,0.0,0.447,1330.644,-617.066,60.0,41.428,18.96,kitchen,p_lie
95.0,96.0,0.541,0.132,-0.722,living,5,183.662,117.83,3.335,1.287,275.766,25.347,3326.526,37.261,15.014,25.578,109.0,50.455,0.0,1.076,1276.642,-586.686,60.0,9.776,12.474,kitchen,p_lie
96.0,97.0,0.542,0.136,-0.717,living,5,166.113,108.444,10.018,4.985,71.417,144.002,3507.882,116.914,63.652,110.462,109.0,50.111,0.0,0.994,1345.961,-614.663,60.0,42.221,26.104,kitchen,p_lie
97.0,98.0,0.543,0.143,-0.716,living,5,171.715,111.525,4.285,1.749,137.691,100.743,3376.215,50.66,23.797,67.01,109.0,50.8,0.0,0.6,1295.634,-599.641,60.0,25.613,14.625,kitchen,p_lie
98.0,99.0,0.683,0.227,-0.24,living,5,175.149,111.006,2.286,1.509,176.834,104.977,3331.023,25.808,17.106,16.412,109.0,53.556,0.0,5.069,1278.361,-623.329,60.0,6.273,56.268,kitchen,t_turn
99.0,100.0,0.865,0.245,0.38,living,5,174.206,111.035,2.582,1.63,164.265,103.655,3294.747,30.539,19.272,16.114,107.235,59.118,2.462,2.423,1244.045,-680.456,60.0,34.16,30.318,kitchen,t_turn
100.0,101.0,0.565,0.164,0.857,living,5,169.81,113.853,0.572,0.284,113.133,70.887,3289.15,6.31,3.123,8.168,114.034,56.655,2.442,1.492,1319.841,-651.087,60.0,31.032,17.069,kitchen,p_lie
101.0,102.0,0.55,0.193,0.875,living,5,169.558,114.103,0.113,0.059,110.477,68.158,3296.214,1.286,0.684,0.861,115.182,56.636,0.575,0.771,1335.86,-652.262,60.0,6.726,8.825,kitchen,p_lie
102.0,103.0,0.558,0.187,0.874,living,5,169.424,114.041,0.151,0.072,108.946,68.884,3296.642,1.715,0.849,1.28,116.125,56.375,0.992,0.927,1346.839,-649.353,60.0,11.731,10.594,kitchen,p_lie
103.0,104.0,0.551,0.176,0.883,living,5,169.664,113.922,0.666,0.153,111.453,70.117,3289.817,7.103,1.511,16.399,115.8,57.133,1.514,0.718,1340.328,-656.743,60.0,23.099,8.83,kitchen,p_lie
104.0,105.0,0.621,0.31,0.704,living,5,172.059,113.656,1.199,1.047,134.654,71.021,3187.462,12.015,12.317,35.224,107.0,52.8,1.673,3.628,1198.926,-588.593,60.0,20.935,44.973,kitchen,t_lie_sit
105.0,106.0,-0.468,-0.11,0.775,living,5,163.524,109.529,2.169,0.382,39.922,119.156,3244.452,24.198,4.953,24.631,107.353,63.353,5.83,2.195,1224.167,-717.635,60.0,72.788,23.55,kitchen,t_lie_sit
106.0,107.0,-0.386,0.25,0.888,living,5,164.89,109.02,1.072,0.882,56.941,127.883,3320.171,12.486,10.918,17.948,102.103,71.69,2.006,5.516,1191.603,-831.047,60.0,18.637,67.914,kitchen,p_sit
107.0,108.0,-0.216,0.516,0.866,living,5,163.695,107.864,0.064,0.142,43.305,142.212,3341.76,0.744,1.683,0.965,101.0,77.143,0.0,0.515,1186.613,-899.455,60.0,0.342,5.974,kitchen,p_sit
108.0,109.0,-0.234,0.511,0.875,living,5,163.775,108.006,0.053,0.063,44.232,140.526,3341.164,0.623,0.732,0.605,101.0,77.0,0.0,0.0,1186.402,-897.635,60.0,0.214,0.163,kitchen,p_sit
109.0,110.0,-0.222,0.539,0.854,living,5,163.748,108.126,0.075,0.351,43.9,139.07,3339.802,0.902,4.251,3.591,101.0,76.217,0.0,1.743,1185.92,-888.206,60.0,1.272,21.136,kitchen,p_sit
110.0,111.0,-0.684,0.495,0.447,living,5,160.668,105.05,3.191,6.025,8.183,171.005,3278.431,36.629,66.548,45.551,104.667,83.0,3.902,18.439,1205.452,-946.428,60.0,32.682,196.541,kitchen,t_sit_stand
111.0,112.0,-0.812,0.325,0.246,living,5,156.199,93.388,0.373,0.551,-42.684,298.802,3202.035,4.179,5.789,5.578,104.667,119.133,1.719,2.125,1177.908,-1328.691,60.0,19.006,21.6,kitchen,t_sit_stand
112.0,113.0,-0.845,0.318,0.334,living,5,155.734,93.499,0.154,0.145,-47.829,297.098,3197.014,1.737,1.665,1.547,106.7,119.1,0.714,0.436,1198.651,-1326.262,60.0,8.157,5.143,kitchen,p_stand
113.0,114.0,-0.862,0.321,0.324,living,5,156.39,93.245,0.119,0.116,-40.472,299.963,3197.157,1.338,1.248,1.661,105.0,119.0,0.0,0.0,1179.823,-1325.21,60.0,0.612,0.693,kitchen,p_stand
114.0,115.0,-0.869,0.297,0.312,living,5,154.504,94.804,2.218,1.092,-61.799,282.957,3202.891,25.147,11.479,9.568,109.133,117.867,6.26,1.335,1228.122,-1315.228,60.0,73.291,12.29,kitchen,p_stand
115.0,116.0,-0.875,0.333,0.174,living,5,127.87,85.624,9.752,5.251,-341.501,366.837,3055.416,100.093,49.198,86.699,61.0,116.636,30.807,1.666,656.282,-1241.58,60.0,365.2,30.851,kitchen,p_stand
116.0,117.0,-0.855,0.303,0.28,living,5,123.268,83.447,0.687,0.382,-382.327,380.454,2968.176,7.242,3.599,4.147,44.2,117.733,4.665,2.159,452.329,-1217.434,60.0,48.491,21.539,kitchen,p_stand
117.0,118.0,-0.909,0.224,-0.023,living,5,125.34,97.977,1.791,6.244,-370.605,234.737,3051.356,14.0,63.226,42.265,61.552,78.31,1.652,12.652,650.304,-832.421,60.0,20.977,122.271,kitchen,t_bend
118.0,119.0,-0.905,0.263,-0.064,living,5,127.982,105.334,0.179,0.31,-349.694,160.182,3114.604,2.06,3.317,1.424,59.0,68.2,0.0,1.6,636.711,-742.373,60.0,0.295,17.852,kitchen,p_bent
119.0,120.0,-0.896,0.249,-0.074,living,5,128.386,105.175,0.115,0.152,-343.864,161.249,3101.829,1.207,1.611,1.976,58.267,68.933,1.093,0.359,626.182,-747.366,60.0,11.791,3.782,kitchen,p_bent
120.0,121.0,-0.965,0.258,-0.095,living,5,128.296,104.443,0.362,0.835,-344.796,169.181,3101.431,3.339,8.753,5.868,58.778,68.778,1.75,0.629,631.592,-745.453,60.0,18.061,7.84,kitchen,p_bent
121.0,122.0,-0.807,0.299,0.203,living,5,124.388,83.478,0.214,0.642,-374.655,384.222,3000.172,1.669,5.99,6.08,47.667,117.667,4.714,3.771,493.968,-1229.888,60.0,50.394,36.852,kitchen,t_straighten
122.0,123.0,-0.846,0.323,0.349,living,5,123.877,82.681,0.175,0.207,-378.03,390.539,2984.316,1.856,2.084,1.291,42.067,122.267,1.123,0.964,432.647,-1271.076,60.0,11.658,9.878,kitchen,p_stand
123.0,124.0,-0.854,0.313,0.328,living,5,123.134,82.681,0.832,0.25,-387.815,392.547,2999.64,9.985,3.125,9.852,41.6,122.267,0.917,0.964,430.045,-1277.648,60.0,10.191,10.983,kitchen,p_stand
124.0,125.0,-0.835,0.275,0.157,living,5,117.621,85.007,1.416,4.965,-435.593,360.789,2932.955,6.977,56.898,57.715,51.067,108.333,6.314,12.147,514.491,-1109.42,60.0,54.19,143.372,kitchen,t_stand_kneel
125.0,126.0,-0.917,0.384,0.199,living,5,117.216,108.414,0.41,8.762,-437.878,117.162,2919.095,2.838,87.783,46.884,58.0,66.0,1.0,11.0,584.073,-671.683,60.0,0.385,100.17,kitchen,t_stand_kneel
