start,end,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
77.0,78.0,,,,-89.15
78.0,79.0,,,,-90.45
79.0,80.0,,,,-90.0
80.0,81.0,,,,-88.95
81.0,82.0,,,,-89.05
82.0,83.0,,,,-92.59
83.0,84.0,,,,-85.58
84.0,85.0,,,,-87.2
85.0,86.0,,,,-93.31
86.0,87.0,-91.0,,-96.73,-95.9
87.0,88.0,-91.94,,-93.75,-87.75
88.0,89.0,-95.0,,-95.22,-84.75
89.0,90.0,-94.06,,-99.0,-84.45
90.0,91.0,-94.55,,,-84.6
91.0,92.0,-94.08,,,-84.95
92.0,93.0,-94.0,,-96.18,-87.95
93.0,94.0,,,-98.0,-91.0
94.0,95.0,,,,-94.44
95.0,96.0,,,,-95.0
96.0,97.0,,,,-96.55
97.0,98.0,,,,-95.85
98.0,99.0,-95.6,,-99.0,-96.18
99.0,100.0,-97.83,,-95.0,-93.33
100.0,101.0,-98.7,,-93.67,-84.8
101.0,102.0,-100.88,,-95.8,-87.3
102.0,103.0,-101.5,,-93.0,-86.7
103.0,104.0,-101.8,,-93.33,-85.5
104.0,105.0,-97.0,,-100.0,-91.38
105.0,106.0,,,,-92.5
106.0,107.0,,,,-96.0
107.0,108.0,,,,-103.67
108.0,109.0,,,,-102.67
109.0,110.0,,,,-93.0
110.0,111.0,,,,-90.6
111.0,112.0,,,,-89.3
112.0,113.0,-100.0,,,-90.6
113.0,114.0,,,,-89.5
114.0,115.0,,,-101.0,-87.8
115.0,116.0,-102.0,,,-85.7
116.0,117.0,,,-103.0,-85.6
117.0,118.0,-102.0,,,-84.2
118.0,119.0,,,,-78.6
119.0,120.0,,,,-78.0
120.0,121.0,-98.0,,,-83.2
121.0,122.0,,,,-86.5
122.0,123.0,,,,-90.0
123.0,124.0,,,,-88.3
124.0,125.0,,,,-88.2
125.0,126.0,,,,-92.9
126.0,127.0,,,,-87.3
127.0,128.0,,,,-89.5
128.0,129.0,,,,-94.4
129.0,130.0,,,,-89.9
130.0,131.0,,,,-86.6
131.0,132.0,,,,-85.9
132.0,133.0,,,,-85.6
133.0,134.0,,,,-93.67
134.0,135.0,,,,-89.78
135.0,136.0,,,,-90.6
136.0,137.0,,,,-90.1
137.0,138.0,,,,-91.67
138.0,139.0,-103.33,,-90.0,-95.89
139.0,140.0,-100.0,,-93.4,-83.8
140.0,141.0,,,-93.38,-82.8
141.0,142.0,,,-92.8,-82.6
142.0,143.0,,,-92.56,-84.1
143.0,144.0,-91.0,,-95.0,-86.0
144.0,145.0,-103.0,,-101.0,-89.0
145.0,146.0,-104.0,,,-86.0
146.0,147.0,,,,-86.0
147.0,148.0,,,,-86.0
148.0,149.0,,,,-86.0
149.0,150.0,-101.0,,-100.0,-90.5
150.0,151.0,-99.78,,-99.4,-92.73
151.0,152.0,-96.44,,-100.09,-86.1
152.0,153.0,-99.91,,-100.0,-85.85
153.0,154.0,-100.11,,,-86.2
154.0,155.0,-101.08,,,-85.7
155.0,156.0,-101.64,,-100.0,-87.65
156.0,157.0,,,,-94.5
157.0,158.0,,,,-90.85
158.0,159.0,,,,-87.8
159.0,160.0,,,,-88.85
160.0,161.0,,,,-88.55
161.0,162.0,,,,-89.44
162.0,163.0,,,,-85.7
163.0,164.0,,,,-88.65
164.0,165.0,,,,-86.15
165.0,166.0,,,,-86.65
166.0,167.0,,,-101.0,-85.95
167.0,168.0,,,,-93.0
168.0,169.0,,,,-91.95
169.0,170.0,,,,-92.85
170.0,171.0,,,,-90.2
171.0,172.0,,,,-87.0
172.0,173.0,,,,-88.2
173.0,174.0,,,,-89.55
174.0,175.0,,,,-88.95
175.0,176.0,,,,-90.1
176.0,177.0,,,,-89.0
177.0,178.0,,,,-86.0
178.0,179.0,,,,-87.0
179.0,180.0,,,,-89.5
180.0,181.0,,,,-88.3
181.0,182.0,,,,-88.9
182.0,183.0,,,,-90.1
183.0,184.0,,,,-89.6
184.0,185.0,,,-99.0,-86.25
185.0,186.0,,,-98.25,-88.85
186.0,187.0,,,-96.75,-99.58
187.0,188.0,-101.0,,-95.7,-98.75
188.0,189.0,-101.0,,-95.5,-98.31
189.0,190.0,-101.0,,-97.86,-97.85
190.0,191.0,-100.0,,-98.0,-92.5
191.0,192.0,-98.29,,-96.95,-85.15
192.0,193.0,,,-95.53,-82.85
193.0,194.0,,,-95.82,-82.8
194.0,195.0,,,-95.75,-82.6
195.0,196.0,,,-95.75,-82.35
196.0,197.0,-90.0,,-95.29,-89.25
197.0,198.0,,,,-91.25
198.0,199.0,,,,-89.55
199.0,200.0,,,,-90.25
200.0,201.0,,,,-90.15
201.0,202.0,,,,-90.0
202.0,203.0,,,,-90.21
203.0,204.0,-95.67,,-98.0,-94.4
204.0,205.0,-93.0,,-96.25,-86.0
205.0,206.0,-100.0,,,-84.6
206.0,207.0,-99.0,,-91.5,-84.2
207.0,208.0,-99.4,,-91.5,-84.8
208.0,209.0,-100.0,,,-84.8
209.0,210.0,-102.0,,-99.5,-89.6
210.0,211.0,,,,-97.75
211.0,212.0,,,-103.0,-94.0
212.0,213.0,,,,-93.6
213.0,214.0,,,,-93.6
214.0,215.0,,,,-93.4
215.0,216.0,,,,-93.8
216.0,217.0,,,,-87.8
217.0,218.0,,,,-87.4
218.0,219.0,,,,-88.4
219.0,220.0,,,,-87.6
220.0,221.0,,,,-86.4
221.0,222.0,,,-102.0,-85.8
222.0,223.0,,,,-78.0
223.0,224.0,,,,-78.0
224.0,225.0,,,,-78.0
225.0,226.0,,,,-82.4
226.0,227.0,,,,-84.4
227.0,228.0,,,,-85.6
228.0,229.0,,,,-86.0
229.0,230.0,,,-105.0,-89.26
230.0,231.0,,,,-92.6
231.0,232.0,,,,-90.8
232.0,233.0,,,,-90.0
233.0,234.0,,,,-88.4
234.0,235.0,,,,-88.8
235.0,236.0,,,,-85.6
236.0,237.0,,,,-88.6
237.0,238.0,,,,-84.6
238.0,239.0,,,,-85.8
239.0,240.0,,,,-85.5
240.0,241.0,,,,-90.8
241.0,242.0,,,,-84.8
242.0,243.0,,,,-86.0
243.0,244.0,-101.0,,-102.0,-97.8
244.0,245.0,-102.0,,-102.0,-93.0
245.0,246.0,-94.8,,-92.6,-82.0
246.0,247.0,-102.0,,-94.0,-84.0
247.0,248.0,,,-95.0,-84.25
248.0,249.0,,,-97.8,-84.8
249.0,250.0,-94.0,,-96.5,-90.0
250.0,251.0,,,-103.0,-87.0
251.0,252.0,,,,-84.8
252.0,253.0,,,,-85.0
253.0,254.0,,,,-84.6
254.0,255.0,,,,-85.2
255.0,256.0,-101.0,,-100.0,-88.82
256.0,257.0,-98.88,,-95.29,-95.64
257.0,258.0,-98.0,,-93.0,-84.9
258.0,259.0,,,-100.0,-82.35
259.0,260.0,,,-95.36,-83.0
260.0,261.0,,,-99.92,-82.45
261.0,262.0,,,,-82.85
262.0,263.0,,,-96.0,-91.82
263.0,264.0,,,,-95.87
264.0,265.0,,,,-91.2
265.0,266.0,,,-97.36,-85.6
266.0,267.0,,,-95.67,-85.6
267.0,268.0,,,-98.5,-85.5
268.0,269.0,,,,-87.4
269.0,270.0,,,,-86.35
270.0,271.0,,,,-87.35
271.0,272.0,,,,-88.82
272.0,273.0,,,,-88.95
273.0,274.0,,,-101.0,-85.95
274.0,275.0,,,,-80.8
275.0,276.0,,,,-79.75
276.0,277.0,,,,-79.5
277.0,278.0,,,,-85.65
278.0,279.0,,,,-86.85
279.0,280.0,,,,-91.1
280.0,281.0,,,,-89.81
281.0,282.0,,,,-90.95
282.0,283.0,,,,-99.2
283.0,284.0,,,,-95.31
284.0,285.0,,,,-93.0
285.0,286.0,,,,-95.45
286.0,287.0,-103.0,,,-88.81
287.0,288.0,-103.0,,,-87.4
288.0,289.0,,,,-83.55
289.0,290.0,,,,-83.25
290.0,291.0,,,,-83.85
291.0,292.0,,,,-91.42
292.0,293.0,,,-103.0,-96.15
293.0,294.0,,,,-95.89
294.0,295.0,,,,-94.7
295.0,296.0,,,,-93.05
296.0,297.0,,,,-95.44
297.0,298.0,-95.73,,-93.64,-89.79
298.0,299.0,-92.23,,-94.85,-81.25
299.0,300.0,-101.0,,-93.88,-82.88
300.0,301.0,-101.47,,-95.0,-82.4
301.0,302.0,-101.87,,-93.1,-83.15
302.0,303.0,-102.4,,-93.6,-83.45
303.0,304.0,-102.0,,-95.25,-84.6
304.0,305.0,-94.33,,-99.67,-87.1
305.0,306.0,-103.0,,-100.56,-96.45
306.0,307.0,-103.0,,,-91.8
307.0,308.0,,,,-91.79
308.0,309.0,,,,-91.7
309.0,310.0,,,,-91.5
310.0,311.0,,,,-91.4
311.0,312.0,-97.4,,-102.67,-94.0
312.0,313.0,-94.33,,-92.67,-87.5
313.0,314.0,,,-97.33,-81.8
314.0,315.0,,,-100.25,-81.2
315.0,316.0,,,-98.12,-81.2
316.0,317.0,,,-98.83,-80.6
317.0,318.0,,,-96.67,-81.0
318.0,319.0,-104.0,,-101.0,-85.5
319.0,320.0,,,-101.0,-97.5
320.0,321.0,,,-97.0,-95.38
321.0,322.0,-104.0,,-96.14,-89.1
322.0,323.0,,,-98.86,-89.9
323.0,324.0,,,-96.5,-87.6
324.0,325.0,,,-97.86,-89.3
325.0,326.0,-101.0,,,-87.7
326.0,327.0,,,,-87.4
327.0,328.0,,,,-87.1
328.0,329.0,,,,-89.8
329.0,330.0,,,-101.0,-86.9
330.0,331.0,,,,-83.6
331.0,332.0,,,-102.0,-82.4
332.0,333.0,-98.0,,-97.4,-82.75
333.0,334.0,-99.0,,-94.83,-96.1
334.0,335.0,-92.33,,-86.2,-92.2
335.0,336.0,-94.6,,-82.8,-90.75
336.0,337.0,-78.8,,-84.0,-96.22
337.0,338.0,-88.5,,-92.8,-96.22
338.0,339.0,-78.4,,-84.8,-90.9
339.0,340.0,-75.5,,-70.1,-80.7
340.0,341.0,-69.6,,-70.8,-83.8
341.0,342.0,-68.9,,-74.8,-92.38
342.0,343.0,-72.5,,-80.2,-90.7
343.0,344.0,-68.8,,-87.22,-86.0
344.0,345.0,-64.8,,-101.0,-97.0
345.0,346.0,-64.2,,-91.0,-96.6
346.0,347.0,-66.7,,,-99.89
347.0,348.0,-70.4,,,-101.0
348.0,349.0,-72.5,,,
349.0,350.0,-72.0,,,
350.0,351.0,-70.75,,,
351.0,352.0,-69.2,,,
352.0,353.0,-69.0,,,
353.0,354.0,-69.0,,,
354.0,355.0,-71.2,,,
355.0,356.0,-71.6,,,
356.0,357.0,-70.7,,,
357.0,358.0,-73.0,,,
358.0,359.0,-63.0,,-99.0,
359.0,360.0,-59.89,,-99.0,
360.0,361.0,-66.5,,,
361.0,362.0,-71.8,,-95.0,
362.0,363.0,-69.4,,-95.0,-101.0
363.0,364.0,-67.3,,,-101.5
364.0,365.0,-61.75,,-98.5,-98.0
365.0,366.0,-65.95,,,-95.75
366.0,367.0,-70.85,,,-97.73
367.0,368.0,-71.8,,,
368.0,369.0,-72.3,,,
369.0,370.0,-72.95,,,-105.0
370.0,371.0,-71.95,,,
371.0,372.0,-72.5,,,
372.0,373.0,-72.6,,,
373.0,374.0,-69.75,,,
374.0,375.0,-69.8,,,-97.0
375.0,376.0,-67.95,,,
376.0,377.0,-71.05,,,-105.0
377.0,378.0,-72.6,,,-102.0
378.0,379.0,-72.4,,,
379.0,380.0,-71.8,,,
380.0,381.0,-74.85,,,
381.0,382.0,-73.35,,,
382.0,383.0,-74.3,,,
383.0,384.0,-73.65,,,
384.0,385.0,-74.1,,,
385.0,386.0,-71.95,,,
386.0,387.0,-74.15,,,
387.0,388.0,-77.95,,,
388.0,389.0,-73.35,,,
389.0,390.0,-72.2,,,
390.0,391.0,-66.7,,,
391.0,392.0,-68.65,,,
392.0,393.0,-72.1,,,
393.0,394.0,-73.95,,,
394.0,395.0,-79.25,,,
395.0,396.0,-72.95,,,
396.0,397.0,-69.35,,,
397.0,398.0,-70.5,,,
398.0,399.0,-71.9,,,
399.0,400.0,-74.4,,,
400.0,401.0,-72.55,,,
401.0,402.0,-69.38,,,
402.0,403.0,-70.6,,,
403.0,404.0,-70.65,,,
404.0,405.0,-73.15,,,
405.0,406.0,-71.2,,,
406.0,407.0,-70.25,,,
407.0,408.0,-71.0,,,
408.0,409.0,-70.75,,,
409.0,410.0,-73.1,,,
410.0,411.0,-74.05,,,
411.0,412.0,-71.95,,,
412.0,413.0,-71.16,,,
413.0,414.0,-70.2,,,
414.0,415.0,-68.6,,,
415.0,416.0,-71.6,,,
416.0,417.0,-74.0,,,
417.0,418.0,-73.0,,,
418.0,419.0,-70.8,,,
419.0,420.0,-59.8,,,-102.0
420.0,421.0,-57.0,,,
421.0,422.0,-59.0,,,
422.0,423.0,-59.4,,,
423.0,424.0,-60.6,,,
424.0,425.0,-62.4,,,
425.0,426.0,-62.2,,,
426.0,427.0,-68.0,,,
427.0,428.0,-70.0,,-100.0,-100.0
428.0,429.0,-71.4,,,
429.0,430.0,-75.2,,,
430.0,431.0,-69.4,,,
431.0,432.0,-78.75,,,
432.0,433.0,-76.2,,,
433.0,434.0,-73.2,,,
434.0,435.0,-69.6,,,
435.0,436.0,-73.4,,,
436.0,437.0,-74.4,,,-105.0
437.0,438.0,-73.6,,,
438.0,439.0,-71.53,,,
439.0,440.0,-72.2,,,
440.0,441.0,-73.2,,,
441.0,442.0,-72.2,,,
442.0,443.0,-76.8,,,-104.5
443.0,444.0,-72.4,,,-101.0
444.0,445.0,-71.6,,,-95.4
445.0,446.0,-76.6,,,-90.75
446.0,447.0,-80.0,,,-95.25
447.0,448.0,-81.8,,,
448.0,449.0,-77.2,,,
449.0,450.0,-76.2,,,
450.0,451.0,-73.6,,,
451.0,452.0,-73.2,,,
452.0,453.0,-75.5,,,
453.0,454.0,-75.0,,,
454.0,455.0,-74.25,,,
455.0,456.0,-72.2,,,
456.0,457.0,-70.4,,,
457.0,458.0,-71.4,,,
458.0,459.0,-70.4,,,
459.0,460.0,-71.6,,,-102.0
460.0,461.0,-65.0,,,
461.0,462.0,-62.6,,,
462.0,463.0,-67.2,,,
463.0,464.0,-62.15,,,
464.0,465.0,-57.1,,,
465.0,466.0,-59.85,,,-99.09
466.0,467.0,-67.4,,,-97.06
467.0,468.0,-69.45,,,-99.22
468.0,469.0,-66.6,,,
469.0,470.0,-68.05,,,
470.0,471.0,-71.8,,,
471.0,472.0,-71.0,,,
472.0,473.0,-71.9,,,
473.0,474.0,-71.6,,,
474.0,475.0,-70.8,,,
475.0,476.0,-70.55,,,
476.0,477.0,-69.55,,,
477.0,478.0,-71.6,,,
478.0,479.0,-71.3,,,
479.0,480.0,-72.55,,,
480.0,481.0,-71.6,,,
481.0,482.0,-72.85,,,
482.0,483.0,-72.0,,,
483.0,484.0,-73.55,,,
484.0,485.0,-71.35,,,
485.0,486.0,-72.25,,,
486.0,487.0,-72.2,,,-105.0
487.0,488.0,-70.7,,,
488.0,489.0,-70.55,,,
489.0,490.0,-70.75,,,
490.0,491.0,-75.15,,,
491.0,492.0,-73.2,,,
492.0,493.0,-71.3,,,
493.0,494.0,-69.85,,,
494.0,495.0,-70.42,,,
495.0,496.0,-70.95,,,
496.0,497.0,-70.85,,,
497.0,498.0,-69.85,,,
498.0,499.0,-70.55,,,
499.0,500.0,-72.6,,,
500.0,501.0,-72.55,,,
501.0,502.0,-73.53,,,
502.0,503.0,-72.75,,,
503.0,504.0,-75.1,,,
504.0,505.0,-75.56,,,
505.0,506.0,-76.2,,,
506.0,507.0,-71.55,,,
507.0,508.0,-71.7,,,
508.0,509.0,-71.85,,,
509.0,510.0,-70.7,,,
510.0,511.0,-74.05,,,
511.0,512.0,-73.35,,,
512.0,513.0,-74.95,,,
513.0,514.0,-72.6,,,
514.0,515.0,-72.65,,,
515.0,516.0,-73.95,,,
516.0,517.0,-73.2,,,
517.0,518.0,-73.5,,,
518.0,519.0,-73.2,,,
519.0,520.0,-74.6,,,
520.0,521.0,-75.9,,,
521.0,522.0,-73.0,,,
522.0,523.0,-75.4,,,
523.0,524.0,-70.3,,,
524.0,525.0,-71.3,,,
525.0,526.0,-72.5,,,
526.0,527.0,-71.1,,,
527.0,528.0,-71.2,,,
528.0,529.0,-70.2,,,
529.0,530.0,-73.2,,,
530.0,531.0,-76.0,,,
531.0,532.0,-74.0,,,
532.0,533.0,-72.4,,,
533.0,534.0,-72.1,,,
534.0,535.0,-71.9,,,
535.0,536.0,-72.4,,,-101.0
536.0,537.0,-72.2,,,
537.0,538.0,-73.0,,,
538.0,539.0,-75.1,,,-101.0
539.0,540.0,-72.4,,,
540.0,541.0,-73.5,,,
541.0,542.0,-71.8,,,
542.0,543.0,-72.2,,,
543.0,544.0,-63.8,,,
544.0,545.0,-65.6,,-95.0,-97.0
545.0,546.0,-63.0,,-94.3,-99.88
546.0,547.0,-75.3,,-80.9,-94.67
547.0,548.0,-75.42,,-75.05,-88.47
548.0,549.0,-72.6,,-76.3,-87.7
549.0,550.0,-82.4,,-73.0,-92.3
550.0,551.0,-85.4,,-78.5,-96.1
551.0,552.0,-90.7,,-82.0,-87.3
552.0,553.0,-91.12,,-81.1,-90.8
553.0,554.0,-89.7,,-82.7,-95.8
554.0,555.0,-92.56,,-83.0,-91.0
555.0,556.0,-103.0,,-89.67,-89.12
556.0,557.0,,,-101.2,-91.3
557.0,558.0,-100.0,,-98.33,-97.2
558.0,559.0,-95.33,,-90.2,-94.57
559.0,560.0,-94.0,,-84.4,-95.3
560.0,561.0,-97.33,,-95.1,-87.5
561.0,562.0,-96.25,,-94.4,-91.3
562.0,563.0,-94.29,,-90.5,-89.5
563.0,564.0,-99.0,,-91.7,-96.2
564.0,565.0,-97.0,,-88.2,-96.9
565.0,566.0,,,-94.57,-90.0
566.0,567.0,,,,-95.5
567.0,568.0,,,,-88.95
568.0,569.0,,,,-90.25
569.0,570.0,,,-97.5,-87.9
570.0,571.0,,,,-92.7
571.0,572.0,,,-102.0,-89.8
572.0,573.0,,,,-88.06
573.0,574.0,,,-100.0,-82.7
574.0,575.0,,,-101.0,-83.15
575.0,576.0,,,,-83.25
576.0,577.0,,,,-89.4
577.0,578.0,,,,-94.74
578.0,579.0,,,,-87.35
579.0,580.0,,,,-93.1
580.0,581.0,,,-99.5,-90.8
581.0,582.0,,,-100.0,-88.4
582.0,583.0,,,-99.92,-85.1
583.0,584.0,,,-95.0,-86.3
584.0,585.0,,,,-83.45
585.0,586.0,,,,-84.95
586.0,587.0,,,,-83.0
587.0,588.0,,,,-84.9
588.0,589.0,,,,-87.65
589.0,590.0,,,,-87.87
590.0,591.0,,,-98.0,-89.85
591.0,592.0,,,-99.08,-85.4
592.0,593.0,,,-96.71,-87.25
593.0,594.0,,,,-91.45
594.0,595.0,,,,-87.4
595.0,596.0,,,,-87.3
596.0,597.0,,,,-84.85
597.0,598.0,,,,-87.12
598.0,599.0,,,,-94.0
599.0,600.0,,,,-98.33
600.0,601.0,,,,-90.45
601.0,602.0,,,,-85.75
602.0,603.0,,,,-89.84
603.0,604.0,,,,-84.6
604.0,605.0,,,,-86.75
605.0,606.0,,,,-89.9
606.0,607.0,,,,-86.56
607.0,608.0,,,-105.0,-87.17
608.0,609.0,,,,-89.0
609.0,610.0,,,,-86.5
610.0,611.0,,,-102.0,-88.45
611.0,612.0,,,-100.91,-88.42
612.0,613.0,,,-100.0,-93.41
613.0,614.0,,,,-85.5
614.0,615.0,,,,-86.2
615.0,616.0,,,,-82.05
616.0,617.0,,,,-87.81
617.0,618.0,,,,-87.2
618.0,619.0,,,,-86.9
619.0,620.0,,,,-89.2
620.0,621.0,,,,-87.26
621.0,622.0,,,,-85.2
622.0,623.0,,,,-83.8
623.0,624.0,,,,-84.4
624.0,625.0,,,,-84.2
625.0,626.0,,,,-85.2
626.0,627.0,,,,-85.0
627.0,628.0,,,,-85.2
628.0,629.0,,,,-85.0
629.0,630.0,,,,-85.0
630.0,631.0,,,,-85.0
631.0,632.0,,,,-84.8
632.0,633.0,,,,-84.8
633.0,634.0,,,,-85.2
634.0,635.0,,,,-85.2
635.0,636.0,,,,-85.0
636.0,637.0,,,,-84.8
637.0,638.0,,,,-84.6
638.0,639.0,,,,-86.4
639.0,640.0,,,,-85.2
640.0,641.0,,,,-85.8
641.0,642.0,,,,-85.2
642.0,643.0,,,,-84.8
643.0,644.0,,,,-85.0
644.0,645.0,,,-103.0,-86.6
645.0,646.0,,,-99.0,-90.0
646.0,647.0,,,,-89.4
647.0,648.0,,,,-91.67
648.0,649.0,,,,-94.2
649.0,650.0,,,-99.0,-90.25
650.0,651.0,,,,-90.0
651.0,652.0,,,,-97.4
652.0,653.0,,,,-91.4
653.0,654.0,,,,-93.4
654.0,655.0,,,-101.0,-89.67
655.0,656.0,,,,-85.2
656.0,657.0,,,,-85.2
657.0,658.0,,,,-85.75
658.0,659.0,,,,-86.0
659.0,660.0,,,-102.0,-86.0
660.0,661.0,,,,-85.6
661.0,662.0,,,,-85.4
662.0,663.0,,,,-85.0
663.0,664.0,,,,-85.8
664.0,665.0,,,,-85.0
665.0,666.0,,,,-86.6
666.0,667.0,,,,-84.8
667.0,668.0,,,,-90.0
668.0,669.0,,,-104.0,-87.0
669.0,670.0,,,-97.0,-89.2
670.0,671.0,,,-100.0,-85.8
671.0,672.0,,,-100.0,-87.0
672.0,673.0,-101.0,,-103.0,-85.45
673.0,674.0,,,,-85.95
674.0,675.0,,,,-85.6
675.0,676.0,,,,-86.05
676.0,677.0,,,-100.0,-85.0
677.0,678.0,,,,-85.95
678.0,679.0,,,,-87.0
679.0,680.0,-104.0,,-99.86,-86.0
680.0,681.0,-97.0,,-101.0,-92.06
681.0,682.0,,,-96.45,-81.75
682.0,683.0,,,-91.44,-83.6
683.0,684.0,,,-92.69,-83.75
684.0,685.0,,,-94.43,-87.0
685.0,686.0,,,-95.0,-89.75
686.0,687.0,,,,-88.75
687.0,688.0,,,-101.0,-88.7
688.0,689.0,,,-101.0,-84.65
689.0,690.0,,,,-89.85
690.0,691.0,,,-98.0,-86.15
691.0,692.0,,,,-93.25
692.0,693.0,,,,-88.55
693.0,694.0,,,,-92.81
694.0,695.0,,,,-89.0
695.0,696.0,,,,-88.3
696.0,697.0,,,,-90.35
697.0,698.0,,,,-88.5
698.0,699.0,,,,-94.5
699.0,700.0,,,,-93.88
700.0,701.0,,,,-96.45
701.0,702.0,,,,-96.08
702.0,703.0,,,,-96.85
703.0,704.0,,,,-94.85
704.0,705.0,,,,-96.18
705.0,706.0,,,,-95.19
706.0,707.0,,,,-95.0
707.0,708.0,,,,-95.5
708.0,709.0,,,,-95.0
709.0,710.0,,,,-95.73
710.0,711.0,,,,-95.94
711.0,712.0,,,,-96.0
712.0,713.0,,,,-97.57
713.0,714.0,,,,-101.44
714.0,715.0,,,,-99.67
715.0,716.0,,,-105.0,-92.8
716.0,717.0,,,,-86.05
717.0,718.0,,,,-88.5
718.0,719.0,,,,-87.05
719.0,720.0,,,,-82.25
720.0,721.0,,,-100.0,-89.85
721.0,722.0,,,-100.0,-86.6
722.0,723.0,,,-99.0,-90.0
723.0,724.0,,,,-87.6
724.0,725.0,,,,-85.43
725.0,726.0,,,-99.0,-86.2
726.0,727.0,,,,-89.3
727.0,728.0,-102.0,,-102.0,-92.7
728.0,729.0,-102.5,,,-91.9
729.0,730.0,,,-100.0,-89.4
730.0,731.0,,,,-90.5
731.0,732.0,-103.0,,-102.0,-88.6
732.0,733.0,,,-102.6,-87.1
733.0,734.0,-102.0,,-101.0,-87.4
734.0,735.0,,,-96.33,-82.3
735.0,736.0,,,,-81.5
736.0,737.0,,,,-81.1
737.0,738.0,,,,-81.0
738.0,739.0,-101.0,,-97.4,-86.4
739.0,740.0,,,-95.0,-89.0
740.0,741.0,,,,-87.5
741.0,742.0,,,-98.0,-85.5
742.0,743.0,,,,-85.0
743.0,744.0,,,,-85.75
744.0,745.0,,,,-85.6
745.0,746.0,,,,-85.2
746.0,747.0,,,,-84.9
747.0,748.0,,,,-84.7
748.0,749.0,,,,-84.9
749.0,750.0,,,,-84.0
750.0,751.0,,,,-83.9
751.0,752.0,,,,-85.2
752.0,753.0,,,,-84.8
753.0,754.0,,,,-85.2
754.0,755.0,,,,-85.3
755.0,756.0,,,,-84.7
756.0,757.0,,,,-85.1
757.0,758.0,,,,-84.3
758.0,759.0,,,,-84.4
759.0,760.0,,,,-85.5
760.0,761.0,-102.0,,,-84.88
761.0,762.0,-102.0,,-91.67,-82.8
762.0,763.0,,,-92.3,-83.0
763.0,764.0,,,-93.3,-83.0
764.0,765.0,-98.0,,-95.3,-84.9
765.0,766.0,,,-97.33,-82.8
766.0,767.0,,,-97.0,-89.6
767.0,768.0,,,,-99.25
768.0,769.0,,,-104.0,-85.3
769.0,770.0,-103.0,,-97.33,-86.7
770.0,771.0,,,-102.0,-87.6
771.0,772.0,,,,-91.11
772.0,773.0,,,,-100.0
773.0,774.0,,,-98.0,-101.0
774.0,775.0,,,-99.5,-98.2
775.0,776.0,,,-102.0,-98.6
776.0,777.0,,,-100.62,-98.33
