features,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,mean
3d_movement_std_z,0.01105279223354983,0.0025600230401747436,0.0456299585634859,0.0462822888433866,0.007350058938567701,0.006929845467809187,0.004382616637761602,0.010912507995081512,0.002613484566959846,0.010688194531600703,0.010183024548181116,0.008473202308965602,0.011162278728150706,0.01067885616003137,0.009375535640128522,0.009827777523272694,0.013669519818843871,0.008807639582551298,0.011855869223582505,0.002524713837048185,0.008878334440477392,0.00343257314970442,0.03372755888225118,0.0411692156231537,0.007389399142509179,0.005907270201413424,0.004951269827976573,0.012357356405117864,0.006504548708444932,0.012678558588689997,0.009912885327919799,0.004842787382940265,0.01131000011953471,0.008700100969268695,0.012089732654065887,0.007575636727919557,0.010827232039377868,0.008228272842179467,0.010648111072462217,0.004510509820531624,0.007873053195257045,0.006878054709569203,0.046360574817588186,0.04563872872022237,0.007121360376803043,0.007634147961762684,0.006000890341447896,0.015425717207376923,0.004356766324849806,0.013109966717534373,0.010581754095201559,0.009123989259304343,0.013635835671821913,0.00941643623904689,0.011240085204712728,0.007755623057946582,0.015342386831283106,0.008246287745307345,0.011271955063440564,0.005508331087094694,0.013071198539863563,0.00744326406970962,0.04270235945599126,0.04050110763008002,0.0071287334713949525,0.008272502148119362,0.006609624472210895,0.011610596979923582,0.006471989468502498,0.013483475043155876,0.009832534858553333,0.00847185083707414,0.013994611860307178,0.011994857957711163,0.012201886928278916,0.009765970758259062,0.013175721956139535,0.007169516551258174,0.010880288074597826,0.0036548681197759603,0.01067072816499536,0.006628870989859773,0.030517162825732823,0.034201479825136626,0.007331153582445841,0.007886353960089368,0.006864866721106566,0.01448928480342996,0.006195672227221734,0.012873100907915274,0.010730408132016695,0.008830336201201418,0.013112472808354966,0.012952227046303942,0.011482709344445017,0.0062551786286175306,0.014894130356106572,0.00951332452115403,0.010204040075275372,0.012395898454999589
2d_shape_mean_width,0.009616235977961254,0.01513881451915942,0.01183108550219426,0.008740023285260691,0.009806287436775214,0.008097073898300958,0.025687780296252426,0.017871873472678605,0.0029883623025575017,0.016327791705738424,0.010915688116151696,0.0057131633080371004,0.02138861116613853,0.022702793524931975,0.011840093272579948,0.011787534610617911,0.013408258122839458,0.007087921552382566,0.013890695303419914,0.006200758571434607,0.019513328493191633,0.012562663535517916,0.009763926753555356,0.0072153499335010874,0.008534927000242332,0.007551998709397042,0.025669190329741617,0.02818170789799411,0.007292937856984812,0.015539627499119697,0.012091505180148789,0.006314168926515869,0.012215587009689343,0.018604336970631394,0.00788755817040471,0.008646664809849564,0.009276501745002148,0.00685635977617573,0.011989609993310092,0.006404604698228047,0.01175595366063803,0.014288225005642452,0.00908072592548584,0.006991864511658274,0.011527818469100004,0.006664145550988391,0.01790148528455409,0.025552227113481613,0.011058240368737513,0.015868993091228304,0.011501705305033607,0.007345734819677108,0.015792663507632556,0.015434831588051189,0.011572967651960952,0.007245095000902414,0.01217147469550367,0.009123949114164604,0.01203878903029079,0.00688289572266107,0.010005365174737029,0.021532232301100917,0.007346317941626859,0.008236653786250044,0.01035595066033444,0.007524122289151962,0.03013092872416004,0.029918732577220233,0.010811524168761008,0.016907962711507078,0.014469708078530444,0.00834970553221841,0.012840442945241677,0.020284444174643538,0.012854880036855906,0.00920171202550597,0.012386228369675276,0.007732633534570243,0.013046602287823596,0.006341128038754085,0.008741940291972346,0.015293743074590796,0.012826290230624579,0.009186987075419725,0.010497970540753519,0.007397880165950092,0.022102523415737582,0.026365225845850528,0.007471991923532841,0.013705965956858104,0.014939063369773499,0.0073743387065065965,0.012152357158970029,0.019083479464346246,0.01060798444878698,0.008292196551510464,0.011113703619069232,0.010267569389675952,0.012384407105638205,0.012555920003497393
3d_shape_mean_width,0.008403263349116225,0.008477449031685572,0.012316220212790385,0.009479085017872965,0.007215485865548563,0.0067005992300655124,0.03666444905721863,0.022671668433907662,0.0018366285287032187,0.013435632334745162,0.014397670114982742,0.007979278738893323,0.022120823384344904,0.015866317218637793,0.018508985250867332,0.009954338622127417,0.011876165096623604,0.007297707426689606,0.014510130978590545,0.005391087979709941,0.00652665417530151,0.005836959110910933,0.009332619885090857,0.011372815268108323,0.009037904799778557,0.006575038450735359,0.04591976109510456,0.039450857165014314,0.007455692818591066,0.014980072697763271,0.011414494805713823,0.005376890506640123,0.017279006323946123,0.02312947036314982,0.010700224168147048,0.007123641589567226,0.011709827983562593,0.006671264920399914,0.012734076445331598,0.003777502629989493,0.010527465561878621,0.0037972855805808027,0.009432690927548625,0.011430148540493424,0.011618441753853914,0.008355873878679719,0.03488872901344938,0.02743424365097432,0.008525440599372712,0.014553370415947797,0.010913989655207412,0.006913376006464807,0.021953430224399852,0.019296502723123367,0.013768132938979391,0.007717875515089454,0.009017838950072013,0.009148580360884739,0.012389232199895914,0.003939708830819264,0.009575566461306115,0.011849293012576366,0.005817649129087626,0.011886922499873715,0.010873461760475883,0.008152180271774955,0.04666894100112979,0.02714728661494126,0.012476249446533303,0.015781776847346336,0.014007084040786336,0.006842077140377944,0.01565569663276027,0.021902765923637723,0.015764297031063156,0.008115926949950732,0.013109758499450074,0.008639538866385462,0.01585003853464427,0.004248275508544808,0.005195066712691748,0.006037107300764628,0.011823713169877877,0.01030055340852943,0.012165512790746602,0.007486224274545388,0.04989876988066689,0.02333709183031862,0.011667506430277912,0.016226272976614137,0.013250129880681841,0.00907905484241275,0.01645862152706349,0.02616549318359855,0.016759615165669036,0.010448449441460148,0.010203614108515262,0.008039695902167247,0.01520185086548316,0.013547871194630443
3d_movement_mean_y,0.016040194986942667,0.006321619409416809,0.0247553475316687,0.01689599725083398,0.017321374848173626,0.019121020489786214,0.011236123772690381,0.01151689375534013,0.012342073029985877,0.037358881562793975,0.015230495500169673,0.012972165770636377,0.011941392103366706,0.011292900693186782,0.01638596519416082,0.010396013949052634,0.011194969085306872,0.0122995561730749,0.011960944807718286,0.008750949876746048,0.010626740780115175,0.005430123878966753,0.021591438759395284,0.01955699461622772,0.014661022043324765,0.016620652696289113,0.010203692236864832,0.009974123676501433,0.01700535396311757,0.026334570594893636,0.013084214860755509,0.010631362622458658,0.008920799261309929,0.01239300861191128,0.014215569188338755,0.007550236458034114,0.015460158670117621,0.010117032735788251,0.011660561972706016,0.0030198193983115786,0.010919255081449279,0.01267463553086516,0.017403929033962807,0.017713787107236922,0.015715151452164778,0.019036132525694516,0.011378062509837274,0.014761951563408513,0.014945103992655029,0.03518770450722599,0.013564633104105842,0.013956037660430161,0.011490584595138739,0.011488105994160632,0.02271973693286446,0.008580133628723187,0.01813104177188178,0.010575808292242576,0.011772126610402486,0.010584452627899208,0.012324766005660034,0.011893035760250907,0.025334508006266805,0.018760875176010675,0.017152723358164163,0.023388679316291582,0.013433473473263235,0.009346136829564268,0.020923437262055478,0.02398426543214314,0.014136664811163161,0.0095083669495724,0.01020313558472208,0.014075922674269128,0.017675001438457218,0.010702823628293183,0.015376140737671193,0.010819259614341038,0.011439822257309589,0.009090475133748952,0.014066099118131295,0.008216548352577324,0.014267566324189107,0.01673001769117448,0.015024829544929294,0.01791242833123339,0.014400343786271592,0.013949700335831166,0.01600741404335616,0.024872448223060905,0.013370619298537344,0.01163212035143684,0.011716912405938789,0.009633585524338,0.015510211489669391,0.01159733357716003,0.014256431748911644,0.011381717889772847,0.010703601411618175,0.014361718931678634
2d_movement_mean_y,0.01348605220079896,0.007041339330380492,0.026302628100907593,0.016613801817528345,0.017510425428739703,0.027415028708433067,0.007760829701893962,0.011698408392843935,0.012119739807999536,0.02869376712150921,0.013623082916450754,0.008917498340475928,0.010351607879682716,0.010589946284138828,0.014084818002417919,0.013500947673516244,0.00969121734804451,0.011711821015875166,0.010875973180865837,0.0034848311470108695,0.009970290268734017,0.006245292351625709,0.02081045543542002,0.017599208395860717,0.014701054783833175,0.023295534542190466,0.008332154587111186,0.01681543917121614,0.02108530194463711,0.04105553475896679,0.012327052956209712,0.00800216531720175,0.01174213788125061,0.010108198573750046,0.01223203158932735,0.011445251417168947,0.009646475563759657,0.008052254564881444,0.010331622823104175,0.0041730216432894545,0.01259377268979305,0.007394670011387469,0.018179570533281727,0.014415136368616873,0.013991113658421596,0.02620928098594599,0.009750629507542734,0.022806434015242433,0.01725991152528241,0.037845813522808004,0.010662157844812958,0.00991807169808128,0.01017775943879773,0.009993116604776272,0.016809266296641118,0.011375907362086532,0.010489506846525333,0.00951690287236836,0.010866652871392461,0.007426327203832747,0.009171660479653178,0.008424017265725682,0.025104481788717128,0.01832807599844612,0.01621843212653836,0.03542468242916537,0.010001450778787285,0.016822259685434476,0.02544271636815923,0.032846000996481814,0.013251881093943004,0.00782778627182645,0.0124956978596341,0.010237423129425646,0.01419566355701328,0.015719326641557778,0.010974450569962428,0.010742675345964863,0.010008116651117734,0.005061909325971094,0.014505217304233627,0.006803636287345561,0.018716094019729984,0.01707434202766776,0.011380232078518902,0.028609023728992537,0.008361222330780122,0.023187244104200165,0.015567333269931736,0.03342744532393753,0.012612377807554911,0.009869004623805421,0.00984301652215485,0.01185887697897335,0.016081015946980467,0.014400077807445571,0.013181935861178473,0.009823175408365685,0.010846633159973649,0.014500735937191764
2d_movement_mean_x,0.009265021262651973,0.011349204964109008,0.016853747508898904,0.014903735965945367,0.011905677892553002,0.012020685005622124,0.014092187276792853,0.07206835105010964,0.005437903689534645,0.018102524960411925,0.017342576030558773,0.014450246748549882,0.013085921245797088,0.010565487669965935,0.01607762570403566,0.011977096546735096,0.011195616779996398,0.014209568141404838,0.011425991447571653,0.003639237666612902,0.010371727796501215,0.004960679475123106,0.010474288881576295,0.01084830339409312,0.014573091966059758,0.008880780803817826,0.015842612100000236,0.08480008588273444,0.009979698366440394,0.020043588153174034,0.013675966291339709,0.00808150942564381,0.010974906253580144,0.009029700642991847,0.007033504621139113,0.008170824223776437,0.010268509885381569,0.013126976971772309,0.010469217970507056,0.005395932541846301,0.008026542916018294,0.012205977961337666,0.012099020818816308,0.01504156616429176,0.012593376468231101,0.00830285043895245,0.019006927212515276,0.10495904311210133,0.018925548582337696,0.0216754247380002,0.01262098959567281,0.011979796670174521,0.012049649296578214,0.012866411882549408,0.015082310942243916,0.009661510947975774,0.013045625498727523,0.012785043600998452,0.012180375126059921,0.004495865854449691,0.009625070418041814,0.010322710896278954,0.011326010308053112,0.011864211336182227,0.01512621789556836,0.011183757684655758,0.014915371733937886,0.08128695651166112,0.019125222288937368,0.02458510769691469,0.015635589461351216,0.009531580546615596,0.012397951165313989,0.012238213426714526,0.01590491960169937,0.008134921837227218,0.01453371713567886,0.012347484895584343,0.013636636638682446,0.008429365908488601,0.008167054108096544,0.012858746551002196,0.011643042685536167,0.01364584780755761,0.016589377972317482,0.009509283288764681,0.017289105924637106,0.07262508392031691,0.011785880634749652,0.02164845756665401,0.013455310125689924,0.010724649497922479,0.010963821943620434,0.012434479453572319,0.015788960708994333,0.007773735532589623,0.013913489967035177,0.01227977338813099,0.01414386839276817,0.01601985007970639
Kitchen_AP,0.019911698242302496,0.005431356997018668,0.023110068260082554,0.02181605126426922,0.015205957298165785,0.006508508474400125,0.004730539198723636,0.0458087884019154,0.002969644089770329,0.033501363060239854,0.011554818993411086,0.005491063697730306,0.006829307497227514,0.0072400536996000825,0.008559343492334842,0.00544528308275056,0.004847033211966629,0.009376293139370625,0.01611791651691655,0.0658050843083759,0.02908981351539259,0.0034865503448154866,0.030727491657205962,0.020336222606863283,0.016306482536625158,0.004418378599335707,0.004655471314625837,0.03828594190418717,0.006560529764117115,0.032275956972110886,0.014390407572737336,0.005509517302979469,0.006197037031618685,0.005913107675393093,0.007930469530409495,0.003435296303897658,0.0078033874103523825,0.008608235508712,0.017366331474090557,0.08059833311445859,0.020487846056084787,0.005067370944951514,0.029322021838278825,0.02186894146508401,0.018258162864595855,0.004992963628422096,0.010628593332484006,0.033639747796573416,0.0047466665038010366,0.028368653682602357,0.013233498655044,0.005526974867861546,0.00685910311194049,0.004723820584042094,0.007919976248324715,0.005043406621030356,0.00785116469494984,0.01164153042854566,0.016961708020444482,0.07472757275088932,0.02342457961354091,0.0035200197476324855,0.027744666438902645,0.020759582223301765,0.01416418242312126,0.007054259538541512,0.006575916170527183,0.036761440111708586,0.006460993633902088,0.03232418988723711,0.014046966635686303,0.006414447879331265,0.006387214660793627,0.007092888182335092,0.0083545335646048,0.0054792476268586705,0.006808342052977453,0.011626220266789427,0.01736382636563004,0.08350131143522914,0.02885391371387149,0.004538186255576354,0.03287737101665962,0.023177542258924773,0.015173819854270732,0.007750687101022578,0.007994626266658908,0.03947871438089298,0.0056415299472061566,0.03381701472025275,0.014353993800621629,0.00505273829617904,0.00487733732600331,0.0033724502963404924,0.008934660772147902,0.006100658310760414,0.0061543509846217455,0.010220960026697883,0.01909119334537085,0.016357085215102853
location_idx,0.029918543843280722,0.01376442962195022,0.007134904113809077,0.018339056130658903,0.03906121980654835,0.011409269172499395,0.021072116675238055,0.028255540810515366,0.020323214293128035,0.0356681334734631,0.011781356532511314,0.006527557682604624,0.008693653323051453,0.009013136893151046,0.008821313759624588,0.006472677019516688,0.013037705130461923,0.013007552120002586,0.015447617023474856,0.034460218514073174,0.034880797929691856,0.005025438969791042,0.0067214893934457644,0.01692035649282735,0.033101324922274356,0.011993610939517686,0.016189164479720193,0.024190063207530206,0.014682359580520806,0.035056169138213286,0.01270045962793744,0.006249290008067413,0.009624484184677977,0.006600563160614972,0.009130999502050414,0.008328047804691558,0.011424237071362071,0.01673362471333055,0.014581903609634255,0.039256327152993674,0.04017844284508517,0.0032297213954334074,0.002874764101560659,0.02210886511087227,0.04269567269431779,0.013845051088952877,0.0211382872910333,0.015075850054724898,0.018483991876189404,0.026382460941536533,0.013291384734038857,0.0075788368507306424,0.008987762461906908,0.0091174442610774,0.009987301913530918,0.009043942033424512,0.011266664668755868,0.014000185826487726,0.013985233798835756,0.04721187002504281,0.03240368649923554,0.003907362437696634,0.006490687671244862,0.023693210856719483,0.031062529843252622,0.010432605762610302,0.02594476187590493,0.024141837879353315,0.01621944434065086,0.036053851105050494,0.015211168673526499,0.006052298659261418,0.007453057463667875,0.004671395628222535,0.008980747196912,0.0084961288810849,0.011649533534793284,0.014750931727499628,0.01567125837963606,0.04055843144566939,0.03904239243269012,0.008727619544129445,0.00846831754958691,0.025543161814606398,0.025634423490029666,0.013307013122963177,0.02418998688846523,0.027777673140790417,0.021408980672114844,0.03063602525892692,0.013217547168007026,0.00776959942896021,0.0075650962231894395,0.007035468948291287,0.007336365868589128,0.00650110732802337,0.012583536701389304,0.01459453124709777,0.013617263880918487,0.017120047498714715
3d_shape_mean_height,0.04206835303413725,0.008500607363587612,0.016126667767281767,0.011227603909662215,0.015253216051417568,0.011512240854331172,0.03433724256527114,0.033401045495474374,0.0033542282358927427,0.05049388066175221,0.013109113742856488,0.009065055929132237,0.013567970913539826,0.014302466632864165,0.011190654007232037,0.010686449190813477,0.011061948604576443,0.008311275194343805,0.015486205976997893,0.02818595290678315,0.030751128450835975,0.008953710904917473,0.012168538861603302,0.00893685320201787,0.015809405187884415,0.01076153427392315,0.028342113441053165,0.027185278914433893,0.016696785579196682,0.04050972182532982,0.010870679149893722,0.006263462305822503,0.014063724664112227,0.012762450283767242,0.009126209870546105,0.010261025189133655,0.00833379080583229,0.006389329121080271,0.013028148956512336,0.024663424810174726,0.03231087517574267,0.018067953777510942,0.010051115592756076,0.009077857903663545,0.018331996191120883,0.013208791900868775,0.039174452978948865,0.05027193164674812,0.014118966611838953,0.04841021481524038,0.010141159874638064,0.0063624558419552515,0.013487475599918974,0.010739351375054261,0.009906881010830468,0.009702337472005102,0.010970660879642966,0.009434383465791077,0.016610093706272328,0.028808059820610857,0.027430465970451904,0.01136192419373526,0.011764653306175661,0.009493609073254203,0.023485676870149186,0.012706119092133636,0.030303493412224537,0.040620751970073705,0.029309366562608533,0.057346844055350586,0.012427397363758913,0.007904345321953157,0.014285275750969788,0.013018448590414804,0.012961166041063045,0.012271056015625779,0.010276527769758913,0.00980752302934742,0.015088689181554508,0.028120614925018887,0.02101064397248127,0.012092103670747964,0.0162158643376315,0.009929196391202735,0.019633214530253358,0.011939600990584729,0.03343668596716623,0.04141992981681992,0.02399478847409223,0.04872866765155184,0.011409095272190648,0.006462273093976806,0.013873317885073242,0.013940627081145044,0.011316154541913249,0.010453171263528545,0.01129234037318988,0.008104715717482962,0.014989817463856732,0.018045784519875638
Lounge_AP,0.033299198142579124,0.0059947989876561825,0.02336543004284036,0.011971054553138887,0.007598705817861529,0.017550438617261344,0.027927183471180398,0.01059929854648181,0.05601074148774752,0.013992899784279882,0.011053262288458585,0.00916765364362658,0.01703603074395598,0.013429964759052886,0.016603616883653943,0.010932403837408846,0.02010994961004297,0.010156768413189163,0.014505760834529847,0.026818331598955237,0.022029166822610535,0.0023326961007427154,0.05046708523142022,0.013132811409518733,0.00957007848649705,0.02544500539846256,0.02357696761973457,0.011681109926120859,0.039517277901926676,0.018286864832492967,0.013366411187164647,0.015769336184818693,0.021449254063912435,0.017179981753487186,0.01526503934262595,0.015686184853375282,0.02244960150016995,0.011642003385269672,0.014281692512624383,0.030169135064386392,0.02088203292493322,0.004913263832994162,0.03321419462223563,0.013791832021934859,0.008985344661526793,0.024421545756267076,0.03246955052534879,0.010766555955179415,0.031649831731878776,0.0165938777447028,0.01119573207783389,0.019470473717624903,0.02139504657420693,0.01947060654029367,0.017993947475183052,0.016499464807606747,0.023104032344606958,0.008267197564701283,0.014221405264684,0.02755544532414836,0.029540637312227773,0.0064215209879609535,0.02507418948022129,0.0158273993475591,0.009434344265257948,0.026321925633252276,0.030478895940711653,0.009843593520372701,0.027177993702204754,0.016978258793755353,0.008883438028236872,0.017560664924734633,0.027305211116432093,0.020784857826251515,0.015425174826948586,0.023080369620813362,0.02271441426746804,0.009916027635206893,0.013510672236113425,0.03128038494543373,0.023204831411213468,0.0035590711916789757,0.04173514364750019,0.015125941666216726,0.009929742106984754,0.025967460867939315,0.03177229650323722,0.010149526834805656,0.03263959858655058,0.01826100978422512,0.01111654135994581,0.019201852367096244,0.01961131483653357,0.01875378403450948,0.018895942410188448,0.025013842240004802,0.02006515395607803,0.010096906670413111,0.0133656866935283,0.019033416148373398
3d_movement_mean_z,0.07896997590920614,0.00975899272462812,0.02022976119954542,0.015461197378167988,0.01486882968462693,0.012559892416074109,0.022355228276642002,0.04814787349841088,0.0048034036042219055,0.04185576404862343,0.012904023899596991,0.009747830946157502,0.012612348364890839,0.016063624814140434,0.009509181408101766,0.01059538490976899,0.013666187057117269,0.009054310652962609,0.01253965649714305,0.008959574132077932,0.0850863879490277,0.014359644809308268,0.015259863455365357,0.014590610437468416,0.011725159527455415,0.008628791395967379,0.03155505515575464,0.046154795335047266,0.02569244756710155,0.02889043418841479,0.009695498470939732,0.008704829326135262,0.012669072906716095,0.01467633965487351,0.010126295122168373,0.007300663506780238,0.01343388987343787,0.007478529423753236,0.011772731629662454,0.012337644812715782,0.07779459104294108,0.02075671522198436,0.01305443953585917,0.014160845566321982,0.013134683366618629,0.011540366442813383,0.033251456387487235,0.061693158466719106,0.015439408865327292,0.027858653387326595,0.012629896476065178,0.00991581378720932,0.014508456941821636,0.01611434080311508,0.012331588271427751,0.009679522347508329,0.01093920146615276,0.008396988079343703,0.014369252978946378,0.019420404515840376,0.05540238168041365,0.023233663306125685,0.016405686363709242,0.016194338607722077,0.015347872791738656,0.011976088847982447,0.036008383200962266,0.05103903550016388,0.030244914093697735,0.030721295065202867,0.011499085128139748,0.010469567839071582,0.014203511279960314,0.02116915179855012,0.015315599126938077,0.010871801457919408,0.014491894574963946,0.008458637425166553,0.01319648197116713,0.017106620231128702,0.048419378612440445,0.015027466810622628,0.021088889973419785,0.0133218729503393,0.014613755752095243,0.011240169548290138,0.042766652080412006,0.06169432980349682,0.017163550394816082,0.028425239234218136,0.010993117833478014,0.009161410572003606,0.014885113057912756,0.018507536962163583,0.011468671417233784,0.010911978800148756,0.01299211476854293,0.01088495808620038,0.012590476737112775,0.02021519397582525
3d_movement_mean_x,0.008524501687648288,0.015051447614029916,0.016762764956407623,0.0142258897559879,0.019254309431086757,0.019366217057268358,0.015741636600309583,0.10483698310146018,0.003910773285689059,0.025208289125948812,0.019720632179149895,0.014383889134793543,0.011553002132364636,0.009714168760857272,0.014670854054856708,0.015920349784522062,0.016779855691929104,0.017784965141635075,0.013382169487325884,0.006749308013373987,0.011530048915401646,0.02426599229141519,0.011135506692574222,0.010853393818254104,0.01775835257678546,0.015563021177619202,0.018217303389543044,0.11917384701843646,0.022518176553125224,0.030617857942312084,0.018074609030401603,0.011643267659992882,0.009210662798788105,0.010338825330044002,0.006243278424063591,0.017410613291884636,0.011809117969698402,0.015269591390315354,0.012510559795171038,0.0034968914244560374,0.012503716779035196,0.02588556628571265,0.01317416849287132,0.013328904396813336,0.01938027244998499,0.013815050272208855,0.019785842917169137,0.1196310389406097,0.021627638882955613,0.03223257284829293,0.016130780351915203,0.012586219928248045,0.014183649895180355,0.013380945262950535,0.01562668853649015,0.016793779947743486,0.014587619673088015,0.01644899519333462,0.013287829627649638,0.0053579145890463266,0.010116534450657423,0.029296166449447304,0.00744597014666624,0.012408844454401286,0.019874557506839596,0.01591219753109832,0.01836522324699848,0.11879799024476037,0.027842245181774788,0.02877164444488117,0.021462367287921308,0.013852078068574565,0.01227929446026925,0.012989520465683111,0.014521466622541827,0.02131266431226892,0.0144427647388867,0.015504123733624775,0.013257232036706318,0.006399901971964821,0.0078202800780798,0.010365063979408841,0.009201294913057689,0.01305470087777637,0.019140158805471784,0.013151086752564193,0.024086352153272917,0.10406949072697884,0.018812593804849648,0.02695393212922808,0.017740166621742232,0.01074221169338893,0.0133835233904033,0.011640410974285276,0.014613192937455239,0.011825810566628263,0.014434414421720243,0.01618105500175975,0.014599088205304096,0.020379795304520904
2d_shape_mean_height,0.010347484413627676,0.06723050717063259,0.012190943483053156,0.011394394834102668,0.013591687580510357,0.014810423450219577,0.042540114080485164,0.03544727103806883,0.0012351576905080088,0.029569835830535695,0.011669861523122034,0.010340592769225498,0.014725625980721923,0.015063687506816704,0.012969369516239749,0.02124825894633393,0.014454195401411657,0.011163397431317586,0.013589482420889443,0.002024526720815468,0.01699746108241307,0.0651595555231691,0.010219228375310675,0.010667566907464501,0.01137075280584049,0.016267935500610068,0.054270306512061064,0.030860622103000633,0.02371480031202847,0.027628008943137647,0.011041802373482602,0.010280389081060673,0.01473552072297032,0.014054089740080827,0.008881992512565252,0.011939124706398527,0.0131881857406763,0.009770895111218468,0.0122422647601716,0.0037224856136384766,0.01536773884667559,0.09545128790858108,0.006593136663056569,0.010912240041140763,0.01386118487546683,0.00918755166597079,0.046855134090283766,0.04946040483635885,0.018714878105923906,0.024498793449228354,0.012927166462821903,0.009641460459551655,0.01693380015045098,0.015173259457101866,0.012374701775074022,0.011577543205994347,0.011471255121545969,0.009753499355201202,0.014406316003879831,0.006875982665050936,0.011052623189757754,0.10657488268476621,0.008905415446851963,0.01033010788159245,0.015009711259434651,0.012949830654624501,0.051022570047979436,0.0430680764383408,0.029641426112046634,0.027307302749646274,0.011717971560080509,0.013083692701940914,0.01650488137399879,0.018100150658971373,0.013667679361992958,0.019406787535041967,0.014340431953397015,0.012708798884262972,0.015216869861437894,0.006687875291214036,0.008550900134320659,0.08060720514033552,0.00992976517961332,0.009261664937931506,0.012593594210061896,0.01436713724641818,0.05664991690162426,0.04124963410803014,0.017904606867974186,0.027694311270325914,0.011441355472978714,0.01237848934294384,0.014785122304653474,0.019050715105977886,0.015738271978871027,0.0188745896173048,0.01197434859987123,0.012425148315204743,0.014498630097518483,0.0204235316548953
z_average_jerk,0.020997378531555984,0.01688674634396442,0.017573911423914797,0.02674018361741501,0.022419967464601034,0.01755609499249253,0.014633203436036473,0.011195395217994158,0.019625011381119654,0.021924112957959197,0.021925427093075694,0.019574543415115057,0.025743968385488692,0.021993931915567533,0.02145575150072103,0.02324792807425262,0.02476768860817992,0.025072517964049454,0.025769742555836184,0.020592158142958825,0.021140322068824286,0.014267067605702755,0.025170691435162637,0.027834944434875816,0.02176892639851245,0.020088568498344398,0.016576043858675154,0.010081328540715962,0.018635408829500884,0.0225977024646578,0.024416289677319767,0.026949210486987223,0.023886654280286645,0.02573621551137704,0.026274886233918264,0.02317373866597662,0.022459219641456748,0.024394277546147026,0.025373774197721154,0.0184525519662523,0.02067343771585652,0.02112546636401893,0.02284685252524254,0.029225714762177932,0.021687785266192878,0.018827691368066602,0.01872018702545273,0.00940129027872185,0.019249355580456373,0.024450263629635222,0.021274363188469144,0.02240405632580774,0.02972726509082267,0.022157663350987615,0.02441423229786908,0.02328823930281907,0.024248847327403285,0.025085195332142273,0.025544500385411912,0.024074345822843877,0.021325161670766746,0.020671920140016,0.020497887399091783,0.027063964237373186,0.02174416296224974,0.020040937123662207,0.01510443509444227,0.009605822810634365,0.018215040520669495,0.021822841212372608,0.022945984421574354,0.019508707010427406,0.025492219711161973,0.02221914250322667,0.020816161779472066,0.0254039290490491,0.021013602010458966,0.02567843100009153,0.025213448731465703,0.020189255059285843,0.02106949471272103,0.015589779648427459,0.02505256837067847,0.026829456601577185,0.022024759875824904,0.01899294290197407,0.013136174600433164,0.01122133425958669,0.017836724160064984,0.021756577003278776,0.02432535534136644,0.02545756553534555,0.02573949660717998,0.021642659619677693,0.0266983951059923,0.025417032774824565,0.023564900930555757,0.022412529297747764,0.026429492770461402,0.021688591241114368
y_average_jerk,0.019323598422165477,0.015552482975727306,0.01422003868234766,0.026559707008188084,0.025965980417220213,0.01809178595443976,0.021650126425591963,0.011612243166970489,0.021532344494684604,0.02168920515205949,0.022893725047442855,0.022126922619662936,0.022092725889805372,0.024714561527768093,0.022729799488494944,0.028716914442085663,0.021682026922929393,0.02736938381361901,0.0290024362661281,0.02315270609413832,0.016867276253596235,0.01630118367026483,0.017345763291686526,0.02510662348044282,0.023168712074621043,0.02021435767432528,0.017623348196832755,0.010276938564110777,0.022655241047760663,0.019001627434690485,0.026120200077675366,0.029260716697614812,0.023544860991410038,0.023472369104266068,0.03051716006477964,0.027559607100143428,0.023274066376818125,0.02809391112689215,0.029031729531743645,0.0221771749818657,0.021550481365614018,0.01961666193092002,0.013931723945108445,0.028938082368780406,0.02656850454302933,0.01802619256770888,0.01861310259511309,0.010956508704022037,0.017913147117867786,0.024449383878624654,0.024330078245672553,0.024278814170752533,0.026266408063110033,0.027976149204108656,0.02652777700736112,0.027615506538401793,0.023079009578540345,0.0297197438662959,0.027110881708890307,0.021576376116532053,0.022090676450789656,0.016678098015623467,0.01722678191796012,0.02647402771285978,0.022346365687910034,0.017735902327930944,0.022415804642343648,0.011249818250593072,0.017840913398486247,0.019586502882952002,0.025037040502852742,0.020506853349992794,0.022322375401069943,0.027391129980306947,0.026453235237871336,0.024698991143040347,0.021579940441711024,0.02910324900917792,0.029596219616561198,0.02176158144721826,0.02160672747213569,0.01956976382381366,0.01720167561588264,0.027290006322872647,0.0280308030875758,0.020764337582379076,0.017264449602857727,0.011397978411385026,0.023413171290465152,0.02061695268563938,0.02587412896767284,0.02440141526870505,0.020467325412318077,0.026485619084862366,0.023992396456314603,0.020552857173963376,0.022148944469381288,0.02629035722145926,0.025519357089214347,0.02238706960126882
