features,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,mean
2d_movement_std_y,0.004181406639120384,0.0097985908202628,0.017818587833465214,0.023107994788436156,0.021957872884485096,0.006376838370822085,0.008759677441714655,0.01039192074769321,0.010019806212783745,0.003230726693148647,0.01453795962273146,0.01177569443834638,0.014922995779348256,0.010130188703833386,0.009631081966172298,0.013088496667245503,0.01444161789834486,0.012055441651278954,0.010047192056965429,0.009075161024224784,0.003740524103806508,0.011769449154088063,0.034823920166365464,0.01518367656481928,0.021790580017945076,0.0056991270720141,0.006336525412806985,0.00876695059033386,0.013845095974732656,0.0086402551509608,0.013200446479695215,0.00981925878215286,0.017493536331565796,0.006296097077384737,0.007408709165022905,0.009974504579718371,0.01268704183924585,0.00977237543180743,0.01238581353545363,0.007908814594930562,0.0038582753273458128,0.00673738624557082,0.04328285534495672,0.020260640425114874,0.018967837661859617,0.006683233361272403,0.00860246243142003,0.007895398591969902,0.012796288264859335,0.005058335896748552,0.014160373092038058,0.011525786943764193,0.016123611414974964,0.010522020231677247,0.008012760665346199,0.011145377179631167,0.01261404901099261,0.012738555672781166,0.009811629894638336,0.009524535218620268,0.006204127817094289,0.010380446896489794,0.03963760035917091,0.014529981729368462,0.017995644595205286,0.006336401604769933,0.01113373201436697,0.00694752703016904,0.011755990864935313,0.011666664895249385,0.014142781177266086,0.010671116959777661,0.017879098492644168,0.010005047018473717,0.00945955242894749,0.013678400774540736,0.015085835540517036,0.011683663444832609,0.011401902478211172,0.009162932749609378,0.0048653568036717155,0.007680203045467586,0.02661381877262949,0.01680839094816393,0.016091717149944455,0.006359398751874594,0.009124641904996613,0.007275523465815347,0.015788008468013676,0.007473244814521571,0.013689660695422634,0.00870438973163653,0.013602128504918442,0.008629209151873521,0.009944609296472727,0.011073542136037076,0.01135674716520321,0.012169267436748583,0.01123040240012872,0.008097192199153039,0.012095492688551885
3d_shape_mean_width,0.005012403514918011,0.008346787722795863,0.005820949831919531,0.00978548426105753,0.008462542859209343,0.0081358873212259,0.009681809552010942,0.044139221509648635,0.021034925410286454,0.002693394379286431,0.009757453650755584,0.012640792238786964,0.006898804522709401,0.02475199119744539,0.019637510564552048,0.015016006415328765,0.011763391301335257,0.009091751365879709,0.006014133634769255,0.016077002467704028,0.0022825973705703742,0.010036593360846946,0.009765236031580455,0.00741039915946213,0.007720411852905953,0.006713840725875372,0.006330321726765119,0.046434659240068565,0.031121665491592513,0.008113750126378312,0.014208192317396798,0.01089956000282125,0.006217385801704195,0.02058911613653794,0.02082122288230662,0.010766594824825433,0.005396830214017007,0.010067609492724238,0.006182488678785906,0.012542738398791246,0.004215552591998893,0.005363834231393852,0.008055918611869245,0.008272407040724954,0.00852878166904314,0.00853080253256423,0.006159011089398849,0.030130806933207563,0.027635645918271452,0.007548659622464682,0.013157576570548625,0.010845974203579746,0.006291965009111439,0.020427764453882828,0.020941292744419686,0.016377067453637095,0.006378305234920005,0.009596637933912687,0.00757136874800265,0.010957302443950243,0.003919134567452316,0.007715308188601355,0.013972225498317259,0.0052013535154190015,0.008597446516143617,0.009164508325265627,0.006920633194038053,0.05591356172312178,0.027091243620493838,0.012792779679156594,0.013162615407229272,0.011285248510909318,0.008602212194272742,0.01950065217365992,0.02620825387593259,0.016555512206892112,0.008837378186349571,0.010171925894308355,0.006983478590571152,0.01476029252903691,0.004647642502942066,0.005960623008587408,0.011230230614822293,0.006362245535573542,0.008067473458572654,0.008509521997994034,0.006566253504950722,0.05325364691288288,0.0241929171380756,0.010199476928578498,0.013962765325463134,0.01267244889522286,0.007170093607634462,0.01812568051790421,0.025137829950963385,0.015158922390546357,0.008692001851661236,0.010388411772552961,0.007738628441868321,0.014323793101193884,0.013050865044496446
3d_movement_mean_y,0.008278415089871472,0.00783192721793424,0.009316211863773663,0.01184853723120863,0.014149064995942153,0.012383322133052729,0.010311176466530363,0.0090547471715954,0.010847203042881342,0.004600590346486635,0.048613838795916325,0.013696616123258199,0.011857967501311129,0.009489341307042033,0.011285077963238226,0.01891043396545475,0.012991714128019796,0.013839405612011808,0.009562616811609165,0.011314330498136297,0.010134805574534344,0.005397061922442393,0.007271220698302684,0.009011111894636797,0.01304242646445857,0.011324634168508057,0.00971005746824909,0.011135819772306814,0.012753452310188668,0.015132564067974185,0.03682318615740879,0.012381164896104573,0.007618857293701229,0.009114932457755166,0.013706268621569248,0.014959113254030251,0.009680362568296621,0.016253069946570855,0.007222317115156058,0.010784073391299538,0.004030391334745799,0.009835002710309224,0.0075876121450224035,0.010745464525724533,0.015265735289243024,0.013621964367601295,0.013706513714079525,0.01727659952524599,0.02324476694857875,0.013636145776187875,0.044548600635854786,0.012994327686298499,0.014367274662701943,0.00905269295352353,0.00983678565161201,0.025365819754468173,0.006639393940826348,0.01695148428843966,0.0094006180813159,0.010694908149074575,0.008670533385080009,0.008703483411789845,0.007966259631633263,0.010586789558482284,0.016042924665524993,0.013509542734402203,0.016884305940199632,0.015215113846743279,0.013759206617994442,0.017565116191237476,0.04214899951375041,0.01398027710617564,0.013775128056760644,0.012829612443853677,0.014408313763611666,0.022678598961641382,0.010672604631787984,0.014669324470995046,0.010721558783567333,0.01088052720156526,0.008921131695336417,0.007823311523392915,0.005297837109156592,0.009435430732020807,0.013522247055378663,0.011759450763120129,0.016068010620229133,0.015554329958679614,0.017352250264893034,0.014646523014956026,0.03150146884226805,0.010603692129936964,0.011622021068937873,0.013031812668755822,0.013534703656191234,0.025877529964908486,0.01257626807160011,0.015440029458361206,0.00967378393438415,0.01060122741117848,0.013629524213101046
3d_shape_mean_height,0.007833130333520068,0.008579308950807564,0.009845911920756992,0.024805112382081683,0.010376544788066327,0.013696876081948962,0.019972906868730433,0.014760577972150165,0.01903489676064359,0.005670737265022006,0.024405868787652923,0.012381371328553253,0.0068842097634571045,0.015000872248812865,0.013194729849019204,0.010243813879920625,0.012380663067754673,0.011744482092880794,0.009165339656780201,0.012237158838523316,0.008493432333008295,0.007448339143179355,0.006679917222447346,0.017234859627106826,0.008519903330774027,0.012907488665843021,0.0225218655221662,0.011814057945396228,0.01798564842614654,0.05692953386083527,0.022402390368903305,0.012111059531550741,0.006123020649102495,0.01176778632767827,0.011188285529021123,0.008352509349683408,0.009300088708849229,0.009990545336896096,0.0069570930071798966,0.009769906596222658,0.008241886546616816,0.007666009092146051,0.010110706383815555,0.012712284139676861,0.0074322431621691295,0.014490369662833857,0.022084771566233712,0.013427419091388646,0.026006823800503138,0.05587410971192376,0.023508108913349285,0.011215691287230422,0.01035395306929447,0.012873892181189459,0.01338851122605379,0.008436311401955174,0.011968953431192648,0.010322105794823507,0.006654812947540157,0.010683827779693037,0.010563686706375303,0.008470272042939755,0.01806874724264158,0.013701334468742528,0.01039882017921796,0.013688792987304538,0.01989596957971247,0.014875520399480853,0.02308711836865562,0.07840636864069878,0.024718024664564426,0.013258141365244105,0.007091117837146775,0.01630593030229913,0.015229692982406529,0.012105137327724374,0.013774995800308588,0.013774258398052701,0.008365567662958368,0.009744040655865207,0.009133691721741687,0.005515315852205598,0.009178642491284006,0.013240497388659784,0.00890763640377133,0.013416995747074867,0.012054877339347968,0.027023316285495386,0.02474889804176025,0.058751429975362576,0.028902123239608245,0.011441800030641137,0.006619520797753764,0.016955921407126755,0.018571611085063364,0.010206627487183803,0.011453841541540007,0.014189148131146752,0.006891930399464969,0.010571576622268892,0.015014639751095436
3d_movement_mean_x,0.004823652476596475,0.014546365035540468,0.007852768308090584,0.013121697236397212,0.014232871012929691,0.011803989337675649,0.009954930506082052,0.014708752873975989,0.09781334487687085,0.006770485170214545,0.020183188025320157,0.012798192525289034,0.009154426242520067,0.010403662070745955,0.012767603335793874,0.01193706252796567,0.011225727084194842,0.013818770917087015,0.012108510946705557,0.012132096656032028,0.007456617356125849,0.009938837012213668,0.011357571964708886,0.011692720437900801,0.013299340157003188,0.011860002796585386,0.008002186773933075,0.015761728669971484,0.09640218551111374,0.009524963753941882,0.021756858904632182,0.013902790994049747,0.006113617624082157,0.008461175515019698,0.008366341736251386,0.008833780177527964,0.006992601754558092,0.010956768815062776,0.011540518680073327,0.010936081618114973,0.0041430329275490025,0.011871653968163804,0.0061089105442839655,0.011957806708231798,0.013471586806702702,0.013356144712428485,0.00766439063675485,0.019909199319755818,0.11881832536119454,0.010547507828937413,0.023760028192548254,0.012794502125003318,0.009801211894239317,0.011118989899240773,0.011161897976965473,0.01267049341614013,0.00854271966043653,0.013267176656903882,0.011520620033856793,0.012053303498639692,0.006149085782021692,0.012430068640718758,0.013773915822535576,0.010474834767853401,0.014913636597661699,0.013954694261286527,0.009222908850947039,0.014838828459344588,0.11272874847570799,0.02713879087687727,0.021361340307894664,0.011928609182921646,0.010322690514285233,0.012140054272204588,0.011448841016985956,0.013255878883766161,0.010298733641766405,0.013506054444222622,0.011361880277979554,0.012005902699734016,0.005999380574157652,0.009204873467163139,0.006868711407898857,0.011185906684459035,0.014699988505849153,0.013639700194446101,0.010790140088136769,0.014949559423078723,0.0956507530874479,0.010948972786618104,0.021505913960540416,0.01285749078653041,0.009051316295190912,0.012099981471327962,0.012211263094613789,0.01285899232262041,0.009291047572705251,0.013421898780483004,0.014352335202489581,0.012079435218401794,0.01656777448287749
2d_movement_mean_x,0.006070870891405972,0.007285398958505995,0.008283504742259291,0.015102431215257726,0.015616363016361356,0.015643308847790822,0.006161249939362098,0.011582023015932611,0.08198277222734589,0.0030911498685540456,0.02283444009308719,0.016409355314181296,0.010698376918745056,0.009281281105343108,0.0138976529550126,0.014125176768102972,0.012482996437954369,0.013169712363419331,0.014406700697664627,0.010867218379619977,0.003701288518340789,0.0083154158379502,0.006549563469758752,0.011190444871946294,0.012913558331371068,0.013416085067862906,0.008229024893476083,0.021968865879176205,0.10819385024361239,0.015212052376894903,0.023930337871460153,0.013956323784915379,0.01017028274479724,0.00853628221925447,0.009636184531520358,0.010204795092610387,0.006804446129668483,0.009422060577298502,0.014252457487135599,0.010408325490604404,0.005626474519253165,0.006966157034442695,0.015279910462375184,0.008116157218045157,0.01774399448259355,0.015627607241561824,0.008645952859580962,0.019851750319917833,0.11619956999024902,0.012761922121054097,0.028299785107928317,0.012056310178789957,0.009724274861120262,0.01424558574869272,0.009927838582796056,0.011922350407563766,0.009101324205465057,0.01371707989270947,0.012241023562671184,0.011402746324401018,0.0050658319610393625,0.006981228313309557,0.011628477052436737,0.009931135499553621,0.016265703748711374,0.016983761370410206,0.011349137863393345,0.016448857126584247,0.09793443900732328,0.016378626407713138,0.02526974057256459,0.014065293546027266,0.012109695132553357,0.011143742987746244,0.013142676312957787,0.015539571409235356,0.010666578922240788,0.012951745733099347,0.013003353639150268,0.011004292963479788,0.004691912015836139,0.006201470007862842,0.010757709763112145,0.008735930513160663,0.01721367168844819,0.016897714647224796,0.0083716696529725,0.018553060143909155,0.08576167621712677,0.010925956351732253,0.021231665862486735,0.017035962688112426,0.0109407721530514,0.010748392771583761,0.013255138627747269,0.01244300166551903,0.00705382369033428,0.014692779160143324,0.013197295917322332,0.013371726951686097,0.016654066643556745
3d_movement_mean_z,0.01424742443656717,0.0686198769311406,0.011689086099495467,0.03273636293275972,0.013698952062376615,0.014475732814248252,0.011094974062378722,0.015077689989794725,0.03033561750997532,0.004393754048587512,0.02329791723347229,0.010225850875260158,0.009009112715262505,0.00889365537105831,0.012783254655711562,0.011637898850012257,0.009370448865175802,0.011070977936819885,0.006914220299537563,0.013472754361850406,0.01028782066868562,0.0830084888836543,0.011313723663562132,0.018086208043426845,0.01544724325527454,0.01156013138895688,0.010315796830786577,0.022003003737244956,0.026961100054867435,0.009743475343977898,0.020108815285232402,0.008793161395149796,0.0087590207345653,0.01021531678011765,0.015195293330949388,0.010329088472158916,0.0070919503104636735,0.013675938879981952,0.006763424571597069,0.011524751325401449,0.012394992435216292,0.06906470891147069,0.018395356357440818,0.014935287267863308,0.011962713093603155,0.014881303165660331,0.008343446963041741,0.02709411545238654,0.03969801467485722,0.00928675597417929,0.018578983643431208,0.010702524987865489,0.006188128871006956,0.014683500119263107,0.01349651574660247,0.010510576152148225,0.008099115455753297,0.011611620247367218,0.010448983375630572,0.012657277728607561,0.019612967185517024,0.05460572179530573,0.0214983665516114,0.0267276722102915,0.014223768175490857,0.01527731968868239,0.009434178701519268,0.02504287560931692,0.03643046548621672,0.010958953885958984,0.017177893310829508,0.009246184511127116,0.007098947929449592,0.014354070509432328,0.014540379743908476,0.012893581323655444,0.009771182397955644,0.011883308200912776,0.009558189628633208,0.012248218784820526,0.015684693078002437,0.05053402339072651,0.01634343570306512,0.027434705808649908,0.013585835027086449,0.011048744359709057,0.009095649672167298,0.028235125490721633,0.028570855768425895,0.00765169180956696,0.019767333077112377,0.011383136653506614,0.00838137309321752,0.011065442977795534,0.01676277528962343,0.010243808133938874,0.008593265725279967,0.010026751613547736,0.008664214352800825,0.013275167013311242,0.016861955092998267
location_idx,0.038883489092092834,0.04424384352405408,0.007152892796635066,0.0039524083186556185,0.018712768878938156,0.04179059466226856,0.009523052130683708,0.018308617670130613,0.027861948154258062,0.021022270895475138,0.03564394772577426,0.011402939622871438,0.005102794656885259,0.006837434430406918,0.008049799643169592,0.007218574265195985,0.006490996360472472,0.013094756875041434,0.010383698719051024,0.01553124392996936,0.045480006547238466,0.03362620589866195,0.008293357458915263,0.005223149075046294,0.018452116003624387,0.03133159425202687,0.010552742463605134,0.01696062523932374,0.022897694628622428,0.014710509617883658,0.03319129145587937,0.012303597225340688,0.005517192225861588,0.009803377111673985,0.007822779837671835,0.009088978106596328,0.008469972315828042,0.011484261933478603,0.01281523450736521,0.014481332623382763,0.045711069628746166,0.04580637312188842,0.0031712358744274555,0.003237924720257303,0.020866993509137427,0.03936494160369507,0.013356426841793693,0.01991455552805961,0.01437428830063805,0.014894959555248105,0.024643579952138252,0.012813152815827324,0.005144639945083974,0.007879207262822614,0.00747068792343828,0.006456899195634657,0.00836737406100661,0.012126468147375075,0.012490062747388382,0.015416663681881765,0.05078597788100917,0.04707388213921036,0.004101550519879943,0.005463598334047233,0.023677861007140855,0.031391647456061586,0.013419835702445237,0.01854361422083897,0.022417611400499325,0.009163000676246846,0.03854095002874619,0.013986182831846307,0.006949512340924988,0.005640787081883927,0.006560901671576394,0.008740907067001282,0.007348766038137845,0.012259990559726769,0.0129989757066516,0.015533328357144287,0.04591614743841512,0.04440731240809749,0.006089567447789932,0.00653657389028469,0.02682300747368114,0.02317085700908718,0.01633449986393774,0.022847815388309198,0.025375020627199305,0.020548213086239907,0.03063179699780617,0.011073171763029556,0.006551088894646962,0.006533023419728641,0.008558740657665636,0.007486081681778409,0.005990326157965557,0.01037667188165879,0.012071263886097212,0.013723428124028336,0.017228650844150106
2d_movement_mean_y,0.0037538949056890956,0.013555465215395213,0.008827388832426708,0.038061923881896956,0.015034881128658775,0.01765351309587631,0.028413295426353482,0.009868349309381538,0.03147785239711286,0.014423459525960141,0.04258437699579106,0.017820862899424663,0.010524138361751263,0.008206042710316367,0.009843297708396882,0.013922837270301629,0.022030266294735954,0.012780284897784423,0.014657111962821448,0.010417531222706089,0.0034074719440462327,0.012453784184745218,0.014998578412818075,0.03484387670832858,0.018638310583589623,0.014482075402384397,0.02138151428031668,0.00828787335844739,0.031836170661159374,0.01901412166054095,0.047781318601762844,0.013798264562581158,0.006365587289140756,0.009190545422479933,0.007944851701137753,0.010303875861407219,0.016702656688251473,0.010100141487871259,0.0092261038986074,0.01112090764675421,0.003473554814332976,0.014473818479084456,0.010296489602190343,0.02979349811707794,0.016970595156777544,0.01727023822039817,0.027003251778433643,0.011270996447929855,0.036994089633116706,0.021273726196538334,0.04811136213077806,0.012138875907753683,0.009596342885490076,0.010555552001003587,0.008912042466762637,0.015039150994148555,0.014422472323590972,0.010470518110559284,0.009983328878710711,0.011120096850337905,0.005260137388449329,0.01237784432954461,0.014772722401513162,0.036980053123065106,0.019164251938783485,0.018320754250198936,0.03617271454229938,0.010543420518725906,0.030553639942609942,0.027357570869691795,0.042573532241869175,0.014004140845097117,0.009592834502811913,0.008756196555811092,0.010418746000133136,0.01680853842808684,0.01678875097484889,0.012204980482675796,0.01145566359657102,0.009911663687225703,0.006104825314224064,0.010240593532764294,0.006218559086123225,0.032773542759993154,0.013315347022011027,0.01753338937572831,0.030811481435941514,0.015339875433066556,0.04234927256305702,0.021427478060091362,0.04883643823648555,0.01560079391024858,0.00936021798800208,0.010109320544779313,0.008894575435114628,0.01511859711267106,0.019546719686063616,0.010405098817196893,0.012193460493077386,0.010318610692656792,0.017254211595134752
Lounge_AP,0.03208286741021515,0.04014800484597075,0.008100886837629648,0.025586590846592303,0.0124505803747349,0.007642298123836301,0.02085773989024164,0.023374856576087275,0.009234453958299174,0.03963907596039236,0.01513224402863394,0.009835593911899611,0.011998795913628655,0.019202697775939036,0.017536373138938723,0.01890136270026387,0.008897720687832665,0.021089247257047732,0.009303722524725493,0.014787501381528276,0.034858813615056654,0.023285011854859414,0.0038583483550715687,0.03584335364553039,0.014041706320526117,0.006520578956832174,0.024525704568503132,0.02181360903427162,0.010281977755777856,0.0315450271544843,0.018091238476339117,0.011104044486841009,0.018744939242730074,0.021166391664559102,0.019602854689200703,0.011432527569617974,0.01400797834851097,0.02184943246800171,0.008765160894944663,0.013939797024062825,0.03136029987427914,0.0254146056473129,0.004772904354235274,0.02416315497189642,0.013673242220663719,0.007653678212598225,0.017463396991677878,0.029834536963331847,0.010529597793696648,0.025506022892006236,0.017454874620002694,0.009172977891085711,0.014413116242579339,0.019540517700973273,0.022371517431636623,0.018097284984138796,0.015122129643773739,0.02222719002807121,0.00684900409279739,0.013797949917436738,0.03314555997655077,0.035612887696637334,0.0051668182008796125,0.02022264330211153,0.014415085756944241,0.007948354924087374,0.025960818747370343,0.028569876991708768,0.009116147033689813,0.01974119746512819,0.01882788585156838,0.008134577067036025,0.01863458747919288,0.025369154093001244,0.024819748577338395,0.018703700204555508,0.01495195882783768,0.02155342510046399,0.00777414070750755,0.014662278092113646,0.033739797669791315,0.026704427953679173,0.0056573872575293865,0.034760657539045815,0.014440534768846457,0.007285183715049509,0.024018907953667144,0.02468162189103444,0.009691178625863193,0.020071976253006232,0.016592885897175787,0.010265459538007657,0.01547113504418764,0.024883521999905928,0.02274038295954376,0.017784824554947974,0.015882133890171596,0.017677057471674727,0.009186277676974245,0.014067370810967893,0.018194326823111465
Kitchen_AP,0.07826125927849242,0.019281595228274443,0.00699111503453688,0.02650083518605815,0.023679340966949604,0.013864006452350957,0.007723592499398959,0.005815421876548139,0.05202381056572984,0.0010867131205630296,0.044437310339900886,0.01055819228082969,0.00803427654036902,0.00833942774524531,0.008427350539768067,0.007829973540871175,0.007352276947097575,0.008163924625419147,0.008853074675437875,0.01547563496548135,0.06559052359776442,0.030283100569584404,0.003512938906321737,0.029573565652568745,0.022028433843930113,0.0156479301164754,0.005491853285182341,0.003901665661009398,0.04577507930734974,0.005664477022322841,0.04099267780931452,0.015171214412085673,0.00795598730592746,0.007431039861370614,0.006628683720689539,0.00879726520786954,0.004758690580485894,0.008560594523268902,0.008434446380172681,0.01709459849934726,0.08151863832045374,0.02439716912571471,0.0056658133500546515,0.028970299118204777,0.021787498437121917,0.014367691127509631,0.008090117632036261,0.011858441316876363,0.04126194247026493,0.00402772081564953,0.03895382493106387,0.011589111828792008,0.0051383150715200296,0.006296316756397295,0.004879701395236051,0.009133480361538632,0.006006078067562681,0.008792315338490484,0.010799753146855497,0.01798411156119733,0.08163067391252177,0.026589571360504986,0.011205536347552614,0.028173090263861996,0.019988531563342862,0.015230489243016804,0.007323199994906283,0.00662603906165391,0.048175892835458436,0.006370665555232164,0.043636537796645794,0.01697362410918292,0.007939829276282508,0.00624014537556402,0.007112997639299813,0.011040943506673236,0.007160353717028261,0.0074425254058331355,0.012558423636635042,0.01946168411670302,0.06704353415808609,0.028420018032625054,0.0032136104097379354,0.03339714444467002,0.025633139150331333,0.013381440359686964,0.01188258913880649,0.01233945434370434,0.04409344176607321,0.006544937127484143,0.03963470101893141,0.014424875081716144,0.005473232894961402,0.006393201262801789,0.0056328659558100205,0.007165671514314671,0.007432163867884141,0.006910463199379246,0.010236545320148416,0.018610446168435227,0.018362564687783925
2d_shape_mean_height,0.003165754288165826,0.0123759906042887,0.06730833262028127,0.009941804107074988,0.0131067112942414,0.011309322767582758,0.015763978408226385,0.039814412333348835,0.037425112542236294,0.002717624085477459,0.030501777868028122,0.011895206599749018,0.013938969081654118,0.016878639495991,0.01446378340250358,0.016724963300280088,0.01665071597783635,0.013150298898940841,0.014620433067423135,0.012422448839726909,0.004233030853264459,0.011691292596084701,0.07667410224452326,0.009329616427977954,0.011543429521707126,0.00906541643757595,0.015461590600322008,0.03754630481222418,0.034674282815222106,0.012901783455661533,0.02533910275592477,0.010604993289784115,0.013594590501688871,0.017200670313584868,0.012018086714684663,0.008081516426304695,0.011158443436911376,0.010785089884319601,0.010618210749705032,0.012539496883754322,0.004195302328241428,0.013090838198910899,0.08671298052658587,0.00726582115926431,0.009870442926476663,0.011724296952982391,0.008607756590273598,0.042466668269887035,0.049934778673836985,0.010507354043893942,0.025224799944028892,0.01005925369815122,0.011060059721759061,0.015147632883799113,0.015325163893379281,0.012803595350584661,0.014602775517337938,0.013120929992952647,0.010875984168499796,0.013820464134716612,0.005913962907506576,0.010878900554172772,0.11219635478723601,0.009303077846713368,0.010926572650193537,0.012310080957589046,0.014080704866173757,0.04076196164691809,0.040564028299238365,0.018703805140346908,0.029259157133487427,0.012142158821011564,0.01471508913373217,0.015947327696438147,0.01574478270588243,0.01691155507841539,0.016702182688912513,0.01697103052047993,0.015677819355211925,0.014290806431453085,0.004955404460946097,0.007179888896711211,0.08638071003055812,0.006490807282974174,0.010895460052161847,0.011148554422500538,0.013831271339300111,0.04761590347616554,0.048956077110832004,0.015228195062103116,0.029978970259586988,0.00958115218948003,0.01728875033685622,0.013518160956650482,0.014493070828891803,0.014070999009037603,0.013586223648047667,0.012755892927576123,0.015318653839065777,0.011996175938813207,0.019649259105692166
xz_corr,0.0133269124040449,0.016066018100374058,0.012230736483049677,0.012030411058094477,0.01846098380735076,0.019163508306117474,0.022273156150460775,0.01050293650025916,0.009585148101258845,0.026204192308295415,0.014407833161619695,0.03466984654593362,0.03217548995693684,0.023659314565458764,0.023338502508290778,0.026666932417595386,0.027295257096915458,0.027784575583980006,0.03931394689777937,0.02467483666288248,0.018701243163400674,0.02005565026157362,0.009880854810485413,0.01691894910134923,0.019680913347141123,0.020563173845699625,0.018226697100801412,0.010320289691964699,0.009272634166648813,0.02139744317857855,0.015246585792502034,0.032223520517948995,0.03034192704029516,0.02990011231228431,0.026377164411187152,0.02886040040738027,0.02368949150855532,0.02577005388089241,0.03674005323132035,0.02621325939517004,0.018147581391290274,0.02068540541963535,0.013099330617761952,0.014130707292469786,0.019267729386578416,0.01822002573435675,0.017771279522535478,0.008819254376128922,0.00825258235251688,0.02043739733605612,0.014951993274513119,0.028179172006414444,0.028301775769982388,0.024513809316324527,0.021602470700070906,0.028552852064309738,0.024857609438171332,0.027540014732086886,0.03514850869807304,0.025407190809299117,0.01964245364793904,0.019715824044075805,0.014684690563483033,0.007393007610638141,0.018112730842012623,0.017242325871007668,0.02007949930715131,0.008398985903890512,0.007507330633117239,0.01876693483129271,0.015689046478162032,0.03326638500925851,0.030429315113302848,0.028234156716502992,0.02277396317386109,0.02601302216686641,0.02086425431695568,0.02893204440626824,0.03648710082900089,0.02646890936195566,0.016696923790622254,0.018636990152824783,0.014834041366652284,0.013597382327155351,0.019628592784822926,0.020204338452352467,0.02649163883132461,0.009973669677010064,0.009582843399889658,0.017952247177765848,0.016172083731521326,0.03102725574072971,0.02610908551678621,0.027733389648149122,0.02171964660299992,0.026504207387849327,0.02193420023831659,0.024269670853116918,0.036506432489817754,0.026363626447028072,0.021387378934639295
yz_corr,0.02121820667731113,0.019384778004112136,0.011443408145802945,0.013914310919053992,0.017118646812789743,0.01607865051694728,0.018379147692785546,0.010696706290002314,0.008562422657652086,0.026687581081670905,0.0135688603218666,0.03645189101772911,0.030519442756440154,0.020343565825996862,0.023661608699127114,0.027935279158684042,0.02071019147136063,0.02799742972465903,0.032329820940825954,0.024400985046984108,0.02884363948536726,0.018497390884135753,0.009876081181265612,0.013862703064828934,0.018594817839024676,0.016592745296003353,0.020314208641289747,0.009944484605527807,0.007996308379102765,0.02376863025591028,0.015272412719206908,0.030755418526512493,0.039801437630754194,0.024555154579174326,0.022133814673599282,0.029592747470872215,0.025680266178166555,0.029133489913978274,0.03506826257016169,0.027595392947114848,0.0234329592133134,0.018186398043468065,0.006466723718236146,0.016272065333092472,0.01770561759828217,0.014490859312288475,0.01867876112106994,0.00977424043786273,0.0077851560048553614,0.027505361416939073,0.015215425720712456,0.03453132262919356,0.03515752025567168,0.01733026462371037,0.02414448235970957,0.025181393820420558,0.026921132352425388,0.029015826594650105,0.03304204485315482,0.027499523952899813,0.01700572475346425,0.025652441856820463,0.011035546012784954,0.014207981373408089,0.01842641605521758,0.013628690240739339,0.0211124965154069,0.01069669820307894,0.008108599603675812,0.020365330189145752,0.015055895779552632,0.03237420453547143,0.03341962681671534,0.020970375376124138,0.01831503842155524,0.02304858866815642,0.02418692395813056,0.02793950123823314,0.030148956892462955,0.025416317637458028,0.022368621963920966,0.020394461641468013,0.01080996525534879,0.01107584071273059,0.018967631426716935,0.016142285593361817,0.026410997405650716,0.011935262466497142,0.008522382085015176,0.02420305475529137,0.01584673146520879,0.032180559147728646,0.024223481095157706,0.02221036457433465,0.025281791959909955,0.02588197108038576,0.022959648475140922,0.03367637779032466,0.03363067729292312,0.025053198403589834,0.021405100786840624
