start,end,x_mean,y_mean,z_mean,label
124.0,125.0,-0.907,0.093,0.265,p_stand
125.0,126.0,-0.922,0.172,0.285,p_stand
126.0,127.0,-0.898,0.188,0.31,p_stand
127.0,128.0,-0.907,0.238,0.147,p_stand
128.0,129.0,-0.873,0.193,0.412,p_stand
129.0,130.0,-0.889,0.194,0.328,p_stand
130.0,131.0,-0.888,0.217,0.336,p_stand
131.0,132.0,-0.888,0.196,0.346,p_stand
132.0,133.0,-0.889,0.204,0.344,p_stand
133.0,134.0,-0.886,0.205,0.345,p_stand
134.0,135.0,-0.886,0.215,0.347,p_stand
135.0,136.0,-0.911,0.199,0.318,p_stand
136.0,137.0,-0.786,0.537,0.386,p_stand
137.0,138.0,-0.915,0.167,0.332,p_stand
138.0,139.0,-0.883,0.19,0.368,p_stand
139.0,140.0,-0.885,0.25,0.322,p_stand
140.0,141.0,-0.885,0.212,0.346,p_stand
141.0,142.0,-0.881,0.25,0.345,p_stand
142.0,143.0,-0.877,0.236,0.345,p_stand
143.0,144.0,-0.879,0.238,0.339,p_stand
144.0,145.0,-0.884,0.236,0.336,p_stand
145.0,146.0,-0.862,0.185,0.273,p_stand
146.0,147.0,-0.911,0.081,0.014,p_stand
147.0,148.0,-0.952,0.06,0.012,p_stand
148.0,149.0,-0.901,0.058,0.021,p_stand
149.0,150.0,,,,p_stand
150.0,151.0,-1.018,0.09,0.114,p_stand
151.0,152.0,-0.82,0.211,0.286,p_stand
152.0,153.0,-0.897,0.212,0.309,p_stand
153.0,154.0,-0.897,0.21,0.298,p_stand
154.0,155.0,-0.893,0.209,0.308,p_stand
155.0,156.0,-0.892,0.212,0.303,p_stand
156.0,157.0,-0.893,0.209,0.305,p_stand
157.0,158.0,-0.901,0.213,0.238,p_stand
158.0,159.0,-0.884,0.095,0.28,p_stand
159.0,160.0,-0.986,0.061,0.186,p_stand
160.0,161.0,-0.934,0.114,0.106,p_stand
161.0,162.0,-0.937,0.09,0.097,p_stand
162.0,163.0,-0.941,0.075,0.096,p_stand
163.0,164.0,-1.026,0.015,0.131,p_stand
164.0,165.0,-0.811,0.141,0.258,p_stand
165.0,166.0,-0.895,0.227,0.282,p_stand
166.0,167.0,-0.902,0.216,0.276,p_stand
167.0,168.0,-0.901,0.22,0.276,p_stand
168.0,169.0,-0.895,0.22,0.282,p_stand
169.0,170.0,-0.898,0.219,0.288,p_stand
170.0,171.0,-0.907,0.257,0.164,p_stand
171.0,172.0,-0.839,0.404,0.354,p_stand
172.0,173.0,,,,p_stand
173.0,174.0,,,,p_stand
174.0,175.0,,,,p_stand
175.0,176.0,,,,p_stand
176.0,177.0,,,,p_stand
177.0,178.0,,,,p_stand
178.0,179.0,,,,p_stand
179.0,180.0,-0.784,-0.005,0.22,p_stand
180.0,181.0,-0.738,0.318,0.632,p_stand
181.0,182.0,,,,p_stand
182.0,183.0,,,,p_stand
183.0,184.0,-0.334,0.209,0.943,p_stand
184.0,185.0,-0.37,0.161,0.944,p_stand
185.0,186.0,-0.11,0.329,0.997,p_stand
186.0,187.0,0.011,0.384,0.961,p_stand
187.0,188.0,-0.126,0.69,0.804,p_stand
188.0,189.0,-0.121,0.683,0.749,p_stand
189.0,190.0,-0.122,0.694,0.752,p_stand
190.0,191.0,-0.382,0.492,0.721,p_stand
191.0,192.0,-0.575,0.046,0.883,p_stand
192.0,193.0,-0.3,0.149,0.946,p_stand
193.0,194.0,-0.356,0.313,1.019,p_stand
194.0,195.0,-0.415,0.303,0.902,p_stand
195.0,196.0,-0.42,0.309,0.908,p_stand
196.0,197.0,-0.415,0.307,0.912,p_stand
197.0,198.0,-0.35,0.328,0.934,p_stand
198.0,199.0,-0.741,0.281,0.191,p_stand
199.0,200.0,-0.664,0.32,0.327,p_stand
200.0,201.0,-0.413,0.451,0.823,p_stand
201.0,202.0,-0.369,0.51,0.824,p_stand
202.0,203.0,-0.368,0.512,0.821,p_stand
203.0,204.0,-0.367,0.509,0.824,p_stand
204.0,205.0,-0.37,0.502,0.824,p_stand
205.0,206.0,-0.649,0.504,0.479,p_stand
206.0,207.0,-0.848,0.258,0.256,p_stand
207.0,208.0,-0.573,0.613,0.405,p_stand
208.0,209.0,-0.682,0.536,0.384,p_stand
209.0,210.0,-0.904,0.252,0.22,p_stand
210.0,211.0,-0.883,0.264,0.333,p_stand
211.0,212.0,-0.896,0.247,0.266,p_stand
212.0,213.0,-0.897,0.228,0.282,p_stand
213.0,214.0,-0.895,0.226,0.277,p_stand
214.0,215.0,-0.897,0.225,0.276,p_stand
215.0,216.0,-0.895,0.231,0.28,p_stand
216.0,217.0,-0.892,0.228,0.281,p_stand
217.0,218.0,-0.888,0.231,0.283,p_stand
218.0,219.0,-0.865,0.23,0.323,p_stand
219.0,220.0,-0.823,0.32,0.238,p_stand
220.0,221.0,-0.985,0.121,0.1,p_stand
221.0,222.0,-0.936,0.118,-0.04,p_stand
222.0,223.0,-0.996,0.092,0.03,p_stand
223.0,224.0,-0.838,0.16,0.314,p_stand
224.0,225.0,-0.849,0.281,0.349,p_stand
225.0,226.0,-0.896,0.225,0.277,p_stand
226.0,227.0,-0.899,0.217,0.274,p_stand
227.0,228.0,-0.82,0.199,0.272,p_stand
228.0,229.0,-0.976,0.04,0.247,p_stand
229.0,230.0,-0.963,0.027,0.092,p_stand
230.0,231.0,-0.937,0.023,0.006,p_stand
231.0,232.0,-0.931,0.031,-0.007,p_stand
232.0,233.0,-1.001,0.027,0.14,p_stand
233.0,234.0,-0.865,0.134,0.274,p_stand
234.0,235.0,-0.886,0.259,0.289,p_stand
235.0,236.0,-0.894,0.243,0.255,p_stand
236.0,237.0,-0.896,0.245,0.261,p_stand
237.0,238.0,-0.92,0.221,0.19,p_stand
238.0,239.0,-0.833,0.46,0.343,p_stand
239.0,240.0,-0.852,0.305,0.236,p_stand
240.0,241.0,-0.768,0.423,0.523,p_stand
241.0,242.0,-0.585,0.279,0.774,p_stand
242.0,243.0,-0.555,0.318,0.808,p_stand
243.0,244.0,-0.586,0.364,0.785,p_stand
244.0,245.0,-0.556,0.266,0.765,p_stand
245.0,246.0,-0.264,0.083,1.023,p_stand
246.0,247.0,-0.15,0.337,0.988,p_stand
247.0,248.0,-0.155,0.366,0.977,p_stand
248.0,249.0,-0.142,0.413,0.956,p_stand
249.0,250.0,-0.021,0.359,1.007,p_stand
250.0,251.0,0.367,0.476,0.848,p_stand
251.0,252.0,0.342,0.358,0.878,p_stand
252.0,253.0,0.359,0.652,0.778,p_stand
253.0,254.0,0.707,0.073,0.173,p_stand
254.0,255.0,0.924,-0.093,-0.124,p_stand
255.0,256.0,0.857,0.14,0.237,p_stand
256.0,257.0,0.54,0.046,0.769,p_stand
257.0,258.0,0.601,-0.251,0.841,p_stand
258.0,259.0,0.599,-0.316,0.795,p_stand
259.0,260.0,0.654,-0.179,0.799,p_stand
260.0,261.0,0.213,0.15,0.885,p_stand
261.0,262.0,-0.021,0.278,1.05,p_stand
262.0,263.0,-0.368,0.161,0.828,p_stand
263.0,264.0,-0.48,0.205,0.9,p_stand
264.0,265.0,-0.461,0.288,0.891,p_stand
265.0,266.0,-0.431,0.317,0.896,p_stand
266.0,267.0,-0.423,0.335,0.895,p_stand
267.0,268.0,-0.39,0.332,0.901,p_stand
268.0,269.0,-0.676,0.43,0.587,p_stand
269.0,270.0,-0.798,0.231,0.33,p_stand
270.0,271.0,-0.891,0.277,0.281,p_stand
271.0,272.0,-0.938,0.218,0.324,p_stand
272.0,273.0,-0.882,0.23,0.321,p_stand
273.0,274.0,-0.888,0.246,0.309,p_stand
274.0,275.0,-0.884,0.267,0.277,p_stand
275.0,276.0,-0.892,0.244,0.279,p_stand
276.0,277.0,-0.898,0.24,0.276,p_stand
277.0,278.0,-0.807,0.304,0.312,p_stand
278.0,279.0,-1.001,0.08,0.008,p_stand
279.0,280.0,-0.954,0.073,-0.029,p_stand
280.0,281.0,-0.942,0.085,-0.025,p_stand
281.0,282.0,-0.917,0.062,0.051,p_stand
282.0,283.0,-0.86,0.171,0.234,p_stand
283.0,284.0,-0.866,0.247,0.308,p_stand
284.0,285.0,-0.905,0.244,0.23,p_stand
285.0,286.0,-0.897,0.224,0.249,p_stand
286.0,287.0,-0.794,0.186,0.208,p_stand
287.0,288.0,-1.078,-0.157,0.136,p_stand
288.0,289.0,-0.934,-0.089,0.023,p_stand
289.0,290.0,-0.927,-0.099,-0.034,p_stand
290.0,291.0,-0.928,-0.086,-0.026,p_stand
291.0,292.0,-0.937,-0.047,0.072,p_stand
292.0,293.0,-1.04,-0.046,0.185,p_stand
293.0,294.0,-0.799,-0.045,0.326,p_stand
294.0,295.0,-0.876,0.18,0.382,p_stand
295.0,296.0,-0.901,0.25,0.272,p_stand
296.0,297.0,-0.898,0.224,0.275,p_stand
297.0,298.0,-0.897,0.223,0.264,p_stand
298.0,299.0,-0.948,0.185,0.093,p_stand
299.0,300.0,-0.925,0.298,0.281,p_stand
300.0,301.0,-0.889,0.232,0.128,p_stand
301.0,302.0,-0.864,0.301,0.396,p_stand
302.0,303.0,-0.439,0.379,0.769,p_stand
303.0,304.0,-0.393,0.352,0.901,p_stand
304.0,305.0,-0.396,0.368,0.896,p_stand
305.0,306.0,-0.409,0.429,0.878,p_stand
306.0,307.0,-0.291,0.237,0.966,p_stand
307.0,308.0,-0.064,0.277,1.024,p_stand
308.0,309.0,-0.066,0.317,1.009,p_stand
309.0,310.0,-0.069,0.323,1.003,p_stand
310.0,311.0,-0.057,0.329,1.002,p_stand
311.0,312.0,-0.06,0.34,1.018,p_stand
312.0,313.0,0.042,0.386,0.97,p_stand
313.0,314.0,0.33,0.442,0.925,p_stand
314.0,315.0,0.306,0.486,0.868,p_stand
315.0,316.0,0.217,0.416,0.924,p_stand
316.0,317.0,0.126,0.338,0.998,p_stand
317.0,318.0,0.139,0.334,0.989,p_stand
318.0,319.0,-0.113,0.534,0.8,p_stand
319.0,320.0,-0.302,0.058,0.975,p_stand
320.0,321.0,-0.312,-0.035,1.002,p_stand
321.0,322.0,,,,p_stand
322.0,323.0,,,,p_stand
323.0,324.0,,,,p_stand
324.0,325.0,,,,p_stand
325.0,326.0,-0.39,-0.032,0.884,p_stand
326.0,327.0,-0.843,0.279,0.482,p_stand
327.0,328.0,-0.514,0.264,0.912,p_stand
328.0,329.0,-0.409,0.325,0.906,p_stand
329.0,330.0,-0.389,0.346,0.897,p_stand
330.0,331.0,-0.39,0.349,0.905,p_stand
331.0,332.0,-0.393,0.346,0.888,p_stand
332.0,333.0,-0.796,0.413,0.342,p_stand
333.0,334.0,-0.892,0.246,0.284,p_stand
334.0,335.0,-0.855,0.298,0.24,p_stand
335.0,336.0,-0.894,0.216,0.31,p_stand
336.0,337.0,-0.891,0.221,0.305,p_stand
337.0,338.0,-0.895,0.219,0.295,p_stand
338.0,339.0,-0.894,0.221,0.298,p_stand
339.0,340.0,-0.881,0.219,0.313,p_stand
340.0,341.0,-0.804,0.283,0.275,p_stand
341.0,342.0,-0.991,0.044,-0.034,p_stand
342.0,343.0,-0.966,0.07,-0.053,p_stand
343.0,344.0,-0.918,0.057,-0.032,p_stand
344.0,345.0,-1.014,0.072,0.013,p_stand
345.0,346.0,-0.814,0.234,0.258,p_stand
346.0,347.0,-0.894,0.24,0.273,p_stand
347.0,348.0,-0.901,0.232,0.257,p_stand
348.0,349.0,-0.888,0.22,0.256,p_stand
349.0,350.0,-0.895,0.22,0.247,p_stand
350.0,351.0,-0.86,0.075,0.162,p_stand
351.0,352.0,-0.998,-0.016,0.12,p_stand
352.0,353.0,-0.941,-0.022,0.038,p_stand
353.0,354.0,-0.933,0.0,-0.055,p_stand
354.0,355.0,-0.926,0.004,-0.081,p_stand
355.0,356.0,-1.025,-0.05,0.041,p_stand
356.0,357.0,-0.824,0.079,0.275,p_stand
357.0,358.0,-0.893,0.228,0.318,p_stand
358.0,359.0,-0.898,0.212,0.281,p_stand
359.0,360.0,-0.899,0.216,0.275,p_stand
360.0,361.0,-0.897,0.223,0.264,p_stand
361.0,362.0,-0.902,0.251,0.117,p_stand
362.0,363.0,-0.92,0.303,0.325,p_stand
363.0,364.0,-0.889,0.041,0.008,p_stand
364.0,365.0,-0.936,0.072,0.286,p_stand
365.0,366.0,-0.723,0.117,0.699,p_stand
366.0,367.0,-0.756,0.186,0.642,p_stand
367.0,368.0,-0.728,0.148,0.59,p_stand
368.0,369.0,-0.703,0.587,0.479,p_stand
369.0,370.0,0.036,0.525,0.847,p_stand
370.0,371.0,0.222,0.501,0.898,p_stand
371.0,372.0,0.209,0.492,0.903,p_stand
372.0,373.0,0.216,0.478,0.917,p_stand
373.0,374.0,0.102,0.843,0.463,p_stand
374.0,375.0,-0.023,0.855,0.539,p_stand
375.0,376.0,-0.069,0.848,0.537,p_stand
376.0,377.0,-0.074,0.859,0.524,p_stand
377.0,378.0,-0.129,0.91,0.499,p_stand
378.0,379.0,0.119,0.605,0.696,p_stand
379.0,380.0,0.238,0.39,0.976,p_stand
380.0,381.0,0.179,0.304,1.01,p_stand
381.0,382.0,0.178,0.311,1.003,p_stand
382.0,383.0,0.27,0.156,1.022,p_stand
383.0,384.0,0.271,0.149,1.018,p_stand
384.0,385.0,0.292,0.15,1.035,p_stand
385.0,386.0,0.558,0.294,0.702,p_stand
386.0,387.0,0.004,0.665,0.749,p_stand
387.0,388.0,-0.367,0.325,0.878,p_stand
388.0,389.0,-0.375,0.483,0.833,p_stand
389.0,390.0,-0.446,0.439,0.819,p_stand
390.0,391.0,-0.433,0.442,0.837,p_stand
391.0,392.0,-0.571,0.537,0.546,p_stand
392.0,393.0,-0.832,0.258,0.281,p_stand
393.0,394.0,-0.889,0.295,0.233,p_stand
394.0,395.0,-0.898,0.24,0.282,p_stand
395.0,396.0,-0.892,0.243,0.283,p_stand
396.0,397.0,-0.895,0.238,0.286,p_stand
397.0,398.0,-0.895,0.231,0.274,p_stand
398.0,399.0,-0.89,0.236,0.275,p_stand
399.0,400.0,-0.878,0.223,0.311,p_stand
400.0,401.0,-0.917,0.256,0.25,p_stand
401.0,402.0,-0.829,0.168,0.176,p_stand
402.0,403.0,-1.012,0.065,-0.002,p_stand
403.0,404.0,-0.929,0.075,-0.016,p_stand
404.0,405.0,-0.976,0.071,0.001,p_stand
405.0,406.0,-0.862,0.193,0.165,p_stand
406.0,407.0,-0.884,0.285,0.334,p_stand
407.0,408.0,-0.847,0.3,0.289,p_stand
408.0,409.0,-0.896,0.226,0.294,p_stand
409.0,410.0,-0.887,0.224,0.281,p_stand
410.0,411.0,-0.865,0.072,0.226,p_stand
411.0,412.0,-1.004,0.004,0.145,p_stand
412.0,413.0,-0.937,0.02,-0.005,p_stand
413.0,414.0,-0.925,0.032,-0.06,p_stand
414.0,415.0,-0.928,0.041,-0.079,p_stand
415.0,416.0,-1.03,0.042,-0.022,p_stand
416.0,417.0,-0.829,0.108,0.211,p_stand
417.0,418.0,-0.886,0.234,0.321,p_stand
418.0,419.0,-0.89,0.218,0.317,p_stand
419.0,420.0,-0.894,0.22,0.304,p_stand
420.0,421.0,-0.892,0.22,0.307,p_stand
421.0,422.0,-0.925,0.191,0.23,p_stand
422.0,423.0,-0.847,0.24,0.275,p_stand
423.0,424.0,-0.881,0.292,0.056,p_stand
424.0,425.0,-0.711,0.458,0.41,p_stand
425.0,426.0,-0.291,0.368,0.931,p_stand
426.0,427.0,-0.292,0.427,0.904,p_stand
427.0,428.0,-0.26,0.475,0.907,p_stand
428.0,429.0,-0.29,0.413,0.69,p_stand
429.0,430.0,-0.248,0.959,0.527,p_stand
430.0,431.0,,,,p_stand
431.0,432.0,,,,p_stand
432.0,433.0,,,,p_stand
433.0,434.0,,,,p_stand
434.0,435.0,,,,p_stand
435.0,436.0,0.038,0.88,0.514,p_stand
436.0,437.0,0.024,0.855,0.535,p_stand
437.0,438.0,0.02,0.859,0.526,p_stand
438.0,439.0,0.021,0.863,0.512,p_stand
439.0,440.0,0.053,0.863,0.529,p_stand
440.0,441.0,0.144,0.749,0.694,p_stand
441.0,442.0,0.058,0.007,1.061,p_stand
442.0,443.0,0.036,0.02,1.075,p_stand
443.0,444.0,0.036,0.013,1.077,p_stand
444.0,445.0,,,,p_stand
445.0,446.0,0.217,-0.088,0.876,p_stand
446.0,447.0,-0.014,0.679,0.7,p_stand
447.0,448.0,0.066,0.621,-0.206,p_stand
448.0,449.0,0.458,0.875,-0.112,p_stand
449.0,450.0,0.642,0.339,0.74,p_stand
450.0,451.0,0.715,0.051,0.734,p_stand
451.0,452.0,0.737,-0.063,0.722,p_stand
452.0,453.0,0.811,-0.063,0.726,p_stand
453.0,454.0,0.717,-0.039,0.588,p_stand
454.0,455.0,0.824,0.597,0.4,p_stand
455.0,456.0,0.763,-0.058,0.565,p_stand
456.0,457.0,0.335,0.298,0.519,p_stand
457.0,458.0,-0.815,0.447,0.245,p_stand
458.0,459.0,-0.877,0.287,0.286,p_stand
459.0,460.0,-0.885,0.269,0.251,p_stand
460.0,461.0,-0.89,0.285,0.259,p_stand
461.0,462.0,-0.837,0.505,0.133,p_stand
462.0,463.0,-0.813,0.378,0.337,p_stand
463.0,464.0,-0.882,0.261,0.317,p_stand
464.0,465.0,-0.923,0.155,0.278,p_stand
465.0,466.0,-0.882,0.119,0.337,p_stand
466.0,467.0,-0.722,0.596,0.24,p_stand
467.0,468.0,-0.811,0.334,0.35,p_stand
468.0,469.0,-0.914,0.184,0.289,p_stand
469.0,470.0,-0.868,0.208,0.36,p_stand
470.0,471.0,-0.852,0.373,0.28,p_stand
471.0,472.0,-0.848,0.393,0.311,p_stand
472.0,473.0,-0.871,0.356,0.242,p_stand
473.0,474.0,-0.88,0.335,0.34,p_stand
474.0,475.0,0.106,0.553,0.686,p_stand
475.0,476.0,0.648,0.342,0.728,p_stand
476.0,477.0,0.631,0.275,0.74,p_stand
477.0,478.0,0.42,0.386,0.783,p_stand
478.0,479.0,-0.448,0.574,0.673,p_stand
479.0,480.0,-0.858,0.377,0.395,p_stand
480.0,481.0,-0.899,0.285,0.346,p_stand
481.0,482.0,-0.867,0.311,0.303,p_stand
482.0,483.0,-0.905,0.149,0.323,p_stand
483.0,484.0,-0.644,0.43,0.512,p_stand
484.0,485.0,-0.239,0.739,0.694,p_stand
485.0,486.0,-0.268,0.703,0.698,p_stand
486.0,487.0,-0.201,0.732,0.698,p_stand
487.0,488.0,0.006,0.711,0.718,p_stand
488.0,489.0,-0.002,0.859,0.566,p_stand
489.0,490.0,0.021,0.835,0.552,p_stand
490.0,491.0,0.013,0.851,0.516,p_stand
491.0,492.0,0.012,0.905,0.431,p_stand
492.0,493.0,0.006,0.882,0.458,p_stand
493.0,494.0,0.007,0.918,0.388,p_stand
494.0,495.0,0.024,0.805,0.51,p_stand
495.0,496.0,-0.043,0.462,0.871,p_stand
496.0,497.0,-0.264,0.592,0.787,p_stand
497.0,498.0,-0.319,0.722,0.588,p_stand
498.0,499.0,-0.568,0.526,0.685,p_stand
499.0,500.0,-0.738,0.468,0.548,p_stand
500.0,501.0,-0.559,0.576,0.594,p_stand
501.0,502.0,-0.643,0.343,0.704,p_stand
502.0,503.0,-0.554,0.666,0.303,p_stand
503.0,504.0,-0.289,0.708,-0.468,p_stand
504.0,505.0,-0.224,0.865,-0.32,p_stand
505.0,506.0,0.066,0.807,0.326,p_stand
506.0,507.0,0.42,0.581,0.68,p_stand
507.0,508.0,0.205,0.763,0.654,p_stand
508.0,509.0,0.325,0.857,-0.213,p_stand
509.0,510.0,0.181,0.868,0.272,p_stand
510.0,511.0,0.099,0.857,-0.31,p_stand
511.0,512.0,-0.106,0.817,0.095,p_stand
512.0,513.0,-0.509,0.64,0.579,p_stand
513.0,514.0,-0.458,0.822,0.115,p_stand
514.0,515.0,-0.53,0.748,-0.256,p_stand
515.0,516.0,-0.318,0.868,-0.168,p_stand
516.0,517.0,0.046,0.713,0.623,p_stand
517.0,518.0,0.148,0.818,0.656,p_stand
518.0,519.0,0.027,0.545,0.779,p_stand
519.0,520.0,-0.329,0.643,0.665,p_stand
520.0,521.0,-0.471,0.793,0.52,p_stand
521.0,522.0,-0.107,0.363,0.77,p_stand
522.0,523.0,-0.367,0.766,0.684,p_stand
523.0,524.0,-0.352,0.753,0.544,p_stand
524.0,525.0,-0.32,0.62,0.739,p_stand
525.0,526.0,-0.308,0.677,0.7,p_stand
526.0,527.0,-0.289,0.688,0.694,p_stand
527.0,528.0,-0.222,0.732,0.672,p_stand
528.0,529.0,-0.126,0.742,0.665,p_stand
529.0,530.0,-0.015,0.741,0.717,p_stand
530.0,531.0,-0.216,0.678,0.738,p_stand
531.0,532.0,-0.314,0.683,0.686,p_stand
532.0,533.0,-0.256,0.714,0.684,p_stand
533.0,534.0,-0.163,0.753,0.675,p_stand
534.0,535.0,-0.063,0.843,0.54,p_stand
535.0,536.0,-0.405,0.115,0.908,p_stand
536.0,537.0,-0.347,-0.122,0.987,p_stand
537.0,538.0,-0.349,0.409,0.831,p_stand
538.0,539.0,-0.454,0.484,0.806,p_stand
539.0,540.0,-0.379,-0.054,0.962,p_stand
540.0,541.0,-0.255,0.649,0.706,p_stand
541.0,542.0,-0.307,0.791,0.542,p_stand
542.0,543.0,-0.491,0.649,0.519,p_stand
543.0,544.0,-0.765,0.434,0.486,p_stand
544.0,545.0,-0.73,0.508,0.426,p_stand
545.0,546.0,-0.746,0.437,0.463,p_stand
546.0,547.0,-0.536,0.563,0.593,p_stand
547.0,548.0,-0.333,0.61,0.729,p_stand
548.0,549.0,-0.291,0.608,0.75,p_stand
549.0,550.0,-0.067,0.774,0.674,p_stand
550.0,551.0,0.026,0.868,0.504,p_stand
551.0,552.0,-0.016,0.852,0.509,p_stand
552.0,553.0,-0.034,0.861,0.531,p_stand
553.0,554.0,-0.026,0.87,0.516,p_stand
554.0,555.0,-0.083,0.821,0.585,p_stand
555.0,556.0,-0.16,0.75,0.656,p_stand
556.0,557.0,-0.094,0.852,0.548,p_stand
557.0,558.0,0.156,0.871,0.426,p_stand
