start,end,location_idx,AP_vector,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
40.0,41.0,5,"[0.0, 0.25301, 0.0, 0.0]",0.39341,0.22136,0.70094,0.08167,0.40459,0.70731,0.12708,0.72467,0.0882,0.11899,0.55869,0.88899,0.4218,0.16647,0.338,0.60072,0.21405,0.10806,0.89304,0.3883,0.51493,0.14323,0.81128,0.88473,0.27698,0.60366,0.8777,0.49067,0.08493,0.32565,0.42344,0.20164,0.35656,0.70339,0.16831,0.04579,0.17075,0.5211,0.16779,0.30417,0.64513,0.13098,0.55066,0.53058,0.05738,"[0.0, 0.0, 0.35, 0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
41.0,42.0,5,"[0.0, 0.26177, 0.0, 0.0]",0.26521,0.28872,0.06961,0.3177,0.30572,0.64915,0.11024,0.03505,0.25192,0.20726,0.62907,0.90015,0.11398,0.2241,0.35572,0.61841,0.04971,0.14429,0.82073,0.45078,0.53998,0.30353,0.72381,0.82637,0.81225,0.75568,0.48712,0.68603,0.0883,0.21972,0.44312,0.15752,0.39897,0.75736,0.10441,0.07808,0.18032,0.54411,0.12142,0.31825,0.65013,0.14856,0.28521,0.3398,0.36037,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
42.0,43.0,5,"[0.0, 0.23877, 0.0, 0.0]",0.27362,0.32471,0.08427,0.13185,0.31282,0.62464,0.10904,0.06934,0.10812,0.06453,0.59249,0.90345,0.06166,0.1704,0.33207,0.61827,0.02885,0.12084,1.0,0.43344,0.50735,0.27649,1.0,0.87841,0.77937,0.98124,0.83872,0.9759,0.0982,0.24706,0.44858,0.12569,0.34433,0.73635,0.12929,0.0654,0.13278,0.50986,0.10487,0.27451,0.60827,0.09393,0.46742,0.25293,0.21449,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
43.0,44.0,5,"[0.0, 0.25739, 0.0, 0.0]",0.28946,0.32359,0.08768,0.29737,0.32368,0.62571,0.1127,0.05923,0.2423,0.13122,0.58464,0.88724,0.21258,0.22881,0.33156,0.62045,0.0848,0.14935,0.88443,0.51753,0.5345,0.46618,0.82379,0.81615,0.97281,1.0,0.54216,1.0,0.10168,0.1256,0.52017,0.12835,0.47236,0.77878,0.07905,0.12828,0.19652,0.53127,0.16357,0.34238,0.56204,0.1787,0.20184,0.35763,0.48023,"[0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44.0,45.0,5,"[0.0, 0.33625, 0.0, 0.0]",0.29563,0.27054,0.03752,0.05613,0.32807,0.66471,0.11345,0.02954,0.04527,0.04013,0.52617,0.95718,0.05969,0.01727,0.29615,0.58855,0.03691,0.01984,0.87596,0.44914,0.54508,0.03016,0.78114,0.90175,0.04028,0.46299,0.96025,0.3099,0.02862,0.21972,0.45022,0.04851,0.33128,0.78207,0.07514,0.0103,0.17378,0.54571,0.03042,0.25238,0.72323,0.0663,0.31248,0.61569,0.2949,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45.0,46.0,5,"[0.0, 0.30559, 0.0, 0.0]",0.2768,0.26027,0.05961,0.01815,0.31425,0.67099,0.11101,0.06389,0.01797,0.02997,0.5723,0.95888,0.09182,0.001,0.32219,0.59142,0.0555,0.01592,0.87939,0.42567,0.54293,0.01267,0.78719,0.9037,0.02196,0.46694,0.98471,0.31497,0.01416,0.26059,0.42399,0.03002,0.29214,0.77795,0.08002,0.01021,0.16988,0.54036,0.02275,0.25238,0.73198,0.0663,0.78734,0.34555,0.57218,"[0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15]"
46.0,47.0,5,"[0.0, 0.24096, 0.0, 0.0]",0.26676,0.25221,0.05588,0.02084,0.30339,0.67935,0.11674,0.06198,0.02114,0.02874,0.68032,0.95052,0.18204,0.04734,0.39989,0.58671,0.1016,0.05604,0.88177,0.41161,0.50515,0.01884,0.79139,0.90175,0.03017,0.46792,0.97019,0.31624,0.01916,0.28507,0.40268,0.0548,0.30029,0.76518,0.09514,0.01182,0.10125,0.50612,0.02902,0.23981,0.71136,0.0506,0.77123,0.75797,0.82635,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
47.0,48.0,5,"[0.0, 0.12377, 0.0, 0.91238]",0.43551,0.27972,0.67791,0.05709,0.43868,0.65149,0.09622,0.64836,0.06079,0.17783,0.59661,0.98861,0.36675,0.13451,0.3268,0.60112,0.2154,0.06772,0.89071,0.38956,0.49924,0.0876,0.80717,0.90467,0.11863,0.52715,0.95185,0.39235,0.04264,0.32346,0.3994,0.06911,0.29214,0.75159,0.11124,0.02171,0.1073,0.5104,0.09141,0.25791,0.68012,0.07321,0.22052,0.24324,0.76737,"[0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
48.0,49.0,7,"[0.89047, 0.16977, 0.0, 0.91238]",0.79979,0.24083,0.85193,0.12606,0.72624,0.68251,0.10512,0.97029,0.13504,0.34573,0.59165,0.91023,0.79248,0.33039,0.34716,0.62359,0.35379,0.15195,0.9145,0.41013,0.58179,0.13762,0.84914,0.91829,0.20121,0.58391,0.92739,0.4653,0.08124,0.28764,0.38956,0.14872,0.35085,0.73593,0.12978,0.05027,0.24045,0.60083,0.12537,0.30618,0.70074,0.13349,0.51782,0.36496,0.17566,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49.0,50.0,7,"[0.86024, 0.17525, 0.0, 0.83636]",0.98042,0.42613,0.08814,1.0,0.94568,0.5517,0.16847,0.23923,1.0,0.22311,0.08142,0.37067,0.17798,1.0,0.05723,0.81517,0.1067,1.0,0.8791,0.3871,0.5826,0.09668,0.78668,0.89543,0.19627,0.5311,0.90293,0.39743,0.08841,0.32774,0.38464,0.19702,0.36798,0.70998,0.16051,0.03337,0.24192,0.60778,0.11123,0.30065,0.70386,0.12658,0.36856,0.53618,0.1895,"[0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
50.0,51.0,7,"[0.78094, 0.13472, 0.0, 0.86857]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90758,0.40932,0.52983,0.08099,0.83693,0.9358,0.09305,0.49704,0.96178,0.35366,0.06077,0.28904,0.41634,0.15094,0.34025,0.73758,0.12783,0.06652,0.17024,0.51414,0.14715,0.30869,0.66325,0.13663,0.58968,0.57099,0.27843,"[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8]"
51.0,52.0,7,"[0.0, 0.30559, 0.0, 0.87952]",0.9245,0.15857,0.13242,0.14405,0.8662,0.76543,0.14524,0.28974,0.1097,0.25738,0.35356,0.82495,0.45921,0.13124,0.23944,0.607,0.23041,0.09528,0.88591,0.39558,0.5346,0.13538,0.79869,0.85847,0.27213,0.60859,0.88688,0.49701,0.08906,0.31298,0.40213,0.15151,0.36064,0.70957,0.161,0.04588,0.15474,0.50558,0.12426,0.3283,0.70199,0.16112,0.55849,0.53489,0.2316,"[0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15]"
52.0,53.0,5,"[0.0, 0.29135, 0.0, 0.0]",0.39871,0.18647,0.17476,0.04453,0.40743,0.73347,0.12781,0.18651,0.0362,0.04974,0.52547,0.87374,0.1249,0.001,0.31747,0.60645,0.08127,0.02404,0.92797,0.38392,0.56669,0.17834,0.8729,0.9358,0.33992,0.59576,0.87618,0.48052,0.09363,0.33327,0.4076,0.23312,0.36635,0.70751,0.16344,0.04394,0.21302,0.57086,0.12426,0.3283,0.71136,0.16112,0.4707,0.77738,0.16804,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53.0,54.0,5,"[0.0, 0.32749, 0.0, 0.0]",0.19804,0.14299,0.61489,0.14679,0.20473,0.80042,0.17411,0.85539,0.21786,0.37716,0.63678,0.76588,0.25302,0.21753,0.4506,0.603,0.21505,0.09078,0.669,0.174,0.62802,0.17408,0.5078,0.66197,0.66302,0.59181,0.54139,0.47545,0.13679,0.69879,0.23162,0.24948,0.20896,0.57774,0.31709,0.03929,0.3244,0.64792,0.08838,0.30618,0.72385,0.13349,0.77685,0.2166,0.25074,"[0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54.0,55.0,5,"[0.91238, 0.23768, 0.0, 0.0]",0.08099,0.04952,0.03592,0.075,0.03797,0.93487,0.23397,0.13785,0.14344,0.24325,0.59665,0.66848,0.07392,0.07545,0.49527,0.58988,0.10365,0.06925,0.22885,0.21246,0.7512,0.08883,0.36265,0.23932,0.26212,0.21126,0.32738,0.25789,0.14429,0.63182,0.22069,0.17909,0.22934,0.64572,0.2366,0.08864,0.54814,0.72069,0.194,0.46505,0.78258,0.33191,0.54603,0.7978,0.74068,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55.0,56.0,5,"[0.0, 0.20153, 0.0, 0.80526]",0.05811,0.03034,0.04804,0.03429,0.001,0.96435,0.24515,0.05753,0.04898,0.04012,0.61289,0.62894,0.001,0.001,0.52513,0.6028,0.01165,0.01474,0.40437,0.12437,0.74862,0.02411,0.05296,0.41976,0.02645,0.21472,0.59107,0.03906,0.05851,0.78519,0.11303,0.10785,0.13964,0.6486,0.23319,0.02636,0.54345,0.75333,0.0629,0.36048,0.82382,0.2013,0.70346,0.78039,0.54843,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
56.0,57.0,5,"[0.0, 0.21906, 0.0, 0.79409]",0.06918,0.04352,0.09138,0.0407,0.01944,0.94573,0.23951,0.0929,0.08085,0.15064,0.61289,0.62894,0.001,0.001,0.5172,0.60849,0.04173,0.05356,0.26201,0.24835,0.7891,0.13448,0.35753,0.25878,0.30508,0.37957,0.37477,0.21856,0.19616,0.61658,0.23654,0.44329,0.58898,0.6037,0.28636,0.07605,0.61696,0.74423,0.29463,0.61739,0.80632,0.52216,0.67492,0.78837,0.95744,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57.0,58.0,5,"[0.0, 0.39211, 0.0, 0.0]",0.07204,0.05559,0.04947,0.02084,0.03279,0.92423,0.22937,0.04963,0.03275,0.04755,0.63212,0.63054,0.09046,0.02398,0.52032,0.6177,0.08251,0.04466,0.37734,0.21569,0.74497,0.10622,0.31556,0.31471,0.47698,0.49507,0.41298,0.35113,0.12679,0.6262,0.22397,0.16958,0.20651,0.61729,0.27026,0.07005,0.53681,0.76724,0.13442,0.39065,0.77383,0.23898,0.26612,0.09847,0.64309,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.555555555556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.444444444444]"
58.0,59.0,5,"[0.78094, 0.3253, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90218,0.33955,0.54256,0.08457,0.8274,0.92072,0.15207,0.5464,0.91057,0.41709,0.05166,0.41053,0.39229,0.22451,0.30437,0.66137,0.21807,0.0376,0.17212,0.54357,0.09276,0.28004,0.68824,0.10084,0.10696,0.72885,0.16961,"[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]"
59.0,60.0,5,"[0.0, 0.18729, 0.0, 0.93428]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88676,0.41566,0.55933,0.13807,0.8002,0.89057,0.16182,0.57009,0.94267,0.44754,0.07123,0.27802,0.4218,0.10836,0.32394,0.74871,0.11466,0.03506,0.19965,0.54518,0.07638,0.29009,0.72135,0.1134,0.5457,0.19258,0.26853,"[0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
60.0,61.0,5,"[0.0, 0.27601, 0.0, 0.84666]",0.24732,0.29396,0.02056,0.02232,0.28384,0.65184,0.12374,0.01649,0.01935,0.02092,0.73901,0.83192,0.10897,0.03476,0.44704,0.62908,0.05646,0.03622,0.89503,0.43683,0.5377,0.04398,0.81478,0.92899,0.08283,0.48471,0.94344,0.33781,0.03325,0.24116,0.45569,0.11433,0.32802,0.74623,0.11758,0.01982,0.16037,0.53073,0.09477,0.27953,0.70823,0.10021,0.85527,0.12942,0.11597,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61.0,62.0,5,"[0.0, 0.27711, 0.0, 0.0]",0.24779,0.27565,0.03692,0.0707,0.28395,0.6657,0.12431,0.02077,0.0707,0.07803,0.70693,0.86823,0.21227,0.08018,0.42638,0.612,0.10128,0.10627,0.88167,0.43765,0.51859,0.04688,0.79122,0.89884,0.05069,0.48767,0.9679,0.34161,0.02057,0.23972,0.42891,0.04598,0.31416,0.78125,0.07612,0.01402,0.12566,0.51361,0.02272,0.24183,0.72073,0.05312,0.75528,0.30598,0.45884,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62.0,63.0,5,"[0.0, 0.21358, 0.0, 0.0]",0.25587,0.23283,0.01315,0.03131,0.28216,0.70509,0.13984,0.01051,0.03478,0.04665,0.5773,0.92049,0.07816,0.0297,0.36094,0.56645,0.0376,0.04545,0.88557,0.44033,0.55863,0.03499,0.7981,0.9071,0.04192,0.47582,0.97554,0.32639,0.0272,0.23506,0.43219,0.08571,0.33862,0.7726,0.08636,0.00987,0.19838,0.55642,0.01793,0.25791,0.74572,0.07321,0.62332,0.43623,0.32892,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63.0,64.0,5,"[0.0, 0.22892, 0.0, 0.0]",0.25467,0.23925,0.04824,0.04917,0.28289,0.69854,0.13652,0.06479,0.05297,0.06434,0.64086,0.94575,0.21523,0.03577,0.40063,0.55896,0.11825,0.05318,0.88848,0.43568,0.53423,0.036,0.80322,0.91634,0.05323,0.47582,0.96408,0.32639,0.02438,0.24315,0.43492,0.03914,0.30763,0.78001,0.07758,0.01089,0.15406,0.53394,0.02854,0.25037,0.7301,0.06379,0.28493,0.43851,0.46334,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64.0,65.0,5,"[0.0, 0.26835, 0.0, 0.0]",0.277,0.27034,0.04417,0.01583,0.30491,0.67213,0.13057,0.04751,0.01423,0.01312,0.65268,0.91521,0.15131,0.04559,0.40118,0.58159,0.09099,0.04089,0.88405,0.44126,0.5826,0.0738,0.79541,0.90564,0.09747,0.50889,0.94267,0.36889,0.04362,0.23344,0.46388,0.12912,0.34678,0.74871,0.11466,0.02585,0.24192,0.57835,0.0711,0.28959,0.7301,0.11277,0.42455,0.5346,0.0596,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
