start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room
52.0,53.0,141.685,76.087,6.066,1.67,-128.378,307.129,1994.814,43.323,10.529,15.534,67.0,179.0,3.266,0.0,463.996,-1247.398,60.0,25.375,9.75,living_room
53.0,54.0,87.367,68.947,21.431,5.593,-589.532,410.265,2279.917,199.532,64.877,119.88,79.733,158.733,6.643,12.326,621.631,-1257.226,60.0,67.667,37.989,living_room
54.0,55.0,55.681,53.595,1.219,2.839,-968.928,617.413,2648.573,31.959,42.612,77.203,75.143,140.429,1.922,4.238,674.514,-1294.61,60.0,32.449,28.879,living_room
55.0,56.0,49.489,50.446,1.642,1.277,-1053.033,662.829,2717.448,13.201,14.353,12.468,77.0,133.0,0.0,0.0,709.867,-1257.808,60.0,3.366,5.815,living_room
56.0,57.0,52.484,52.611,3.155,1.523,-1011.073,634.14,2682.69,21.462,23.889,47.69,77.0,133.0,0.0,0.0,700.482,-1241.598,60.0,12.877,22.242,living_room
57.0,58.0,53.26,54.593,1.692,0.761,-980.701,601.017,2620.289,11.357,9.499,14.836,79.2,133.3,2.358,1.308,704.179,-1215.338,60.0,25.768,18.473,living_room
60.0,61.0,100.705,93.741,0.683,0.818,-409.545,181.366,1969.715,3.617,5.49,6.349,91.429,171.143,2.846,1.922,617.415,-1182.903,60.0,17.531,14.904,living_room
61.0,62.0,100.834,90.734,1.254,2.674,-409.293,202.706,1973.213,4.617,20.853,24.549,87.759,177.966,5.569,4.507,592.947,-1231.585,60.0,31.7,44.544,living_room
62.0,63.0,103.02,83.701,0.424,1.163,-413.372,263.397,2068.89,2.221,10.106,14.55,72.929,187.786,2.034,1.634,515.466,-1361.371,60.0,11.569,18.808,living_room
63.0,64.0,102.695,84.755,1.649,1.848,-411.719,253.3,2048.447,14.897,15.547,20.187,80.2,192.533,5.647,1.979,562.461,-1382.724,60.0,37.067,22.081,living_room
64.0,65.0,108.74,89.862,1.507,0.569,-361.626,212.614,2011.787,10.862,3.958,3.863,81.552,186.793,3.962,2.538,563.119,-1318.247,60.0,28.447,16.878,living_room
65.0,66.0,106.888,85.636,8.676,2.152,-375.463,243.128,2017.247,60.049,15.907,8.567,83.909,202.727,5.648,5.825,582.094,-1432.836,60.0,36.399,43.757,living_room
66.0,67.0,143.802,82.821,11.241,0.936,-113.027,256.298,1965.416,79.874,9.631,35.795,73.276,193.276,11.298,12.393,503.222,-1330.175,60.0,78.869,108.643,living_room
67.0,68.0,162.386,79.129,1.229,1.15,16.351,282.165,1968.024,8.356,12.238,37.182,62.63,179.815,10.833,3.897,433.05,-1235.84,60.0,68.455,12.944,living_room
68.0,69.0,165.144,74.835,6.351,3.495,38.469,331.425,2089.99,47.062,30.94,34.937,66.724,168.793,5.219,6.713,490.848,-1230.655,60.0,47.221,38.12,living_room
69.0,70.0,168.277,71.658,2.247,0.954,60.309,353.083,2082.41,15.819,11.657,35.058,69.214,161.714,1.448,3.673,507.415,-1173.937,60.0,16.174,13.531,living_room
70.0,71.0,171.986,74.0,2.378,0.756,84.818,325.712,2019.224,16.573,5.528,7.467,67.167,165.0,1.404,0.0,478.321,-1162.116,60.0,10.33,4.32,living_room
71.0,72.0,169.294,73.068,0.361,0.592,65.862,332.586,2020.905,2.561,3.96,4.731,72.667,165.0,3.35,0.0,517.316,-1163.089,60.0,23.093,2.738,living_room
73.0,74.0,179.085,71.81,1.39,1.591,138.726,350.319,2073.11,9.855,11.374,5.019,68.231,166.077,1.476,1.859,500.042,-1201.387,60.0,11.071,15.653,living_room
74.0,75.0,183.677,103.321,0.944,1.792,178.981,126.06,2155.892,6.861,13.289,9.756,82.0,95.0,1.0,0.0,623.269,-720.198,60.0,6.535,3.25,living_room
75.0,76.0,183.475,104.082,0.817,1.396,177.743,120.527,2159.23,6.086,10.58,9.328,82.75,95.167,0.661,0.553,629.854,-722.591,60.0,6.493,5.405,living_room
76.0,77.0,182.883,103.33,1.336,2.047,172.93,125.941,2156.044,9.031,15.18,20.706,82.1,95.1,0.995,0.768,624.092,-721.028,60.0,10.466,9.982,living_room
77.0,78.0,181.893,96.642,2.565,11.575,164.617,172.935,2138.652,22.742,80.008,57.133,78.125,117.5,3.08,27.345,589.945,-875.542,60.0,35.776,174.732,living_room
78.0,79.0,177.727,73.107,0.552,0.573,125.112,330.949,2012.585,4.103,4.694,5.288,71.4,169.4,0.8,0.8,507.637,-1189.798,60.0,6.491,7.878,living_room
79.0,80.0,177.898,73.117,0.175,0.421,125.952,329.928,2006.808,1.297,3.201,4.039,69.941,169.118,1.211,0.471,496.5,-1184.342,60.0,8.392,4.039,living_room
80.0,81.0,177.87,73.882,0.224,0.134,126.534,326.565,2019.326,1.365,0.425,5.225,68.6,169.4,0.8,0.8,490.282,-1193.787,60.0,5.433,4.762,living_room
81.0,82.0,179.903,73.15,0.277,0.133,142.186,334.69,2037.243,2.19,0.7,4.892,67.571,169.0,0.904,0.0,487.612,-1201.539,60.0,6.611,2.899,living_room
82.0,83.0,180.679,78.561,0.432,5.753,150.151,300.332,2070.191,4.754,38.488,26.583,73.769,163.154,3.555,8.787,540.207,-1178.583,60.0,32.176,52.187,living_room
83.0,84.0,182.096,108.007,0.446,0.489,169.573,92.03,2188.465,3.644,3.622,3.166,71.0,109.0,1.633,0.0,549.237,-837.016,60.0,11.845,1.21,living_room
85.0,86.0,180.754,110.964,0.726,1.103,157.902,68.753,2169.669,5.525,8.419,4.904,71.118,105.0,0.471,0.0,545.996,-799.819,60.0,4.21,1.806,living_room
86.0,87.0,181.276,108.063,0.883,3.464,161.437,90.456,2163.567,7.102,25.743,12.211,71.091,111.091,0.949,6.104,544.197,-842.919,60.0,6.145,41.27,living_room
87.0,88.0,174.54,72.232,2.386,5.849,105.772,347.362,2074.55,17.397,41.841,10.109,70.143,167.571,0.99,4.625,513.259,-1213.278,60.0,7.761,29.22,living_room
88.0,89.0,170.418,70.337,0.693,0.31,76.52,364.841,2094.938,4.894,2.738,5.485,67.2,168.8,1.4,0.6,495.885,-1234.234,60.0,9.696,4.172,living_room
89.0,90.0,175.511,70.6,0.725,0.295,112.04,356.868,2060.085,4.962,2.199,6.152,61.8,165.4,1.6,0.8,450.138,-1188.69,60.0,10.386,6.822,living_room
90.0,91.0,175.903,70.227,0.062,0.106,114.423,358.122,2051.822,0.398,0.799,0.979,66.429,165.0,0.904,0.0,481.701,-1180.978,60.0,6.499,0.566,living_room
91.0,92.0,183.748,71.294,4.836,0.474,171.213,351.225,2056.397,34.723,3.791,2.209,59.5,164.0,4.555,1.0,434.618,-1176.314,60.0,32.375,8.263,living_room
92.0,93.0,200.004,61.529,0.798,0.188,306.028,447.114,2180.759,11.551,6.524,38.821,48.0,162.0,3.0,1.0,376.1,-1232.187,60.0,29.581,14.301,living_room
93.0,94.0,177.852,56.223,8.561,6.17,164.239,598.407,2688.438,71.89,30.932,138.154,54.143,118.143,2.474,5.642,514.871,-1100.873,60.0,44.334,41.778,living_room
94.0,95.0,179.525,74.712,2.592,1.428,203.42,471.2,2966.738,28.919,17.307,33.223,54.294,94.647,1.525,4.511,569.21,-975.687,60.0,20.908,54.893,living_room
95.0,96.0,182.585,72.977,0.299,0.171,240.11,499.909,3031.725,3.205,1.77,1.442,56.294,101.235,1.176,0.941,603.113,-1066.237,60.0,12.647,9.777,living_room
96.0,97.0,183.014,73.474,0.049,0.165,244.616,494.525,3031.086,0.492,1.73,0.726,57.0,102.333,0.0,0.943,610.588,-1077.847,60.0,0.145,9.947,living_room
97.0,98.0,180.753,70.733,0.287,0.942,217.6,516.551,2989.99,3.247,9.371,3.804,50.6,105.0,1.497,1.789,534.952,-1090.484,60.0,16.365,17.675,living_room
98.0,99.0,188.871,73.107,1.769,0.812,318.515,516.936,3144.163,22.448,4.829,32.75,59.889,106.0,2.331,1.795,666.433,-1159.237,60.0,31.925,28.525,living_room
99.0,100.0,190.289,73.502,0.065,0.202,337.897,518.734,3181.357,0.64,2.832,4.079,61.0,102.75,0.0,3.072,686.51,-1136.847,60.0,0.872,33.285,living_room
100.0,101.0,190.175,74.095,0.133,0.108,336.341,511.679,3178.626,1.426,1.077,1.433,61.0,101.0,0.0,0.894,685.926,-1116.254,60.0,0.307,10.074,living_room
101.0,102.0,190.523,73.969,0.084,0.282,339.874,512.549,3175.369,0.998,2.893,2.323,61.0,100.615,0.0,0.788,685.229,-1110.814,60.0,0.497,8.512,living_room
102.0,103.0,183.034,74.947,2.139,0.685,249.295,487.624,3086.509,23.076,7.309,2.62,45.0,107.667,3.266,0.943,492.083,-1157.003,60.0,34.924,9.859,living_room
103.0,104.0,176.597,77.479,1.685,1.091,182.499,467.821,3137.964,17.12,9.257,24.23,72.333,76.444,11.585,17.522,799.764,-831.684,60.0,132.074,185.624,living_room
104.0,105.0,176.812,79.853,0.085,0.377,186.77,446.004,3168.069,0.874,4.381,1.642,81.0,68.667,0.0,0.745,902.488,-755.336,60.0,0.467,8.161,living_room
105.0,106.0,176.881,80.097,0.061,0.069,187.574,443.394,3168.758,0.676,0.869,1.132,81.0,69.0,0.0,0.0,902.684,-759.243,60.0,0.321,0.274,living_room
106.0,107.0,176.928,80.223,0.0,0.0,188.056,441.898,3168.068,0.0,0.0,0.0,81.0,69.0,0.0,0.0,902.488,-759.077,60.0,0.0,0.0,living_room
107.0,108.0,176.869,82.54,0.207,1.313,185.089,411.105,3128.843,3.01,17.325,23.312,82.143,70.429,0.99,0.904,903.718,-765.639,60.0,8.645,4.837,living_room
108.0,109.0,180.889,79.974,0.0,0.0,222.915,427.128,3043.125,0.0,0.0,0.0,61.0,91.0,0.0,0.0,655.679,-962.56,60.0,0.0,0.0,living_room
109.0,110.0,189.287,75.412,0.0,0.0,315.136,479.782,3068.51,0.0,0.0,0.0,61.0,103.0,0.0,0.0,662.371,-1098.101,60.0,0.0,0.0,living_room
111.0,112.0,194.306,76.459,0.062,0.174,377.453,479.059,3137.603,0.686,1.922,0.549,61.0,101.5,0.0,0.866,677.992,-1107.235,60.0,0.117,9.486,living_room
112.0,113.0,193.146,76.189,1.027,0.562,362.591,479.147,3118.984,13.195,4.645,17.49,60.833,99.0,1.818,3.512,672.245,-1073.249,60.0,22.712,43.793,living_room
113.0,114.0,188.121,75.57,1.222,0.35,301.492,476.224,3056.706,14.792,2.147,16.693,52.176,97.353,1.823,2.299,565.25,-1033.745,60.0,22.569,30.014,living_room
114.0,115.0,187.906,74.658,0.283,0.146,298.857,485.574,3053.948,3.184,1.723,2.166,51.0,98.875,0.0,1.111,551.954,-1048.653,60.0,0.387,11.963,living_room
115.0,116.0,188.415,74.349,0.07,0.158,304.24,488.789,3053.368,0.702,1.675,0.854,49.571,99.0,0.904,0.0,536.705,-1049.803,60.0,9.613,0.296,living_room
116.0,117.0,188.271,74.607,0.056,0.136,303.011,486.518,3056.445,0.552,1.368,1.172,49.0,98.826,0.0,0.564,531.175,-1049.025,60.0,0.201,5.863,living_room
117.0,118.0,188.305,74.719,0.047,0.133,303.467,485.477,3057.454,0.486,1.337,1.041,49.0,98.417,0.0,0.909,531.349,-1045.029,60.0,0.179,9.726,living_room
119.0,120.0,172.497,62.901,0.418,0.304,125.372,572.839,2860.905,4.116,4.165,6.478,71.375,109.25,1.269,0.661,719.702,-1083.961,60.0,13.169,8.652,living_room
120.0,121.0,173.47,63.391,0.186,0.162,134.921,567.028,2856.434,2.059,2.024,4.907,69.5,109.0,1.658,0.0,699.968,-1079.707,60.0,15.505,1.876,living_room
121.0,122.0,173.472,63.319,0.163,0.108,135.449,569.86,2867.036,1.709,0.897,2.299,67.769,108.231,0.973,0.973,685.35,-1075.944,60.0,9.266,9.799,living_room
122.0,123.0,174.08,63.435,0.17,0.09,141.663,569.102,2869.111,1.634,0.943,2.044,66.143,108.143,0.99,0.99,669.662,-1075.846,60.0,10.153,10.794,living_room
123.0,124.0,174.046,63.489,0.054,0.112,141.146,567.881,2865.679,0.534,1.053,0.941,66.091,107.909,0.996,0.996,668.346,-1072.165,60.0,9.994,10.265,living_room
124.0,125.0,173.455,63.352,0.161,0.113,135.055,568.591,2862.329,1.635,1.103,0.989,67.0,108.125,0.0,0.992,676.597,-1073.087,60.0,0.232,10.187,living_room
125.0,126.0,172.754,63.772,0.179,0.361,128.151,564.967,2865.367,1.639,2.91,3.709,67.0,107.143,0.0,0.515,677.311,-1064.264,60.0,0.871,4.966,living_room
126.0,127.0,150.973,55.413,12.508,3.328,-95.285,710.988,3143.984,131.529,19.515,107.542,75.889,102.778,26.333,6.957,845.328,-1122.721,60.0,315.812,111.787,living_room
127.0,128.0,130.759,53.261,2.275,0.778,-307.313,701.35,2996.824,24.285,7.998,4.934,41.96,96.52,2.891,1.024,434.827,-1000.907,60.0,30.332,11.253,living_room
128.0,129.0,127.101,58.139,0.558,3.633,-343.677,646.213,2979.033,5.766,37.899,10.922,60.6,88.4,5.096,10.33,625.192,-910.897,60.0,51.766,106.024,living_room
129.0,130.0,128.153,66.53,0.173,0.521,-335.087,562.586,3000.458,2.015,4.981,3.406,63.133,65.0,0.499,0.73,656.149,-673.903,60.0,5.116,6.995,living_room
130.0,131.0,128.477,66.711,0.11,0.105,-331.465,560.335,2998.584,1.053,0.903,1.789,63.0,65.0,0.0,0.0,654.347,-673.483,60.0,0.395,0.408,living_room
131.0,132.0,128.387,64.087,0.647,3.573,-331.794,586.7,2993.304,5.069,34.304,15.49,60.818,73.0,1.029,12.06,630.54,-754.76,60.0,12.77,120.807,living_room
132.0,133.0,126.697,53.49,1.012,0.62,-347.844,694.57,2977.977,12.747,9.404,18.641,46.286,97.0,3.347,0.0,476.084,-999.589,60.0,33.005,6.341,living_room
133.0,134.0,129.046,54.33,1.816,0.614,-322.99,685.099,2974.911,20.313,9.084,12.163,43.333,97.444,1.528,0.831,445.261,-1003.217,60.0,16.162,8.268,living_room
134.0,135.0,127.625,53.995,0.15,0.162,-338.006,689.111,2977.258,1.439,1.479,1.425,40.0,97.4,1.0,0.8,410.663,-1003.56,60.0,10.17,8.228,living_room
135.0,136.0,128.053,54.163,0.06,0.134,-332.747,685.725,2970.191,0.706,1.33,1.123,41.235,97.471,0.941,0.848,422.484,-1001.892,60.0,9.759,9.077,living_room
136.0,137.0,127.485,62.308,1.724,9.541,-341.151,604.95,2990.55,21.132,98.674,31.556,44.714,99.429,6.363,13.505,462.191,-1029.494,60.0,65.256,133.252,living_room
137.0,138.0,126.454,71.638,0.322,0.35,-357.776,515.797,3041.477,3.231,3.701,2.506,46.143,81.857,0.99,0.99,485.802,-862.117,60.0,10.206,10.422,living_room
138.0,139.0,127.214,71.299,0.113,0.173,-349.906,519.749,3043.422,1.195,1.635,1.541,45.095,81.857,0.426,1.32,475.071,-862.593,60.0,4.516,13.923,living_room
139.0,140.0,126.951,71.353,0.074,0.045,-352.809,519.33,3044.314,0.732,0.426,0.6,45.0,83.4,0.0,0.8,474.186,-879.241,60.0,0.095,8.577,living_room
140.0,141.0,127.123,71.308,0.0,0.0,-351.111,520.015,3045.508,0.0,0.0,0.0,45.0,103.0,0.0,0.0,474.374,-1091.476,60.0,0.0,0.0,living_room
141.0,142.0,126.685,56.614,0.122,3.765,-347.819,661.506,2977.259,3.128,35.093,20.36,45.0,98.333,0.943,1.633,462.946,-1013.539,60.0,12.371,15.245,living_room
142.0,143.0,126.557,54.116,0.149,0.175,-346.56,682.745,2955.166,1.396,1.806,2.203,42.478,97.522,1.347,0.878,433.14,-997.293,60.0,14.1,9.502,living_room
143.0,144.0,126.395,54.506,0.229,0.318,-347.561,677.38,2949.422,2.55,3.33,2.114,44.647,97.235,1.412,0.644,454.353,-992.335,60.0,14.237,6.95,living_room
144.0,145.0,126.856,54.1,0.159,0.192,-342.488,680.972,2946.779,1.573,1.586,1.979,45.286,97.857,0.7,0.99,460.454,-997.921,60.0,7.081,10.092,living_room
145.0,146.0,127.183,54.297,0.341,0.197,-340.277,681.285,2956.97,3.178,2.583,4.561,42.714,97.429,0.881,0.821,435.794,-996.936,60.0,8.714,9.2,living_room
146.0,147.0,128.399,53.923,1.631,0.292,-328.703,687.298,2966.209,17.021,3.514,3.862,45.6,97.0,6.391,0.0,467.835,-995.586,60.0,67.123,1.314,living_room
147.0,148.0,133.645,54.505,0.0,0.0,-273.867,680.586,2963.312,0.0,0.0,0.0,61.0,97.0,0.0,0.0,628.928,-994.6,60.0,0.0,0.0,living_room
174.0,175.0,120.452,53.852,0.0,0.0,-409.297,684.597,2951.352,0.0,0.0,0.0,47.0,97.0,0.0,0.0,478.322,-990.532,60.0,0.0,0.0,living_room
175.0,176.0,118.586,54.991,0.378,0.248,-427.186,670.545,2941.443,5.019,2.703,10.213,42.478,97.783,1.347,1.14,429.451,-995.35,60.0,14.158,14.915,living_room
176.0,177.0,119.575,54.882,0.144,0.335,-415.846,669.867,2933.534,1.443,3.304,1.246,40.125,97.0,0.992,0.0,404.36,-984.472,60.0,10.303,0.424,living_room
177.0,178.0,118.876,55.47,0.174,0.259,-423.261,664.164,2935.061,1.829,2.691,0.95,40.833,97.083,1.28,0.4,411.678,-985.857,60.0,13.214,4.135,living_room
178.0,179.0,119.146,55.005,0.084,0.134,-420.318,668.684,2933.891,0.881,1.321,0.498,40.6,97.0,0.8,0.0,409.094,-984.593,60.0,8.144,0.169,living_room
179.0,180.0,119.165,54.833,0.084,0.133,-420.1,670.422,2933.79,0.861,1.231,0.847,41.125,97.0,1.317,0.0,414.42,-984.559,60.0,13.467,0.288,living_room
180.0,181.0,118.046,55.758,0.95,1.063,-430.62,659.443,2927.184,8.647,12.337,8.027,50.478,96.652,8.652,1.272,508.767,-978.797,60.0,86.836,14.521,living_room
181.0,182.0,116.699,64.024,0.178,1.429,-443.715,573.581,2922.199,1.456,14.119,3.313,66.75,76.25,1.199,5.19,673.411,-770.178,60.0,12.77,51.955,living_room
182.0,183.0,116.797,65.895,0.124,0.117,-442.922,554.685,2923.577,1.225,0.881,1.988,68.733,68.867,0.68,0.884,693.849,-695.647,60.0,7.046,8.893,living_room
183.0,184.0,116.991,66.037,0.146,0.165,-441.202,553.568,2925.369,1.288,1.392,2.026,67.727,69.0,0.962,0.853,684.061,-697.445,60.0,9.529,8.716,living_room
184.0,185.0,118.063,65.676,0.0,0.0,-431.65,559.155,2935.238,0.0,0.0,0.0,67.0,71.0,0.0,0.0,679.42,-720.171,60.0,0.0,0.0,living_room
185.0,186.0,118.412,55.703,0.623,2.601,-425.745,658.229,2919.481,5.551,26.304,8.274,47.133,95.8,7.428,6.145,473.49,-967.538,60.0,75.309,61.391,living_room
186.0,187.0,119.638,54.271,0.045,0.104,-415.811,677.145,2937.847,0.554,0.975,1.239,40.059,97.0,0.998,0.0,404.278,-985.938,60.0,10.371,0.422,living_room
187.0,188.0,119.844,54.417,0.099,0.168,-413.972,676.106,2939.865,0.986,1.55,1.024,40.385,97.0,1.211,0.0,407.923,-986.625,60.0,12.566,0.348,living_room
188.0,189.0,119.882,54.822,0.096,0.254,-413.38,671.601,2938.412,0.974,2.643,1.425,39.778,97.0,0.975,0.0,401.43,-986.13,60.0,10.053,0.485,living_room
189.0,190.0,119.187,56.771,0.843,1.742,-419.971,650.721,2934.625,7.432,19.776,8.548,39.667,99.0,0.943,2.828,399.58,-1005.55,60.0,8.398,26.386,living_room
190.0,191.0,119.883,78.296,4.629,8.865,-417.26,433.891,2960.893,53.821,94.875,48.567,58.0,97.111,11.705,24.463,592.859,-994.949,60.0,113.46,237.072,living_room
191.0,192.0,117.139,75.738,0.188,0.225,-451.101,465.839,3001.332,2.084,2.284,1.744,51.56,77.24,1.061,0.65,534.071,-802.907,60.0,11.006,6.847,living_room
192.0,193.0,117.57,75.451,0.324,0.374,-445.97,468.248,2997.383,3.376,3.893,1.56,50.36,78.36,0.933,1.229,520.973,-813.489,60.0,9.818,12.633,living_room
193.0,194.0,118.341,74.257,0.126,0.265,-437.538,480.432,2995.109,1.236,2.487,2.141,51.0,79.333,0.0,0.745,527.545,-822.984,60.0,0.383,7.551,living_room
194.0,195.0,117.725,70.266,0.649,5.15,-440.5,517.8,2971.865,2.91,48.125,27.449,49.211,86.895,1.704,7.239,504.632,-893.84,60.0,22.205,66.075,living_room
195.0,196.0,115.403,56.664,0.1,0.243,-452.138,642.121,2891.149,1.054,2.263,1.602,45.261,102.478,0.674,0.878,449.689,-1026.172,60.0,6.799,9.093,living_room
196.0,197.0,115.501,56.756,0.059,0.15,-450.994,640.967,2890.18,0.718,1.39,1.474,45.0,103.0,0.0,0.0,446.918,-1031.165,60.0,0.233,0.532,living_room
197.0,198.0,115.783,56.871,0.0,0.0,-449.366,641.561,2898.124,0.0,0.0,0.0,45.0,103.0,0.0,0.0,448.172,-1034.035,60.0,0.0,0.0,living_room
198.0,199.0,115.645,56.749,0.253,0.284,-453.348,646.477,2914.632,4.892,5.687,16.267,45.786,103.0,1.346,0.0,458.875,-1039.997,60.0,16.012,5.875,living_room
199.0,200.0,132.228,56.532,13.77,1.184,-284.481,646.741,2905.914,142.727,13.685,31.211,54.333,102.667,3.59,1.0,548.641,-1033.47,60.0,38.211,18.479,living_room
200.0,201.0,168.723,68.429,5.529,3.912,95.542,556.006,3079.308,61.235,30.169,72.133,53.353,96.765,1.845,4.989,578.333,-1033.221,60.0,30.272,42.229,living_room
201.0,202.0,177.796,69.716,0.494,0.205,198.284,560.219,3177.156,5.895,1.59,7.586,53.0,101.0,0.0,0.0,594.342,-1114.849,60.0,1.51,2.687,living_room
202.0,203.0,177.825,70.177,0.053,0.142,198.75,555.528,3179.669,0.609,1.676,1.537,53.0,100.857,0.0,0.515,594.845,-1114.162,60.0,0.286,5.778,living_room
203.0,204.0,177.775,70.285,0.073,0.116,197.953,553.67,3175.898,0.819,1.312,1.475,53.0,100.647,0.0,0.762,594.144,-1110.509,60.0,0.274,8.333,living_room
204.0,205.0,178.674,69.917,0.695,0.21,209.026,560.545,3191.737,8.429,3.148,9.609,54.647,100.765,1.57,0.644,615.742,-1117.405,60.0,19.434,8.044,living_room
205.0,206.0,182.395,71.497,0.284,0.418,256.355,555.18,3264.203,4.012,3.396,10.584,61.0,96.846,0.0,2.143,702.969,-1098.723,60.0,2.264,22.942,living_room
206.0,207.0,182.559,71.663,0.049,0.11,258.617,554.137,3269.227,0.542,1.304,0.998,61.0,95.25,0.0,0.661,704.043,-1082.196,60.0,0.214,7.548,living_room
207.0,208.0,182.548,71.749,0.07,0.134,258.451,553.077,3268.756,0.798,1.526,0.926,61.0,95.571,0.0,0.904,703.943,-1085.667,60.0,0.198,10.2,living_room
208.0,209.0,182.619,71.612,0.027,0.073,259.245,554.594,3268.482,0.301,0.825,0.105,61.0,97.0,0.0,0.0,703.884,-1101.769,60.0,0.022,0.036,living_room
209.0,210.0,181.387,70.599,1.163,0.682,242.111,559.014,3227.239,14.638,3.831,23.914,55.933,97.0,4.374,1.461,637.995,-1087.867,60.0,53.59,15.708,living_room
210.0,211.0,176.967,70.821,2.093,0.864,190.863,553.321,3208.622,23.304,8.862,5.861,47.0,101.75,2.236,1.984,532.692,-1135.738,60.0,25.556,20.314,living_room
211.0,212.0,169.003,78.095,0.256,0.444,102.876,478.821,3258.445,2.935,4.966,5.562,59.8,81.133,2.04,1.147,684.501,-920.036,60.0,22.607,14.51,living_room
212.0,213.0,171.215,80.218,0.065,0.174,127.554,452.475,3243.529,0.737,2.106,1.817,39.0,83.0,0.0,0.0,446.425,-937.202,60.0,0.249,0.529,living_room
213.0,214.0,171.273,80.284,0.039,0.097,128.257,451.868,3244.501,0.434,1.136,0.733,39.0,83.0,0.0,0.0,446.558,-937.485,60.0,0.1,0.213,living_room
214.0,215.0,171.28,80.336,0.04,0.122,128.307,451.159,3243.714,0.441,1.444,0.882,39.0,83.0,0.0,0.0,446.451,-937.256,60.0,0.121,0.257,living_room
215.0,216.0,169.255,72.403,0.404,0.593,104.483,537.394,3219.911,4.103,4.031,16.341,51.5,68.5,2.179,2.179,583.14,-763.382,60.0,27.339,20.722,living_room
216.0,217.0,176.67,71.095,3.287,0.746,184.435,541.209,3155.88,36.365,8.46,15.52,48.5,92.167,3.841,6.756,540.613,-1009.873,60.0,43.974,72.162,living_room
217.0,218.0,183.763,71.291,0.166,0.459,271.331,556.173,3256.047,2.678,6.959,11.973,57.0,98.5,0.0,2.693,655.973,-1114.965,60.0,2.393,27.577,living_room
