start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height
47.0,48.0,0.43551,0.27972,0.67791,0.05709,0.43868,0.65149,0.09622,0.64836,0.06079,0.17783,0.59661,0.98861,0.36675,0.13451,0.3268,0.60112,0.2154,0.06772
48.0,49.0,0.79979,0.24083,0.85193,0.12606,0.72624,0.68251,0.10512,0.97029,0.13504,0.34573,0.59165,0.91023,0.79248,0.33039,0.34716,0.62359,0.35379,0.15195
49.0,50.0,0.98042,0.42613,0.08814,1.0,0.94568,0.5517,0.16847,0.23923,1.0,0.22311,0.08142,0.37067,0.17798,1.0,0.05723,0.81517,0.1067,1.0
50.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,52.0,0.9245,0.15857,0.13242,0.14405,0.8662,0.76543,0.14524,0.28974,0.1097,0.25738,0.35356,0.82495,0.45921,0.13124,0.23944,0.607,0.23041,0.09528
52.0,53.0,0.39871,0.18647,0.17476,0.04453,0.40743,0.73347,0.12781,0.18651,0.0362,0.04974,0.52547,0.87374,0.1249,0.001,0.31747,0.60645,0.08127,0.02404
53.0,54.0,0.19804,0.14299,0.61489,0.14679,0.20473,0.80042,0.17411,0.85539,0.21786,0.37716,0.63678,0.76588,0.25302,0.21753,0.4506,0.603,0.21505,0.09078
54.0,55.0,0.08099,0.04952,0.03592,0.075,0.03797,0.93487,0.23397,0.13785,0.14344,0.24325,0.59665,0.66848,0.07392,0.07545,0.49527,0.58988,0.10365,0.06925
55.0,56.0,0.05811,0.03034,0.04804,0.03429,0.001,0.96435,0.24515,0.05753,0.04898,0.04012,0.61289,0.62894,0.001,0.001,0.52513,0.6028,0.01165,0.01474
56.0,57.0,0.06918,0.04352,0.09138,0.0407,0.01944,0.94573,0.23951,0.0929,0.08085,0.15064,0.61289,0.62894,0.001,0.001,0.5172,0.60849,0.04173,0.05356
57.0,58.0,0.07204,0.05559,0.04947,0.02084,0.03279,0.92423,0.22937,0.04963,0.03275,0.04755,0.63212,0.63054,0.09046,0.02398,0.52032,0.6177,0.08251,0.04466
58.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,61.0,0.24732,0.29396,0.02056,0.02232,0.28384,0.65184,0.12374,0.01649,0.01935,0.02092,0.73901,0.83192,0.10897,0.03476,0.44704,0.62908,0.05646,0.03622
61.0,62.0,0.24779,0.27565,0.03692,0.0707,0.28395,0.6657,0.12431,0.02077,0.0707,0.07803,0.70693,0.86823,0.21227,0.08018,0.42638,0.612,0.10128,0.10627
62.0,63.0,0.25587,0.23283,0.01315,0.03131,0.28216,0.70509,0.13984,0.01051,0.03478,0.04665,0.5773,0.92049,0.07816,0.0297,0.36094,0.56645,0.0376,0.04545
63.0,64.0,0.25467,0.23925,0.04824,0.04917,0.28289,0.69854,0.13652,0.06479,0.05297,0.06434,0.64086,0.94575,0.21523,0.03577,0.40063,0.55896,0.11825,0.05318
64.0,65.0,0.277,0.27034,0.04417,0.01583,0.30491,0.67213,0.13057,0.04751,0.01423,0.01312,0.65268,0.91521,0.15131,0.04559,0.40118,0.58159,0.09099,0.04089
65.0,66.0,0.27016,0.24461,0.24953,0.05709,0.29882,0.69193,0.13146,0.25813,0.05417,0.02788,0.67328,1.0,0.21527,0.10333,0.41721,0.54138,0.11614,0.10441
66.0,67.0,0.40653,0.22747,0.323,0.0254,0.41418,0.70048,0.12304,0.34302,0.03319,0.11332,0.58033,0.94971,0.42961,0.21871,0.3506,0.5774,0.25048,0.25776
67.0,68.0,0.47518,0.20499,0.0362,0.03098,0.47104,0.71727,0.12346,0.03678,0.04191,0.11767,0.48727,0.87807,0.41197,0.06946,0.29133,0.61051,0.21754,0.03159
68.0,69.0,0.48537,0.17884,0.18293,0.0921,0.48077,0.74924,0.14327,0.20252,0.10442,0.11062,0.52306,0.81942,0.19899,0.11893,0.34014,0.61233,0.15037,0.09109
69.0,70.0,0.49695,0.1595,0.06537,0.02587,0.49037,0.7633,0.14204,0.06874,0.03997,0.111,0.54483,0.78175,0.05593,0.06552,0.35414,0.63223,0.05216,0.03298
70.0,71.0,0.51065,0.17376,0.06912,0.02071,0.50114,0.74554,0.13178,0.07197,0.01948,0.02443,0.52693,0.79923,0.05426,0.001,0.32956,0.63638,0.03368,0.01121
71.0,72.0,0.5007,0.16809,0.01134,0.01643,0.49281,0.75,0.13205,0.01197,0.01424,0.01584,0.57501,0.79923,0.12809,0.001,0.3625,0.63604,0.07405,0.00747
72.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,74.0,0.53687,0.16043,0.04082,0.04247,0.52483,0.76151,0.14053,0.0432,0.03902,0.01675,0.53623,0.80496,0.057,0.03366,0.34791,0.6226,0.03602,0.03799
74.0,75.0,0.55384,0.35229,0.02804,0.04771,0.54253,0.61595,0.15397,0.03038,0.04542,0.03161,0.65659,0.42672,0.03894,0.001,0.45199,0.79146,0.02167,0.00868
75.0,76.0,0.55309,0.35693,0.0244,0.03739,0.54198,0.61235,0.15451,0.02706,0.03637,0.03027,0.66315,0.42761,0.02608,0.01071,0.45755,0.79062,0.02154,0.01377
76.0,77.0,0.5509,0.35235,0.03927,0.05436,0.53987,0.61587,0.15399,0.03967,0.05174,0.06597,0.65747,0.42726,0.03875,0.01449,0.45268,0.79116,0.03411,0.02459
77.0,78.0,0.54725,0.31163,0.07447,0.30271,0.53621,0.64637,0.15117,0.09838,0.26844,0.18027,0.62272,0.54646,0.11785,0.48138,0.42384,0.73694,0.11417,0.41394
78.0,79.0,0.53186,0.16832,0.01681,0.01594,0.51885,0.74894,0.1307,0.01857,0.01669,0.01759,0.56394,0.82265,0.03135,0.01505,0.35432,0.62666,0.02153,0.01962
79.0,80.0,0.53249,0.16838,0.00601,0.01197,0.51922,0.74827,0.12976,0.00655,0.0117,0.01367,0.55118,0.82115,0.04694,0.00927,0.34492,0.62858,0.02755,0.01055
80.0,81.0,0.53239,0.17304,0.00742,0.00449,0.51948,0.74609,0.13179,0.00684,0.00242,0.01739,0.53946,0.82265,0.03135,0.01505,0.33967,0.62526,0.01819,0.01225
81.0,82.0,0.5399,0.16858,0.00893,0.00447,0.52635,0.75136,0.1347,0.01038,0.00334,0.01635,0.53046,0.82052,0.0353,0.001,0.33741,0.62254,0.02191,0.00785
82.0,83.0,0.54276,0.20153,0.01337,0.15096,0.52986,0.72906,0.14005,0.02136,0.12965,0.08441,0.58464,0.78941,0.13587,0.15536,0.38183,0.6306,0.10278,0.12433
83.0,84.0,0.548,0.38083,0.01378,0.01375,0.53839,0.59386,0.15926,0.0166,0.01311,0.01093,0.56044,0.50123,0.06295,0.001,0.38946,0.75046,0.03847,0.00386
84.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,86.0,0.54304,0.39883,0.0218,0.02975,0.53326,0.57875,0.1562,0.02466,0.02914,0.01639,0.56147,0.47994,0.01887,0.001,0.38672,0.76352,0.01432,0.00527
86.0,87.0,0.54497,0.38117,0.02629,0.09129,0.53482,0.59284,0.15521,0.03141,0.08705,0.03932,0.56123,0.51235,0.037,0.10823,0.3852,0.74839,0.02044,0.09853
87.0,88.0,0.52008,0.163,0.06935,0.15346,0.51035,0.75959,0.14076,0.07549,0.14086,0.03272,0.55295,0.81292,0.03856,0.08225,0.35907,0.61842,0.02555,0.07006
88.0,89.0,0.50486,0.15146,0.02085,0.00908,0.49749,0.77093,0.14407,0.02196,0.01015,0.01821,0.52722,0.81946,0.05411,0.01154,0.3444,0.61107,0.03167,0.01086
89.0,90.0,0.52367,0.15306,0.02177,0.00869,0.5131,0.76576,0.13841,0.02225,0.00835,0.0203,0.48002,0.80136,0.0617,0.01505,0.30576,0.62705,0.03385,0.01712
90.0,91.0,0.52512,0.15079,0.00278,0.00376,0.51415,0.76657,0.13707,0.0027,0.00367,0.00407,0.52048,0.79923,0.0353,0.001,0.33242,0.62976,0.02156,0.00234
91.0,92.0,0.5541,0.15728,0.13953,0.01336,0.53911,0.7621,0.13781,0.14968,0.01367,0.00793,0.45991,0.79391,0.1738,0.01857,0.29265,0.6314,0.10341,0.02053
92.0,93.0,0.61415,0.09783,0.02386,0.0059,0.59837,0.82434,0.15801,0.05046,0.02281,0.12281,0.35939,0.78327,0.11481,0.01857,0.24323,0.61179,0.09457,0.0348
93.0,94.0,0.53232,0.06552,0.24623,0.16183,0.53605,0.92254,0.24044,0.30883,0.1044,0.4345,0.41309,0.54988,0.09486,0.10011,0.36043,0.65787,0.14124,0.09973
94.0,95.0,0.5385,0.1781,0.07525,0.03822,0.55327,0.83997,0.28563,0.12483,0.05885,0.10525,0.41441,0.42485,0.05885,0.08025,0.40633,0.7018,0.06714,0.13073
95.0,96.0,0.5498,0.16753,0.00956,0.00546,0.5694,0.8586,0.29618,0.01472,0.00692,0.00552,0.43189,0.4599,0.04561,0.01753,0.43496,0.67002,0.04101,0.02411
96.0,97.0,0.55139,0.17056,0.0024,0.0053,0.57138,0.85511,0.29608,0.00311,0.00678,0.00328,0.43806,0.46575,0.001,0.01757,0.44128,0.66595,0.00146,0.02451
97.0,98.0,0.54304,0.15387,0.00922,0.02555,0.5595,0.86941,0.2894,0.0149,0.03232,0.01294,0.38212,0.47994,0.05779,0.03243,0.37739,0.66151,0.05277,0.04277
98.0,99.0,0.57303,0.16832,0.05167,0.02217,0.60386,0.86966,0.31444,0.09712,0.01714,0.10376,0.46331,0.48526,0.08943,0.03253,0.48844,0.63739,0.10199,0.06841
99.0,100.0,0.57826,0.17073,0.00286,0.00627,0.61238,0.87082,0.32048,0.00374,0.01047,0.0138,0.47303,0.46797,0.001,0.05497,0.5054,0.64524,0.00376,0.07966
100.0,101.0,0.57784,0.17434,0.00481,0.00382,0.6117,0.86624,0.32003,0.00711,0.0046,0.0055,0.47303,0.45865,0.001,0.01671,0.50491,0.65247,0.00197,0.02481
101.0,102.0,0.57913,0.17357,0.00341,0.00835,0.61325,0.86681,0.31951,0.00527,0.01067,0.00829,0.47303,0.45661,0.001,0.01484,0.50432,0.65438,0.00257,0.02112
102.0,103.0,0.55146,0.17953,0.06227,0.01886,0.57343,0.85063,0.30508,0.09981,0.02543,0.00922,0.33317,0.49413,0.1249,0.01757,0.34119,0.63817,0.11147,0.0243
103.0,104.0,0.52768,0.19494,0.04927,0.02944,0.54407,0.83778,0.31343,0.07431,0.03194,0.07703,0.57209,0.32798,0.4405,0.30881,0.60105,0.75233,0.41879,0.43968
104.0,105.0,0.52848,0.2094,0.00343,0.01083,0.54595,0.82362,0.31832,0.00474,0.01564,0.00615,0.64785,0.28659,0.001,0.01409,0.68781,0.77913,0.00248,0.02029
105.0,106.0,0.52873,0.21088,0.00275,0.0028,0.5463,0.82192,0.31843,0.00389,0.0039,0.00455,0.64785,0.28836,0.001,0.001,0.68798,0.77775,0.00202,0.00165
106.0,107.0,0.52891,0.21165,0.001,0.001,0.54652,0.82095,0.31832,0.001,0.001,0.001,0.64785,0.28836,0.001,0.001,0.68781,0.77781,0.001,0.001
107.0,108.0,0.52869,0.22576,0.00693,0.03522,0.54521,0.80096,0.31195,0.01389,0.05891,0.07415,0.65784,0.29597,0.03856,0.01688,0.68885,0.77551,0.02835,0.01243
108.0,109.0,0.54354,0.21014,0.001,0.001,0.56184,0.81136,0.29803,0.001,0.001,0.001,0.47303,0.40544,0.001,0.001,0.47936,0.70641,0.001,0.001
109.0,110.0,0.57456,0.18236,0.001,0.001,0.60237,0.84554,0.30215,0.001,0.001,0.001,0.47303,0.4693,0.001,0.001,0.48501,0.65884,0.001,0.001
110.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,112.0,0.5931,0.18873,0.00278,0.00554,0.62977,0.84507,0.31337,0.00394,0.00742,0.00272,0.47303,0.46131,0.001,0.01621,0.49821,0.65564,0.00137,0.02342
112.0,113.0,0.58882,0.18709,0.03042,0.01565,0.62323,0.84513,0.31035,0.0575,0.01653,0.05588,0.47157,0.44801,0.06997,0.0627,0.49335,0.66756,0.07284,0.1045
113.0,114.0,0.57025,0.18332,0.036,0.01012,0.59638,0.84323,0.30024,0.06434,0.00818,0.05338,0.39589,0.43925,0.07016,0.04139,0.40298,0.68143,0.07239,0.07193
114.0,115.0,0.56946,0.17777,0.00911,0.00481,0.59522,0.8493,0.29979,0.01463,0.00676,0.0078,0.38561,0.44735,0.001,0.02052,0.39175,0.67619,0.00222,0.02927
115.0,116.0,0.57134,0.17589,0.00301,0.00512,0.59759,0.85139,0.2997,0.00401,0.0066,0.00368,0.37312,0.44801,0.0353,0.001,0.37887,0.67579,0.03141,0.0017
116.0,117.0,0.57081,0.17746,0.0026,0.00454,0.59704,0.84991,0.3002,0.00336,0.00557,0.00468,0.36813,0.44708,0.001,0.01091,0.3742,0.67606,0.00164,0.01486
117.0,118.0,0.57093,0.17814,0.00235,0.00447,0.59725,0.84924,0.30036,0.00308,0.00547,0.00427,0.36813,0.44491,0.001,0.01697,0.37435,0.67747,0.00157,0.02399
118.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119.0,120.0,0.51254,0.10618,0.01297,0.00892,0.51896,0.90594,0.26844,0.01862,0.01492,0.02133,0.56372,0.50256,0.04914,0.01261,0.53343,0.6638,0.04266,0.02145
120.0,121.0,0.51613,0.10916,0.00633,0.00522,0.52316,0.90217,0.26772,0.00982,0.00777,0.0164,0.54733,0.50123,0.0639,0.001,0.51677,0.6653,0.05005,0.00543
121.0,122.0,0.51614,0.10872,0.00567,0.00382,0.52339,0.90401,0.26944,0.00832,0.004,0.00821,0.5322,0.49713,0.03791,0.01809,0.50442,0.66662,0.03031,0.02416
122.0,123.0,0.51838,0.10943,0.00587,0.00335,0.52612,0.90352,0.26978,0.008,0.00415,0.00741,0.51798,0.49667,0.03856,0.01839,0.49117,0.66665,0.03312,0.02651
123.0,124.0,0.51826,0.10976,0.00255,0.00392,0.5259,0.90272,0.26922,0.00329,0.00452,0.00395,0.51753,0.49542,0.03879,0.0185,0.49006,0.66794,0.03261,0.02526
124.0,125.0,0.51607,0.10893,0.00561,0.00395,0.52322,0.90318,0.26868,0.008,0.00469,0.0041,0.52547,0.49657,0.001,0.01843,0.49703,0.66762,0.00173,0.02507
125.0,126.0,0.51349,0.11148,0.00613,0.01041,0.52019,0.90083,0.26917,0.00802,0.01073,0.01264,0.52547,0.49134,0.001,0.01005,0.49763,0.67072,0.00376,0.01274
126.0,127.0,0.43302,0.06059,0.35929,0.08775,0.42198,0.99561,0.31441,0.56421,0.06623,0.33844,0.60317,0.46812,1.0,0.12322,0.63954,0.6502,1.0,0.26519
127.0,128.0,0.35835,0.04748,0.06617,0.02128,0.32878,0.98936,0.29051,0.10499,0.02773,0.01648,0.30659,0.43481,0.11068,0.01899,0.29283,0.69295,0.09695,0.02759
128.0,129.0,0.34483,0.07718,0.01698,0.0957,0.3128,0.95357,0.28763,0.02569,0.12768,0.03527,0.46953,0.3916,0.19433,0.18247,0.45361,0.72454,0.16475,0.25157
129.0,130.0,0.34872,0.12828,0.00596,0.01458,0.31657,0.89929,0.2911,0.00963,0.01765,0.01169,0.49167,0.26708,0.01993,0.01382,0.47976,0.8077,0.01718,0.01753
130.0,131.0,0.34991,0.12938,0.00415,0.00374,0.31816,0.89783,0.2908,0.00551,0.00402,0.00661,0.49051,0.26708,0.001,0.001,0.47823,0.80785,0.00225,0.00196
131.0,132.0,0.34958,0.1134,0.01953,0.09413,0.31802,0.91494,0.28994,0.02271,0.11567,0.0496,0.47144,0.30965,0.04004,0.21286,0.45813,0.77933,0.0414,0.2865
132.0,133.0,0.34334,0.04888,0.02999,0.01716,0.31096,0.98495,0.28745,0.05558,0.03243,0.05949,0.34441,0.43737,0.12798,0.001,0.32767,0.69341,0.1054,0.01599
133.0,134.0,0.35202,0.05399,0.05302,0.017,0.32189,0.97881,0.28696,0.08798,0.03136,0.03916,0.3186,0.43973,0.05897,0.0156,0.30164,0.69214,0.05212,0.02054
134.0,135.0,0.34677,0.05195,0.0053,0.00522,0.31529,0.98141,0.28734,0.00716,0.00594,0.00547,0.28946,0.4395,0.03894,0.01505,0.27242,0.69202,0.03317,0.02045
135.0,136.0,0.34835,0.05297,0.00272,0.00449,0.3176,0.97921,0.28619,0.00402,0.00545,0.00452,0.30026,0.43987,0.0367,0.0159,0.2824,0.6926,0.03187,0.02245
136.0,137.0,0.34625,0.10257,0.05038,0.24969,0.31391,0.92678,0.2895,0.09149,0.33084,0.10002,0.33067,0.45029,0.24239,0.23825,0.31594,0.68292,0.20742,0.31591
137.0,138.0,0.34244,0.15938,0.01022,0.01012,0.3066,0.86892,0.29777,0.01484,0.01337,0.00886,0.34316,0.35678,0.03856,0.01839,0.33588,0.74165,0.03328,0.02563
138.0,139.0,0.34525,0.15731,0.00424,0.00551,0.31006,0.87148,0.29808,0.00612,0.00647,0.00584,0.334,0.35678,0.01716,0.02419,0.32682,0.74149,0.01529,0.0339
139.0,140.0,0.34428,0.15764,0.00312,0.00217,0.30878,0.87121,0.29823,0.00413,0.00242,0.00288,0.33317,0.36499,0.001,0.01505,0.32607,0.73564,0.0013,0.02127
140.0,141.0,0.34491,0.15737,0.001,0.001,0.30953,0.87165,0.29842,0.001,0.001,0.001,0.33317,0.4693,0.001,0.001,0.32623,0.66117,0.001,0.001
141.0,142.0,0.34329,0.0679,0.00449,0.09914,0.31097,0.96349,0.28734,0.01439,0.1183,0.06488,0.33317,0.44446,0.03677,0.02969,0.31658,0.68852,0.04013,0.03703
142.0,143.0,0.34282,0.05269,0.00527,0.00556,0.31153,0.97728,0.28375,0.00698,0.00704,0.00791,0.31112,0.44015,0.0521,0.01642,0.2914,0.69422,0.0456,0.02346
143.0,144.0,0.34222,0.05506,0.00756,0.00929,0.31109,0.9738,0.28282,0.01192,0.01213,0.00763,0.33008,0.43862,0.05457,0.01231,0.30932,0.69596,0.04604,0.01742
144.0,145.0,0.34393,0.05259,0.00555,0.006,0.31332,0.97613,0.28239,0.00774,0.0063,0.00721,0.33567,0.44193,0.02756,0.01839,0.31447,0.694,0.0234,0.02485
145.0,146.0,0.34513,0.05379,0.01077,0.00613,0.31429,0.97633,0.28404,0.01461,0.00963,0.01531,0.31318,0.43965,0.03442,0.01542,0.29365,0.69434,0.02856,0.02274
146.0,147.0,0.34963,0.05151,0.04772,0.00861,0.31938,0.98023,0.28554,0.07388,0.01275,0.01312,0.33841,0.43737,0.24346,0.001,0.32071,0.69482,0.21333,0.00411
147.0,148.0,0.36901,0.05506,0.001,0.001,0.34348,0.97588,0.28507,0.001,0.001,0.001,0.47303,0.43737,0.001,0.001,0.45677,0.69516,0.001,0.001
148.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.0,175.0,0.32027,0.05108,0.001,0.001,0.28395,0.97848,0.28313,0.001,0.001,0.001,0.35065,0.43737,0.001,0.001,0.32956,0.69659,0.001,0.001
