t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z,room
28.377,176.021026611,173.701782227,205.0,235.0,146.0,126.0,157.48550415,-527.884643555,2803.21118164,447.080749512,-1142.53967285,2833.21118164,-136.146148682,-58.3483085632,2773.21118164,hallway
28.409,176.805938721,173.441879272,205.0,235.0,146.0,126.0,165.231964111,-525.427612305,2803.73339844,447.16317749,-1142.75036621,2833.73339844,-136.171783447,-58.3592948914,2773.73339844,hallway
28.456,177.098999023,173.250686646,205.0,235.0,146.0,126.0,167.873596191,-522.801757812,2799.73779297,446.532653809,-1141.13903809,2829.73779297,-135.975631714,-58.275226593,2769.73779297,hallway
28.502,177.118255615,173.269256592,205.0,235.0,146.0,126.0,167.899993896,-522.477539062,2797.02636719,446.104797363,-1140.04553223,2827.02636719,-135.842514038,-58.2181777954,2767.02636719,hallway
28.534,176.931396484,173.538772583,205.0,235.0,144.0,126.0,165.393066406,-522.989685059,2785.67333984,444.313262939,-1135.46728516,2815.67333984,-154.611694336,-57.9793128967,2755.67333984,hallway
28.565,176.92868042,173.679473877,205.0,235.0,144.0,128.0,165.400390625,-524.470947266,2786.24169922,444.402954102,-1135.69641113,2816.24169922,-154.643569946,-77.3218307495,2756.24169922,hallway
28.596,176.752487183,173.995376587,205.0,235.0,144.0,128.0,163.561523438,-527.179199219,2784.24389648,444.08770752,-1134.89086914,2814.24389648,-154.531494141,-77.2657852173,2754.24389648,hallway
28.627,176.551757812,174.916656494,207.0,235.0,144.0,128.0,161.172973633,-534.751464844,2776.85668945,462.60748291,-1131.91186523,2806.85668945,-154.117019653,-77.0585479736,2746.85668945,hallway
28.659,176.333404541,175.256271362,207.0,235.0,144.0,128.0,158.744445801,-537.036010742,2771.57958984,461.737762451,-1129.78369141,2801.57958984,-153.82093811,-76.9105072021,2741.57958984,hallway
28.69,176.063461304,175.881759644,207.0,235.0,144.0,128.0,155.716751099,-541.709228516,2764.40527344,460.555328369,-1126.890625,2794.40527344,-153.418395996,-76.7092437744,2734.40527344,hallway
28.721,175.643692017,176.71395874,207.0,235.0,144.0,130.0,150.91317749,-547.114013672,2751.01782227,458.348907471,-1121.49182129,2781.01782227,-152.667282104,-95.4170684814,2721.01782227,hallway
28.768,175.220458984,178.086212158,207.0,235.0,142.0,130.0,145.646743774,-555.835083008,2728.84228516,454.694061279,-1112.54919434,2758.84228516,-170.350952148,-94.6394424438,2698.84228516,hallway
28.784,174.909484863,179.277618408,207.0,235.0,142.0,132.0,141.693283081,-563.348876953,2710.14331055,451.612243652,-1105.00842285,2740.14331055,-169.170669556,-112.780464172,2680.14331055,hallway
28.846,174.513977051,180.038879395,207.0,235.0,142.0,130.0,137.320159912,-568.041870117,2698.07055664,449.622497559,-1100.14001465,2728.07055664,-168.408630371,-93.5603866577,2668.07055664,hallway
28.877,173.803573608,180.904144287,207.0,235.0,142.0,132.0,129.965209961,-573.432617188,2684.98046875,447.465057373,-1094.86120605,2714.98046875,-167.582397461,-111.721603394,2654.98046875,hallway
28.909,172.987106323,181.783081055,205.0,235.0,140.0,132.0,121.513496399,-578.071533203,2668.19506836,425.77520752,-1088.09216309,2698.19506836,-185.025421143,-111.015281677,2638.19506836,hallway
28.94,172.384658813,182.38394165,205.0,235.0,140.0,132.0,115.279747009,-580.686279297,2654.44799805,423.605895996,-1082.54846191,2684.44799805,-184.061294556,-110.436798096,2624.44799805,hallway
28.971,171.671813965,183.139694214,203.0,235.0,140.0,132.0,108.023635864,-584.363525391,2639.28417969,402.492401123,-1076.43347168,2669.28417969,-182.997802734,-109.798698425,2609.28417969,hallway
29.002,170.920318604,183.893188477,203.0,235.0,140.0,132.0,100.241020203,-586.495727539,2617.67553711,399.234130859,-1067.71923828,2647.67553711,-181.482315063,-108.889411926,2587.67553711,hallway
29.034,169.954116821,184.061462402,203.0,235.0,140.0,132.0,90.5012207031,-582.436706543,2592.73095703,395.472808838,-1057.66003418,2622.73095703,-179.73286438,-107.839744568,2562.73095703,hallway
29.065,169.422454834,184.42086792,203.0,235.0,140.0,132.0,85.1010360718,-581.83215332,2575.58935547,392.888092041,-1050.74731445,2605.58935547,-178.530670166,-107.118423462,2545.58935547,hallway
29.096,168.829315186,184.911346436,203.0,235.0,138.0,134.0,79.1042098999,-581.557617188,2554.92236328,389.771759033,-1042.41308594,2584.92236328,-194.789337158,-123.956871033,2524.92236328,hallway
29.127,168.433441162,185.449234009,203.0,235.0,138.0,132.0,75.0475006104,-582.419616699,2537.68066406,387.171936035,-1035.46008301,2567.68066406,-193.459197998,-105.523231506,2507.68066406,hallway
29.159,168.041259766,186.308197021,203.0,235.0,138.0,134.0,70.9246520996,-584.844909668,2515.23730469,383.787811279,-1026.40942383,2545.23730469,-191.727767944,-122.008590698,2485.23730469,hallway
29.19,167.584289551,186.819732666,205.0,235.0,136.0,134.0,66.4411010742,-585.364746094,2498.20117188,398.950164795,-1019.53930664,2528.20117188,-207.723770142,-121.172225952,2468.20117188,hallway
29.221,167.393554688,187.649215698,207.0,235.0,136.0,134.0,64.2817611694,-588.16217041,2479.36132812,413.576293945,-1011.9418335,2509.36132812,-206.13822937,-120.247322083,2449.36132812,hallway
29.268,168.087844849,187.6875,209.0,235.0,136.0,136.0,69.9871368408,-585.725097656,2467.69140625,429.169952393,-1007.23577881,2497.69140625,-205.156082153,-136.770736694,2437.69140625,hallway
29.284,168.50743103,188.165924072,211.0,235.0,136.0,136.0,73.1811141968,-586.365112305,2453.04980469,444.068664551,-1001.33129883,2483.04980469,-203.923858643,-135.949249268,2423.04980469,hallway
29.331,168.918334961,188.911575317,211.0,235.0,138.0,136.0,76.2126922607,-588.89239502,2436.96484375,441.192047119,-994.844787598,2466.96484375,-185.689300537,-135.046768188,2406.96484375,hallway
29.362,169.298690796,191.224746704,215.0,235.0,138.0,136.0,78.5391998291,-601.583374023,2408.63208008,470.330871582,-983.419067383,2438.63208008,-183.50352478,-133.457122803,2378.63208008,hallway
29.377,169.612243652,192.597503662,219.0,235.0,138.0,138.0,80.5435180664,-608.313049316,2389.52172852,500.58291626,-975.712524414,2419.52172852,-182.029220581,-148.932983398,2359.52172852,hallway
29.44,170.440551758,193.604949951,221.0,235.0,140.0,138.0,86.7703323364,-611.723083496,2370.02734375,513.381896973,-967.851074219,2400.02734375,-164.113922119,-147.702514648,2340.02734375,hallway
29.471,171.567459106,194.537643433,223.0,235.0,140.0,140.0,95.2360229492,-613.67578125,2347.84204102,525.312805176,-958.90447998,2377.84204102,-162.557998657,-162.557952881,2317.84204102,hallway
29.503,172.968505859,196.068893433,225.0,235.0,142.0,140.0,105.623977661,-619.554382324,2322.6184082,536.24017334,-948.732666016,2352.6184082,-144.710083008,-160.788925171,2292.6184082,hallway
29.534,174.079681396,197.833984375,229.0,235.0,144.0,142.0,113.610656738,-628.052124023,2301.08129883,564.028442383,-940.047485352,2331.08129883,-127.422836304,-175.206298828,2271.08129883,hallway
29.565,176.004180908,200.019195557,235.0,235.0,144.0,142.0,127.794830322,-638.960449219,2277.11669922,606.771728516,-930.383239746,2307.11669922,-126.078269958,-173.357513428,2247.11669922,hallway
29.612,177.047637939,200.997253418,235.0,235.0,146.0,142.0,134.418991089,-638.655700684,2248.54760742,599.258056641,-918.862304688,2278.54760742,-108.915870667,-171.153503418,2218.54760742,hallway
38.347,301.009124756,56.2538642883,307.0,137.0,282.0,38.0,1241.09375,561.0625,2509.9375,1309.28710938,-151.414123535,2539.9375,1060.95043945,713.09777832,2479.9375,living_room
38.378,295.085388184,60.3539924622,307.0,145.0,278.0,28.0,1194.60351562,527.46875,2521.859375,1315.43261719,-223.713043213,2551.859375,1031.09814453,803.907043457,2491.859375,living_room
38.409,293.461608887,67.4587249756,307.0,147.0,272.0,18.0,1180.5546875,464.76171875,2522.5234375,1315.77490234,-241.672927856,2552.5234375,978.930358887,891.525817871,2492.5234375,living_room
38.441,293.640899658,68.3646697998,307.0,147.0,268.0,16.0,1178.34033203,455.279663086,2514.41430664,1311.59472656,-240.905181885,2544.41430664,940.897338867,906.049377441,2484.41430664,living_room
38.472,295.734313965,73.3896789551,307.0,147.0,266.0,14.0,1139.17749023,391.186462402,2393.35546875,1249.19140625,-229.443328857,2423.35546875,878.475036621,878.474975586,2363.35546875,living_room
38.503,295.642028809,74.0817565918,307.0,149.0,264.0,10.0,1126.71166992,381.420288086,2368.77636719,1236.5213623,-243.939559937,2398.77636719,852.936157227,902.144042969,2338.77636719,living_room
38.534,294.6199646,73.10597229,307.0,149.0,262.0,12.0,1122.32580566,390.955230713,2377.46972656,1241.00268555,-244.823623657,2407.46972656,839.643066406,889.033691406,2347.46972656,living_room
38.566,292.214416504,68.4320983887,307.0,151.0,260.0,8.0,1113.54162598,434.317321777,2401.77978516,1253.53393555,-264.35067749,2431.77978516,831.704101562,931.508605957,2371.77978516,living_room
38.597,295.271362305,62.3593292236,307.0,153.0,258.0,8.0,1078.08081055,459.382446289,2272.74584961,1187.01953125,-266.473724365,2302.74584961,770.727050781,880.830993652,2242.74584961,living_room
38.628,293.889160156,63.4935379028,307.0,155.0,258.0,8.0,1069.49536133,451.368835449,2277.92260742,1189.68811035,-283.259002686,2307.92260742,772.506103516,882.864074707,2247.92260742,living_room
38.659,292.86505127,63.1807632446,307.0,155.0,256.0,8.0,1055.36914062,451.324493408,2265.16088867,1183.10961914,-281.692687988,2295.16088867,752.444580078,877.851989746,2235.16088867,living_room
38.691,291.671691895,61.2358283997,307.0,151.0,256.0,8.0,1043.88671875,465.879364014,2260.82226562,1180.87316895,-249.027633667,2290.82226562,750.984069824,876.148010254,2230.82226562,living_room
38.722,289.596099854,58.2446289062,307.0,151.0,254.0,8.0,1018.42974854,485.303955078,2241.0144043,1170.66259766,-246.874404907,2271.0144043,728.809326172,868.368591309,2211.0144043,living_room
38.753,288.335388184,56.6045951843,307.0,151.0,254.0,8.0,1000.53637695,494.247192383,2223.26855469,1161.51501465,-244.9453125,2253.26855469,722.959777832,861.398925781,2193.26855469,living_room
38.8,285.81817627,55.9566421509,307.0,151.0,254.0,8.0,970.540771484,494.019958496,2199.76318359,1149.3984375,-242.39012146,2229.76318359,715.211791992,852.167236328,2169.76318359,living_room
38.816,284.993408203,55.2290496826,307.0,151.0,254.0,8.0,962.922119141,498.981292725,2196.89599609,1147.92041016,-242.078430176,2226.89599609,714.266723633,851.04119873,2166.89599609,living_room
38.847,283.54196167,54.612487793,307.0,151.0,254.0,8.0,951.900817871,503.815979004,2197.26611328,1148.11132812,-242.118667603,2227.26611328,714.38873291,851.186584473,2167.26611328,living_room
38.894,282.26171875,54.4862365723,307.0,151.0,254.0,8.0,937.831298828,502.535522461,2187.45800781,1143.05541992,-241.052474976,2217.45800781,711.155639648,847.334411621,2157.45800781,living_room
38.941,281.723907471,54.1689758301,307.0,151.0,252.0,8.0,925.085205078,500.306793213,2167.26147461,1132.64453125,-238.856964111,2197.26147461,689.509094238,839.402282715,2137.26147461,living_room
38.972,279.439849854,53.7343063354,307.0,151.0,248.0,8.0,902.466430664,500.691802979,2154.70239258,1126.17053223,-237.491699219,2184.70239258,655.654785156,834.469787598,2124.70239258,living_room
39.003,275.755981445,53.5442886353,307.0,151.0,244.0,8.0,884.041564941,507.529693604,2177.88378906,1138.11999512,-240.011672974,2207.88378906,632.680603027,843.57421875,2147.88378906,living_room
39.034,273.586791992,54.787979126,305.0,151.0,240.0,8.0,865.264587402,496.762359619,2172.33398438,1119.81347656,-239.40838623,2202.33398438,600.99609375,841.39453125,2142.33398438,living_room
39.066,271.367584229,55.5858306885,303.0,151.0,238.0,8.0,844.352050781,488.366760254,2162.07226562,1099.22192383,-238.292877197,2192.07226562,583.164367676,837.364257812,2132.07226562,living_room
39.112,269.502380371,56.1236495972,299.0,151.0,234.0,8.0,828.52355957,483.305023193,2157.6784668,1066.33288574,-237.815231323,2187.6784668,552.118408203,835.63861084,2127.6784668,living_room
39.128,267.51083374,57.1603050232,297.0,151.0,230.0,8.0,813.433837891,475.449066162,2157.62255859,1050.96313477,-237.809143066,2187.62255859,522.260437012,835.616638184,2127.62255859,living_room
39.175,265.645111084,57.825592041,293.0,153.0,216.0,8.0,797.590026855,469.398712158,2152.95898438,1018.10296631,-252.611984253,2182.95898438,416.892578125,833.78503418,2122.95898438,living_room
39.206,261.510009766,57.9560508728,291.0,153.0,206.0,8.0,769.380554199,470.253112793,2161.41308594,1006.67675781,-253.590301514,2191.41308594,343.811187744,837.10534668,2131.41308594,living_room
39.237,258.452148438,59.2801589966,289.0,155.0,204.0,8.0,746.779541016,460.572235107,2163.08032227,992.061767578,-269.164001465,2193.08032227,329.120056152,837.760192871,2133.08032227,living_room
39.269,256.484069824,59.5831108093,285.0,155.0,202.0,8.0,731.368896484,457.972259521,2161.65478516,960.675415039,-268.989044189,2191.65478516,313.950195312,837.200317383,2131.65478516,living_room
39.3,251.025695801,60.7790603638,281.0,155.0,210.0,8.0,685.802490234,446.180175781,2148.52539062,924.362915039,-267.377655029,2178.52539062,371.448120117,832.043823242,2118.52539062,living_room
39.316,248.091598511,62.3965873718,279.0,155.0,212.0,8.0,663.704040527,433.998413086,2148.55004883,909.094421387,-267.38067627,2178.55004883,386.31060791,832.053466797,2118.55004883,living_room
39.362,244.718261719,63.5186347961,277.0,155.0,212.0,8.0,638.122009277,425.43359375,2147.98925781,893.585571289,-267.311828613,2177.98925781,386.208343506,831.833251953,2117.98925781,living_room
39.409,241.35774231,63.7636184692,273.0,157.0,208.0,8.0,610.274963379,421.836303711,2139.10522461,859.515136719,-281.434112549,2169.10522461,355.004547119,828.344055176,2109.10522461,living_room
39.441,237.788787842,64.4639511108,271.0,155.0,204.0,8.0,584.522460938,417.31036377,2142.83984375,845.756225586,-266.679840088,2172.83984375,325.997070312,829.810791016,2112.83984375,living_room
39.472,234.093902588,65.219909668,267.0,157.0,198.0,8.0,558.568054199,412.967834473,2149.80493164,817.891967773,-282.822357178,2179.80493164,282.471038818,832.546325684,2119.80493164,living_room
39.503,229.86605835,65.0071868896,263.0,157.0,192.0,8.0,525.699462891,413.787322998,2145.73828125,785.84765625,-282.29473877,2175.73828125,237.414108276,830.949157715,2115.73828125,living_room
39.534,226.426757812,63.2914047241,261.0,161.0,188.0,8.0,499.762145996,426.647521973,2145.48681641,770.499511719,-312.777008057,2175.48681641,207.712539673,830.850402832,2115.48681641,living_room
39.566,223.677947998,63.4016036987,259.0,161.0,182.0,8.0,477.253540039,424.193725586,2137.30078125,752.400146484,-311.600097656,2167.30078125,162.571304321,827.635375977,2107.30078125,living_room
39.597,221.699401855,63.3980941772,255.0,161.0,178.0,8.0,460.335449219,422.303314209,2127.64404297,718.783203125,-310.211700439,2157.64404297,132.403244019,823.842712402,2097.64404297,living_room
39.628,218.872497559,63.5590438843,253.0,167.0,174.0,8.0,437.633728027,419.55859375,2119.84350586,701.106933594,-354.322875977,2149.84350586,102.597358704,820.779052734,2089.84350586,living_room
39.659,215.888397217,64.4288024902,249.0,167.0,168.0,8.0,415.311950684,412.954833984,2119.13354492,670.730224609,-354.205871582,2149.13354492,58.6071090698,820.500244141,2089.13354492,living_room
39.706,212.452255249,65.163848877,245.0,171.0,164.0,8.0,390.61315918,408.365997314,2123.67553711,641.938903809,-385.163299561,2153.67553711,29.3672618866,822.284118652,2093.67553711,living_room
39.737,209.279785156,65.1363067627,241.0,177.0,160.0,8.0,365.454162598,406.863891602,2114.80175781,609.209533691,-428.70300293,2144.80175781,0.0,818.798950195,2084.80175781,living_room
39.784,205.859542847,66.1020202637,239.0,181.0,158.0,8.0,339.227722168,398.688842773,2109.43945312,592.681762695,-457.640350342,2139.43945312,-14.5837879181,816.692932129,2079.43945312,living_room
39.816,203.563522339,66.8572998047,235.0,181.0,156.0,8.0,321.276916504,391.922363281,2103.10986328,561.00793457,-456.286407471,2133.10986328,-29.0787944794,814.20703125,2073.10986328,living_room
39.847,201.353866577,68.5002441406,231.0,183.0,152.0,8.0,303.802185059,378.33795166,2094.98193359,529.063842773,-469.45098877,2124.98193359,-57.9296417236,811.014770508,2064.98193359,living_room
39.878,198.380157471,71.1305236816,227.0,183.0,152.0,8.0,281.997070312,359.066955566,2095.28564453,499.328826904,-469.518066406,2125.28564453,-57.9381599426,811.134094238,2065.28564453,living_room
39.909,194.686935425,73.0403137207,223.0,181.0,152.0,8.0,254.869338989,345.045837402,2095.35253906,469.532867432,-454.627105713,2125.35253906,-57.9400405884,811.160339355,2065.35253906,living_room
39.941,189.317840576,74.1156082153,223.0,179.0,150.0,8.0,214.688827515,336.002319336,2088.25170898,467.964141846,-438.252166748,2118.25170898,-72.17603302,808.371520996,2058.25170898,living_room
39.972,186.131256104,74.5091934204,221.0,179.0,150.0,8.0,190.034393311,330.822906494,2073.85058594,450.027709961,-435.272644043,2103.85058594,-71.6710281372,802.715515137,2043.85058594,living_room
40.003,182.733001709,76.2578735352,219.0,179.0,150.0,8.0,164.925537109,317.344421387,2068.88574219,434.245452881,-434.245452881,2098.88574219,-71.4969329834,800.765625,2038.88574219,living_room
40.034,178.964981079,78.0307006836,215.0,179.0,152.0,8.0,137.121505737,303.448394775,2061.85742188,403.449584961,-432.791351318,2091.85742188,-57.0003890991,798.005249023,2031.85742188,living_room
40.066,176.750808716,78.3379058838,209.0,179.0,152.0,8.0,120.659477234,300.100524902,2054.14575195,358.111816406,-431.195831299,2084.14575195,-56.7840538025,794.976501465,2024.14575195,living_room
40.097,173.333190918,78.1992950439,201.0,179.0,148.0,8.0,95.5153045654,299.448669434,2042.88659668,298.025848389,-428.866455078,2072.88671875,-84.7022628784,790.554504395,2012.88659668,living_room
40.128,171.161209106,77.8387756348,197.0,179.0,142.0,8.0,79.6231231689,300.774475098,2034.3861084,267.847290039,-427.107757568,2064.38623047,-126.516868591,787.215942383,2004.3861084,living_room
40.159,169.210830688,77.538269043,193.0,179.0,140.0,8.0,65.3411102295,301.22088623,2022.98632812,237.571533203,-424.749176025,2052.98632812,-139.774780273,782.738769531,1992.98632812,living_room
40.206,166.561859131,77.6894836426,189.0,179.0,134.0,8.0,46.3036270142,298.563446045,2012.30517578,207.688796997,-422.539337158,2042.30517578,-180.733398438,778.543762207,1982.30517578,living_room
40.253,163.825668335,78.1479034424,185.0,179.0,132.0,8.0,26.995141983,295.322143555,2012.26123047,179.038253784,-422.53024292,2042.26123047,-194.631652832,778.526489258,1982.26123047,living_room
40.284,161.040344238,78.3360671997,183.0,179.0,130.0,8.0,7.34524154663,294.164520264,2013.42553711,164.809020996,-422.771148682,2043.42553711,-208.65637207,778.983764648,1983.42553711,living_room
40.316,158.514190674,78.3425292969,179.0,181.0,122.0,8.0,-10.4714260101,293.587493896,2009.78747559,135.904220581,-436.324127197,2039.78747559,-263.813293457,777.554931641,1979.78747559,living_room
40.347,150.823760986,80.238067627,177.0,183.0,110.0,8.0,-63.8862533569,276.827911377,1985.3996582,120.144744873,-445.242034912,2015.3996582,-342.846740723,767.97668457,1955.3996582,living_room
40.394,148.713226318,80.6971740723,177.0,187.0,106.0,8.0,-78.5255279541,273.441802979,1984.02282715,120.062675476,-473.187896729,2014.02282715,-370.013763428,767.435974121,1954.02282715,living_room
40.409,146.14302063,81.0618667603,177.0,191.0,106.0,8.0,-96.1858444214,270.282440186,1979.46679688,119.791069031,-500.30368042,2009.46679688,-369.151031494,765.646606445,1949.46679688,living_room
40.441,143.624633789,82.0001678467,177.0,191.0,106.0,8.0,-113.761924744,263.989990234,1981.12268066,119.889785767,-500.715942383,2011.12268066,-369.464569092,766.296936035,1951.12268066,living_room
40.472,140.939315796,82.6870651245,177.0,191.0,106.0,8.0,-132.486968994,259.354675293,1982.16662598,119.952018738,-500.975860596,2012.16662598,-369.662261963,766.706970215,1952.16662598,living_room
40.503,132.888290405,82.8206176758,177.0,191.0,102.0,8.0,-189.098205566,259.317993164,1989.00561523,120.359710693,-502.678588867,2019.00561523,-398.435668945,769.392944336,1959.00561523,living_room
40.534,130.918548584,83.7598724365,175.0,191.0,98.0,8.0,-203.393661499,253.4609375,1994.4666748,106.486946106,-504.038269043,2024.4666748,-427.101257324,771.537719727,1964.4666748,living_room
40.581,128.530532837,84.4641113281,173.0,191.0,92.0,8.0,-220.681640625,249.197616577,1999.7800293,92.5308532715,-505.361114502,2029.7800293,-469.700653076,773.624572754,1969.7800293,living_room
40.613,126.94165802,84.9114837646,167.0,191.0,86.0,8.0,-231.96270752,246.207931519,2000.97912598,49.8538208008,-505.659667969,2030.97912598,-511.455932617,774.09552002,1970.97912598,living_room
40.628,122.363548279,85.4319763184,163.0,191.0,80.0,8.0,-262.025268555,240.662811279,1985.36340332,21.2015705109,-501.771789551,2015.36340332,-548.544616699,767.962463379,1955.36340332,living_room
40.675,119.505401611,84.8097076416,159.0,191.0,74.0,8.0,-280.275665283,243.562866211,1973.75732422,-7.02653598785,-498.882171631,2003.75732422,-586.185424805,763.404174805,1943.75732422,living_room
40.722,118.264770508,84.8296203613,155.0,191.0,70.0,8.0,-288.283416748,242.937164307,1969.80126953,-35.0631828308,-497.897216797,1999.80126953,-612.201293945,761.850463867,1939.80126953,living_room
40.753,116.777328491,84.6846542358,149.0,197.0,68.0,8.0,-297.566345215,243.128387451,1963.25976562,-76.8867034912,-538.206665039,1993.25976562,-623.69543457,759.281311035,1933.25976562,living_room
40.784,115.407577515,84.9517822266,147.0,199.0,66.0,8.0,-305.733520508,240.296691895,1955.18310547,-90.4979019165,-549.948608398,1985.18310547,-634.591674805,756.10925293,1925.18310547,living_room
40.816,112.895782471,84.2857818604,145.0,203.0,64.0,8.0,-321.730712891,243.934875488,1947.77246094,-104.030838013,-575.637268066,1977.77246094,-645.598999023,753.198791504,1917.77246094,living_room
40.847,111.851013184,84.6635131836,143.0,205.0,64.0,8.0,-326.769958496,239.816070557,1935.35400391,-117.16129303,-585.80657959,1965.35400391,-641.418395996,748.321472168,1905.35400391,living_room
40.894,110.767875671,84.450592041,143.0,205.0,64.0,8.0,-334.512390137,241.543838501,1937.62219238,-117.296508789,-586.48260498,1967.62219238,-642.182006836,749.212280273,1907.62219238,living_room
40.909,110.025535583,84.5691146851,143.0,205.0,64.0,8.0,-339.551757812,240.735305786,1937.59643555,-117.294975281,-586.474975586,1967.59643555,-642.173278809,749.202148438,1907.59643555,living_room
40.941,109.353111267,85.0300445557,143.0,205.0,64.0,8.0,-343.887451172,237.442581177,1936.28393555,-117.21673584,-586.083740234,1966.28393555,-641.731445312,748.686645508,1906.28393555,living_room
40.972,108.721786499,85.4762878418,143.0,205.0,64.0,8.0,-348.277496338,234.482284546,1936.85888672,-117.25100708,-586.255126953,1966.85888672,-641.924987793,748.912475586,1906.85888672,living_room
41.003,107.770133972,86.360206604,143.0,205.0,68.0,10.0,-353.730194092,227.827682495,1931.33984375,-116.92199707,-584.610046387,1961.33984375,-613.397583008,733.41015625,1901.33984375,living_room
41.034,107.497314453,86.4988250732,143.0,205.0,68.0,12.0,-356.34753418,227.380004883,1935.52026367,-117.171203613,-585.856140137,1965.52026367,-614.74621582,721.658569336,1905.52026367,living_room
41.081,107.217559814,87.9059906006,143.0,205.0,68.0,14.0,-359.077789307,218.334884644,1940.01293945,-117.439033508,-587.19519043,1970.01293945,-616.195678711,709.964538574,1910.01293945,living_room
41.097,106.974815369,89.9045410156,143.0,205.0,66.0,18.0,-358.314941406,203.368530273,1927.02893066,-116.665008545,-583.325134277,1957.02893066,-625.311279297,678.529296875,1897.02893066,living_room
41.128,106.5887146,92.4938583374,143.0,205.0,66.0,20.0,-361.209686279,186.018417358,1928.55395508,-116.75592041,-583.779663086,1958.55395508,-625.814025879,665.75958252,1898.55395508,living_room
41.175,107.011405945,95.2325744629,143.0,205.0,66.0,24.0,-359.219909668,167.903106689,1933.22973633,-117.034660339,-585.173339844,1963.22973633,-627.355285645,640.703308105,1903.22973633,living_room
41.222,107.003791809,96.879776001,143.0,207.0,64.0,30.0,-361.7394104,157.813064575,1946.50939941,-117.826309204,-602.993530273,1976.50939941,-645.17376709,604.850402832,1916.50939941,living_room
41.253,106.990325928,98.4582748413,145.0,207.0,64.0,32.0,-363.067077637,147.540786743,1953.15722656,-104.314071655,-605.02166748,1983.15722656,-647.411743164,593.460693359,1923.15722656,living_room
41.3,106.904769897,100.288894653,145.0,207.0,64.0,36.0,-363.71496582,135.025726318,1953.48974609,-104.331565857,-605.12310791,1983.48974609,-647.523620605,566.583129883,1923.48974609,living_room
41.347,106.715103149,101.601470947,145.0,207.0,64.0,38.0,-364.847503662,125.976715088,1952.59765625,-104.284637451,-604.850891113,1982.59765625,-647.223327637,552.836547852,1922.59765625,living_room
41.378,106.499282837,111.106506348,143.0,203.0,64.0,42.0,-358.696105957,59.626499176,1911.93237305,-115.765052795,-565.205932617,1941.93237305,-633.533752441,514.74609375,1881.93237305,living_room
41.409,109.363601685,111.160224915,143.0,203.0,66.0,42.0,-345.117279053,60.2483520508,1943.61120605,-117.653533936,-574.426147461,1973.61120605,-630.777282715,523.410949707,1913.61120605,living_room
