start,end,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
152.0,153.0,,-70.06,,
153.0,154.0,,-71.65,,
154.0,155.0,,-70.75,,
155.0,156.0,,-70.4,,
156.0,157.0,,-72.0,,
157.0,158.0,,-74.45,,
158.0,159.0,,-69.05,,
159.0,160.0,,-71.35,,
160.0,161.0,,-71.33,,
161.0,162.0,,-71.25,,
162.0,163.0,,-72.05,,
163.0,164.0,,-71.25,,
164.0,165.0,,-73.16,-99.0,
165.0,166.0,,-76.8,,
166.0,167.0,,-77.8,,
167.0,168.0,,-78.0,,
168.0,169.0,,-70.8,-103.0,
169.0,170.0,,-74.2,,
170.0,171.0,,-71.6,,
171.0,172.0,,-69.0,,
172.0,173.0,,-71.6,,
173.0,174.0,,-69.2,,
174.0,175.0,,-69.6,,
175.0,176.0,,-68.2,,
176.0,177.0,,-67.8,,
177.0,178.0,,-67.6,,
178.0,179.0,,-66.6,,
179.0,180.0,,-67.0,,
180.0,181.0,,-67.8,,
181.0,182.0,,-74.6,,
182.0,183.0,,-70.2,,
183.0,184.0,,-69.4,,
184.0,185.0,,-68.4,,
185.0,186.0,,-67.8,,
186.0,187.0,,-66.6,,
187.0,188.0,,-66.0,,
188.0,189.0,,-67.0,,
189.0,190.0,,-67.2,,
190.0,191.0,,-69.0,,
191.0,192.0,,-67.2,,
192.0,193.0,,-66.4,,
193.0,194.0,,-67.0,,
194.0,195.0,,-70.0,,
195.0,196.0,,-74.2,,
196.0,197.0,,-74.2,,
197.0,198.0,,-73.2,,
198.0,199.0,,-68.8,,
199.0,200.0,,-71.2,,
200.0,201.0,,-72.6,,
201.0,202.0,,-69.6,,
202.0,203.0,,-69.5,,
203.0,204.0,,-69.0,,
204.0,205.0,,-70.8,,
205.0,206.0,,-71.0,,
206.0,207.0,,-70.0,,
207.0,208.0,,-70.0,,
208.0,209.0,,-70.2,,
209.0,210.0,,-71.4,-104.0,
210.0,211.0,,-71.2,,
211.0,212.0,,-68.4,,
212.0,213.0,,-68.0,,
213.0,214.0,,-68.0,,
214.0,215.0,,-68.2,,
215.0,216.0,,-71.6,,
216.0,217.0,,-72.1,,
217.0,218.0,,-70.15,,
218.0,219.0,,-72.8,,
219.0,220.0,,-72.45,,
220.0,221.0,,-73.0,,
221.0,222.0,,-73.1,,
222.0,223.0,,-69.65,,
223.0,224.0,,-69.6,,
224.0,225.0,,-70.15,,
225.0,226.0,,-69.55,,
226.0,227.0,,-70.45,-103.0,
227.0,228.0,,-66.8,,
228.0,229.0,,-68.65,,
229.0,230.0,,-68.8,,
230.0,231.0,,-68.8,,
231.0,232.0,,-68.4,,
232.0,233.0,,-69.0,,
233.0,234.0,,-68.1,,
234.0,235.0,,-70.55,,
235.0,236.0,,-72.55,,
236.0,237.0,,-72.58,,
237.0,238.0,,-72.89,,
238.0,239.0,,-69.15,,
239.0,240.0,,-68.95,,
240.0,241.0,,-67.7,,
241.0,242.0,,-69.7,,
242.0,243.0,,-72.0,,
243.0,244.0,,-68.85,,
244.0,245.0,,-68.65,,
245.0,246.0,,-68.15,,
246.0,247.0,,-70.0,,
247.0,248.0,,-67.7,,
248.0,249.0,,-66.8,,
249.0,250.0,,-66.4,,
250.0,251.0,,-67.45,,
251.0,252.0,,-68.65,-101.0,
252.0,253.0,,-70.75,,
253.0,254.0,,-68.25,,
254.0,255.0,,-68.4,,
255.0,256.0,,-68.5,,
256.0,257.0,,-68.4,,
257.0,258.0,,-71.0,,
258.0,259.0,,-68.45,,
259.0,260.0,,-68.2,,
260.0,261.0,,-67.65,,
261.0,262.0,,-68.55,,
262.0,263.0,,-68.3,,
263.0,264.0,,-68.6,,
264.0,265.0,,-72.8,-100.0,
265.0,266.0,,-75.65,,
266.0,267.0,,-85.32,,
267.0,268.0,,-74.65,,
268.0,269.0,,-70.21,,
269.0,270.0,,-68.8,-102.0,
270.0,271.0,,-71.2,,
271.0,272.0,,-73.2,,
272.0,273.0,,-73.3,,
273.0,274.0,,-73.4,,
274.0,275.0,,-71.4,-105.0,
275.0,276.0,,-72.2,,
276.0,277.0,,-71.0,,
277.0,278.0,,-69.6,,
278.0,279.0,,-69.0,,
279.0,280.0,,-69.7,,
280.0,281.0,,-70.4,,
281.0,282.0,,-68.7,,
282.0,283.0,,-66.9,,
283.0,284.0,,-66.0,,
284.0,285.0,,-64.4,,
285.0,286.0,,-64.0,,
286.0,287.0,,-64.0,,
287.0,288.0,,-66.2,,
288.0,289.0,,-66.9,,
289.0,290.0,,-65.3,,
290.0,291.0,,-70.1,,
291.0,292.0,,-71.7,,
292.0,293.0,,-72.4,,
293.0,294.0,,-71.7,,
294.0,295.0,,-66.4,,
295.0,296.0,,-67.0,,
296.0,297.0,,-65.7,,
297.0,298.0,,-66.2,,
298.0,299.0,,-67.8,,
299.0,300.0,,-66.5,,
300.0,301.0,,-66.9,,
301.0,302.0,,-66.2,,
302.0,303.0,,-66.4,,
303.0,304.0,,-70.6,,
304.0,305.0,,-73.6,,
305.0,306.0,,-71.6,,
306.0,307.0,,-69.12,,
307.0,308.0,,-68.5,,
308.0,309.0,,-69.0,,
309.0,310.0,,-72.9,,
310.0,311.0,,-68.7,,
311.0,312.0,,-68.7,,
312.0,313.0,,-69.0,,
313.0,314.0,,-68.9,,
314.0,315.0,,-70.9,-98.0,
315.0,316.0,,-69.4,,
316.0,317.0,,-69.0,,
317.0,318.0,,-69.0,,
318.0,319.0,,-69.0,,
319.0,320.0,,-71.7,-100.5,
320.0,321.0,,-69.47,,
321.0,322.0,,-68.65,,
322.0,323.0,,-69.0,,
323.0,324.0,,-69.2,,
324.0,325.0,,-73.25,,
325.0,326.0,,-70.9,-97.0,
326.0,327.0,,-73.3,-97.92,
327.0,328.0,,-75.05,-95.67,
328.0,329.0,,-74.95,-95.81,
329.0,330.0,,-73.3,-97.21,
330.0,331.0,,-69.6,,
331.0,332.0,,-71.9,,
332.0,333.0,,-72.85,,
333.0,334.0,,-74.75,,
334.0,335.0,,-74.1,,
335.0,336.0,,-74.05,,
336.0,337.0,,-73.5,,
337.0,338.0,,-72.25,,
338.0,339.0,,-68.7,,
339.0,340.0,,-70.25,,
340.0,341.0,,-69.7,,
341.0,342.0,,-68.8,,
342.0,343.0,,-69.25,,
343.0,344.0,,-68.4,,
344.0,345.0,-94.0,-61.95,-98.44,
345.0,346.0,-94.0,-66.05,-92.75,
346.0,347.0,-97.5,-70.05,-88.06,
347.0,348.0,-99.46,-76.0,-92.06,
348.0,349.0,-90.47,-70.4,-90.1,
349.0,350.0,-88.06,-72.8,-86.65,
350.0,351.0,-70.35,-83.05,-74.15,
351.0,352.0,-74.35,-82.7,-74.7,
352.0,353.0,-82.1,-91.87,-78.7,
353.0,354.0,-79.8,,-81.95,
354.0,355.0,-74.25,-103.0,-82.45,
355.0,356.0,-82.15,-103.0,-79.9,
356.0,357.0,-79.3,-101.0,-79.75,
357.0,358.0,-68.81,-101.0,-91.55,
358.0,359.0,-67.8,,,
359.0,360.0,-68.85,,,
360.0,361.0,-70.0,,-102.0,
361.0,362.0,-71.7,,,
362.0,363.0,-73.3,,,
363.0,364.0,-71.05,,,
364.0,365.0,-68.7,,,
365.0,366.0,-73.5,,,
366.0,367.0,-72.95,,,
367.0,368.0,-71.79,,,
368.0,369.0,-71.4,,,
369.0,370.0,-70.6,,,
370.0,371.0,-70.75,,,
371.0,372.0,-75.5,,,
372.0,373.0,-71.55,,,
373.0,374.0,-69.16,,,
374.0,375.0,-68.8,,,
375.0,376.0,-70.6,,,
376.0,377.0,-70.2,,,
377.0,378.0,-70.0,,,
378.0,379.0,-73.0,,,
379.0,380.0,-72.6,,,
380.0,381.0,-71.8,,,
381.0,382.0,-72.0,,,
382.0,383.0,-70.6,,,
383.0,384.0,-72.2,,,
384.0,385.0,-73.4,,,
385.0,386.0,-71.6,,,
386.0,387.0,-71.8,,,
387.0,388.0,-71.0,,,
388.0,389.0,-68.6,,,
389.0,390.0,-68.6,,,
390.0,391.0,-70.4,,,
391.0,392.0,-73.4,,,
392.0,393.0,-73.2,,,
393.0,394.0,-69.4,,,
394.0,395.0,-69.0,,,
395.0,396.0,-70.0,,,
396.0,397.0,-72.2,,,
397.0,398.0,-68.8,,,
398.0,399.0,-63.6,,-103.0,
399.0,400.0,-64.8,,,
400.0,401.0,-65.2,,,
401.0,402.0,-63.4,,,
402.0,403.0,-62.8,,,
403.0,404.0,-66.2,,,
404.0,405.0,-64.8,,,
405.0,406.0,-69.0,,-95.0,
406.0,407.0,-67.8,,,
407.0,408.0,-71.2,,,
408.0,409.0,-76.75,,,
409.0,410.0,-77.8,,,
410.0,411.0,-73.8,,,
411.0,412.0,-71.0,,,
412.0,413.0,-75.0,,,
413.0,414.0,-72.6,,,
414.0,415.0,-70.4,,,
415.0,416.0,-67.0,,,
416.0,417.0,-68.4,,,
417.0,418.0,-68.0,,,
418.0,419.0,-73.2,,,
419.0,420.0,-75.6,,,
420.0,421.0,-72.0,,,
421.0,422.0,-73.0,,,
422.0,423.0,-74.8,,,
423.0,424.0,-72.8,,,
424.0,425.0,-75.2,,,
425.0,426.0,-85.25,,,
426.0,427.0,-77.9,,,
427.0,428.0,-73.89,,,
428.0,429.0,-71.05,,,
429.0,430.0,-65.9,,-96.36,
430.0,431.0,-71.6,,-96.0,
431.0,432.0,-69.7,,-93.0,
432.0,433.0,-71.0,,-96.0,
433.0,434.0,-70.55,,-100.0,
434.0,435.0,-70.2,,,
435.0,436.0,-69.95,,,
436.0,437.0,-68.79,,-99.14,
437.0,438.0,-69.0,,-97.11,
438.0,439.0,-72.25,,,
439.0,440.0,-72.8,,,
440.0,441.0,-74.3,,,
441.0,442.0,-74.8,,,
442.0,443.0,-75.85,,,
443.0,444.0,-71.45,,,
444.0,445.0,-72.65,,,
445.0,446.0,-71.25,,,
446.0,447.0,-73.35,,,
447.0,448.0,-75.0,,,
448.0,449.0,-71.0,,,
449.0,450.0,-68.75,,,
450.0,451.0,-67.65,,,
451.0,452.0,-72.3,,,
452.0,453.0,-71.25,,,
453.0,454.0,-74.2,,,
454.0,455.0,-71.75,,,
455.0,456.0,-74.45,,,
456.0,457.0,-78.8,,,
457.0,458.0,-74.35,,,
458.0,459.0,-76.1,,,
459.0,460.0,-75.35,,,
460.0,461.0,-76.44,,,
461.0,462.0,-76.55,,,
462.0,463.0,-71.4,,,
463.0,464.0,-73.7,,,
464.0,465.0,-75.75,,,
465.0,466.0,-74.85,,,
466.0,467.0,-73.3,,,
467.0,468.0,-73.35,,,
468.0,469.0,-74.05,,,
469.0,470.0,-72.1,,,
470.0,471.0,-70.35,,,
471.0,472.0,-69.35,,,
472.0,473.0,-69.35,,,
473.0,474.0,-69.2,,,
474.0,475.0,-69.35,,,
475.0,476.0,-70.55,,,
476.0,477.0,-73.37,,,
477.0,478.0,-72.0,,,
478.0,479.0,-71.7,,,
479.0,480.0,-69.6,,,
480.0,481.0,-71.5,,,
481.0,482.0,-71.0,,,
482.0,483.0,-70.5,,,
483.0,484.0,-73.3,,,
484.0,485.0,-74.6,,,
485.0,486.0,-72.5,,,
486.0,487.0,-67.6,,,
487.0,488.0,-62.5,,,
488.0,489.0,-64.8,,,
489.0,490.0,-72.3,,,
490.0,491.0,-72.9,,,
491.0,492.0,-74.0,,,
492.0,493.0,-72.2,,,
493.0,494.0,-71.1,,,
494.0,495.0,-71.5,,,
495.0,496.0,-72.4,,,
496.0,497.0,-72.9,,,
497.0,498.0,-72.6,,,
498.0,499.0,-71.3,,,
499.0,500.0,-64.0,,,
500.0,501.0,-68.2,,,
501.0,502.0,-64.5,,,
502.0,503.0,-64.7,,,
503.0,504.0,-69.8,,-97.0,
504.0,505.0,-73.1,,-104.0,
505.0,506.0,-72.6,,-104.0,
506.0,507.0,-71.0,,,
507.0,508.0,-72.8,,,
508.0,509.0,-72.0,,,
509.0,510.0,-74.1,,,
510.0,511.0,-69.8,,,
511.0,512.0,-71.0,,,
512.0,513.0,-70.2,,,
513.0,514.0,-71.3,,,
514.0,515.0,-71.7,,,
515.0,516.0,-69.4,,,
516.0,517.0,-69.2,,,
517.0,518.0,-70.1,,,
518.0,519.0,-74.5,,,
519.0,520.0,-71.0,,,
520.0,521.0,-72.6,,,
521.0,522.0,-72.5,,,
522.0,523.0,-71.8,,,
523.0,524.0,-73.8,,,
524.0,525.0,-74.8,,,
525.0,526.0,-71.5,,,
526.0,527.0,-74.9,,,
527.0,528.0,-72.7,,,
528.0,529.0,-77.9,,,
529.0,530.0,-71.79,,,
530.0,531.0,-72.75,,,
531.0,532.0,-74.3,,,
532.0,533.0,-75.9,,,
533.0,534.0,-74.15,,,
534.0,535.0,-73.7,,,
535.0,536.0,-71.35,,,
536.0,537.0,-73.6,,,
537.0,538.0,-73.25,,,
538.0,539.0,-72.45,,,
539.0,540.0,-71.75,,,
540.0,541.0,-73.7,,,
541.0,542.0,-74.55,,,
542.0,543.0,-74.3,,,
543.0,544.0,-70.8,,,
544.0,545.0,-72.45,,,
545.0,546.0,-73.95,,,
546.0,547.0,-74.65,,,
547.0,548.0,-73.0,,,
548.0,549.0,-74.25,,,
549.0,550.0,-73.2,,,
550.0,551.0,-71.25,,,
551.0,552.0,-69.85,,,
552.0,553.0,-71.0,,,
553.0,554.0,-74.95,,,
554.0,555.0,-74.35,,,
555.0,556.0,-74.7,,,
556.0,557.0,-73.35,,,
557.0,558.0,-71.2,,,
558.0,559.0,-72.45,,,
559.0,560.0,-72.7,,,
560.0,561.0,-73.1,,,
561.0,562.0,-72.3,,,
562.0,563.0,-70.75,,,
563.0,564.0,-72.7,,,
564.0,565.0,-70.95,,,
565.0,566.0,-72.05,,,
566.0,567.0,-71.95,,,
567.0,568.0,-70.95,,,
568.0,569.0,-74.5,,,
569.0,570.0,-66.05,,,
570.0,571.0,-64.4,,-99.8,
571.0,572.0,-66.25,,-97.58,
572.0,573.0,-69.55,,-79.15,
573.0,574.0,-70.8,,-76.9,
574.0,575.0,-69.75,,-78.43,
575.0,576.0,-69.2,,-102.0,
576.0,577.0,-71.45,,,
577.0,578.0,-66.8,,,
578.0,579.0,-68.4,,-102.0,
579.0,580.0,-64.9,,-97.0,
580.0,581.0,-74.75,,-86.45,
581.0,582.0,-83.95,,-88.47,
582.0,583.0,-82.2,,-83.4,
583.0,584.0,-74.8,,-86.8,
584.0,585.0,-76.2,-96.33,-80.4,
585.0,586.0,-82.0,-91.25,-78.8,
586.0,587.0,-82.75,-78.4,-90.0,
587.0,588.0,-90.75,-74.6,-92.8,
588.0,589.0,-99.0,-72.0,-101.0,
589.0,590.0,-104.0,-76.0,,
590.0,591.0,,-77.4,-96.75,
591.0,592.0,-102.0,-76.2,-83.2,
592.0,593.0,-100.0,-76.4,-90.2,
593.0,594.0,,-73.0,-90.5,
594.0,595.0,-100.0,-67.0,-96.75,
595.0,596.0,,-68.8,-93.5,
596.0,597.0,,-66.8,,
597.0,598.0,,-69.11,,
598.0,599.0,,-72.4,,
599.0,600.0,,-71.0,,
600.0,601.0,,-78.8,-104.0,
601.0,602.0,,-70.2,-96.33,
602.0,603.0,-101.0,-71.2,-104.0,
603.0,604.0,,-76.8,-95.0,
604.0,605.0,,-76.0,,
605.0,606.0,,-77.0,,
606.0,607.0,,-75.4,,
607.0,608.0,-101.0,-74.6,,
608.0,609.0,,-68.0,-99.0,
609.0,610.0,,-69.6,,
610.0,611.0,,-71.8,-100.0,
611.0,612.0,,-68.4,-98.5,
612.0,613.0,,-69.2,,
613.0,614.0,,-66.0,,
614.0,615.0,,-69.4,,
615.0,616.0,,-69.8,,
616.0,617.0,,-70.8,,
617.0,618.0,,-72.0,,
618.0,619.0,,-70.4,,
619.0,620.0,,-69.2,,
620.0,621.0,,-67.6,,
621.0,622.0,,-71.6,,
622.0,623.0,,-69.6,,
623.0,624.0,,-68.6,,
624.0,625.0,,-66.8,,
625.0,626.0,,-66.4,,
626.0,627.0,,-66.0,,
627.0,628.0,,-66.2,,
628.0,629.0,,-71.2,,
629.0,630.0,,-69.8,,
630.0,631.0,,-68.8,-96.5,
631.0,632.0,,-69.2,-93.4,
632.0,633.0,,-69.2,-89.6,
633.0,634.0,-101.0,-69.05,-88.8,
634.0,635.0,,-70.9,-92.06,
635.0,636.0,,-71.85,,
636.0,637.0,,-70.0,,
637.0,638.0,,-70.95,,
638.0,639.0,,-73.2,,
639.0,640.0,,-73.95,,
640.0,641.0,,-71.85,,
641.0,642.0,,-76.5,,
642.0,643.0,,-78.75,,
643.0,644.0,,-76.44,,
644.0,645.0,,-70.95,,
645.0,646.0,,-74.55,,
646.0,647.0,,-76.6,,
647.0,648.0,,-75.85,,
648.0,649.0,,-73.85,,
649.0,650.0,,-70.6,,
650.0,651.0,,-72.1,,
651.0,652.0,,-74.75,,
652.0,653.0,,-74.5,,
653.0,654.0,-104.0,-73.05,,
654.0,655.0,-104.0,-71.9,,
655.0,656.0,,-70.2,-102.0,
656.0,657.0,,-72.5,-93.07,
657.0,658.0,,-72.1,-90.75,
658.0,659.0,,-67.45,-97.8,
659.0,660.0,,-68.5,,
660.0,661.0,,-67.85,-102.0,
661.0,662.0,,-72.25,,
662.0,663.0,,-74.2,,
663.0,664.0,,-71.9,-98.0,
664.0,665.0,,-72.05,-98.0,
665.0,666.0,,-72.8,,
666.0,667.0,,-71.05,,
667.0,668.0,,-77.45,,
668.0,669.0,,-80.5,,
669.0,670.0,,-79.2,,
670.0,671.0,,-78.05,,
671.0,672.0,,-79.5,,
672.0,673.0,,-78.2,,
673.0,674.0,,-77.1,,
674.0,675.0,,-72.65,,
675.0,676.0,,-68.5,,
676.0,677.0,,-71.45,,
677.0,678.0,,-71.55,,
678.0,679.0,,-71.55,,
679.0,680.0,,-71.8,,
680.0,681.0,,-71.25,,
681.0,682.0,,-71.0,,
682.0,683.0,,-71.55,,
683.0,684.0,,-71.35,,
684.0,685.0,,-75.3,,
685.0,686.0,,-73.9,,
686.0,687.0,,-70.37,-101.0,
687.0,688.0,,-71.6,,
688.0,689.0,,-72.8,,
689.0,690.0,,-73.2,,
690.0,691.0,,-72.3,,
691.0,692.0,,-71.3,,
692.0,693.0,,-71.5,-102.0,
693.0,694.0,-104.0,-69.8,,
694.0,695.0,-104.0,-70.0,-100.43,
695.0,696.0,,-71.5,-101.0,
696.0,697.0,,-72.4,,
697.0,698.0,,-72.0,,
698.0,699.0,,-69.2,,
699.0,700.0,,-70.4,-100.0,
700.0,701.0,,-66.7,-100.0,
701.0,702.0,,-65.4,,
702.0,703.0,,-64.9,,
703.0,704.0,,-66.2,,
704.0,705.0,,-65.9,,
705.0,706.0,,-65.0,,
706.0,707.0,,-65.6,,
707.0,708.0,,-66.3,,
708.0,709.0,,-66.1,,
709.0,710.0,,-66.3,,
710.0,711.0,,-67.3,,
711.0,712.0,,-68.0,-100.0,
712.0,713.0,,-67.9,,
713.0,714.0,,-67.2,,
714.0,715.0,,-68.2,,
715.0,716.0,,-67.5,,
716.0,717.0,,-67.62,,
717.0,718.0,,-67.4,,
718.0,719.0,,-68.0,,
719.0,720.0,,-67.7,,
720.0,721.0,,-66.4,,
721.0,722.0,,-66.6,,
722.0,723.0,,-66.2,,
723.0,724.0,,-66.4,,
724.0,725.0,,-66.7,,
725.0,726.0,,-66.2,,
726.0,727.0,,-66.4,,
727.0,728.0,,-66.9,,
728.0,729.0,,-66.1,,
729.0,730.0,,-67.0,,
730.0,731.0,,-68.6,,
731.0,732.0,,-73.9,-103.0,
732.0,733.0,,-72.3,,
733.0,734.0,-101.0,-74.1,,
734.0,735.0,-101.0,-72.1,,
735.0,736.0,,-74.2,,
736.0,737.0,,-70.0,,
737.0,738.0,,-72.4,,
738.0,739.0,,-74.47,,
739.0,740.0,,-74.25,,
740.0,741.0,,-72.85,,
741.0,742.0,,-72.4,,
742.0,743.0,,-73.45,,
743.0,744.0,,-73.95,,
744.0,745.0,,-73.45,,
745.0,746.0,,-74.0,,
746.0,747.0,,-73.95,,
747.0,748.0,,-73.9,,
748.0,749.0,,-78.7,,
749.0,750.0,,-76.2,,
750.0,751.0,,-77.1,,
751.0,752.0,,-75.45,,
752.0,753.0,,-72.75,,
753.0,754.0,,-71.55,,
754.0,755.0,,-69.6,,
755.0,756.0,,-74.05,,
756.0,757.0,,-72.6,,
757.0,758.0,,-74.0,,
758.0,759.0,,-75.9,,
759.0,760.0,,-75.3,,
760.0,761.0,,-74.6,,
761.0,762.0,,-74.7,,
762.0,763.0,,-74.3,,
763.0,764.0,,-74.9,,
764.0,765.0,,-79.9,,
765.0,766.0,,-83.17,,
766.0,767.0,,-78.0,,
767.0,768.0,,-76.19,,
768.0,769.0,,-75.9,,
769.0,770.0,,-74.35,,
770.0,771.0,,-74.9,,
771.0,772.0,,-75.45,,
772.0,773.0,,-71.35,,
773.0,774.0,,-74.15,,
774.0,775.0,,-66.35,,
775.0,776.0,,-65.7,,
776.0,777.0,-101.8,-65.75,,
777.0,778.0,-99.94,-69.7,-104.0,
778.0,779.0,-97.71,-71.9,-92.15,
779.0,780.0,,-66.8,-91.42,
780.0,781.0,,-67.85,-98.0,
781.0,782.0,-101.0,-73.45,-93.08,
782.0,783.0,-104.0,-69.15,-96.93,
783.0,784.0,-96.0,-74.4,-94.18,
784.0,785.0,-92.15,-76.35,-86.0,
785.0,786.0,-77.75,-84.3,-73.8,
786.0,787.0,-75.15,-88.8,-76.4,
787.0,788.0,-78.8,-92.5,-74.85,
788.0,789.0,-79.8,-98.0,-78.75,
789.0,790.0,-71.32,,-76.58,
790.0,791.0,-70.4,,-87.8,
791.0,792.0,-70.4,,-94.75,
792.0,793.0,-71.0,,,
793.0,794.0,-72.4,,,
794.0,795.0,-72.4,,,
795.0,796.0,-66.8,,,
796.0,797.0,-64.0,,,
797.0,798.0,-69.8,,-85.0,
798.0,799.0,-70.0,,-76.8,
799.0,800.0,-71.95,,-85.33,
800.0,801.0,-69.2,,,
801.0,802.0,-73.4,,,
802.0,803.0,-72.0,,,
803.0,804.0,-70.0,,,
804.0,805.0,-63.0,,,
805.0,806.0,-68.8,,,
806.0,807.0,-73.4,,,
807.0,808.0,-75.4,,,
808.0,809.0,-73.4,,,
809.0,810.0,-73.0,,,
810.0,811.0,-71.63,,,
811.0,812.0,-72.6,,,
812.0,813.0,-73.4,,,
813.0,814.0,-70.6,,,
814.0,815.0,-71.2,,,
815.0,816.0,-73.6,,,
816.0,817.0,-72.0,,,
817.0,818.0,-71.4,,,
818.0,819.0,-70.5,,,
819.0,820.0,-72.6,,,
820.0,821.0,-73.2,,,
821.0,822.0,-74.0,,,
822.0,823.0,-72.8,,,
823.0,824.0,-73.2,,,
824.0,825.0,-75.2,,,
825.0,826.0,-75.0,,,
826.0,827.0,-73.0,,,
827.0,828.0,-73.0,,,
828.0,829.0,-72.8,,,
829.0,830.0,-73.4,,,
830.0,831.0,-73.6,,,
831.0,832.0,-73.8,,,
832.0,833.0,-72.2,,,
833.0,834.0,-77.2,,,
834.0,835.0,-74.8,,,
835.0,836.0,-72.8,,,
836.0,837.0,-73.6,,,
837.0,838.0,-72.8,,,
838.0,839.0,-71.2,,,
839.0,840.0,-73.8,,,
840.0,841.0,-75.8,,,
841.0,842.0,-72.4,,,
842.0,843.0,-74.3,,,
843.0,844.0,-70.65,,,
844.0,845.0,-73.4,,,
845.0,846.0,-75.35,,,
846.0,847.0,-76.3,,,
847.0,848.0,-77.7,,,
