start,end,x_mean,y_mean,z_mean,location,location_idx,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room,label
56.0,57.0,0.942,-0.272,0.124,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
57.0,58.0,0.947,-0.264,0.125,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
58.0,59.0,0.948,-0.256,0.126,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
59.0,60.0,0.964,-0.234,0.136,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
60.0,61.0,0.46,-0.445,0.582,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
61.0,62.0,0.375,-0.159,0.798,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
62.0,63.0,0.986,-0.302,0.194,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
63.0,64.0,0.935,-0.316,0.092,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
64.0,65.0,0.934,-0.308,0.112,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
65.0,66.0,0.932,-0.308,0.107,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
66.0,67.0,0.935,-0.308,0.104,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
67.0,68.0,0.933,-0.31,0.104,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
68.0,69.0,0.933,-0.316,0.105,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
69.0,70.0,0.929,-0.312,0.104,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
70.0,71.0,0.934,-0.31,0.106,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
71.0,72.0,0.936,-0.305,0.103,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
72.0,73.0,0.936,-0.305,0.107,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
73.0,74.0,0.934,-0.304,0.1,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
74.0,75.0,0.93,-0.31,0.094,living,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,p_stand
75.0,76.0,0.936,-0.301,0.102,living,5,292.168,103.416,5.607,10.764,1075.927,132.62,2322.536,45.209,83.128,66.501,42.5,131.0,2.398,24.413,372.858,-1058.76,60.0,24.909,170.85,living_room,p_stand
76.0,77.0,0.946,-0.303,0.098,living,5,252.406,66.123,29.499,2.601,674.686,393.547,2083.116,215.95,19.208,23.356,64.0,164.769,15.385,2.025,484.987,-1197.461,60.0,107.824,24.893,living_room,a_walk
77.0,78.0,0.937,-0.304,0.17,living,5,142.3,69.677,27.637,1.515,-140.271,386.539,2189.36,215.937,19.063,50.217,82.44,164.92,12.139,0.688,629.067,-1259.857,60.0,102.814,25.865,living_room,a_walk
78.0,79.0,0.526,-0.808,0.471,living,5,64.611,60.346,13.129,3.317,-820.94,512.226,2445.026,134.577,42.029,68.083,86.286,149.071,7.116,4.675,718.211,-1269.199,60.0,65.264,14.92,living_room,a_walk
79.0,80.0,-0.22,0.037,0.883,living,5,48.244,52.986,2.764,1.8,-1037.751,622.848,2649.23,10.908,28.002,51.548,74.76,142.92,1.031,0.392,670.255,-1319.176,60.0,8.466,25.247,living_room,a_walk
80.0,81.0,-0.363,0.258,0.769,living,5,52.75,49.435,2.422,0.886,-1034.795,680.888,2751.712,20.171,8.543,20.703,76.882,140.882,4.523,0.471,718.15,-1350.703,60.0,47.589,11.328,living_room,p_stand
81.0,82.0,-0.188,-0.428,0.897,living,5,45.955,53.985,2.88,1.73,-1070.235,619.519,2676.09,28.51,17.418,15.946,73.733,141.0,0.964,0.0,667.709,-1314.434,60.0,10.569,7.884,living_room,p_stand
82.0,83.0,-0.358,-0.402,0.84,living,5,46.446,54.877,3.989,0.852,-1048.552,601.497,2633.949,28.911,9.213,21.403,74.103,141.0,0.995,0.0,660.327,-1293.598,60.0,14.345,10.583,living_room,p_stand
83.0,84.0,-0.412,0.168,0.784,living,5,43.221,54.091,2.866,1.098,-1076.87,607.872,2630.286,16.81,9.408,25.721,73.483,141.0,0.856,0.0,653.583,-1291.787,60.0,13.969,12.717,living_room,p_stand
84.0,85.0,-0.316,0.13,0.909,living,5,52.256,56.484,2.437,2.175,-1007.405,593.943,2666.713,21.559,21.94,38.56,74.63,138.333,0.949,2.434,673.855,-1284.803,60.0,17.857,37.954,living_room,p_stand
85.0,86.0,0.528,-0.505,0.684,living,5,45.545,55.435,3.588,1.044,-1045.275,589.474,2603.493,44.024,12.456,29.592,72.517,133.897,1.793,1.125,637.559,-1212.92,60.0,11.844,15.72,living_room,t_turn
86.0,87.0,0.962,-0.099,0.161,living,5,38.633,56.192,1.005,1.299,-1130.56,594.411,2656.492,7.098,12.663,10.052,69.923,133.0,0.997,0.0,626.721,-1229.379,60.0,8.415,4.688,living_room,t_turn
87.0,88.0,0.954,-0.238,0.107,living,5,41.102,51.505,0.315,0.493,-1118.169,644.151,2681.868,2.506,4.404,3.261,69.143,133.0,0.515,0.0,625.54,-1241.214,60.0,4.74,1.521,living_room,p_stand
88.0,89.0,0.945,-0.274,0.123,living,5,40.256,50.84,0.654,0.536,-1122.247,648.173,2672.652,4.845,4.7,4.424,69.143,133.0,0.515,0.0,623.305,-1236.916,60.0,4.799,2.063,living_room,p_stand
89.0,90.0,0.949,-0.267,0.123,living,5,41.461,51.536,0.52,0.439,-1116.636,644.93,2686.318,3.782,3.902,4.028,69.2,133.0,0.6,0.0,627.161,-1243.29,60.0,5.381,1.878,living_room,p_stand
90.0,91.0,0.948,-0.255,0.129,living,5,42.205,51.104,1.036,0.664,-1113.28,651.127,2695.197,7.548,4.787,8.206,69.0,133.0,0.0,0.0,627.408,-1247.431,60.0,1.985,3.827,living_room,p_stand
91.0,92.0,0.951,-0.257,0.13,living,5,41.491,49.416,0.366,0.415,-1112.959,662.882,2678.139,3.708,3.756,2.74,69.2,133.0,0.6,0.0,625.177,-1239.475,60.0,5.412,1.278,living_room,p_stand
92.0,93.0,0.946,-0.257,0.126,living,5,40.316,50.484,0.513,0.677,-1123.199,652.382,2676.256,5.066,6.004,4.832,68.867,133.0,0.718,0.0,621.556,-1238.597,60.0,6.616,2.253,living_room,p_stand
93.0,94.0,0.952,-0.245,0.121,living,5,40.105,50.506,0.526,0.293,-1126.816,653.13,2680.143,4.253,2.727,3.63,68.04,133.0,0.999,0.0,614.641,-1240.409,60.0,9.471,1.693,living_room,p_stand
94.0,95.0,0.952,-0.25,0.122,living,5,40.437,50.915,0.483,0.389,-1125.191,650.156,2683.724,4.036,4.68,8.035,67.25,133.0,0.661,0.0,607.977,-1242.08,60.0,6.416,3.747,living_room,p_stand
95.0,96.0,0.953,-0.244,0.116,living,5,39.792,51.831,0.839,0.972,-1129.65,640.609,2679.925,5.907,8.106,6.366,67.0,133.0,0.0,0.0,604.707,-1240.308,60.0,1.496,2.969,living_room,p_stand
96.0,97.0,0.954,-0.247,0.12,living,5,38.755,54.563,1.304,2.061,-1128.646,609.169,2654.6,14.842,20.474,19.906,70.565,134.217,3.91,1.743,632.144,-1239.872,60.0,33.808,11.832,living_room,p_stand
97.0,98.0,0.952,-0.245,0.105,living,5,50.067,52.086,3.412,1.102,-1011.695,625.064,2624.561,29.186,11.496,8.255,81.897,137.0,3.986,0.0,730.453,-1251.722,60.0,38.837,3.966,living_room,p_stand
98.0,99.0,0.955,-0.238,0.157,living,5,59.626,57.328,2.133,1.589,-907.661,566.757,2578.515,24.023,17.695,18.879,63.0,140.2,9.814,3.487,549.15,-1258.751,60.0,92.558,26.429,living_room,p_stand
99.0,100.0,0.95,-0.219,0.186,living,5,59.686,64.953,1.124,5.667,-892.559,489.802,2537.377,10.19,50.662,10.869,53.593,133.593,3.022,11.39,455.796,-1180.775,60.0,28.497,100.622,living_room,p_stand
100.0,101.0,0.942,0.149,0.075,living,5,65.744,82.329,1.819,1.758,-857.1,342.487,2593.192,17.198,14.445,19.829,66.185,95.148,1.906,5.602,581.931,-860.666,60.0,19.547,46.493,living_room,t_bend
101.0,102.0,0.748,0.618,-0.043,living,5,65.987,83.307,0.346,0.21,-841.081,328.272,2551.258,2.988,1.829,0.875,68.333,89.0,0.943,1.633,591.598,-792.547,60.0,8.693,14.345,living_room,p_bent
102.0,103.0,0.698,0.671,-0.029,living,5,65.355,84.065,0.852,1.21,-863.551,327.738,2601.753,16.498,7.943,30.562,65.667,93.667,0.943,1.886,578.996,-850.572,60.0,4.057,26.188,living_room,p_bent
103.0,104.0,0.735,0.631,-0.022,living,5,63.385,81.99,0.79,4.475,-884.626,347.698,2611.182,8.273,37.51,24.586,59.444,104.704,3.047,9.038,523.996,-952.704,60.0,31.104,72.889,living_room,p_bent
104.0,105.0,0.848,0.483,0.021,living,5,57.898,62.296,1.692,2.399,-898.05,507.511,2508.229,16.003,20.582,10.219,56.667,138.467,3.228,1.784,476.742,-1208.968,60.0,28.912,13.76,living_room,t_straighten
105.0,106.0,0.94,-0.164,0.112,living,5,54.819,60.628,0.344,0.222,-928.226,523.964,2516.633,4.888,2.991,7.253,58.048,139.0,1.327,0.0,490.062,-1217.732,60.0,10.83,3.535,living_room,t_straighten
106.0,107.0,0.946,-0.251,0.107,living,5,54.785,61.369,0.313,0.458,-932.798,519.803,2528.226,2.3,4.483,3.743,57.56,139.0,0.898,0.0,488.051,-1223.383,60.0,7.925,1.825,living_room,p_stand
107.0,108.0,0.956,-0.217,0.102,living,5,54.339,61.355,0.557,0.548,-936.1,519.568,2526.47,3.857,5.354,3.452,58.4,139.0,0.917,0.0,495.048,-1222.527,60.0,7.946,1.683,living_room,p_stand
108.0,109.0,0.959,-0.22,0.106,living,5,54.019,60.916,0.396,0.54,-937.451,522.632,2522.487,2.588,5.302,4.739,58.867,139.0,0.884,0.0,498.297,-1220.586,60.0,7.72,2.31,living_room,p_stand
109.0,110.0,0.961,-0.208,0.104,living,5,55.219,65.063,1.796,4.457,-928.111,486.471,2526.158,11.698,37.509,12.986,57.857,136.643,1.125,4.142,490.673,-1201.571,60.0,9.535,31.008,living_room,p_stand
110.0,111.0,0.911,-0.147,0.137,living,5,68.308,99.43,4.65,11.664,-845.58,188.104,2631.825,30.857,103.905,45.444,61.435,103.957,2.826,7.457,548.86,-954.681,60.0,36.395,53.098,living_room,t_stand_kneel
111.0,112.0,1.008,-0.176,0.285,living,5,78.841,115.686,1.028,0.94,-741.716,39.382,2606.064,13.638,8.398,22.915,57.828,105.069,1.782,1.617,512.205,-959.395,60.0,17.389,14.175,living_room,t_stand_kneel
112.0,113.0,0.974,0.022,0.141,living,5,77.882,116.936,0.208,0.396,-761.282,28.403,2643.714,2.234,3.658,5.346,59.211,105.0,0.614,0.0,532.382,-972.679,60.0,5.931,1.969,living_room,t_stand_kneel
113.0,114.0,0.973,-0.109,0.114,living,5,77.52,116.08,0.422,0.829,-767.182,36.458,2652.508,3.426,7.707,3.936,59.286,105.0,0.7,0.0,534.896,-975.917,60.0,6.383,1.449,living_room,p_kneel
114.0,115.0,0.971,-0.095,0.134,living,5,77.079,115.584,1.019,0.932,-777.839,41.462,2674.881,13.597,8.935,14.59,61.143,104.429,2.386,1.99,556.88,-978.695,60.0,25.058,15.778,living_room,p_kneel
115.0,116.0,0.929,-0.263,0.206,living,5,74.239,111.963,1.486,3.83,-809.006,75.548,2690.241,13.271,35.136,23.835,66.867,93.2,10.262,3.321,612.802,-878.89,60.0,93.187,37.55,living_room,p_kneel
116.0,117.0,1.032,-0.21,0.219,living,5,59.609,73.169,7.122,14.457,-891.515,413.704,2536.434,44.739,121.788,56.528,60.667,125.556,7.638,17.046,520.038,-1105.506,60.0,82.546,128.717,living_room,t_kneel_stand
117.0,118.0,0.843,-0.369,0.267,living,5,53.903,61.938,0.759,1.045,-935.835,512.164,2515.388,6.534,10.474,10.696,58.769,137.0,1.501,0.0,495.871,-1199.273,60.0,14.286,5.138,living_room,t_kneel_stand
118.0,119.0,0.956,-0.245,0.11,living,5,53.322,62.113,0.293,0.363,-943.553,512.007,2522.317,2.817,3.392,6.039,58.385,137.0,0.923,0.0,493.656,-1202.602,60.0,8.849,2.901,living_room,p_stand
119.0,120.0,0.957,-0.215,0.099,living,5,53.091,61.042,0.27,0.33,-944.946,521.115,2520.57,1.549,2.622,4.091,57.0,137.0,0.0,0.0,481.194,-1201.763,60.0,0.818,1.966,living_room,p_stand
120.0,121.0,0.964,-0.193,0.101,living,5,53.009,61.056,0.312,0.451,-946.642,521.528,2523.159,1.891,4.379,4.711,57.143,137.0,0.515,0.0,482.988,-1203.007,60.0,4.492,2.263,living_room,p_stand
121.0,122.0,0.966,-0.187,0.101,living,5,52.844,60.704,0.402,0.578,-947.443,524.275,2521.41,2.541,5.142,5.136,57.9,137.0,0.995,0.0,489.398,-1202.167,60.0,9.221,2.468,living_room,p_stand
122.0,123.0,0.959,-0.227,0.134,living,5,90.463,67.81,15.393,0.868,-582.901,435.97,2381.908,138.053,12.277,39.386,65.091,154.818,11.747,5.184,531.093,-1285.197,60.0,99.614,25.801,living_room,p_stand
123.0,124.0,0.975,-0.254,0.235,living,5,153.474,65.399,19.543,3.466,-50.269,446.073,2326.74,160.309,38.209,51.95,58.52,158.28,3.545,4.763,478.395,-1283.708,60.0,36.538,18.201,living_room,a_walk
124.0,125.0,0.827,-0.378,0.097,living,5,194.325,73.58,4.123,6.944,324.573,433.664,2681.848,52.658,44.362,124.502,63.759,112.724,3.802,10.126,605.481,-1048.317,60.0,15.326,55.501,living_room,t_turn
125.0,126.0,0.611,-0.704,0.421,living,5,200.532,78.375,0.594,0.387,407.569,418.561,2867.49,6.336,4.268,5.134,50.778,108.778,3.326,1.133,519.316,-1085.995,60.0,32.67,11.77,living_room,t_stand_sit
126.0,127.0,0.831,-0.488,0.34,living,5,200.326,78.231,0.22,0.242,406.275,420.816,2873.02,2.087,2.557,2.136,49.0,108.714,0.0,1.161,502.604,-1087.483,60.0,0.367,11.809,living_room,p_sit
127.0,128.0,0.882,-0.395,0.267,living,5,199.929,78.471,0.675,0.823,401.98,418.137,2871.081,5.727,9.672,10.296,49.538,107.538,1.046,1.184,507.66,-1075.007,60.0,11.717,9.948,living_room,p_sit
128.0,129.0,0.893,-0.335,0.339,living,5,191.866,75.17,4.309,1.11,322.142,453.579,2885.016,42.563,14.944,46.716,57.552,105.414,2.966,1.218,589.954,-1059.029,60.0,32.224,22.951,living_room,p_sit
129.0,130.0,0.882,0.106,-0.164,living,5,180.581,80.467,1.587,5.585,222.531,427.541,3085.464,15.256,59.132,27.095,67.296,101.074,3.599,5.643,733.251,-1085.776,60.0,42.713,57.167,living_room,p_sit
130.0,131.0,0.589,-0.742,0.108,living,5,180.368,87.641,0.391,1.048,225.026,357.493,3150.6,4.172,11.383,15.157,73.867,79.333,2.045,2.785,820.334,-870.73,60.0,21.113,27.612,living_room,t_sit_lie
131.0,132.0,-0.095,-0.875,0.379,living,5,180.955,90.627,0.394,0.483,230.307,322.845,3134.277,3.977,5.798,5.458,78.5,72.1,0.866,1.48,866.948,-787.611,60.0,10.394,17.064,living_room,t_sit_lie
132.0,133.0,-0.174,-0.774,0.634,living,5,181.246,91.122,0.106,0.068,233.123,316.869,3129.038,1.164,0.785,1.089,78.0,71.0,1.0,0.0,860.063,-774.313,60.0,10.886,0.271,living_room,t_sit_lie
133.0,134.0,-0.164,-0.743,0.687,living,5,182.188,91.882,0.473,0.384,242.479,307.313,3116.626,4.628,4.919,7.292,79.0,67.0,0.0,2.449,867.491,-727.985,60.0,2.02,28.148,living_room,p_lie
134.0,135.0,-0.163,-0.738,0.692,living,5,182.555,92.041,0.058,0.088,246.154,305.126,3112.16,0.59,1.036,1.228,79.0,65.483,0.0,0.856,866.254,-710.48,60.0,0.34,9.293,living_room,p_lie
135.0,136.0,-0.166,-0.734,0.693,living,5,182.607,92.034,0.148,0.109,246.694,305.177,3111.88,1.561,1.224,1.33,79.0,65.276,0.0,0.867,866.177,-708.193,60.0,0.369,9.276,living_room,p_lie
136.0,137.0,-0.182,-0.722,0.763,living,5,183.376,87.517,1.504,1.477,256.143,356.04,3125.426,15.76,16.879,12.337,77.138,76.931,4.032,1.78,849.432,-837.539,60.0,45.992,19.844,living_room,p_lie
137.0,138.0,-0.417,-0.305,-0.166,living,5,180.896,85.5,1.422,0.915,230.574,380.74,3147.326,14.949,9.196,12.33,78.63,65.815,3.176,6.043,871.362,-719.918,60.0,37.45,65.246,living_room,p_lie
138.0,139.0,-0.046,0.598,-0.671,living,5,177.224,87.405,0.613,0.218,190.169,359.885,3148.564,6.792,2.491,2.538,81.0,60.417,0.0,0.909,897.79,-660.909,60.0,0.721,9.684,living_room,p_lie
139.0,140.0,-0.048,0.379,-0.807,living,5,176.453,87.51,0.307,0.118,181.809,359.026,3151.232,3.272,1.5,2.348,81.16,59.16,1.12,0.543,900.304,-647.724,60.0,12.624,5.97,living_room,p_lie
140.0,141.0,-0.083,0.262,-0.844,living,5,176.678,87.679,0.124,0.087,184.189,356.951,3149.412,1.313,1.053,1.211,81.0,59.083,0.0,0.4,898.031,-646.508,60.0,0.344,4.46,living_room,p_lie
141.0,142.0,-0.087,0.226,-0.854,living,5,176.525,87.413,0.186,0.106,182.706,360.306,3153.014,1.946,1.397,2.44,81.552,59.0,0.894,0.0,905.098,-646.341,60.0,9.974,0.505,living_room,p_lie
142.0,143.0,-0.109,0.189,-0.859,living,5,176.892,86.679,1.206,1.288,187.304,369.423,3161.119,14.26,15.968,13.466,81.286,59.857,0.7,2.1,904.487,-657.528,60.0,7.949,26.06,living_room,p_lie
143.0,144.0,-0.27,0.056,-0.817,living,5,180.577,83.723,0.31,0.198,232.197,409.351,3217.952,3.665,1.646,8.034,79.0,65.444,0.0,0.831,894.72,-731.804,60.0,2.226,8.187,living_room,p_lie
144.0,145.0,-0.462,-0.077,-0.746,living,5,179.956,84.037,0.323,0.1,225.489,406.353,3222.165,3.779,1.308,3.964,79.0,66.692,0.0,0.722,895.887,-746.748,60.0,1.098,7.552,living_room,p_lie
145.0,146.0,-0.378,-0.119,-0.798,living,5,179.493,84.181,0.133,0.124,220.245,404.712,3222.074,1.447,1.4,1.211,79.0,67.0,0.0,0.0,895.862,-750.178,60.0,0.336,0.285,living_room,p_lie
146.0,147.0,-0.375,-0.119,-0.794,living,5,179.575,84.172,0.289,0.085,221.084,404.651,3220.801,3.12,0.955,2.218,79.0,67.074,0.0,0.378,895.509,-750.707,60.0,0.614,4.185,living_room,p_lie
147.0,148.0,-0.374,-0.116,-0.796,living,5,179.766,84.224,0.181,0.143,223.182,403.954,3219.88,1.946,1.65,1.734,79.0,66.586,0.0,0.81,895.254,-745.033,60.0,0.48,9.007,living_room,p_lie
148.0,149.0,-0.376,-0.116,-0.8,living,5,179.832,84.256,0.302,0.083,223.855,403.464,3218.931,3.253,1.14,2.407,79.0,66.556,0.0,0.831,894.991,-744.47,60.0,0.667,9.364,living_room,p_lie
149.0,150.0,-0.375,-0.117,-0.797,living,5,179.501,84.132,0.191,0.079,220.194,405.007,3220.074,2.073,0.936,1.586,79.0,66.556,0.0,0.831,895.307,-744.734,60.0,0.439,9.176,living_room,p_lie
150.0,151.0,-0.373,-0.118,-0.796,living,5,179.498,83.862,0.199,0.434,220.0,407.738,3217.62,2.541,3.985,7.187,79.0,67.0,0.0,0.0,894.628,-749.131,60.0,1.991,1.689,living_room,p_lie
151.0,152.0,-0.466,0.021,-0.842,living,5,182.42,83.904,1.543,0.816,245.401,395.416,3123.78,14.316,10.695,35.551,82.429,75.667,7.688,4.55,906.758,-820.577,60.0,76.3,40.405,living_room,p_lie
152.0,153.0,0.19,-0.767,0.403,living,5,181.159,80.194,1.748,1.842,230.469,433.765,3106.751,18.689,22.519,20.107,77.917,95.333,4.545,9.69,853.037,-1030.61,60.0,46.12,109.165,living_room,t_lie_sit
153.0,154.0,0.835,-0.42,0.241,living,5,190.859,79.078,3.487,1.965,329.986,439.104,3056.801,31.251,30.919,65.1,54.0,111.0,12.124,1.414,587.916,-1181.888,60.0,144.211,38.982,living_room,t_lie_sit
154.0,155.0,0.818,-0.402,0.48,living,5,192.242,79.992,0.189,0.113,341.515,423.774,3020.617,1.996,1.175,1.083,47.0,109.6,0.0,1.172,504.886,-1152.61,60.0,0.179,12.286,living_room,t_lie_sit
155.0,156.0,0.879,-0.349,0.349,living,5,192.038,80.085,0.061,0.153,339.519,422.992,3022.07,0.61,1.605,1.213,47.0,110.231,0.0,0.973,505.126,-1159.961,60.0,0.2,10.413,living_room,p_sit
156.0,157.0,0.866,-0.384,0.341,living,5,191.787,80.223,0.267,0.343,336.604,421.215,3019.762,3.383,4.162,5.878,47.0,110.704,0.0,1.048,504.746,-1164.232,60.0,0.969,12.302,living_room,p_sit
157.0,158.0,0.885,-0.361,0.288,living,5,190.349,78.171,0.442,5.041,305.307,419.364,2867.657,13.529,39.343,89.909,47.5,105.5,1.15,9.466,484.077,-1050.212,60.0,10.024,75.265,living_room,p_sit
158.0,159.0,0.983,0.069,-0.151,living,5,191.658,63.274,0.677,0.87,298.064,534.106,2685.193,5.254,6.733,14.744,47.25,121.0,1.199,0.0,451.989,-1128.51,60.0,11.665,6.256,living_room,t_sit_stand
159.0,160.0,0.897,-0.238,0.112,living,5,191.142,63.356,0.293,0.427,289.619,526.779,2652.083,3.014,2.686,6.993,45.941,121.706,0.998,0.956,434.096,-1121.095,60.0,9.535,8.89,living_room,t_sit_stand
160.0,161.0,0.967,-0.2,0.051,living,5,191.046,62.653,0.135,0.141,287.344,530.767,2639.355,0.907,0.898,3.673,45.0,122.0,1.414,1.0,423.211,-1118.414,60.0,12.733,8.602,living_room,p_stand
161.0,162.0,0.962,-0.193,0.054,living,5,191.021,62.69,0.108,0.106,287.59,531.312,2643.797,0.869,0.704,1.688,45.0,122.714,1.069,1.278,423.966,-1127.023,60.0,9.773,12.373,living_room,p_stand
162.0,163.0,0.963,-0.195,0.053,living,5,190.81,62.819,0.106,0.102,285.49,529.838,2642.393,0.996,0.941,0.549,43.929,121.357,1.132,0.934,413.602,-1113.697,60.0,10.424,8.851,living_room,p_stand
163.0,164.0,0.965,-0.199,0.046,living,5,190.802,62.695,0.102,0.129,285.517,531.188,2643.396,0.998,1.124,0.893,45.133,122.4,1.258,1.873,424.895,-1123.899,60.0,11.723,17.54,living_room,p_stand
164.0,165.0,0.961,-0.203,0.044,living,5,191.038,62.545,0.072,0.145,288.038,533.188,2646.402,0.698,1.429,1.324,45.867,121.867,1.231,1.431,432.321,-1120.183,60.0,11.363,13.28,living_room,p_stand
165.0,166.0,0.958,-0.212,0.05,living,5,191.014,62.625,0.286,0.887,287.604,532.081,2644.324,4.447,11.459,17.473,45.783,122.217,1.413,3.27,431.133,-1122.393,60.0,11.84,22.755,living_room,p_stand
