start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
56.0,57.0,5,-96.47,-71.9,-98.0,,,,,,,,,,,,,,,,,,,,,0.9424,-0.2719,0.1242,0.0110526315789473,0.9424,0.945,0.0115169440391103,0.962,0.912,0.962,0.0073684210526315,0.2719,-0.271,0.0082819079927272,-0.256,-0.288,0.288,0.0107368421052631,0.1242,0.125,0.0085533619121372,0.138,0.11,0.138,0.3371695777438993,0.0174604061582179,-0.1753292382784509,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57.0,58.0,5,-94.19,-70.05,-98.0,,,,,,,,,,,,,,,,,,,,,0.9468,-0.2636,0.1253,0.0127368421052631,0.9468,0.948,0.0114960862905599,0.962,0.91,0.962,0.0094736842105263,0.2636,-0.264,0.0087772433029966,-0.244,-0.284,0.284,0.0131578947368421,0.1253,0.124,0.010164152694642,0.146,0.11,0.146,0.2981052879678234,0.3727920784265607,0.1107458923189251,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
58.0,59.0,5,-92.15,-69.85,-96.0,,,,,,,,,,,,,,,,,,,,,0.9477000000000002,-0.2562,0.1258,0.0123157894736841,0.9477000000000002,0.948,0.0092795474027562,0.96,0.928,0.96,0.0109473684210526,0.2562,-0.257,0.0091192104921424,-0.242,-0.272,0.272,0.0090526315789473,0.1258,0.125,0.0090972523324353,0.146,0.098,0.146,0.3018122465089418,0.1769756686541984,-0.0535199240911775,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05]"
59.0,60.0,5,-91.5,-74.6,-95.33,,,,,,,,,,,,,,,,,,,,,0.9643,-0.2338,0.1356,0.0157894736842105,0.9643,0.965,0.0172194657292263,1.0,0.92,1.0,0.0166315789473684,0.2338,-0.228,0.0406738245066775,-0.186,-0.346,0.346,0.0122105263157894,0.1356,0.137,0.0246381817510951,0.172,0.082,0.172,0.6721193831347445,0.3646851924442232,0.7951869827360663,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
60.0,61.0,5,-97.0,-71.35,-97.29,,,,,,,,,,,,,,,,,,,,,0.4601999999999998,-0.4453,0.582,0.0697894736842105,0.4601999999999998,0.353,0.3029547160880648,0.944,0.088,0.944,0.1426315789473684,0.5319,-0.423,0.4826465684121249,0.31,-1.266,1.266,0.0870526315789473,0.582,0.634,0.2802184861853336,1.016,0.07,1.016,-0.6366277223073648,-0.7395052763930076,0.2091958160273536,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45]"
61.0,62.0,5,-101.14,-72.0,-94.53,,,,,,,,,,,,,,,,,,,,,0.3746,-0.1592,0.7975000000000001,0.0744210526315789,0.3746,0.141,0.421021187115328,1.31,0.034,1.31,0.1050526315789473,0.2472,-0.235,0.2492720602073164,0.318,-0.474,0.474,0.0589473684210526,0.7975000000000001,0.631,0.2552660376940106,1.144,0.542,1.144,-0.7158697060944831,-0.6305460151231373,0.8159678778999436,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
62.0,63.0,5,-94.4,-71.75,-97.0,,,,,,,,,,,,,,,,,,,,,0.986,-0.3024,0.1936,0.0454736842105263,0.986,0.975,0.1137699433066572,1.212,0.8,1.212,0.0392631578947368,0.3024,-0.307,0.0617141798940891,-0.174,-0.434,0.434,0.0269473684210526,0.1936,0.141,0.1184408713240492,0.48,0.094,0.48,-0.2033550087659658,0.8652608753594973,-0.165669759629736,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
63.0,64.0,5,-96.0,-74.15,-100.0,,,,,,,,,,,,,,,,,,,,,0.9351999999999998,-0.3155,0.0922,0.0239999999999999,0.9351999999999998,0.932,0.0279026880425524,1.004,0.866,1.004,0.0149473684210526,0.3155,-0.308,0.0207545175805172,-0.286,-0.346,0.346,0.0132631578947368,0.0922,0.092,0.0250830620140364,0.142,0.056,0.142,-0.4106323529217153,-0.0189173975037616,-0.4216395388189094,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15]"
64.0,65.0,5,,-71.76,-96.4,,,,,,,,,,,,,,,,,,,,,0.9343529411764706,-0.3084705882352941,0.1121176470588235,0.0116249999999999,0.9343529411764706,0.936,0.0100407474321655,0.95,0.91,0.95,0.009625,0.3084705882352941,-0.308,0.0160518192007628,-0.274,-0.336,0.336,0.0134999999999999,0.1121176470588235,0.11,0.0177362452188637,0.142,0.078,0.142,0.0200091097956592,0.1226426200640146,0.7597169510927446,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
65.0,66.0,5,-99.0,-75.84,-96.0,,,,,,,,,,,,,,,,,,,,,0.9324210526315788,-0.308,0.1068421052631579,0.0114444444444444,0.9324210526315788,0.934,0.010574625983052,0.944,0.896,0.944,0.0118888888888889,0.308,-0.308,0.0083854510596439,-0.292,-0.32,0.32,0.0066666666666666,0.1068421052631579,0.108,0.0054797537199243,0.112,0.092,0.112,0.0997158593949096,-0.2350058192799156,-0.0641426586895547,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
66.0,67.0,5,-99.0,-76.25,-99.12,,,,,,,,,,,,,,,,,,,,,0.9351000000000004,-0.3076,0.104,0.0049473684210525,0.9351000000000004,0.934,0.0051565492337414,0.944,0.924,0.944,0.0058947368421052,0.3076,-0.307,0.0064373907757724,-0.29,-0.32,0.32,0.0105263157894736,0.104,0.102,0.0088543774484714,0.126,0.086,0.126,0.0831457471084297,-0.0569450722050299,0.0385971089768322,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
67.0,68.0,5,,-79.45,-95.89,,,,,,,,,,,,,,,,,,,,,0.9332,-0.3096,0.1036,0.0157894736842104,0.9332,0.937,0.0141194900757782,0.952,0.896,0.952,0.0067368421052631,0.3096,-0.309,0.0063118935352238,-0.296,-0.324,0.324,0.0091578947368421,0.1036,0.103,0.0085463442476886,0.116,0.082,0.116,0.1202862838736036,0.5293775415247445,0.2254205617934767,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
68.0,69.0,5,-100.0,-78.3,-96.0,,,,,,,,,,,,,,,,,,,,,0.9328,-0.3155,0.1051,0.009157894736842,0.9328,0.934,0.008908422980528,0.944,0.904,0.944,0.0137894736842105,0.3155,-0.318,0.0083636116600425,-0.302,-0.328,0.328,0.0083157894736842,0.1051,0.104,0.0073341666193235,0.12,0.092,0.12,-0.2281677356149241,0.1487697602803163,-0.0350504685845767,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
69.0,70.0,5,-98.0,-76.95,-96.0,,,,,,,,,,,,,,,,,,,,,0.9291,-0.3116,0.1042,0.0136842105263157,0.9291,0.933,0.0118232821162315,0.944,0.898,0.944,0.0118947368421052,0.3116,-0.308,0.0090906545418908,-0.3,-0.336,0.336,0.0059999999999999,0.1042,0.102,0.0070682388188289,0.124,0.094,0.124,0.0033494175692718,0.227115586903453,0.0703448107695819,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70.0,71.0,5,,-77.0,-95.0,,,,,,,,,,,,,,,,,,,,,0.9336000000000002,-0.3095,0.1065,0.0048421052631578,0.9336000000000002,0.934,0.0052383203414834,0.946,0.926,0.946,0.0056842105263157,0.3095,-0.307,0.0072076348409169,-0.296,-0.322,0.322,0.007578947368421,0.1065,0.107,0.0065688659599659,0.12,0.094,0.12,0.1854014859321207,0.122058165081121,0.273518428429519,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
71.0,72.0,5,-98.0,-77.7,,,,,,,,,,,,,,,,,,,,,,0.9356000000000002,-0.305,0.1034,0.0061052631578947,0.9356000000000002,0.934,0.0062481997407252,0.948,0.926,0.948,0.0094736842105263,0.305,-0.305,0.0067970581871865,-0.296,-0.322,0.322,0.0090526315789473,0.1034,0.102,0.0081510735489259,0.12,0.092,0.12,0.2825565334447145,0.0973894605194121,-0.1804945946089657,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72.0,73.0,5,,-76.3,-98.43,,,,,,,,,,,,,,,,,,,,,0.9364,-0.3047,0.1069,0.011157894736842,0.9364,0.941,0.0119264412127004,0.946,0.894,0.946,0.0130526315789473,0.3047,-0.306,0.0086319175158246,-0.288,-0.32,0.32,0.0087368421052631,0.1069,0.108,0.0083779472426125,0.124,0.094,0.124,0.3834943681806704,0.1765428314974058,0.3931261713319754,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73.0,74.0,5,-99.0,-78.3,-97.22,,,,,,,,,,,,,,,,,,,,,0.9343999999999998,-0.3043999999999999,0.1004,0.0122105263157894,0.9343999999999998,0.939,0.0149211259628755,0.952,0.894,0.952,0.0144210526315789,0.3043999999999999,-0.302,0.0182822318112423,-0.274,-0.344,0.344,0.0106315789473684,0.1004,0.102,0.0150678465614698,0.126,0.068,0.126,0.5460581025434307,0.6335474967425311,0.550179236411645,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74.0,75.0,5,,-78.4,-98.33,,,,,,,,,,,,,,,,,,,,,0.93,-0.3096,0.0941,0.0129473684210525,0.93,0.932,0.0134313067123046,0.946,0.894,0.946,0.0068421052631579,0.3096,-0.312,0.006280127387243,-0.292,-0.32,0.32,0.0073684210526315,0.0941,0.093,0.0064645185435575,0.108,0.08,0.108,-0.0829872398603785,0.0783167146152249,-0.153702153001919,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75.0,76.0,5,-100.0,-77.4,-99.0,,292.168,103.416,5.607,10.764,1075.927,132.62,2322.536,45.209,83.128,66.501,42.5,131.0,2.398,24.413,372.858,-1058.76,60.0,24.909,170.85,0.9360000000000002,-0.3012,0.1024,0.0127368421052631,0.9360000000000002,0.936,0.0122474487139158,0.952,0.892,0.952,0.0090526315789473,0.3012,-0.302,0.0090421236443658,-0.286,-0.322,0.322,0.0083157894736842,0.1024,0.1,0.0174768418199627,0.142,0.07,0.142,-0.2149121090396535,0.5540846309395417,-0.4044858834896704,"[0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76.0,77.0,5,-94.0,-75.1,-95.62,,252.406,66.123,29.499,2.601,674.686,393.547,2083.116,215.95,19.208,23.356,64.0,164.769,15.385,2.025,484.987,-1197.461,60.0,107.824,24.893,0.9462,-0.303,0.0979,0.0793684210526316,0.9462,0.945,0.0958204571059854,1.184,0.78,1.184,0.0288421052631578,0.303,-0.316,0.0423485536943116,-0.178,-0.354,0.354,0.0248421052631578,0.0979,0.076,0.0587893697874028,0.236,0.008,0.236,-0.4105121700370475,-0.3459794783678515,0.6081590475396208,"[0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
77.0,78.0,5,-99.14,-76.95,-96.69,,142.3,69.677,27.637,1.515,-140.271,386.539,2189.36,215.937,19.063,50.217,82.44,164.92,12.139,0.688,629.067,-1259.857,60.0,102.814,25.865,0.9373,-0.3043,0.1701,0.091157894736842,0.9373,0.901,0.1396929132060749,1.382,0.808,1.382,0.0582105263157894,0.3043,-0.306,0.070547218230062,-0.186,-0.43,0.43,0.0203157894736842,0.1701,0.158,0.0434855148296533,0.262,0.112,0.262,-0.2374046389670787,-0.5250255850430436,0.4347212267875567,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
78.0,79.0,5,-101.2,-76.7,-100.0,,64.611,60.346,13.129,3.317,-820.94,512.226,2445.026,134.577,42.029,68.083,86.286,149.071,7.116,4.675,718.211,-1269.199,60.0,65.264,14.92,0.5264000000000001,-0.808,0.471,0.0889473684210526,0.5264000000000001,0.479,0.2386500366645687,0.984,0.166,0.984,0.0948421052631579,0.808,-0.748,0.2050911992261003,-0.498,-1.178,1.178,0.0403157894736842,0.471,0.488,0.1666151253638156,0.752,0.198,0.752,0.7274243301736459,-0.970658290120117,-0.7776409797579038,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79.0,80.0,5,-101.0,-70.75,-100.0,,48.244,52.986,2.764,1.8,-1037.751,622.848,2649.23,10.908,28.002,51.548,74.76,142.92,1.031,0.392,670.255,-1319.176,60.0,8.466,25.247,-0.2201,0.0372,0.8827999999999999,0.0605263157894736,0.2239,-0.21,0.1338095288086764,0.038,-0.464,0.464,0.0956842105263157,0.2688,0.1699999999999999,0.3099396070204646,0.496,-0.658,0.658,0.0358947368421052,0.8827999999999999,0.881,0.0713117101183248,1.052,0.78,1.052,-0.7541913040369519,0.0636415994229991,0.1635230800378079,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
80.0,81.0,5,-103.0,-69.69,-101.5,,52.75,49.435,2.422,0.886,-1034.795,680.888,2751.712,20.171,8.543,20.703,76.882,140.882,4.523,0.471,718.15,-1350.703,60.0,47.589,11.328,-0.363125,0.2575,0.76875,0.0907999999999999,0.363125,-0.396,0.1291161662031521,-0.074,-0.54,0.54,0.1882666666666666,0.64975,0.571,0.6387611055786037,0.828,-1.04,1.04,0.1248,0.76875,0.716,0.195497921983841,1.182,0.492,1.182,-0.3776543768445236,0.6632846880722927,-0.701694449344674,"[0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
81.0,82.0,5,-103.0,-73.45,-98.0,,45.955,53.985,2.88,1.73,-1070.235,619.519,2676.09,28.51,17.418,15.946,73.733,141.0,0.964,0.0,667.709,-1314.434,60.0,10.569,7.884,-0.1881,-0.428,0.8968000000000002,0.0461052631578947,0.1881,-0.205,0.0588505734891343,-0.046,-0.25,0.25,0.1625263157894736,0.4368,-0.483,0.2072872403212508,0.088,-0.746,0.746,0.0881052631578947,0.8968000000000002,0.872,0.2242181081001264,1.336,0.496,1.336,-0.2489389891670915,0.6742580070207982,-0.5629212037015644,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82.0,83.0,5,,-71.45,-104.0,,46.446,54.877,3.989,0.852,-1048.552,601.497,2633.949,28.911,9.213,21.403,74.103,141.0,0.995,0.0,660.327,-1293.598,60.0,14.345,10.583,-0.3579,-0.4016999999999999,0.8396000000000001,0.0836842105263157,0.3579,-0.246,0.218429370735714,-0.178,-0.88,0.88,0.2041052631578947,0.4843,-0.533,0.3759288629514898,0.456,-1.07,1.07,0.0874736842105263,0.8396000000000001,0.853,0.1310459461410386,1.026,0.56,1.026,-0.5969272806401554,0.1201581165734756,-0.090396317817671,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
83.0,84.0,5,-104.0,-71.8,-102.0,,43.221,54.091,2.866,1.098,-1076.87,607.872,2630.286,16.81,9.408,25.721,73.483,141.0,0.856,0.0,653.583,-1291.787,60.0,13.969,12.717,-0.4121,0.1683999999999999,0.784,0.3082105263157895,0.4867000000000001,-0.529,0.3946732699334982,0.708,-1.05,1.05,0.3767368421052632,0.4836,0.285,0.5877110174226786,1.694,-0.936,1.694,0.2184210526315789,0.784,0.738,0.256927227050774,1.506,0.292,1.506,0.4627595088751439,0.5721033442577126,0.4068173660324111,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
84.0,85.0,5,,-76.15,,,52.256,56.484,2.437,2.175,-1007.405,593.943,2666.713,21.559,21.94,38.56,74.63,138.333,0.949,2.434,673.855,-1284.803,60.0,17.857,37.954,-0.3164,0.1295,0.9094,0.0744210526315789,0.3164,-0.332,0.1293114070760967,-0.026,-0.494,0.494,0.1473684210526315,0.2311,0.147,0.2487093685408734,0.55,-0.228,0.55,0.0730526315789474,0.9094,0.935,0.1491765397105054,1.12,0.632,1.12,-0.4975349242230192,0.4021393577295145,-0.7227531383323716,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05]"
