start,end,name,index
708.657,713.93,a_ascend,0
714.157,725.203,a_walk,4
725.294,725.885,t_bend,11
725.999,727.044,t_straighten,18
727.43,728.53,a_walk,4
728.98,730.08,t_stand_sit,17
730.33,733.23,p_sit,8
733.78,734.58,t_sit_stand,15
734.88,737.68,a_walk,4
737.93,738.83,t_turn,19
739.18,741.78,a_walk,4
742.08,743.18,t_stand_sit,17
743.33,964.73,p_sit,8
965.08,967.28,t_sit_stand,15
967.78,981.88,a_walk,4
982.18,986.58,a_descend,1
987.08,990.68,a_walk,4
990.93,1070.53,p_stand,10
1070.88,1074.58,t_turn,19
1074.93,1080.73,p_stand,10
1081.13,1084.33,t_turn,19
1084.63,1086.93,a_walk,4
1087.58,1088.58,t_bend,11
1088.83,1093.33,p_bent,5
1093.58,1094.88,t_straighten,18
1095.03,1098.13,t_turn,19
1098.28,1099.98,a_walk,4
1100.13,1104.23,a_ascend,0
1104.53,1107.33,a_walk,4
1107.63,1113.43,a_ascend,0
1113.73,1114.03,t_turn,19
1114.28,1118.28,a_ascend,0
1118.58,1123.28,a_walk,4
1123.53,1127.83,t_turn,19
1128.33,1130.73,a_walk,4
1131.33,1136.33,p_stand,10
1136.93,1138.03,t_turn,19
1138.38,1141.48,a_walk,4
1141.73,1147.33,p_stand,10
1147.63,1150.63,t_turn,19
1151.18,1159.48,p_stand,10
1159.618,1161.351,t_turn,19
1161.451,1162.74,p_stand,10
1162.862,1164.129,t_turn,19
1164.239,1177.684,p_stand,10
1177.761,1178.45,a_walk,4
1178.53,1179.93,t_bend,11
1180.016,1183.972,p_bent,5
1184.039,1185.95,t_straighten,18
1186.061,1192.216,p_stand,10
1192.316,1194.871,t_stand_kneel,16
1194.993,1197.904,p_kneel,6
1197.981,1200.159,t_kneel_stand,12
1200.27,1202.692,p_stand,10
1202.814,1205.214,t_stand_sit,17
1205.325,1208.081,p_sit,8
1208.192,1210.348,t_sit_lie,14
1210.426,1215.07,p_lie,7
1215.193,1217.015,t_turn,19
1217.126,1221.149,p_lie,7
1221.248,1222.715,t_turn,19
1222.781,1228.026,p_lie,7
1228.159,1229.825,t_lie_sit,13
1230.037,1233.903,p_sit,8
1234.037,1235.681,t_sit_stand,15
1235.748,1242.459,p_stand,10
1242.592,1243.748,t_bend,11
1243.881,1246.348,p_bent,5
1246.425,1248.07,t_straighten,18
1248.158,1252.225,p_stand,10
1252.302,1254.191,t_stand_kneel,16
1254.313,1257.091,p_kneel,6
1257.191,1258.947,t_kneel_stand,12
1259.047,1261.914,p_stand,10
1262.036,1263.591,t_stand_sit,17
1263.68,1268.458,p_sit,8
1268.558,1270.225,t_sit_lie,14
1270.347,1273.813,p_lie,7
1273.925,1275.436,t_turn,19
1275.569,1279.791,p_lie,7
1279.858,1281.191,t_turn,19
1281.346,1285.991,p_lie,7
1286.09,1287.757,t_lie_sit,13
1287.856,1290.879,p_sit,8
1290.945,1291.567,t_sit_stand,15
1291.656,1298.701,p_stand,10
1298.734,1299.845,t_bend,11
1299.978,1303.622,p_bent,5
1303.733,1305.245,t_straighten,18
1305.356,1308.822,p_stand,10
1308.911,1310.067,t_stand_kneel,16
1310.2,1314.178,p_kneel,6
1314.256,1315.722,t_kneel_stand,12
1315.878,1319.767,p_stand,10
1319.767,1320.779,t_stand_sit,17
1320.779,1324.134,p_sit,8
1324.212,1326.301,t_sit_lie,14
1326.389,1329.2,p_lie,7
1329.2,1330.812,t_turn,19
1330.812,1335.356,p_lie,7
1335.356,1336.6,t_turn,19
1336.667,1341.444,p_lie,7
1341.444,1343.755,t_lie_sit,13
1343.844,1346.432,p_sit,8
1346.432,1347.566,t_sit_stand,15
1347.61,1355.188,p_stand,10
1355.188,1356.343,t_bend,11
1356.41,1360.077,p_bent,5
1360.077,1361.477,t_straighten,18
1361.555,1365.043,p_stand,10
1365.043,1366.332,t_stand_kneel,16
1366.42,1370.865,p_kneel,6
1370.887,1372.642,t_kneel_stand,12
1372.72,1375.964,p_stand,10
1376.031,1377.142,t_stand_sit,17
1377.231,1381.497,p_sit,8
1381.542,1382.809,t_sit_lie,14
1382.864,1387.275,p_lie,7
1387.275,1388.564,t_turn,19
1388.697,1392.552,p_lie,7
1392.552,1393.908,t_turn,19
1393.986,1399.008,p_lie,7
1399.03,1400.653,t_lie_sit,13
1400.708,1403.286,p_sit,8
1403.286,1404.353,t_sit_stand,15
1404.474,1410.83,p_stand,10
1410.83,1412.207,t_bend,11
1412.318,1415.663,p_bent,5
1415.663,1416.974,t_straighten,18
1417.007,1420.896,p_stand,10
1421.018,1422.751,t_stand_kneel,16
1422.817,1425.862,p_kneel,6
1425.895,1427.628,t_kneel_stand,12
1427.739,1432.183,p_stand,10
1432.183,1433.294,t_stand_sit,17
1433.383,1437.16,p_sit,8
1437.204,1438.516,t_sit_lie,14
1438.638,1441.86,p_lie,7
1441.86,1442.994,t_turn,19
1443.116,1446.96,p_lie,7
1447.06,1448.149,t_turn,19
1448.249,1453.76,p_lie,7
1453.849,1455.537,t_lie_sit,13
1455.626,1458.249,p_sit,8
1458.337,1459.781,t_sit_stand,15
1459.915,1464.62,p_stand,10
1464.767,1465.826,t_turn,19
1466.004,1469.269,a_walk,4
1469.372,1470.519,p_stand,10
1470.71,1471.622,a_walk,4
1471.696,1474.872,t_turn,19
1474.99,1476.49,a_walk,4
1476.609,1478.432,t_turn,19
1478.638,1488.12,p_stand,10
1488.253,1490.812,a_walk,4
1491.011,1491.452,t_bend,11
1491.555,1491.79,t_straighten,18
1491.967,1493.82,t_turn,19
1493.937,1495.231,t_stand_sit,17
1495.378,1506.967,p_sit,8
1507.143,1508.378,t_sit_stand,15
1508.598,1510.716,p_stand,10
1510.892,1511.54,t_turn,19
1511.687,1513.01,a_walk,4
1513.253,1539.223,p_stand,10
1539.371,1540.782,a_walk,4
1540.87,1541.311,p_stand,10
1541.443,1543.237,a_walk,4
1543.34,1548.311,t_turn,19
1548.384,1565.943,p_stand,10
1566.134,1567.84,t_turn,19
1568.017,1569.987,a_walk,4
1570.135,1571.193,p_stand,10
1571.283,1581.547,t_turn,19
1581.679,1586.738,a_walk,4
1586.914,1591.796,p_stand,10
1591.885,1593.532,t_turn,19
1593.679,1597.796,a_walk,4
1597.973,1602.649,p_stand,10
1602.81,1604.193,a_walk,4
1604.266,1605.648,p_stand,10
1605.81,1606.957,a_walk,4
1607.06,1610.56,a_descend,1
1610.722,1613.281,a_walk,4
1613.325,1614.09,t_turn,19
1614.178,1616.531,p_stand,10
1616.722,1617.957,t_turn,19
1618.133,1620.574,a_walk,4
1620.691,1621.75,t_bend,11
1621.867,1623.161,p_bent,5
1623.249,1624.22,t_straighten,18
1624.381,1635.205,p_stand,10
1635.411,1636.823,t_bend,11
1637.029,1639.088,p_bent,5
1639.205,1640.058,t_straighten,18
1640.249,1653.602,p_stand,10
1653.694,1654.312,t_bend,11
1654.533,1656.386,p_bent,5
1656.489,1657.106,t_straighten,18
1657.311,1658.517,p_stand,10
1658.708,1660.855,t_turn,19
1661.002,1668.796,p_stand,10
1668.929,1673.722,t_turn,19
1673.913,1675.178,a_walk,4
1675.295,1677.031,p_stand,10
1677.222,1678.81,t_turn,19
1679.016,1680.457,a_walk,4
1680.606,1719.665,p_stand,10
1719.782,1720.429,t_bend,11
1720.576,1731.693,p_bent,5
1731.782,1732.605,t_straighten,18
1732.722,1733.781,t_turn,19
1733.898,1734.634,t_bend,11
1734.737,1736.737,p_bent,5
1736.884,1737.531,t_straighten,18
1737.683,1737.96,t_turn,19
1738.036,1739.406,a_walk,4
1739.475,1742.629,p_stand,10
1742.683,1744.806,t_turn,19
1744.912,1746.481,a_walk,4
1746.557,1748.68,p_stand,10
1748.757,1750.187,a_walk,4
1750.272,1757.826,a_descend,1
1757.926,1760.049,a_walk,4
1760.141,1763.218,t_turn,19
1763.285,1764.701,p_stand,10
1764.775,1765.498,t_turn,19
1765.575,1769.329,a_walk,4
1769.382,1774.398,p_stand,10
1774.502,1775.61,a_walk,4
1775.687,1776.348,a_jump,2
1776.448,1776.863,p_stand,10
1776.901,1777.87,a_jump,2
1777.939,1785.729,p_stand,10
1785.849,1787.588,t_turn,19
1787.687,1789.703,a_walk,4
1789.888,1790.596,p_stand,10
1790.657,1791.965,a_walk,4
1792.111,1792.68,t_turn,19
1792.78,1795.087,p_stand,10
1795.148,1796.25,a_walk,4
45.93,47.93,a_walk,4
47.93,75.33,p_stand,10
75.33,80.33,a_walk,4
80.33,85.01,p_stand,10
85.01,87.01,t_turn,19
87.01,99.86,p_stand,10
99.86,100.92,t_bend,11
100.92,103.64,p_bent,5
103.64,105.51,t_straighten,18
105.51,109.96,p_stand,10
109.96,112.65,t_stand_kneel,16
112.65,115.99,p_kneel,6
115.99,118.31,t_kneel_stand,12
118.31,122.46,p_stand,10
122.46,124.58,a_walk,4
124.61,126.49,t_stand_sit,17
126.49,129.69,p_sit,8
129.69,132.93,t_sit_lie,14
133.01,151.45,p_lie,7
151.45,154.45,t_lie_sit,13
154.45,157.83,p_sit,8
157.83,159.42,t_sit_stand,15
159.42,167.92,p_stand,10
167.92,170.6,t_stand_sit,17
170.6,173.83,p_sit,8
173.83,175.5,t_sit_stand,15
175.5,179.11,p_stand,10
179.11,180.79,t_stand_sit,17
180.79,184.67,p_sit,8
184.67,186.67,t_sit_stand,15
186.67,190.47,p_stand,10
190.47,192.47,t_stand_sit,17
192.47,196.5,p_sit,8
196.5,199.5,t_sit_lie,14
199.5,216.78,p_lie,7
216.78,219.78,t_lie_sit,13
219.78,223.78,p_sit,8
223.78,225.78,t_sit_stand,15
225.78,234.09,p_stand,10
234.09,235.8,t_bend,11
235.8,238.8,p_bent,5
238.8,240.8,t_straighten,18
240.8,244.8,p_stand,10
244.8,247.0,t_stand_sit,17
247.0,250.0,p_sit,8
250.0,253.0,t_sit_stand,15
253.0,256.04,p_stand,10
256.04,258.04,t_stand_sit,17
258.04,262.04,p_sit,8
262.04,265.04,t_sit_lie,14
265.04,282.04,p_lie,7
282.04,285.04,t_lie_sit,13
285.04,289.04,p_sit,8
289.04,291.04,t_sit_stand,15
291.04,298.04,p_stand,10
298.04,300.04,t_bend,11
300.04,302.04,p_bent,5
302.04,305.04,t_straighten,18
305.04,309.56,p_stand,10
309.56,311.33,t_stand_sit,17
311.33,315.11,p_sit,8
315.11,316.67,t_sit_stand,15
316.67,320.59,p_stand,10
320.59,322.65,t_stand_sit,17
322.65,325.07,p_sit,8
325.07,327.94,t_sit_lie,14
327.94,344.57,p_lie,7
344.57,347.57,t_lie_sit,13
347.57,350.45,p_sit,8
350.45,351.45,t_sit_stand,15
351.45,358.15,p_stand,10
358.15,360.15,t_bend,11
360.15,364.15,p_bent,5
364.15,366.15,t_straighten,18
366.15,369.15,p_stand,10
369.15,372.15,t_stand_sit,17
372.15,376.15,p_sit,8
376.15,378.15,t_sit_stand,15
378.15,381.79,p_stand,10
381.79,383.79,t_stand_sit,17
383.79,387.79,p_sit,8
387.79,390.79,t_sit_lie,14
390.79,406.79,p_lie,7
406.79,409.79,t_lie_sit,13
409.79,412.79,p_sit,8
412.79,414.79,t_sit_stand,15
414.79,420.79,p_stand,10
420.79,423.79,a_walk,4
423.79,425.79,p_stand,10
425.79,432.02,a_walk,4
432.02,434.02,p_stand,10
434.02,437.02,a_walk,4
437.02,440.02,p_stand,10
440.02,444.14,a_walk,4
444.14,447.14,t_turn,19
447.14,454.14,p_stand,10
454.14,456.14,t_turn,19
456.14,458.22,p_stand,10
458.22,462.22,p_stand,10
462.22,464.22,t_turn,19
464.22,467.05,a_walk,4
467.05,469.33,t_bend,11
469.33,473.33,p_bent,5
473.33,475.33,t_straighten,18
475.33,477.33,t_turn,19
477.33,480.33,a_walk,4
480.33,492.33,p_stand,10
492.33,493.33,t_turn,19
493.33,493.7,p_stand,10
493.7,495.7,t_turn,19
495.7,501.7,p_stand,10
501.7,506.7,t_turn,19
506.7,535.8,p_stand,10
535.8,537.8,t_turn,19
537.8,541.8,p_stand,10
541.8,543.8,t_turn,19
543.8,545.8,t_turn,19
545.8,552.8,p_stand,10
552.8,555.8,t_turn,19
555.8,596.8,p_stand,10
596.8,597.8,t_turn,19
597.8,600.8,a_walk,4
600.8,629.8,p_stand,10
629.8,632.8,t_turn,19
632.8,638.8,p_stand,10
638.8,639.8,t_turn,19
639.8,641.8,a_walk,4
641.8,664.8,p_stand,10
664.8,666.31,t_turn,19
666.31,667.31,t_bend,11
667.31,669.31,t_straighten,18
669.31,672.31,t_turn,19
672.31,673.79,a_walk,4
673.79,677.79,p_stand,10
677.79,680.79,a_walk,4
680.79,703.79,p_stand,10
703.79,705.79,t_turn,19
705.79,709.68,a_walk,4
709.68,713.68,p_stand,10
713.68,722.68,a_walk,4
722.68,726.68,p_stand,10
726.68,729.68,t_stand_sit,17
729.68,732.68,p_sit,8
732.68,734.68,t_sit_stand,15
734.68,737.68,a_walk,4
737.68,739.68,p_stand,10
739.68,741.68,a_walk,4
741.68,743.68,t_stand_sit,17
743.68,964.814,p_sit,8
964.814,967.814,t_sit_stand,15
967.814,971.814,p_stand,10
971.814,983.814,a_walk,4
983.814,985.814,p_stand,10
985.814,989.814,a_walk,4
989.814,1082.814,p_stand,10
1082.814,1084.814,t_turn,19
1084.814,1086.814,a_walk,4
1086.814,1093.814,p_bent,5
1093.814,1094.644,t_straighten,18
1094.644,1098.644,t_turn,19
1098.644,1100.644,a_walk,4
1100.644,1104.644,a_ascend,0
1104.644,1106.644,a_walk,4
1106.644,1118.644,a_ascend,0
1118.644,1123.644,a_walk,4
1123.644,1128.644,p_stand,10
1128.644,1130.644,a_walk,4
1130.644,1137.644,p_stand,10
1137.644,1141.644,a_walk,4
1141.644,1147.644,p_stand,10
1147.644,1150.644,t_turn,19
1150.644,1158.644,p_stand,10
1158.644,1160.644,t_turn,19
1178.644,1179.644,t_bend,11
1179.644,1183.644,p_bent,5
1183.644,1185.644,t_straighten,18
1185.644,1190.644,p_stand,10
1190.644,1192.644,t_stand_kneel,16
1192.644,1197.644,p_kneel,6
1197.644,1198.644,t_kneel_stand,12
1198.644,1203.644,p_stand,10
1203.644,1204.644,t_stand_sit,17
1204.644,1207.644,p_sit,8
1207.644,1210.644,t_sit_lie,14
1210.644,1227.644,p_lie,7
1227.644,1230.644,t_lie_sit,13
1230.644,1233.644,p_sit,8
1233.644,1235.644,t_sit_stand,15
1235.644,1241.644,p_stand,10
1241.644,1243.644,t_bend,11
1243.644,1246.644,p_squat,9
1246.644,1248.644,t_straighten,18
1248.644,1250.644,p_stand,10
1250.644,1252.644,t_stand_kneel,16
1252.644,1256.644,p_kneel,6
1256.644,1258.644,t_kneel_stand,12
1258.644,1261.644,p_stand,10
1261.644,1263.644,t_stand_sit,17
1263.644,1267.644,p_sit,8
1267.644,1270.644,t_sit_lie,14
1270.644,1284.644,p_lie,7
1284.644,1287.644,t_lie_sit,13
1287.644,1289.824,p_sit,8
1289.824,1291.234,t_sit_stand,15
1291.234,1298.844,p_stand,10
1298.844,1299.834,t_bend,11
1299.834,1303.154,p_squat,9
1303.154,1304.664,t_straighten,18
1304.664,1308.514,p_stand,10
1308.514,1309.604,t_stand_kneel,16
1309.604,1314.074,p_kneel,6
1314.074,1315.514,t_kneel_stand,12
1315.514,1318.614,p_stand,10
1318.614,1320.924,t_stand_sit,17
1320.924,1323.324,p_sit,8
1323.324,1326.494,t_sit_lie,14
1326.494,1340.664,p_lie,7
1340.664,1343.644,t_lie_sit,13
1343.644,1346.424,p_sit,8
1346.424,1347.764,t_sit_stand,15
1347.764,1354.344,p_stand,10
1354.344,1356.094,t_bend,11
1356.094,1359.464,p_squat,9
1359.464,1361.634,t_straighten,18
1361.634,1364.674,p_stand,10
1364.674,1365.674,t_stand_kneel,16
1365.674,1370.354,p_kneel,6
1370.354,1372.304,t_kneel_stand,12
1372.304,1375.364,p_stand,10
1375.364,1376.784,t_stand_sit,17
1376.784,1380.424,p_sit,8
1380.424,1383.484,t_sit_lie,14
1383.484,1397.884,p_lie,7
1397.884,1401.024,t_lie_sit,13
1401.024,1402.214,p_sit,8
1402.214,1404.274,t_sit_stand,15
1404.274,1410.254,p_stand,10
1410.254,1412.084,t_bend,11
1412.084,1414.884,p_squat,9
1414.884,1416.984,t_straighten,18
1416.984,1420.454,p_stand,10
1420.454,1421.874,t_stand_kneel,16
1421.874,1426.224,p_kneel,6
1426.224,1427.874,t_kneel_stand,12
1427.874,1431.384,p_stand,10
1431.384,1433.154,t_stand_sit,17
1433.154,1436.174,p_sit,8
1436.174,1439.104,t_sit_lie,14
1439.104,1453.584,p_lie,7
1453.584,1455.694,t_lie_sit,13
1455.694,1458.624,p_sit,8
1458.624,1460.174,t_sit_stand,15
1460.174,1466.004,p_stand,10
1466.004,1468.744,a_walk,4
1468.744,1470.944,p_stand,10
1470.944,1473.154,a_walk,4
1473.154,1474.984,p_stand,10
1474.984,1477.094,a_walk,4
1477.094,1487.514,p_stand,10
1487.514,1491.514,a_walk,4
1491.514,1494.044,t_turn,19
1494.044,1497.034,t_stand_sit,17
1497.034,1506.034,p_sit,8
1506.034,1508.024,t_sit_stand,15
1508.024,1510.794,p_stand,10
1510.794,1512.944,a_walk,4
1512.944,1538.594,p_stand,10
1538.594,1543.864,a_walk,4
1543.864,1565.904,p_stand,10
1565.904,1567.584,t_turn,19
1567.584,1572.124,a_walk,4
1572.124,1573.534,p_stand,10
1578.154,1580.934,p_stand,10
1580.934,1586.824,a_walk,4
1586.824,1591.944,p_stand,10
1591.944,1593.704,t_turn,19
1593.704,1597.504,a_walk,4
1597.504,1602.614,p_stand,10
1602.614,1607.084,a_walk,4
1607.084,1611.224,a_descend,1
1611.224,1613.854,a_walk,4
1613.854,1616.934,p_stand,10
1616.934,1620.044,a_walk,4
1620.044,1621.764,t_bend,11
1621.764,1623.074,p_bent,5
1623.074,1625.234,t_straighten,18
1625.234,1635.444,p_stand,10
1635.444,1636.794,t_bend,11
1636.794,1638.204,p_bent,5
1638.204,1639.594,t_straighten,18
1639.594,1652.984,p_stand,10
1652.984,1654.544,t_bend,11
1654.544,1655.114,p_bent,5
1655.114,1657.074,t_straighten,18
1657.074,1671.884,p_stand,10
1671.884,1673.704,t_turn,19
1673.704,1675.104,a_walk,4
1675.104,1679.044,p_stand,10
1679.044,1681.704,a_walk,4
1681.704,1719.024,p_stand,10
1719.024,1720.344,t_bend,11
1720.344,1730.984,p_bent,5
1730.984,1732.984,t_straighten,18
1732.984,1734.474,p_stand,10
1734.474,1735.594,t_bend,11
1735.594,1736.574,p_bent,5
1736.574,1737.584,t_straighten,18
1737.584,1739.674,a_walk,4
1739.674,1748.074,p_stand,10
1748.074,1750.714,a_walk,4
1750.714,1757.094,a_descend,1
1757.094,1760.824,a_walk,4
1760.824,1766.124,p_stand,10
1766.124,1769.484,a_walk,4
1769.484,1774.974,p_stand,10
1774.974,1778.844,a_jump,2
1778.844,1785.054,p_stand,10
1785.054,1786.714,t_turn,19
1786.714,1789.264,a_walk,4
1789.264,1790.794,p_stand,10
1790.794,1793.004,a_walk,4
1793.004,1794.964,p_stand,10
1794.964,1796.25,a_walk,4
22.5,28.104,a_walk,4
28.104,31.434,p_stand,10
31.434,34.264,a_walk,4
34.264,35.784,a_jump,2
35.784,38.964,p_stand,10
38.964,41.824,a_walk,4
42.794,47.004,a_walk,4
47.004,53.044,p_stand,10
53.044,54.294,t_turn,19
54.294,57.484,p_stand,10
57.484,60.424,a_walk,4
60.424,64.564,p_stand,10
64.564,65.494,t_turn,19
65.494,67.454,a_walk,4
67.454,70.154,t_turn,19
70.154,71.564,t_turn,19
71.564,72.844,t_bend,11
72.844,76.054,p_bent,5
76.054,77.384,t_straighten,18
77.384,81.864,p_stand,10
81.864,85.394,t_stand_sit,17
85.394,88.354,p_sit,8
88.354,89.924,t_sit_stand,15
89.924,93.494,p_stand,10
93.494,96.704,t_stand_sit,17
96.704,101.724,t_sit_lie,14
101.724,113.994,p_lie,7
113.994,117.934,t_lie_sit,13
117.934,120.754,p_sit,8
120.754,122.384,t_sit_stand,15
122.384,127.844,p_stand,10
127.844,128.904,t_bend,11
128.904,132.674,p_bent,5
132.674,133.804,t_straighten,18
133.804,137.294,p_stand,10
137.348,139.608,t_stand_kneel,16
139.608,143.458,p_kneel,6
143.458,145.908,t_kneel_stand,12
145.908,151.421,p_stand,10
151.421,153.851,t_stand_sit,17
153.851,156.991,p_sit,8
156.991,160.561,t_sit_lie,14
160.561,176.881,p_lie,7
176.881,180.021,t_lie_sit,13
180.021,182.961,t_sit_stand,15
182.961,187.731,p_stand,10
187.731,191.331,t_bend,11
191.331,194.871,p_bent,5
194.871,196.091,t_straighten,18
196.091,198.921,p_stand,10
198.921,202.351,t_stand_kneel,16
202.351,205.291,p_kneel,6
205.291,207.661,t_kneel_stand,12
207.661,210.891,p_stand,10
210.891,213.501,t_stand_sit,17
213.501,217.371,p_sit,8
217.371,219.971,t_sit_lie,14
219.971,233.771,p_lie,7
233.771,236.761,t_lie_sit,13
236.761,240.501,t_sit_stand,15
240.501,248.671,p_stand,10
248.671,249.901,t_bend,11
249.901,253.511,p_bent,5
253.511,254.641,t_straighten,18
254.641,258.831,p_stand,10
258.831,261.721,t_stand_kneel,16
261.721,264.821,p_kneel,6
264.821,267.641,t_kneel_stand,12
267.641,270.541,p_stand,10
270.541,272.611,t_stand_sit,17
272.611,277.091,p_sit,8
277.091,280.001,t_sit_lie,14
280.001,295.211,p_lie,7
295.211,298.761,t_lie_sit,13
298.761,301.211,p_sit,8
301.211,304.541,t_sit_stand,15
304.541,317.981,p_stand,10
317.981,319.861,t_stand_sit,17
319.861,323.291,p_sit,8
323.291,325.341,t_sit_stand,15
325.341,329.321,p_stand,10
329.321,332.281,t_stand_sit,17
332.281,334.501,p_sit,8
334.501,336.771,t_sit_lie,14
336.771,351.291,p_lie,7
351.291,354.901,t_lie_sit,13
354.901,356.741,p_sit,8
356.741,359.141,t_sit_stand,15
359.141,366.351,p_stand,10
366.351,371.381,a_walk,4
371.381,375.161,p_stand,10
375.161,381.541,a_walk,4
381.541,384.351,a_descend,1
384.351,389.141,a_walk,4
389.141,393.221,p_stand,10
393.221,394.781,t_turn,19
