t,centre_2d_x,centre_2d_y,bb_2d_br_x,bb_2d_br_y,bb_2d_tl_x,bb_2d_tl_y,centre_3d_x,centre_3d_y,centre_3d_z,bb_3d_brb_x,bb_3d_brb_y,bb_3d_brb_z,bb_3d_flt_x,bb_3d_flt_y,bb_3d_flt_z,room
49.654,104.313323975,118.779449463,145.0,235.0,54.0,40.0,-342.42666626,7.50537109375,1753.56469727,-93.8155136108,-719.252197266,1783.56469727,-640.660583496,483.517333984,1723.56469727,kitchen
49.685,101.552459717,119.460083008,143.0,235.0,50.0,40.0,-358.103027344,3.30801391602,1747.21850586,-105.945915222,-716.693054199,1777.21850586,-662.38848877,481.736999512,1717.21850586,kitchen
49.732,99.8427276611,120.403320312,141.0,231.0,48.0,44.0,-367.639953613,-2.46481323242,1742.77001953,-118.113739014,-690.032958984,1772.77001953,-672.684692383,456.464599609,1712.77001953,kitchen
49.763,98.9490814209,122.404464722,139.0,231.0,46.0,48.0,-372.70300293,-14.6787452698,1740.90942383,-130.409790039,-689.308776855,1770.90942383,-683.953186035,431.970397949,1710.90942383,kitchen
49.81,97.9673919678,123.995010376,139.0,229.0,42.0,52.0,-378.017333984,-24.3449707031,1737.78930664,-130.180023193,-675.696228027,1767.78930664,-706.660461426,407.228057861,1707.78930664,kitchen
49.841,95.2008361816,126.364509583,137.0,227.0,40.0,56.0,-393.543151855,-38.6534309387,1731.92248535,-142.104934692,-661.096801758,1761.92248535,-716.169006348,381.956787109,1701.92248535,kitchen
49.872,93.4154586792,128.880661011,135.0,223.0,40.0,58.0,-403.651611328,-53.8367004395,1728.77612305,-154.186050415,-635.246520996,1758.77612305,-714.844970703,369.336578369,1698.77612305,kitchen
49.888,94.642036438,131.451400757,135.0,217.0,38.0,64.0,-397.057006836,-69.5685501099,1732.4465332,-154.5078125,-599.49029541,1762.4465332,-728.329345703,334.315063477,1702.4465332,kitchen
49.935,93.8300628662,134.027496338,133.0,219.0,40.0,64.0,-401.748901367,-85.1675415039,1731.40820312,-166.770126343,-611.490539551,1761.40820312,-715.952575684,334.111175537,1701.40820312,kitchen
49.95,92.2577438354,135.66368103,131.0,219.0,40.0,64.0,-410.595458984,-94.9398345947,1728.46264648,-178.823913574,-610.467956543,1758.46264648,-714.71307373,333.532745361,1698.46264648,kitchen
49.982,91.4100723267,136.228988647,129.0,217.0,40.0,62.0,-415.752532959,-98.3707580566,1728.54248047,-191.165328979,-598.16229248,1758.54248047,-714.746704102,345.460906982,1698.54248047,kitchen
50.029,86.9640274048,137.608718872,129.0,217.0,42.0,60.0,-437.911376953,-105.578887939,1709.83789062,-189.132003784,-591.800048828,1739.83789062,-695.094604492,353.437896729,1679.83789062,kitchen
50.06,85.5407104492,136.468994141,127.0,219.0,40.0,54.0,-442.383911133,-97.8470306396,1694.28295898,-199.534042358,-598.602111816,1724.28295898,-700.33026123,385.181671143,1664.28295898,kitchen
50.091,83.5144958496,131.820327759,127.0,225.0,40.0,44.0,-447.746276855,-69.1962051392,1669.39208984,-196.653671265,-625.716125488,1699.39208984,-689.856201172,436.908905029,1639.39208984,kitchen
50.122,81.2991943359,122.687980652,125.0,225.0,38.0,34.0,-455.459960938,-15.5559501648,1650.35168457,-206.235168457,-618.705505371,1680.35168457,-693.208068848,488.654876709,1620.35168457,kitchen
50.154,79.9104385376,117.036689758,123.0,227.0,36.0,28.0,-459.334594727,16.9953460693,1635.53076172,-216.097061157,-624.929321289,1665.53076172,-698.127563477,517.965637207,1605.53076172,kitchen
50.2,79.4318237305,112.035369873,123.0,227.0,38.0,20.0,-459.737091064,45.4476737976,1627.23950195,-215.021286011,-621.818359375,1657.23950195,-683.320373535,560.098632812,1597.23950195,kitchen
50.232,78.4176559448,109.854972839,123.0,227.0,36.0,16.0,-463.635467529,57.6545410156,1620.63769531,-214.164749146,-619.341247559,1650.63769531,-691.651672363,580.094970703,1590.63769531,kitchen
50.279,77.486366272,107.802024841,121.0,227.0,36.0,12.0,-467.400756836,69.0957717896,1615.359375,-225.019332886,-617.360778809,1645.359375,-689.356506348,600.407287598,1585.359375,kitchen
50.31,76.732093811,105.874069214,121.0,227.0,34.0,10.0,-471.617767334,80.00730896,1615.16918945,-224.99331665,-617.289428711,1645.16918945,-700.391235352,611.452575684,1585.16918945,kitchen
50.325,76.2671661377,105.097358704,121.0,227.0,32.0,12.0,-474.075134277,84.3751678467,1614.57006836,-224.911392212,-617.06463623,1644.57006836,-711.239624023,600.108337402,1584.57006836,kitchen
50.357,76.0762557983,104.960624695,121.0,227.0,34.0,18.0,-475.097595215,85.1388397217,1614.37133789,-224.88420105,-616.99005127,1644.37133789,-700.038696289,566.697937012,1584.37133789,kitchen
50.404,75.9608535767,107.534240723,121.0,227.0,32.0,26.0,-477.911651611,70.8899307251,1621.70349121,-225.886962891,-619.741149902,1651.70349121,-714.441467285,524.667907715,1591.70349121,kitchen
50.435,76.2522964478,112.500717163,123.0,227.0,34.0,36.0,-478.958374023,42.8888702393,1630.91125488,-215.497680664,-623.196044922,1660.91125488,-707.346679688,471.56439209,1600.91125488,kitchen
50.466,77.1714630127,116.916725159,123.0,217.0,34.0,46.0,-477.127105713,17.7609634399,1642.70495605,-217.027877808,-568.96496582,1672.70495605,-712.557617188,418.486206055,1612.70495605,kitchen
50.497,77.7241363525,120.543174744,125.0,215.0,36.0,50.0,-476.904846191,-3.14844512939,1652.96923828,-206.556442261,-560.653137207,1682.96923828,-705.710327148,398.384887695,1622.96923828,kitchen
50.529,78.6559448242,123.965446472,123.0,215.0,38.0,52.0,-474.02911377,-23.1084899902,1661.82263184,-219.508346558,-563.602478027,1691.82263184,-698.115539551,389.113525391,1631.82263184,kitchen
50.575,78.6093597412,128.927993774,123.0,215.0,38.0,52.0,-477.500915527,-52.3785362244,1673.0357666,-220.96321106,-567.33795166,1703.0357666,-702.912597656,391.787353516,1643.0357666,kitchen
50.591,78.8752670288,129.72164917,123.0,217.0,36.0,50.0,-476.217834473,-57.0679244995,1674.00927734,-221.089523315,-579.613037109,1704.00927734,-714.859069824,403.549499512,1644.00927734,kitchen
50.622,78.9437103271,130.999755859,123.0,225.0,36.0,48.0,-474.203125,-64.3517532349,1668.33459473,-220.353256226,-625.326782227,1698.33459473,-712.391540527,413.646728516,1638.33459473,kitchen
50.669,77.5860137939,127.923828125,121.0,227.0,32.0,40.0,-477.097351074,-45.8713264465,1650.8651123,-229.875106812,-630.682983398,1680.8651123,-727.530761719,454.706665039,1620.8651123,kitchen
50.7,75.7863769531,119.962249756,119.0,227.0,30.0,32.0,-487.015258789,0.218299865723,1649.17114258,-241.420074463,-630.047363281,1679.17114258,-738.126159668,499.654632568,1619.17114258,kitchen
50.732,75.3176269531,114.66633606,119.0,227.0,26.0,20.0,-484.955688477,30.5446090698,1633.10668945,-239.110427856,-624.019775391,1663.10668945,-753.289123535,562.156066895,1603.10668945,kitchen
50.779,74.2208480835,109.664169312,119.0,227.0,26.0,14.0,-488.660614014,58.8804016113,1624.54248047,-237.879119873,-620.806335449,1654.54248047,-749.264892578,592.702026367,1594.54248047,kitchen
50.794,73.1157455444,106.162025452,119.0,227.0,26.0,14.0,-491.833068848,78.3337936401,1614.29199219,-236.40536499,-616.960266113,1644.29199219,-744.448242188,588.891906738,1584.29199219,kitchen
50.825,72.0053710938,103.942863464,119.0,227.0,26.0,12.0,-496.034790039,90.5157165527,1607.53894043,-235.434463501,-614.426452637,1637.53894043,-741.275024414,597.445556641,1577.53894043,kitchen
50.872,71.5900039673,102.54284668,119.0,227.0,26.0,14.0,-497.447967529,98.2244644165,1604.54467773,-235.003967285,-613.302978516,1634.54467773,-739.868041992,585.268737793,1574.54467773,kitchen
50.904,72.1064758301,102.478233337,119.0,225.0,26.0,18.0,-495.364807129,98.7520446777,1607.21411133,-235.387771606,-602.822265625,1637.21411133,-741.122375488,564.138000488,1577.21411133,kitchen
50.95,73.1675109863,103.11971283,121.0,227.0,26.0,20.0,-491.569915771,95.5614929199,1614.39038086,-224.886825562,-616.997192383,1644.39038086,-744.494445801,555.592895508,1584.39038086,kitchen
50.982,73.8898544312,105.691230774,121.0,227.0,30.0,28.0,-490.319641113,81.4755401611,1623.79223633,-226.172607422,-620.524841309,1653.79223633,-726.556762695,514.178588867,1593.79223633,kitchen
50.997,74.1697006226,110.935783386,123.0,225.0,32.0,38.0,-492.46472168,52.0073547363,1636.21362305,-216.185668945,-613.499816895,1666.21362305,-720.954406738,461.86138916,1606.21362305,kitchen
51.029,75.7101821899,115.880409241,123.0,221.0,34.0,44.0,-488.819152832,23.8905944824,1653.78320312,-218.465255737,-596.351135254,1683.78320312,-717.452453613,432.749023438,1623.78320312,kitchen
51.075,77.521736145,120.286598206,123.0,217.0,38.0,46.0,-483.83706665,-1.68124389648,1672.88134766,-220.94317627,-579.229370117,1702.88134766,-702.846557617,426.316772461,1642.88134766,kitchen
51.091,78.416015625,122.578033447,123.0,217.0,38.0,48.0,-481.370788574,-15.2112121582,1682.59777832,-222.203842163,-582.534362793,1712.59777832,-707.003417969,417.247894287,1652.59777832,kitchen
51.122,78.7966308594,123.101638794,125.0,221.0,38.0,44.0,-480.501983643,-18.3532333374,1687.43322754,-210.786300659,-608.269042969,1717.43322754,-709.07208252,441.71697998,1657.43322754,kitchen
51.169,79.0671081543,122.279464722,125.0,225.0,36.0,44.0,-479.56463623,-13.5068664551,1689.77001953,-211.073120117,-633.219360352,1719.77001953,-721.712280273,442.339752197,1659.77001953,kitchen
51.2,78.8311538696,122.057220459,125.0,229.0,38.0,40.0,-480.710388184,-12.18359375,1688.88330078,-210.964294434,-657.003051758,1718.88330078,-709.692382812,465.372039795,1658.88330078,kitchen
51.232,78.8938751221,122.025222778,123.0,229.0,36.0,38.0,-479.660522461,-11.9771499634,1686.49804688,-222.709899902,-656.091308594,1716.49804688,-720.289489746,476.320495605,1656.49804688,kitchen
51.263,79.0982284546,121.104980469,123.0,229.0,34.0,36.0,-476.61529541,-6.50973510742,1680.02392578,-221.869903564,-653.616760254,1710.02392578,-729.046630859,486.031036377,1650.02392578,kitchen
51.294,78.9990615845,120.783149719,125.0,229.0,36.0,34.0,-476.963745117,-4.6114654541,1679.19372559,-209.775054932,-653.299377441,1709.19372559,-717.11340332,497.352874756,1649.19372559,kitchen
51.341,79.2692947388,119.74861145,127.0,229.0,40.0,34.0,-476.075500488,1.48243713379,1681.67700195,-198.075286865,-654.248535156,1711.67700195,-695.025756836,498.101776123,1651.67700195,kitchen
51.372,80.0972290039,119.421562195,127.0,229.0,42.0,36.0,-474.094787598,3.43211364746,1692.03295898,-199.273666382,-658.20690918,1722.03295898,-687.727050781,489.568450928,1662.03295898,kitchen
51.419,80.3870925903,119.877670288,127.0,231.0,42.0,36.0,-473.834533691,0.728065490723,1697.26135254,-199.878707886,-672.319152832,1727.26135254,-689.89050293,491.10848999,1667.26135254,kitchen
51.45,80.987487793,120.740737915,127.0,229.0,42.0,36.0,-472.891235352,-4.4333190918,1706.75378418,-200.977157593,-663.833557129,1736.75378418,-693.81842041,493.904602051,1676.75378418,kitchen
51.466,80.8439178467,120.894424438,127.0,229.0,44.0,36.0,-473.603393555,-5.35150146484,1706.22363281,-200.915802002,-663.63092041,1736.22363281,-681.843139648,493.748443604,1676.22363281,kitchen
51.497,80.7866287231,120.691452026,127.0,231.0,44.0,36.0,-474.174194336,-4.13906097412,1707.0447998,-201.01083374,-676.127258301,1737.0447998,-682.177185059,493.990325928,1677.0447998,kitchen
51.544,80.935043335,120.256187439,127.0,229.0,44.0,36.0,-473.539306641,-1.53436279297,1707.95910645,-201.116653442,-664.294311523,1737.95910645,-682.549072266,494.259643555,1677.95910645,kitchen
51.575,81.6133575439,119.207565308,127.0,229.0,44.0,36.0,-469.759399414,4.74894714355,1708.98754883,-201.235656738,-664.68737793,1738.98754883,-682.967407227,494.562561035,1678.98754883,kitchen
51.607,81.7051620483,119.251976013,127.0,229.0,46.0,36.0,-469.295288086,4.48359680176,1709.30090332,-201.27192688,-664.807189941,1739.30090332,-671.317321777,494.654876709,1679.30090332,kitchen
51.638,81.8056030273,119.060699463,127.0,231.0,46.0,36.0,-468.850036621,5.63200378418,1709.87268066,-201.338088989,-677.228027344,1739.87268066,-671.545959473,494.823303223,1679.87268066,kitchen
51.669,82.0153656006,118.695320129,127.0,231.0,48.0,36.0,-467.719543457,7.8249206543,1710.33813477,-201.391952515,-677.409179688,1740.33813477,-659.94720459,494.960388184,1680.33813477,kitchen
51.7,82.42212677,117.933204651,129.0,229.0,48.0,36.0,-466.060119629,12.4165496826,1713.20605469,-189.498153687,-666.299804688,1743.20605469,-661.073608398,495.805175781,1683.20605469,kitchen
51.732,83.60987854,117.348838806,129.0,229.0,50.0,36.0,-458.625427246,15.9168548584,1712.08935547,-189.376754761,-665.87298584,1742.08935547,-648.83795166,495.476226807,1682.08935547,kitchen
51.763,84.0369338989,117.455314636,129.0,231.0,52.0,36.0,-456.965057373,15.3078842163,1715.48120117,-189.74546814,-679.411071777,1745.48120117,-638.325500488,496.475311279,1685.48120117,kitchen
51.794,84.4852905273,117.444252014,129.0,231.0,52.0,36.0,-454.965087891,15.3980178833,1718.11401367,-190.031677246,-680.435852051,1748.11401367,-639.322570801,497.250854492,1688.11401367,kitchen
51.841,84.9110488892,117.560058594,129.0,229.0,52.0,36.0,-452.511505127,14.7039337158,1718.53771973,-190.07774353,-668.33770752,1748.53771973,-639.483032227,497.375671387,1688.53771973,kitchen
51.872,85.1181259155,117.674621582,129.0,231.0,52.0,34.0,-451.341705322,14.0159225464,1718.83520508,-190.110076904,-680.716552734,1748.83520508,-639.595703125,509.307678223,1688.83520508,kitchen
51.919,85.3301315308,117.485137939,129.0,231.0,54.0,36.0,-449.883239746,15.1519393921,1718.14538574,-190.035095215,-680.448059082,1748.14538574,-627.494934082,497.260101318,1688.14538574,kitchen
51.935,85.5047149658,117.385848999,129.0,231.0,54.0,36.0,-448.353668213,15.7333755493,1716.31665039,-189.836303711,-679.73626709,1746.31665039,-626.815185547,496.721435547,1686.31665039,kitchen
51.966,85.5908889771,117.375991821,129.0,231.0,54.0,36.0,-447.867858887,15.7938613892,1716.44250488,-189.849975586,-679.785217285,1746.44250488,-626.861938477,496.758514404,1686.44250488,kitchen
51.997,85.8459854126,117.48274231,129.0,231.0,56.0,34.0,-446.093414307,15.1432495117,1715.5234375,-189.750076294,-679.42755127,1745.5234375,-614.699157715,508.308929443,1685.5234375,kitchen
52.044,86.4960708618,117.585029602,131.0,231.0,56.0,36.0,-442.354125977,14.533531189,1716.18847656,-177.575698853,-679.686340332,1746.18847656,-614.941711426,496.683654785,1686.18847656,kitchen
52.075,86.8382110596,117.736228943,129.0,231.0,54.0,36.0,-440.162872314,13.6195068359,1715.67321777,-189.766342163,-679.485839844,1745.67321777,-626.57598877,496.531890869,1685.67321777,kitchen
52.122,87.0808410645,117.948379517,131.0,231.0,54.0,36.0,-438.331054688,12.3326873779,1714.21826172,-177.375350952,-678.919494629,1744.21826172,-626.035217285,496.10333252,1684.21826172,kitchen
52.138,87.2282714844,118.259284973,129.0,231.0,56.0,36.0,-435.544555664,10.4183273315,1706.77160645,-188.798690796,-676.020935059,1736.77160645,-611.507446289,493.909851074,1676.77160645,kitchen
52.169,87.4122390747,118.454071045,129.0,231.0,54.0,36.0,-433.468811035,9.23173522949,1702.94238281,-188.382415771,-674.530456543,1732.94238281,-621.84387207,492.781921387,1672.94238281,kitchen
52.2,87.2089996338,117.443855286,131.0,231.0,56.0,36.0,-434.295532227,15.250831604,1701.42626953,-176.074493408,-673.940307617,1731.42626953,-609.557983398,492.335327148,1671.42626953,kitchen
52.232,87.4559249878,117.832199097,129.0,231.0,54.0,36.0,-433.560668945,12.955871582,1704.32885742,-188.533126831,-675.070129395,1734.32885742,-622.35925293,493.1902771,1674.32885742,kitchen
52.263,87.457901001,118.166740417,129.0,231.0,54.0,36.0,-433.049530029,10.9438858032,1702.36608887,-188.319763184,-674.306152344,1732.36608887,-621.629699707,492.6121521,1672.36608887,kitchen
52.31,87.3882293701,118.835403442,129.0,231.0,56.0,34.0,-433.621124268,6.95472717285,1702.97741699,-188.38621521,-674.544067383,1732.97741699,-610.123718262,504.525390625,1672.97741699,kitchen
52.341,87.2714538574,118.897354126,129.0,231.0,56.0,36.0,-433.626159668,6.57426452637,1700.26269531,-188.091110229,-673.487426758,1730.26269531,-609.133666992,491.992553711,1670.26269531,kitchen
52.388,87.2684249878,119.068008423,129.0,231.0,56.0,36.0,-433.117919922,5.55004882812,1698.19921875,-187.866821289,-672.684265137,1728.19921875,-608.381164551,491.384735107,1668.19921875,kitchen
52.404,87.1827926636,119.300758362,129.0,231.0,56.0,38.0,-433.396118164,4.16177368164,1697.29162598,-187.7681427,-672.330932617,1727.29162598,-608.050109863,479.424133301,1667.29162598,kitchen
