start,end,x_mean,y_mean,z_mean,label
360.0,361.0,-0.341,0.806,-0.019,p_squat
361.0,362.0,-0.133,0.729,0.176,p_squat
362.0,363.0,0.515,0.538,0.748,p_squat
363.0,364.0,0.497,0.558,0.712,p_squat
364.0,365.0,0.496,0.563,0.711,p_squat
365.0,366.0,0.504,0.567,0.708,p_squat
366.0,367.0,0.5,0.57,0.702,p_squat
367.0,368.0,0.491,0.649,0.651,p_squat
368.0,369.0,-0.066,0.451,0.671,p_squat
369.0,370.0,0.886,0.008,0.461,p_squat
370.0,371.0,0.677,0.461,-0.437,p_squat
371.0,372.0,0.427,0.607,-0.286,p_squat
372.0,373.0,0.277,0.909,-0.105,p_squat
373.0,374.0,0.28,0.91,-0.077,p_squat
374.0,375.0,-0.98,0.251,-0.122,p_squat
375.0,376.0,0.113,-0.605,0.631,p_squat
376.0,377.0,-0.07,-0.763,0.694,p_squat
377.0,378.0,-0.27,-0.869,0.373,p_squat
378.0,379.0,-0.126,-0.944,-0.069,p_squat
379.0,380.0,-0.114,-0.946,0.042,p_squat
380.0,381.0,-0.128,-0.911,0.402,p_squat
381.0,382.0,0.111,-0.863,0.452,p_squat
382.0,383.0,0.529,-0.102,0.855,p_squat
383.0,384.0,0.627,0.026,0.853,p_squat
384.0,385.0,0.576,-0.381,0.748,p_squat
385.0,386.0,0.596,-0.257,0.82,p_squat
386.0,387.0,,,,p_squat
387.0,388.0,0.552,-0.301,0.799,p_squat
388.0,389.0,0.596,0.754,0.244,p_squat
389.0,390.0,-0.435,0.73,0.171,p_squat
390.0,391.0,-0.655,0.636,-0.14,p_squat
391.0,392.0,-0.915,0.412,-0.04,p_squat
392.0,393.0,-0.4,0.46,0.208,p_squat
393.0,394.0,0.481,-0.58,0.688,p_squat
394.0,395.0,0.518,-0.4,0.76,p_squat
395.0,396.0,-0.741,0.583,0.02,p_squat
396.0,397.0,-0.801,0.519,0.07,p_squat
397.0,398.0,-0.814,0.535,0.184,p_squat
398.0,399.0,-0.826,0.473,0.278,p_squat
399.0,400.0,-0.64,0.697,0.129,p_squat
400.0,401.0,-0.766,0.523,0.174,p_squat
401.0,402.0,-0.797,0.518,0.105,p_squat
402.0,403.0,-0.884,0.387,0.2,p_squat
403.0,404.0,-0.766,0.427,0.46,p_squat
404.0,405.0,-0.404,0.721,0.395,p_squat
405.0,406.0,-0.262,0.765,0.51,p_squat
406.0,407.0,0.367,0.442,0.786,p_squat
407.0,408.0,-0.363,0.555,0.551,p_squat
408.0,409.0,-0.939,0.537,0.202,p_squat
409.0,410.0,-0.695,0.633,0.304,p_squat
410.0,411.0,-0.169,0.808,0.453,p_squat
411.0,412.0,0.225,0.947,0.246,p_squat
412.0,413.0,0.251,0.889,0.334,p_squat
413.0,414.0,0.389,0.794,0.504,p_squat
414.0,415.0,0.103,0.614,0.809,p_squat
415.0,416.0,-0.3,0.444,0.918,p_squat
416.0,417.0,-0.449,0.09,0.939,p_squat
417.0,418.0,-0.44,0.124,0.946,p_squat
418.0,419.0,0.122,0.817,0.491,p_squat
419.0,420.0,0.226,0.927,0.262,p_squat
420.0,421.0,-0.1,0.907,0.43,p_squat
421.0,422.0,-0.724,0.596,0.209,p_squat
422.0,423.0,-0.633,0.62,0.294,p_squat
423.0,424.0,-0.493,0.809,0.312,p_squat
424.0,425.0,-0.348,0.897,0.255,p_squat
425.0,426.0,-0.089,0.888,0.201,p_squat
426.0,427.0,0.198,0.946,0.187,p_squat
427.0,428.0,0.224,0.713,0.52,p_squat
428.0,429.0,0.081,0.887,0.537,p_squat
429.0,430.0,-0.097,0.94,0.169,p_squat
430.0,431.0,0.276,0.873,0.271,p_squat
431.0,432.0,0.003,0.614,0.806,p_squat
432.0,433.0,0.198,0.531,0.877,p_squat
433.0,434.0,-0.103,0.629,0.786,p_squat
434.0,435.0,0.016,0.778,0.584,p_squat
435.0,436.0,0.184,0.641,0.761,p_squat
436.0,437.0,0.175,0.693,0.731,p_squat
437.0,438.0,0.146,0.82,-0.144,p_squat
438.0,439.0,0.331,0.569,-0.491,p_squat
439.0,440.0,0.062,0.703,-0.652,p_squat
440.0,441.0,0.067,0.608,-0.606,p_squat
441.0,442.0,-0.129,0.771,0.273,p_squat
442.0,443.0,-0.374,0.841,0.374,p_squat
443.0,444.0,-0.534,0.664,0.509,p_squat
444.0,445.0,-0.32,0.862,0.318,p_squat
445.0,446.0,-0.196,0.952,0.25,p_squat
446.0,447.0,0.054,0.92,0.283,p_squat
447.0,448.0,-0.239,0.766,0.489,p_squat
448.0,449.0,-0.291,0.872,0.5,p_squat
449.0,450.0,0.316,0.778,0.362,p_squat
450.0,451.0,0.818,-0.039,0.668,p_squat
451.0,452.0,0.288,0.868,0.531,p_squat
452.0,453.0,-0.103,0.681,0.635,p_squat
453.0,454.0,-0.047,0.602,0.773,p_squat
454.0,455.0,-0.355,0.209,0.955,p_squat
455.0,456.0,-0.347,0.213,0.978,p_squat
456.0,457.0,-0.363,0.308,0.935,p_squat
457.0,458.0,-0.421,0.282,0.922,p_squat
458.0,459.0,-0.32,0.275,0.835,p_squat
459.0,460.0,0.203,0.788,0.637,p_squat
460.0,461.0,0.13,0.859,0.485,p_squat
461.0,462.0,0.173,0.855,0.484,p_squat
462.0,463.0,0.109,0.903,0.404,p_squat
463.0,464.0,-0.067,0.903,0.344,p_squat
464.0,465.0,0.143,0.929,0.348,p_squat
465.0,466.0,0.008,0.864,0.468,p_squat
466.0,467.0,0.026,0.895,0.423,p_squat
467.0,468.0,0.173,0.865,0.494,p_squat
468.0,469.0,0.198,0.866,0.459,p_squat
469.0,470.0,0.186,0.854,0.504,p_squat
470.0,471.0,0.14,0.836,0.538,p_squat
471.0,472.0,0.209,0.889,0.406,p_squat
472.0,473.0,0.145,0.842,0.525,p_squat
473.0,474.0,0.21,0.878,0.466,p_squat
474.0,475.0,-0.133,0.902,0.348,p_squat
475.0,476.0,-0.836,0.483,0.147,p_squat
476.0,477.0,-0.814,0.509,0.162,p_squat
477.0,478.0,-0.675,0.628,0.081,p_squat
478.0,479.0,-0.675,0.682,0.1,p_squat
479.0,480.0,-0.356,0.849,0.282,p_squat
480.0,481.0,0.07,0.923,0.016,p_squat
481.0,482.0,-0.155,0.715,0.562,p_squat
482.0,483.0,-0.55,0.085,0.429,p_squat
483.0,484.0,-0.218,0.911,-0.038,p_squat
484.0,485.0,-0.47,0.288,0.291,p_squat
485.0,486.0,0.07,0.745,0.017,p_squat
486.0,487.0,0.714,-0.23,0.471,p_squat
487.0,488.0,0.314,0.729,0.647,p_squat
488.0,489.0,0.269,0.888,0.423,p_squat
489.0,490.0,0.28,0.884,0.359,p_squat
490.0,491.0,0.367,0.881,0.118,p_squat
491.0,492.0,0.349,0.94,0.048,p_squat
492.0,493.0,-0.051,0.575,0.634,p_squat
493.0,494.0,0.118,0.905,0.398,p_squat
494.0,495.0,0.112,0.884,0.371,p_squat
495.0,496.0,-0.044,0.874,0.582,p_squat
496.0,497.0,0.201,0.68,0.732,p_squat
497.0,498.0,0.242,0.775,0.598,p_squat
498.0,499.0,0.238,0.826,0.55,p_squat
499.0,500.0,0.184,0.847,0.505,p_squat
500.0,501.0,0.232,0.725,0.666,p_squat
501.0,502.0,0.21,0.767,0.661,p_squat
502.0,503.0,0.122,0.868,0.506,p_squat
503.0,504.0,0.23,0.914,0.172,p_squat
504.0,505.0,0.208,0.923,0.265,p_squat
505.0,506.0,0.19,0.968,0.218,p_squat
506.0,507.0,0.102,0.822,0.504,p_squat
507.0,508.0,-0.087,0.754,0.69,p_squat
508.0,509.0,-0.133,0.652,0.783,p_squat
509.0,510.0,-0.132,0.616,0.827,p_squat
510.0,511.0,-0.128,0.606,0.832,p_squat
511.0,512.0,-0.119,0.617,0.825,p_squat
512.0,513.0,-0.044,0.712,0.71,p_squat
513.0,514.0,0.213,0.899,0.266,p_squat
514.0,515.0,0.085,0.846,0.441,p_squat
515.0,516.0,0.067,1.027,0.244,p_squat
516.0,517.0,0.025,0.913,0.393,p_squat
517.0,518.0,-0.255,0.838,0.487,p_squat
518.0,519.0,-0.043,0.863,0.446,p_squat
519.0,520.0,0.001,0.893,0.418,p_squat
520.0,521.0,0.054,0.942,0.363,p_squat
521.0,522.0,-0.267,0.885,0.39,p_squat
522.0,523.0,-0.312,0.532,0.72,p_squat
523.0,524.0,0.224,0.862,0.517,p_squat
524.0,525.0,0.163,0.85,0.458,p_squat
525.0,526.0,0.134,0.964,0.126,p_squat
526.0,527.0,0.092,0.948,0.084,p_squat
527.0,528.0,-0.048,0.96,0.039,p_squat
528.0,529.0,-0.076,0.955,0.106,p_squat
529.0,530.0,-0.146,0.884,0.367,p_squat
530.0,531.0,0.21,0.916,0.309,p_squat
531.0,532.0,0.198,0.922,0.312,p_squat
532.0,533.0,0.17,0.687,0.749,p_squat
533.0,534.0,0.277,0.616,0.764,p_squat
534.0,535.0,0.27,0.683,0.745,p_squat
535.0,536.0,0.241,0.69,0.726,p_squat
536.0,537.0,0.166,0.664,0.775,p_squat
537.0,538.0,0.36,0.661,0.706,p_squat
538.0,539.0,0.374,0.688,0.663,p_squat
539.0,540.0,0.232,0.692,0.731,p_squat
540.0,541.0,0.204,0.815,0.499,p_squat
541.0,542.0,0.173,0.937,0.132,p_squat
542.0,543.0,-0.001,0.936,-0.017,p_squat
543.0,544.0,-0.118,0.89,-0.262,p_squat
544.0,545.0,-0.096,0.975,0.001,p_squat
545.0,546.0,0.113,0.739,0.539,p_squat
546.0,547.0,0.003,0.862,0.51,p_squat
547.0,548.0,-0.038,0.884,0.587,p_squat
548.0,549.0,-0.366,0.832,0.41,p_squat
549.0,550.0,-0.176,0.922,0.274,p_squat
550.0,551.0,-0.168,0.992,0.228,p_squat
551.0,552.0,0.169,0.534,0.828,p_squat
552.0,553.0,0.346,0.7,0.659,p_squat
553.0,554.0,0.154,0.868,0.502,p_squat
554.0,555.0,0.195,0.873,0.459,p_squat
555.0,556.0,0.204,0.874,0.451,p_squat
556.0,557.0,0.206,0.869,0.457,p_squat
557.0,558.0,0.293,0.895,0.351,p_squat
558.0,559.0,0.134,0.735,0.624,p_squat
559.0,560.0,0.018,0.888,0.477,p_squat
560.0,561.0,-0.321,0.916,0.281,p_squat
561.0,562.0,-0.326,0.876,0.287,p_squat
562.0,563.0,-0.287,0.949,0.311,p_squat
563.0,564.0,0.054,0.848,0.526,p_squat
564.0,565.0,0.132,0.165,0.766,p_squat
565.0,566.0,0.18,0.785,0.742,p_squat
566.0,567.0,0.164,0.694,0.768,p_squat
567.0,568.0,0.55,0.162,0.841,p_squat
568.0,569.0,0.604,0.108,0.804,p_squat
569.0,570.0,0.42,0.831,0.319,p_squat
570.0,571.0,0.372,0.923,0.09,p_squat
571.0,572.0,0.185,0.913,0.096,p_squat
572.0,573.0,0.238,0.914,0.237,p_squat
573.0,574.0,0.149,0.923,0.399,p_squat
574.0,575.0,0.198,0.762,0.645,p_squat
575.0,576.0,-0.034,0.419,0.899,p_squat
576.0,577.0,0.092,0.975,0.219,p_squat
577.0,578.0,-0.043,0.518,0.615,p_squat
578.0,579.0,0.052,0.966,0.032,p_squat
579.0,580.0,0.21,0.94,0.08,p_squat
580.0,581.0,0.257,0.844,0.435,p_squat
581.0,582.0,0.256,0.856,0.441,p_squat
582.0,583.0,0.171,0.89,0.425,p_squat
583.0,584.0,0.241,0.62,0.745,p_squat
584.0,585.0,0.25,0.627,0.729,p_squat
585.0,586.0,0.338,0.845,0.15,p_squat
586.0,587.0,0.215,0.918,0.029,p_squat
587.0,588.0,-0.073,0.864,0.52,p_squat
588.0,589.0,0.079,0.716,0.715,p_squat
