start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height,room
86.0,87.0,151.428,115.498,0.776,1.732,-95.521,50.486,3181.541,7.528,20.286,42.441,60.0,51.0,1.0,3.464,668.016,-568.554,60.0,18.33,46.45,kitchen
87.0,88.0,149.723,116.693,0.146,0.039,-113.754,36.599,3156.406,1.632,0.44,0.306,59.0,49.0,0.0,0.0,651.251,-541.618,60.0,0.063,0.053,kitchen
88.0,89.0,146.763,118.596,0.446,0.531,-146.229,15.511,3150.175,4.997,5.859,2.189,64.333,50.333,2.494,0.943,707.912,-556.123,60.0,27.733,10.982,kitchen
89.0,90.0,158.756,110.289,0.0,0.0,-14.608,114.011,3348.108,0.0,0.0,0.0,65.0,63.0,0.0,0.0,763.671,-737.876,60.0,0.0,0.0,kitchen
90.0,91.0,162.253,105.663,0.088,0.127,27.04,172.098,3423.049,1.108,1.68,8.0,67.0,79.0,0.0,2.0,804.97,-944.768,60.0,1.88,22.406,kitchen
91.0,92.0,165.316,106.254,4.275,0.426,61.823,161.929,3361.053,49.341,2.333,55.827,54.0,75.0,9.0,0.0,639.473,-880.906,60.0,115.699,14.683,kitchen
92.0,93.0,167.933,106.695,0.0,0.0,91.407,153.309,3286.044,0.0,0.0,0.0,43.0,73.0,0.0,0.0,497.491,-838.343,60.0,0.0,0.0,kitchen
93.0,94.0,165.304,107.451,1.927,1.454,59.431,140.11,3178.673,22.119,18.078,46.234,44.333,47.0,3.399,2.828,495.202,-521.716,60.0,29.825,38.521,kitchen
94.0,95.0,155.315,94.2,0.0,0.0,-50.068,275.701,3047.321,0.0,0.0,0.0,47.0,81.0,0.0,0.0,501.292,-860.617,60.0,0.0,0.0,kitchen
95.0,96.0,149.184,88.56,0.331,0.346,-119.105,346.227,3140.481,3.366,3.294,7.76,51.0,115.0,0.0,1.789,559.855,-1258.73,60.0,1.388,16.875,kitchen
96.0,97.0,148.695,88.413,0.095,0.431,-123.076,343.878,3104.563,1.036,4.644,1.146,52.333,117.667,0.943,0.943,567.81,-1273.457,60.0,10.31,10.042,kitchen
97.0,98.0,149.404,88.363,0.186,0.302,-114.985,343.31,3094.571,2.119,2.868,4.596,51.0,115.5,0.0,0.866,551.645,-1246.063,60.0,0.822,10.892,kitchen
99.0,100.0,146.319,101.034,0.833,0.866,-147.754,204.846,3080.415,8.518,8.844,11.056,55.545,71.909,1.233,0.996,596.568,-774.069,60.0,12.477,13.163,kitchen
100.0,101.0,145.456,101.904,0.121,0.055,-155.598,193.602,3050.867,1.306,0.609,0.267,55.0,71.0,0.0,0.0,584.939,-756.955,60.0,0.052,0.067,kitchen
101.0,102.0,145.842,101.914,0.209,0.43,-151.423,193.426,3050.0,2.26,4.279,5.318,55.0,71.0,0.0,0.0,584.772,-756.739,60.0,1.026,1.324,kitchen
102.0,103.0,144.218,93.977,0.876,4.691,-167.518,276.167,3027.137,9.06,49.437,6.832,51.4,87.4,4.454,12.027,541.619,-923.245,60.0,47.334,125.232,kitchen
103.0,104.0,145.063,84.925,0.187,0.158,-158.239,371.579,3021.061,1.988,1.675,0.602,41.0,121.0,0.0,0.0,430.947,-1273.966,60.0,0.229,0.256,kitchen
104.0,105.0,145.081,83.471,0.224,0.107,-159.871,391.444,3055.861,2.35,0.815,4.786,41.0,120.667,0.0,1.795,436.09,-1285.119,60.0,0.688,18.855,kitchen
105.0,106.0,147.024,84.845,0.371,0.462,-137.696,373.032,3025.98,4.059,4.778,3.449,38.81,118.143,1.052,1.582,409.06,-1246.034,60.0,11.149,16.496,kitchen
106.0,107.0,147.135,84.429,0.412,0.473,-136.53,377.487,3026.348,4.517,4.907,3.52,39.211,117.421,1.104,1.389,413.411,-1238.602,60.0,11.345,14.373,kitchen
107.0,108.0,132.499,86.152,8.494,4.333,-280.58,348.922,2930.807,80.636,52.733,69.082,36.0,111.0,1.0,2.0,364.272,-1134.854,60.0,0.021,46.392,kitchen
108.0,109.0,102.968,122.393,0.908,0.651,-554.081,-23.243,2770.466,9.458,6.305,10.056,51.333,96.667,1.374,1.795,486.877,-940.959,60.0,13.929,18.072,kitchen
109.0,110.0,104.421,121.099,0.492,0.503,-548.872,-10.842,2816.283,3.073,4.966,10.439,42.429,102.714,1.4,1.666,407.562,-1015.249,60.0,12.277,15.483,kitchen
110.0,111.0,104.402,119.616,0.25,0.892,-552.245,3.812,2832.545,2.428,8.858,1.34,46.25,101.0,2.222,0.0,448.001,-1004.159,60.0,22.076,0.475,kitchen
111.0,112.0,104.716,119.575,0.14,0.442,-547.794,4.216,2825.689,1.717,4.383,3.659,46.143,101.0,1.457,1.512,445.797,-1001.561,60.0,14.909,15.725,kitchen
112.0,113.0,106.185,119.024,1.441,0.7,-526.07,9.521,2787.489,15.928,6.83,15.234,49.0,99.0,1.633,1.633,467.762,-968.478,60.0,13.532,18.59,kitchen
113.0,114.0,117.924,103.015,7.996,9.124,-418.767,171.731,2850.104,72.148,96.273,62.522,46.333,107.0,1.886,4.32,453.761,-1066.555,60.0,13.262,33.346,kitchen
114.0,115.0,144.63,88.975,1.965,1.957,-164.73,332.745,3058.144,20.307,21.663,18.927,63.857,119.286,5.222,5.599,681.43,-1273.756,60.0,55.318,61.901,kitchen
115.0,116.0,145.163,86.234,0.185,0.242,-158.318,360.313,3042.93,1.654,3.536,8.044,48.333,115.667,0.943,0.943,513.369,-1226.875,60.0,8.76,7.517,kitchen
116.0,117.0,145.508,86.531,0.268,0.552,-154.48,356.779,3039.918,2.555,5.811,5.901,48.0,113.5,1.0,1.658,509.345,-1202.781,60.0,9.62,15.817,kitchen
117.0,118.0,146.253,86.554,0.328,0.194,-146.863,357.298,3046.404,3.611,2.12,2.535,47.0,114.667,0.0,0.745,499.879,-1217.727,60.0,0.418,7.678,kitchen
118.0,119.0,147.919,85.191,0.627,1.84,-128.49,369.963,3032.064,7.427,16.761,21.838,44.5,113.0,0.866,1.414,471.106,-1194.51,60.0,12.717,19.718,kitchen
119.0,120.0,159.112,94.577,4.148,5.872,-9.329,261.772,2933.937,42.969,61.638,21.067,54.2,103.8,2.993,11.565,556.513,-1064.878,60.0,28.629,123.147,kitchen
120.0,121.0,180.759,110.775,0.917,1.362,231.127,102.787,3174.047,11.763,15.729,22.6,47.0,89.4,0.0,7.526,527.649,-994.181,60.0,3.725,89.58,kitchen
121.0,122.0,181.277,109.373,1.086,0.021,238.381,119.02,3194.026,13.458,0.407,17.316,46.0,89.0,1.0,4.0,520.118,-995.289,60.0,14.099,50.416,kitchen
122.0,123.0,180.136,111.235,0.205,0.34,225.382,98.107,3191.829,2.598,3.826,5.021,47.0,79.167,0.0,1.518,530.579,-884.691,60.0,0.828,16.326,kitchen
123.0,124.0,180.268,110.999,0.243,0.302,227.563,101.06,3201.759,2.653,3.349,2.579,47.0,80.333,0.0,1.425,532.216,-900.429,60.0,0.425,15.579,kitchen
124.0,125.0,174.201,113.705,1.913,1.29,155.406,68.798,3114.386,23.401,14.397,50.441,49.727,75.909,1.286,4.926,545.924,-828.649,60.0,13.016,53.722,kitchen
125.0,126.0,169.786,112.931,1.316,1.641,110.639,80.492,3234.913,12.026,19.576,82.849,48.533,85.6,1.522,7.378,551.869,-969.686,60.0,10.441,79.552,kitchen
126.0,127.0,169.94,113.687,0.364,0.233,116.277,73.842,3335.798,4.311,2.693,3.561,53.533,70.467,2.187,1.024,628.483,-824.155,60.0,26.042,12.065,kitchen
127.0,128.0,170.303,113.993,0.224,0.295,120.692,70.369,3340.606,2.555,3.511,3.133,53.533,70.6,1.857,0.952,629.367,-826.989,60.0,21.707,11.268,kitchen
128.0,129.0,170.135,113.978,0.101,0.235,118.729,70.548,3340.878,1.111,2.805,2.896,51.552,71.069,0.894,0.365,606.0,-832.5,60.0,10.388,4.516,kitchen
129.0,130.0,168.964,112.8,0.808,0.825,103.51,82.997,3290.05,10.281,8.952,43.588,49.533,75.667,2.918,2.891,573.259,-872.106,60.0,34.655,32.402,kitchen
130.0,131.0,166.242,115.144,2.902,1.088,71.494,55.981,3299.219,32.047,11.706,78.982,75.6,75.0,5.914,2.251,876.589,-866.756,60.0,73.06,24.323,kitchen
131.0,132.0,165.656,117.92,0.488,0.717,66.889,24.628,3373.099,5.667,8.545,8.108,82.931,68.586,0.365,2.989,983.346,-811.071,60.0,4.556,36.685,kitchen
132.0,133.0,166.305,118.977,0.335,0.329,74.298,12.052,3360.397,3.894,3.892,2.511,83.0,68.0,0.0,1.528,980.474,-801.649,60.0,0.731,18.13,kitchen
133.0,134.0,166.37,119.004,0.305,0.287,75.037,11.729,3359.223,3.549,3.389,2.1,83.0,68.133,0.0,1.231,980.133,-802.912,60.0,0.611,14.55,kitchen
134.0,135.0,166.467,119.051,0.273,0.238,76.178,11.177,3359.158,3.188,2.812,1.691,83.0,67.6,0.0,0.917,980.114,-796.612,60.0,0.492,10.747,kitchen
135.0,136.0,165.926,118.271,0.536,0.782,69.079,20.21,3326.199,5.819,9.207,26.475,83.0,72.8,0.0,3.321,970.521,-849.512,60.0,7.706,42.382,kitchen
136.0,137.0,166.699,116.847,1.117,1.636,78.059,36.762,3318.966,13.699,19.102,28.365,83.4,75.4,1.583,3.809,973.206,-877.314,60.0,24.646,47.709,kitchen
137.0,138.0,169.588,116.751,0.353,0.445,113.439,38.448,3374.223,4.036,5.274,4.404,92.143,74.143,2.587,4.121,1093.626,-876.595,60.0,30.349,48.338,kitchen
138.0,139.0,169.937,117.228,0.107,0.077,117.561,32.797,3373.642,1.22,0.929,1.4,96.0,69.0,1.0,0.0,1139.485,-815.971,60.0,11.464,0.339,kitchen
139.0,140.0,170.025,117.113,0.235,0.284,118.545,34.135,3372.066,2.708,3.385,2.159,97.0,72.0,0.0,3.317,1150.89,-851.085,60.0,0.734,39.488,kitchen
140.0,141.0,170.139,117.371,0.0,0.0,119.788,31.06,3369.243,0.0,0.0,0.0,97.0,73.0,0.0,0.0,1149.929,-862.166,60.0,0.0,0.0,kitchen
141.0,142.0,166.028,118.686,0.0,0.0,69.22,15.083,3274.502,0.0,0.0,0.0,81.0,65.0,0.0,0.0,932.299,-746.053,60.0,0.0,0.0,kitchen
142.0,143.0,181.854,119.337,3.539,3.464,239.116,8.206,3107.153,44.745,37.928,80.721,59.0,73.0,8.0,8.0,645.108,-797.549,60.0,69.624,106.778,kitchen
143.0,144.0,187.326,112.686,0.0,0.0,309.564,82.857,3230.579,0.0,0.0,0.0,55.0,89.0,0.0,0.0,629.278,-1006.243,60.0,0.0,0.0,kitchen
144.0,145.0,187.861,111.896,0.135,0.7,321.316,93.437,3288.743,2.93,7.771,14.95,55.0,87.0,0.0,5.215,640.496,-1000.835,60.0,2.883,56.668,kitchen
145.0,146.0,187.361,113.332,0.373,0.585,317.647,77.415,3310.656,4.467,6.826,1.452,59.0,83.0,2.0,4.0,690.729,-961.81,60.0,22.708,46.439,kitchen
146.0,147.0,187.375,113.218,0.241,0.264,313.787,77.745,3268.811,2.936,3.076,2.194,57.667,79.667,0.943,1.886,666.931,-911.345,60.0,10.263,22.014,kitchen
148.0,149.0,164.363,95.584,7.119,5.419,45.39,251.507,2941.118,73.116,54.084,17.414,63.667,128.556,11.116,2.629,659.54,-1319.135,60.0,119.732,34.108,kitchen
149.0,150.0,153.567,86.86,1.146,0.292,-64.967,334.732,2880.42,11.494,2.509,3.766,44.0,131.0,1.0,0.0,442.97,-1316.35,60.0,10.998,1.73,kitchen
150.0,151.0,155.596,86.373,0.037,0.13,-44.532,340.055,2883.85,0.38,1.228,1.389,44.5,130.5,0.866,0.866,448.913,-1312.918,60.0,8.806,8.106,kitchen
151.0,152.0,154.753,86.822,0.0,0.0,-53.644,339.191,2915.364,0.0,0.0,0.0,43.0,129.0,0.0,0.0,438.23,-1312.166,60.0,0.0,0.0,kitchen
152.0,153.0,154.79,86.71,0.0,0.0,-53.172,339.743,2910.331,0.0,0.0,0.0,45.0,129.0,0.0,0.0,458.093,-1309.89,60.0,0.0,0.0,kitchen
156.0,157.0,155.908,106.949,0.439,0.152,-42.461,135.448,2959.757,4.47,1.371,6.336,52.143,77.143,0.99,0.515,540.097,-799.061,60.0,9.095,5.177,kitchen
157.0,158.0,155.413,107.568,0.0,0.0,-47.639,129.112,2961.682,0.0,0.0,0.0,53.0,77.0,0.0,0.0,549.281,-798.116,60.0,0.0,0.0,kitchen
159.0,160.0,155.383,104.149,0.155,4.272,-47.677,163.813,2945.354,1.497,44.482,6.509,54.0,85.0,1.0,10.0,556.493,-875.931,60.0,11.456,104.382,kitchen
160.0,161.0,155.225,86.999,0.398,0.184,-48.269,333.726,2883.77,3.852,3.061,10.413,52.0,130.0,7.0,1.0,524.839,-1307.845,60.0,72.58,5.26,kitchen
162.0,163.0,154.644,86.035,0.127,0.18,-53.832,341.396,2866.406,1.268,1.736,0.589,44.0,127.0,1.0,2.0,441.213,-1270.123,60.0,9.855,19.63,kitchen
163.0,164.0,152.558,86.439,0.082,0.021,-75.2,339.138,2881.702,0.845,0.146,0.545,43.0,122.0,0.0,1.0,432.734,-1226.096,60.0,0.082,9.767,kitchen
164.0,165.0,152.993,85.937,0.0,0.0,-71.002,345.18,2889.838,0.0,0.0,0.0,47.0,121.0,0.0,0.0,474.916,-1219.55,60.0,0.0,0.0,kitchen
165.0,166.0,179.647,121.65,2.483,0.883,193.853,-16.296,2813.504,24.508,8.741,9.327,56.818,94.455,3.128,1.725,565.288,-931.804,60.0,32.747,14.841,kitchen
166.0,167.0,175.042,121.585,0.683,0.793,146.122,-15.364,2769.628,7.395,7.652,14.444,59.5,97.0,2.598,2.708,581.701,-941.907,60.0,22.735,28.874,kitchen
167.0,168.0,176.156,121.948,0.46,0.199,156.692,-18.896,2765.58,4.807,1.935,7.224,58.143,98.714,1.457,1.979,568.092,-956.91,60.0,12.924,20.144,kitchen
168.0,169.0,177.839,121.594,0.637,0.454,172.833,-15.44,2763.019,5.842,4.4,5.781,55.476,99.571,1.052,1.53,541.997,-964.329,60.0,10.942,14.106,kitchen
169.0,170.0,176.867,102.326,0.0,0.0,165.592,173.513,2799.617,0.0,0.0,0.0,65.0,127.0,0.0,0.0,642.439,-1243.328,60.0,0.0,0.0,kitchen
170.0,171.0,143.959,84.491,0.159,0.114,-164.192,363.48,2919.064,1.397,2.559,12.471,39.4,119.8,3.878,1.6,399.806,-1218.837,60.0,37.88,20.698,kitchen
171.0,172.0,143.948,83.969,0.166,0.47,-165.26,370.94,2935.91,1.773,4.425,5.156,42.143,117.0,2.356,2.39,430.455,-1196.741,60.0,24.558,22.879,kitchen
172.0,173.0,143.028,84.633,0.553,0.434,-174.512,363.664,2932.363,5.332,3.82,6.521,42.333,110.333,1.886,2.211,431.982,-1127.378,60.0,19.828,24.004,kitchen
173.0,174.0,142.051,83.905,0.364,0.607,-183.834,369.68,2920.734,3.674,6.077,1.528,41.0,109.5,1.414,0.866,415.925,-1114.512,60.0,14.437,9.51,kitchen
174.0,175.0,144.864,85.318,0.159,0.335,-154.275,353.484,2906.518,1.796,3.705,5.026,37.667,111.0,0.943,0.0,380.565,-1124.495,60.0,9.133,1.956,kitchen
175.0,176.0,156.365,102.332,5.009,4.155,-38.199,190.613,3092.967,54.194,41.326,69.962,57.0,73.0,3.742,6.782,616.126,-787.701,60.0,30.356,56.026,kitchen
176.0,177.0,175.896,104.223,0.285,0.194,190.782,189.372,3422.739,2.873,2.941,11.529,59.0,79.0,0.0,1.414,711.403,-945.092,60.0,2.385,14.366,kitchen
177.0,178.0,177.144,103.631,0.824,0.481,206.893,197.535,3441.318,10.095,5.909,3.572,55.0,79.667,2.828,1.491,667.371,-958.181,60.0,33.31,17.447,kitchen
178.0,179.0,177.306,103.463,0.0,0.0,209.056,199.769,3444.946,0.0,0.0,0.0,55.0,79.0,0.0,0.0,668.097,-951.291,60.0,0.0,0.0,kitchen
179.0,180.0,177.169,103.6,0.113,0.12,207.385,198.101,3444.637,1.388,1.43,0.923,55.0,76.6,0.0,1.497,668.038,-922.214,60.0,0.178,17.881,kitchen
180.0,181.0,177.064,103.463,0.052,0.065,206.151,199.782,3445.131,0.662,0.82,0.576,55.0,76.0,0.0,1.0,668.133,-914.992,60.0,0.111,11.822,kitchen
181.0,182.0,174.265,107.477,1.202,1.567,164.746,144.726,3283.33,19.725,22.765,122.059,59.0,81.0,1.633,8.641,682.788,-927.616,60.0,27.697,63.418,kitchen
182.0,183.0,174.804,116.094,2.103,1.499,165.252,43.563,3191.084,20.7,16.096,59.184,64.25,82.75,5.562,6.996,721.274,-923.979,60.0,50.835,60.778,kitchen
183.0,184.0,173.807,116.42,0.643,0.445,157.723,40.895,3257.727,7.32,5.098,2.666,60.412,75.941,1.497,0.998,693.12,-868.151,60.0,17.312,11.657,kitchen
184.0,185.0,173.163,118.238,0.134,0.14,151.199,20.24,3275.762,1.459,1.622,1.907,67.0,74.111,0.0,0.994,773.311,-851.958,60.0,0.448,11.582,kitchen
185.0,186.0,173.032,118.491,0.591,0.208,149.371,17.299,3268.501,6.964,2.396,5.983,64.286,74.714,2.889,1.03,740.258,-856.987,60.0,34.458,11.842,kitchen
186.0,187.0,171.967,117.132,1.328,0.788,134.447,32.182,3205.785,14.041,8.659,29.882,71.333,77.167,11.6,2.511,804.03,-867.403,60.0,124.416,31.578,kitchen
187.0,188.0,171.816,117.119,0.738,0.91,136.176,33.069,3285.272,9.417,9.963,39.901,82.538,73.0,1.946,2.075,953.937,-840.836,60.0,17.148,20.21,kitchen
188.0,189.0,172.157,118.978,0.342,0.472,140.852,11.842,3303.987,3.852,5.476,2.84,81.667,69.0,0.943,0.0,949.732,-799.959,60.0,11.193,0.687,kitchen
189.0,190.0,172.224,119.336,0.073,0.106,141.564,7.685,3302.413,0.829,1.228,0.65,81.0,68.2,0.0,0.98,941.489,-790.231,60.0,0.185,11.566,kitchen
190.0,191.0,172.021,119.149,0.299,0.394,139.334,9.867,3305.354,3.359,4.583,2.68,81.0,69.667,0.0,0.943,942.324,-807.955,60.0,0.761,11.478,kitchen
191.0,192.0,170.537,118.475,0.537,0.27,120.706,17.46,3265.676,6.861,3.047,19.49,77.667,70.0,2.749,1.0,892.723,-801.632,60.0,28.986,13.406,kitchen
192.0,193.0,172.63,117.04,0.228,0.293,147.188,34.489,3323.316,2.733,3.395,2.069,81.0,74.091,3.075,2.745,947.867,-863.449,60.0,36.686,31.427,kitchen
193.0,194.0,172.668,117.237,0.187,0.175,147.987,32.277,3331.511,2.083,2.058,2.424,87.0,72.75,0.0,1.199,1020.901,-849.99,60.0,0.739,14.496,kitchen
194.0,195.0,173.489,117.64,0.19,0.233,157.429,27.544,3328.199,2.125,2.729,1.96,87.0,69.75,0.0,2.222,1019.891,-814.345,60.0,0.598,26.173,kitchen
195.0,196.0,173.334,117.59,0.231,0.239,155.683,28.139,3329.485,2.576,2.804,2.482,87.0,71.909,0.0,2.314,1020.283,-839.881,60.0,0.757,27.432,kitchen
197.0,198.0,173.991,116.802,0.931,1.195,158.566,36.326,3230.214,11.838,13.669,30.508,78.077,71.308,5.797,2.584,888.537,-807.308,60.0,73.74,34.232,kitchen
198.0,199.0,175.764,121.564,0.001,0.018,172.436,-17.113,3119.452,0.115,0.181,1.973,63.0,66.0,0.0,1.0,692.831,-722.394,60.0,0.436,11.29,kitchen
199.0,200.0,181.348,114.755,0.053,0.07,249.462,61.286,3332.293,0.717,0.838,1.278,61.0,84.0,0.0,1.0,716.692,-980.092,60.0,0.273,11.956,kitchen
200.0,201.0,181.825,113.473,0.0,0.0,255.838,76.513,3342.872,0.0,0.0,0.0,65.0,85.0,0.0,0.0,766.265,-994.4,60.0,0.0,0.0,kitchen
201.0,202.0,181.674,113.689,0.189,0.279,250.86,73.047,3300.669,1.943,3.146,7.115,63.0,85.667,0.0,1.333,733.287,-989.41,60.0,1.572,14.918,kitchen
202.0,203.0,181.999,114.476,0.0,0.0,256.465,64.404,3324.518,0.0,0.0,0.0,63.0,85.0,0.0,0.0,738.555,-988.508,60.0,0.0,0.0,kitchen
203.0,204.0,176.072,118.583,2.262,2.321,176.216,15.759,3116.944,29.309,25.7,71.427,63.4,71.6,0.8,4.737,696.622,-782.507,60.0,15.287,57.591,kitchen
